CVE ESTADO,CVE MUNICIPIO,emisiones NOx,,,,,,,,,,,,,,,,,,
,,Asados_al_carbon,Combustion_Agricola,Combustion_Comercial,Combustion_Domestica,Combustion_industrial,Incendios_en_construcciones,Incendios_Forestales,Ladrilleras,Quema_de_Residuos,Quemas_Agricolas,Rellenos_Sanitarios, cruces fronterizos ,Embarcaciones_marinas,Equipo_basico_eropouertos,Locomotoras_patio,Locomotoras_arrastre,Maquinara_agricola,Terminales_autobuses,
15,034,15034,0.02189003,0,0.311484978,8.746119256,0.007010501,0.000172267,0.091811944,0,0.431392944,1.765951279,0,0,0,0,0,0,2.25808336,0
15,035,15035,0.36445098,0.013225791,2.607318346,25.57063611,0.256895743,0.003762978,0.187968649,0,0.156948908,5.35180706,0,0,0,0,0,51.5057151,3.947657904,0
15,036,15036,0.10612753,0,1.269823744,11.65434116,0.037704599,0.001129247,0.068858958,0,1.341825481,6.97994543,0,0,0,0,0,0,16.86654895,0
15,037,15037,0.7247355,0,7.898582333,54.53284767,0.179114844,0.007939413,0.255198322,0.051223673,0.329375135,2.81657455,0,0,0,0,0,101.1719404,51.91433552,0
15,038,15038,0.00691773,0.007919146,0.175148103,4.237121121,0.002726306,0.000290232,0.622446098,0,0.126099973,1.536687651,0,0,0,0,0,0,32.28501793,0
15,039,15039,1.54284424,0.067720947,10.40140891,103.2376057,0.61350162,0.014172094,7.141884663,0.6681983,1.180487738,9.236361008,0,0,0,0,0,0,6.783960345,0
15,040,15040,0.05764189,0.366485031,1.866338464,18.59964219,0.030244497,0.000833149,0.535648417,0,0.353322114,2.486150964,0,0,0,0,0,0,2.978705907,0
15,041,15041,0.0030472,0,0.100165872,9.408755984,0.000778945,9.55863E-05,0.568448611,0,0.596822265,0.857748322,0,0,0,0,0,0,5.988256774,0
15,042,15042,0.27752667,0.171445437,3.488683139,86.92496038,0.194953394,0.003565892,0.563072571,0.051223673,10.32893647,35.82124503,0,0,0,0,0,139.8012267,30.67960915,0
15,043,15043,0.05092047,0,0.996154834,11.89852939,0.035784421,0.000690574,8.652309682,0,0.193816379,6.119395369,0,0,0,0,0,0,2.712892825,0
15,044,15044,0.085263,0.006139379,0.64187799,5.19855629,0.032310471,0.000793738,0,0,0.084941725,0.652762644,0,0,0,0,0,0,24.40570989,0
15,045,15045,0.04936171,0,1.610359014,34.87790327,0.163374273,0.002401342,0,0,2.628220083,27.90910929,0,0,0,0,0,48.2866079,24.97627319,0
15,046,15046,0.02586311,0,0.279639868,5.045819455,0.013646508,0.000474554,1.577095902,0,0.072141345,1.059069926,0,0,0,0,0,0,0.841190795,0
15,047,15047,0.02203653,0,0.478570276,39.36000621,0.011684168,0.001597743,2.34739139,0,2.547380205,22.32131086,0,0,0,0,0,0,22.81698725,0
15,048,15048,0.10140144,5.101840646,1.14891111,31.2001358,0.157386686,0.001579368,1.825360826,0,1.751248536,28.25679838,0,0,0,0,0,17.93502579,23.28447601,0
15,049,15049,0.0286847,0,0.398095131,6.608986597,0.014675115,0.000347318,22.3302679,0,0.040138318,1.777525704,0,0,0,0,0,0,9.676708958,0
15,050,15050,0.07387702,0,0.531415266,6.77611302,0.016117682,0.000615062,0.741388426,0.051223673,0.121631271,7.463240085,0,0,0,0,0,0,10.67264554,0
15,051,15051,0.26695523,0.039677372,4.596642534,31.48428522,2.011742537,0.003619836,5.804486926,0,1.501015894,9.328680995,0,0,0,0,0,15.63566351,11.46247704,0
15,052,15052,0.02650478,0.155084644,1.903151563,20.66497511,0.026508602,0.00064548,0.11476493,0,0.212889439,5.265167551,0,0,0,0,0,0,6.289986419,0
15,053,15053,0.14472442,0.124420403,1.055864414,10.42550977,0.059745599,0.001505593,0,0,0.355042312,3.208809044,0,0,0,0,0,0,0.963682019,0
15,054,15054,0.68909498,0.104336794,14.39498468,46.08172534,0.431230315,0.006449463,0,12.394844,0.532423853,2.368486595,0,0,0,0,0,0,3.140812802,0
15,055,15055,0.03241459,0,0.435879937,2.275140426,0.019772251,0.000298788,0,0,0.017704766,0.948557141,0,0,0,0,0,0,0.738671289,0
15,056,15056,0.04018202,0.141442485,0.527369034,31.13214074,0.059775267,0.000581978,2.389355282,0,1.522009926,17.63314187,0,0,0,0,0,0,64.54549374,0
15,057,15057,2.55571008,0.016328137,32.82036605,165.3417076,3.009297729,0.025298896,0.703324644,0.102447347,0.757948915,1.680412181,0,0,0,0,0,39.54903124,96.22490524,0
15,058,15058,3.29357198,0,36.41388763,203.1913376,1.429970642,0.031099356,0,0,0.444458765,0,0,0,0,0,0,85.0764044,19.87852566,0
15,059,15059,0.09093548,0.037228152,0.875740513,8.269082055,0.024769043,0.001115719,0,0,0.519011999,22.69408546,0,0,0,0,0,33.11081685,3.205124715,0
15,060,15060,1.1319469,0.160015741,7.804042164,85.75385423,0.395290106,0.011473361,5.855841893,0.204894693,2.3719587,8.92686482,0,0,0,0,0,0,9.058626901,0
15,061,15061,0.02349567,0,0.191070657,2.159399568,0.036675992,0.000253883,0,0.051223673,0.047384145,3.053262809,0,0,0,0,0,48.74648036,7.722592251,0
15,062,15062,0.16097713,0,3.903016241,15.17319613,0.271809591,0.001610155,1.953455305,0,0.405358598,3.456919189,0,0,0,0,0,64.84201633,18.68891496,0
15,063,15063,0.01585716,0,0.855262443,25.8414696,0.026094643,0.000789797,9.658869335,0,0.505326883,11.06053299,0,0,0,0,0,0,24.76418478,0
15,064,15064,0.0190157,0,0.635239973,22.65198399,0.032284339,0.000779439,0.383492722,0,1.087426777,12.54743232,0,0,0,0,0,54.26494984,12.71906265,0
15,065,15065,0.06719076,0,1.076762767,9.356041485,0.056272792,0.000983995,0.046575474,0.051223673,0.626689918,3.66983425,0,0,0,0,0,102.5515577,10.77675276,0
15,066,15066,0.00452685,0,0.100165872,4.37632211,0.001947361,6.2148E-05,0,0,0.14578467,1.025469522,0,0,0,0,0,0,8.983971834,0
15,067,15067,0.12990741,0,1.388247745,27.83814334,0.17343647,0.001817328,0.022952986,0,1.497507356,5.721518511,0,0,0,0,0,0,6.101403612,0
15,068,15068,0.0642549,0,1.138462667,10.70296721,0.062499227,0.00063105,0,1.075697139,0.243904096,3.203068469,0,0,0,0,0,20.23438807,27.27457774,0
15,069,15069,0.01241441,0,0.201022254,0.81230121,0.02279368,0.000108526,0,0,0.003416482,0.729400799,0,0,0,0,0,0,4.92223503,0
15,070,15070,0.87784851,0,8.100599746,55.1802462,0.722273617,0.008183605,0,0.051223673,0.522344862,0.295592771,0,0,0,0,0,43.68788334,14.97230706,0
15,071,15071,0.00954301,0,0.264540636,3.985469882,0.053222544,0.000391127,0,0,0.093795904,44.81319021,0,0,0,0,0,67.60125107,49.21548608,0
15,072,15072,0.02802545,0,0.378160676,2.625808045,0.058521137,0.000333136,0,0,0.012560513,1.910440416,0,0,0,0,0,0,12.14139561,0
15,073,15073,0.08286919,0,0.688650494,5.542410612,0.098522031,0.000773893,0,0,0.022491744,1.698373594,0,0,0,0,0,0,17.93180415,0
15,074,15074,0.15916932,0.200019676,1.303868569,110.3175463,0.046778881,0.00267741,1.91183119,0,13.32898588,24.76886154,0,0,0,0,0,29.89170966,43.56884708,0
15,075,15075,0.04284832,0.048494566,0.792147101,5.887873598,0.08868119,0.000787208,0.061558563,0,0.100440647,0.360547285,0,0,0,0,0,29.4318372,0.495106176,0
15,076,15076,0.23128541,0,3.056135359,14.89681484,0.382773452,0.001957825,0,0.051223673,0.269840171,0.576268338,0,0,0,0,0,9.197449125,0.803965266,0
15,077,15077,0.00308236,0,0.048798758,5.826745087,0.001707208,9.81758E-05,0.373184356,0,0.275249862,0.908817243,0,0,0,0,0,0,1.303057587,0
15,078,15078,0.00248757,0,0.092460805,5.994266901,0.007301799,0.000200742,0.927403504,0,0.276298187,0.303536416,0,0,0,0,0,0,6.24238898,0
15,079,15079,0.01481408,0,0.172935949,4.442302512,0.065916164,0.000388194,0.419923704,0,0.18271506,9.99304849,0,0,0,0,0,0,674.0133791,0
15,080,15080,0.01137426,0,0.373267693,33.4451376,0.003115778,0.000355099,1.333445569,0,2.792988816,4.392859919,0,0,0,0,0,0,31.46659166,0
15,081,15081,1.36639671,0.236757984,10.52281839,87.49198341,0.5065719,0.013657454,0,0.051223673,0.427306353,18.01634711,0,0,0,0,0,0,12.29901974,0
15,082,15082,0.09218366,0,2.321793539,60.5797289,0.055628188,0.001448027,4.69486459,0.102447347,1.710610172,4.418922953,0,0,0,0,0,0,1.16885508,0
15,083,15083,0.01963393,0,0.347310726,2.562221061,0.010025935,0.000344251,0,0,0.016782888,0.940696249,0,0,0,0,0,0,6.645098199,0
15,084,15084,0.09329999,0,0.757316512,9.624058973,0.040934055,0.001084068,0,0,0.547236567,8.773713497,0,0,0,0,0,39.54903124,16.46485795,0
15,085,15085,0.08670163,0.125726654,0.961421145,40.82483944,0.231737209,0.0013151,2.797604591,0,3.297403427,22.25797,0,0,0,0,0,106.6904098,43.57582093,0
15,086,15086,0.00765023,0,0.230295893,36.94590051,0.004582832,0.000521728,7.827914014,0,2.270366107,8.660380019,0,0,0,0,0,0,17.67215866,0
15,087,15087,0.12678696,0.079207792,1.385262266,62.99622469,0.063693228,0.002276845,0.301647389,0,2.580399941,10.19913827,0,0,0,0,0,0,13.91942325,0
15,088,15088,0.14442849,0.187226581,3.236128163,45.45858499,0.107402371,0.002369054,2.047738501,0,1.619261381,6.756701522,0,0,0,0,0,0,14.2044437,0
15,089,15089,0.02115167,0,0.254760877,2.966403758,0.006621029,0.000282368,0,0,0.090750758,2.007228737,0,0,0,0,0,43.68788334,10.38476657,0
15,090,15090,0.21155479,0,3.621386054,28.57042883,0.187469049,0.002154125,6.20707244,0.15367102,0.520405061,9.661682621,0,0,0,0,0,0,12.95425862,0
15,091,15091,0.18656189,0.324766641,1.787306775,13.62043182,0.113708963,0.00175296,0,0.102447347,0.499312681,5.058617134,0,0,0,0,0,19.77451562,1.487415368,0
15,092,15092,0.13971119,0,2.16745777,11.18908859,0.129244728,0.001580508,0,0,0.288173491,4.359326145,0,0,0,0,0,0,6.502191324,0
15,093,15093,0.05202215,0.016973098,0.403039668,8.872532498,0.056845755,0.000754192,1.505412507,0,0.662124646,5.519438797,0,0,0,0,0,0,5.640070439,0
15,094,15094,0.05152991,0,0.866784076,7.907804653,0.013117226,0.000417764,0,0,0.235812516,1.797314473,0,0,0,0,0,40.9286486,3.202988063,0
15,095,15095,0.2480831,0.326399455,3.075043393,20.17295196,0.636748803,0.002635424,1.801594916,0,0.259322596,14.66824459,0,0,0,0,0,0,9.237813996,0
15,096,15096,0.09748403,0.06563911,0.957343606,9.084606239,0.058238947,0.001043118,0,0,0.496191106,10.88217375,0,0,0,0,0,58.8636744,8.0613434,0
15,097,15097,0.00880172,0,0.443469415,19.90028252,0.007010501,0.0003891,0.311204316,0,1.249291368,10.53516193,0,0,0,0,0,0,83.55542776,0
15,098,15098,0.01480529,0,0.288596305,1.403584234,0.017675571,0.000129475,0,0,0.005818953,0.948359685,0,0,0,0,0,0,1.437715165,0
15,099,15099,0.69443344,0.379629181,9.316684868,53.67453315,0.415571903,0.006462464,9.943941226,0.051223673,1.275546501,36.45143173,0,0,0,0,0,64.38214387,14.11824178,0
15,100,15100,0.12251209,0,0.813045454,8.050675455,0.093398601,0.001109654,0,0,0.490471063,0.419687465,0,0,0,0,0,0,2.460744767,0
15,101,15101,0.15350563,0,2.958609711,28.19629045,0.377720613,0.001780636,7.586442937,0.051223673,1.120175781,9.074120244,0,0,0,0,0,0,16.23254703,0
15,102,15102,0.00308236,0,0.116432124,7.346491825,0.023336161,0.000417134,0.212315121,0,0.311516,5.016818608,0,0,0,0,0,0,446.763036,0
15,103,15103,0.11448096,0,0.985208077,11.7484081,0.030119666,0.001104703,14.46440002,0,0.292846339,3.86969425,0,0,0,0,0,0,3.873237232,0
15,104,15104,2.18178641,0,27.08028505,142.6634245,3.529110308,0.022048794,1.266062445,0.051223673,0.033164185,0.045349563,0,0,0,0,0,77.7184451,0.03583206,0
15,105,15105,0.01078826,0,0.16095029,45.22423789,0.006621029,0.000420164,16.55407602,0.051223673,2.397977053,5.984725147,0,0,0,0,0,0,10.90695008,0
15,106,15106,2.51163995,0.183440086,36.38900864,210.2527264,3.298527084,0.023890434,3.859218953,3.932544,7.164323411,20.14803713,0,0,0,127.283,98.55430273,108.0700272,533.1801422,6.930345284
15,107,15107,0.02429263,0.762442349,0.753384334,3.991375559,0.014675115,0.000311866,0,0,0.05389828,3.765302528,0,0,0,0,0,0,39.28422036,0
15,108,15108,0.438914,0.12409384,3.028270888,29.84088795,0.136738672,0.004426354,0,0.051223673,0.071828182,0.949785393,0,0,0,0,49.27715136,33.11081685,0.602932047,0
15,109,15109,1.59789308,0,12.00759663,99.18641847,1.69527799,0.015267858,1.930249111,0,0.158302918,1.429438629,0,0,0,0,0,25.29298509,0.586716811,0
15,110,15110,0.10203725,0.04695319,3.560597098,35.03604356,0.065081336,0.001582113,5.987009877,0.051223673,0.947840568,7.53687871,0,0,0,0,0,0,14.74144,0
15,111,15111,0.02021407,0,0.293648667,59.53389105,0.013405962,0.000972413,4.222924582,0,4.464345736,31.4142204,0,0,0,0,0,0,21.25836515,0
15,112,15112,0.04259048,0,0.785180983,33.89439325,0.04225179,0.001098744,2.717126344,0,1.292353285,9.337737309,0,0,0,0,49.27715136,0,11.89165513,0
15,113,15113,0.05770049,0.291516024,0.839852309,35.3681658,0.030758801,0.001637098,1.276939363,0.051223673,0.539053954,1.311646288,0,0,0,0,0,0,2.692371173,0
15,114,15114,0.01273671,0.025050628,0.547915879,94.3028163,0.03312155,0.001990086,1.185957946,0,8.070548996,41.70023902,0,0,0,0,0,0,90.44208336,0
15,115,15115,0.10606014,0,1.398199342,12.88230757,0.058195666,0.001204392,0.241549448,0.515284,0.594840374,1.913666694,0,0,0,0,0,0,1.978513662,0
15,116,15116,0.00928517,0,0.140403444,2.76913363,0.005957406,9.33345E-05,0,0,0.011952875,0.52823395,0,0,0,0,0,0,0.490766516,0
15,117,15117,0.00912109,0.620892098,0.356145322,16.89570913,0.004284195,0.000182278,0,0,1.093487106,4.644130908,0,0,0,0,0,0,263.9559722,0
15,118,15118,0.42586378,0,3.563666793,59.43804027,0.207528398,0.004549529,6.218371103,0.338492,2.527592966,13.25383251,0,0,0,0,0,0,18.11938298,0
15,119,15119,0.01288907,0.485215078,0.143827918,17.90910093,0.005842084,0.000339313,0.117986034,0,0.420473957,1.591925587,0,0,0,0,0,0,3.091643253,0
15,120,15120,0.51299026,0.131604783,4.85239857,38.90498797,0.162860687,0.005499405,0,0.102447347,0.450027981,52.1823714,0,0,0,0,0,16.09553597,19.4867547,0
15,121,15121,1.63356583,0.046453549,17.81236301,108.0094262,2.04398589,0.016569637,0,0,0.259670138,2.629315558,0,0,0,0,0,76.79870019,1.698081341,0
15,122,15122,1.19798617,0,10.90794519,73.16790135,0.426308505,0.011026169,0,0.051223673,0.060117898,0.141761064,0,0,0,0,0,0,7.614520541,0
15,123,15123,0.02341656,0,0.660067411,30.32611248,0.015968363,0.000428844,3.793997999,0,1.248327366,7.466766987,0,0,0,0,0,0,3.788245049,0
15,124,15124,0.02087625,0.148177842,0.373267693,107.0888166,0.005991403,0.001674393,3.092740984,0,11.21633573,39.46943713,0,0,0,0,0,0,31.78808058,0
15,125,15125,0.02098466,0.072660209,0.227891565,1.815806437,0.011054542,0.00025073,0,0,0.130616649,8.411858426,0,0,0,0,0,0,1.2071423,0
16,001,16001,0.02128352,0,0.330571655,6.448236214,0.085335841,0.000290113,1.239963557,2.197276046,0.027079873,4.641276289,0,0,0,0,0,0,4.569936671,0
16,002,16002,0.031058,0,0.580452591,6.183839571,0.120404908,0.000481733,13.19382472,0,0.01065653,10.42894969,0,0,0,0,0,0,17.64401192,0
16,003,16003,0.0278057,0,0.261160284,7.883530225,0.055128799,0.000831006,0,0,0.028177707,15.70858266,0,0,0,0,0,0,7.570343833,0
16,004,16004,0.01563741,0,0.22298403,5.83398956,0.043641282,0.000492865,0,0,0.007721075,47.84393733,0,0,0,0,0,49.66320491,13.75867619,0
16,005,16005,0.01453573,0,0.173528428,6.320660459,0.130552219,0.000215512,1.045278293,0.169021234,0.017413531,2.236202658,0,0,0,0,0,18.77812723,1.362085459,0
16,006,16006,0.31165238,0,5.769820224,31.25365302,1.572243568,0.00486544,1.495560513,0.507063703,0.734882785,30.14758402,0,0,0,0,0,14.08359542,29.15560292,0
16,007,16007,0.00652218,0,0.094572993,1.975980391,0.087583431,7.80135E-05,0.351922391,0,0.004127369,4.327813406,0,0,0,0,0,27.42594898,1.999243512,0
16,008,16008,0.005567,0,0.321027591,18.72887634,0.014769665,0.000410708,2.63122748,0.338042469,0.701881712,21.26733549,0,0,0,0,0,0,47.33970474,0
16,009,16009,0.05303886,0,1.295389714,17.59715834,0.189485225,0.000902518,5.899137957,0.169021234,0.13034449,7.245292675,0,0,0,0,0,0,23.28675101,0
16,010,16010,0.03944366,0,0.727951755,10.54926856,0.100411154,0.000645887,6.862401193,1.18314864,0.202526488,10.25311446,0,0,0,0,0,196.1820134,8.367740258,0
16,011,16011,0.02432779,0.176997003,0.272439632,1.819919045,0.243078092,0.00046353,0,0.169021234,0.001476633,30.20987213,0,0,0,0,0,0,9.597104223,0
16,012,16012,0.09289272,0,1.570432272,14.17015342,0.196505602,0.001785684,0,0.169021234,0.237777884,22.96832071,0,0,0,0,0,0,27.83000105,0
16,013,16013,0.01121897,0,0.132749247,6.803824865,0.013128591,0.000218275,0,0,0.032322784,5.469470766,0,0,0,0,0,0,7.240971548,0
16,014,16014,0.0225903,0,0.339248076,5.367607956,0.045282355,0.00056251,1.169373106,0.169021234,0.041005038,11.68981524,0,0,0,0,0,0,18.30643331,0
16,015,16015,0.03331117,0,0.644658109,8.562163722,0.226271346,0.000520793,3.912594718,0.338042469,0.092523057,8.04956815,0,0,0,0,0,0,13.56985348,0
16,016,16016,0.01187529,0,0.208234113,10.95554884,0.576971473,0.000616626,4.164174748,0,0.02300572,19.71705352,0,0,0,0,0,30.39091644,13.77978828,0
16,017,16017,0.01320258,0,0.33664515,13.10899967,0.061843528,0.001088613,0,0.676084937,0.176498696,54.95031051,0,0,0,0,0,68.68841277,19.44067428,0
16,018,16018,0.00957231,0,0.07722015,3.799169907,0.004923222,0.00034976,0,0,0.013818001,3.131193741,0,0,0,0,0,0,1.946819115,0
16,019,16019,0.03983042,0,0.617761203,4.725193237,0.548177181,0.000645971,0.895349073,0,0.016101591,18.86101645,0,0,0,0,0,0,9.637430683,0
16,020,16020,0.05663104,0.060414106,1.133140634,12.65206417,0.629045882,0.001001823,0,0,0.025228374,8.83405813,0,0,0,0,0,0,7.4599205,0
16,021,16021,0.03169088,0,0.259425,9.41685792,1.196168822,0.000311566,0.536096557,0,0.008408504,12.75080972,0,0,0,0,0,0,7.136597184,0
16,022,16022,0.02178162,0,0.262001635,8.95112819,0.050511225,0.000717887,2.472809218,0,0.034017062,11.40590049,0,0,0,0,0,28.66135209,5.247777005,0
16,023,16023,0.01954603,0,0.204763545,3.365356417,0.539064466,0.000371139,0,0,0.003078365,9.135724384,0,0,0,0,0,32.36756141,3.463331191,0
16,024,16024,0.05468259,0,0.930112373,12.48815823,0.772978614,0.000541078,1.318362685,0,0.006244902,11.326942,0,0,0,0,0,0,4.775720219,0
16,025,16025,0.07042548,0,0.830333527,24.95472987,2.385989761,0.00105218,6.396992222,1.859233577,0.084434548,5.000997984,0,0,0,0,0,0,4.389653677,0
16,026,16026,0.00286554,0,0.080690719,4.021310803,0.013128591,0.000104506,0,0,0.077377478,4.296902539,0,0,0,0,0,0,17.29649273,0
16,027,16027,0.00428366,0,0.066808445,2.996446484,0.008205369,0.000142418,0.110862922,0,0.003354077,3.032784531,0,0,0,0,0,0,1.13744336,0
16,028,16028,0.00726933,0.020410171,0.138822742,1.453652817,0.17352213,0.000181706,0,0,0.013370725,19.24878074,0,0,0,0,0,0,6.726809195,0
16,029,16029,0.01515103,0,0.503232441,10.07331411,0.188164582,0.000263133,0,1.521191109,0.19264436,6.43319898,0,0,0,0,0,0,6.59930642,0
16,030,16030,0.02039573,1.129907068,0.229057525,4.41059388,0.558208404,0.000523503,0,0,0.015940337,9.818835816,0,0,0,0,0,38.29749633,4.539336005,0
16,031,16031,0.00383244,0,0.093705351,7.730288791,0.152037736,0.000574408,0.697073462,0,0.02905743,32.47563303,0,0,0,0,0,0,12.54651028,0
16,032,16032,0.00821279,0,0.114528762,10.07707869,0.086459636,0.000380577,10.22535627,2.873360983,0.081621612,7.54292974,0,0,0,0,0,51.88693051,4.432352281,0
16,033,16033,0.04081783,0,0.57177617,9.580989232,0.093174365,0.000856759,4.849639818,0,0.061774663,24.19459266,0,0,0,0,0,41.26246378,11.63092174,0
16,034,16034,0.24314019,0,4.098741465,60.23043479,3.706453307,0.003466614,10.13390815,22.98688787,0.204109318,26.97662357,0,0,0,0,0,0,11.94102035,0
16,035,16035,0.03975131,0,0.950935784,20.06285041,0.143229509,0.000949325,32.74698058,0.169021234,0.274790365,13.54132877,0,0,0,0,0,77.0891539,15.11056143,0
16,036,16036,0.02097587,0,0.327968729,3.711106312,0.07071661,0.000492948,2.01687888,0,0.001335563,2.54441982,0,0,0,0,0,0,1.766417515,0
16,037,16037,0.00783482,0,0.157043227,5.048846658,0.072508118,0.000218925,0,0,0.022667736,12.47375099,0,0,0,0,0,0,7.696423322,0
16,038,16038,0.06512804,0,1.602535031,21.52307439,0.323038288,0.001334053,0,3.042382217,0.418870856,62.50964119,0,0,0,0,0,0,23.60283928,0
16,039,16039,0.01008799,0,0.129278679,4.034632906,0.009846443,0.000224614,0.410641854,0,0.020349198,2.552880945,0,0,0,0,0,11.85986983,2.453983642,0
16,040,16040,0.03065659,0,0.504967725,7.045853836,0.181129422,0.000535181,0.091811944,4.056509623,0.034673274,18.17381436,0,0,0,0,0,29.40259395,7.684562598,0
16,041,16041,0.01790523,0,0.286321906,6.594156462,0.282264706,0.000494085,1.160943376,23.1559091,0.014289131,7.929360194,0,0,0,0,0,22.9784978,4.476829993,0
16,042,16042,0.0133022,0,0.190013628,3.750686277,0.046100502,0.000431675,0,0,0.005213933,12.20917259,0,0,0,0,0,0,6.417837354,0
16,043,16043,0.19669969,0,1.891549059,12.01069039,6.238119044,0.002723466,1.158511203,1.18314864,0.002602121,2.835575809,0,0,0,0,0,0,3.571263773,0
16,044,16044,0.01243199,0,0.257689715,4.584333274,0.04938265,0.000451828,0.301900203,0,0.049430676,30.20565937,0,0,0,0,0,19.02520785,12.54271484,0
16,045,16045,0.08225096,0,1.327492473,7.999891138,0.839771089,0.001374337,0,1.014127406,0.013075098,23.53156185,0,0,0,0,0,0,8.639943857,0
16,046,16046,0.01176102,0,0.209101755,6.358169074,0.018051813,0.000530029,0,0,0.011013424,1.56341849,0,0,0,0,0,0,4.045455489,0
16,047,16047,0.01644023,0,0.302807107,10.23715763,0.199929746,0.000708785,0.293238819,0,0.032227465,7.249014786,0,0,0,0,0,0,8.565577122,0
16,048,16048,0.00767367,0,0.090234782,1.98909158,0.079247191,0.000172442,2.02489427,0,0.002667495,2.641455861,0,0,0,0,0,25.69638463,2.306910674,0
16,049,16049,0.02051879,0,0.27157199,12.23998298,0.063484602,0.000357562,1.943354421,0,0.215297289,9.399018112,0,0,0,0,0,0,7.402277385,0
16,050,16050,0.14127288,0,1.728343141,35.15968226,0.388962547,0.002873695,0.690639043,0.338042469,0.171620564,67.39791367,0,0,0,0,0,117.1162146,29.85854055,0
16,051,16051,0.03053353,0,0.509305936,3.276093586,0.881484991,0.000582663,0,0.169021234,0.00867396,6.764407863,0,0,0,0,0,0,3.379713092,0
16,052,16052,0.51974098,0,8.180130086,37.50511514,4.136494681,0.007339248,0,1.014127406,0.111052248,18.83620916,0,0,462.5287023,0,98.55430273,89.19610435,11.43314418,0
16,053,16053,2.16135845,0,45.43622079,157.5066025,26.0884028,0.032966823,36.54784224,5.915743201,0.397530027,23.16680645,0,0,0,95.72,0,108.4683928,22.21335555,2.847957932
16,054,16054,0.00704372,0,0.115396404,4.49674728,0.034462551,0.000175855,0,0,0.010513086,8.933642497,0,0,0,0,0,0,3.640055968,0
16,055,16055,0.10956735,0,2.071061786,14.33363238,0.206563677,0.00174994,0,0,0.252482373,17.93177041,0,0,0,0,0,101.0559742,16.32409133,0
16,056,16056,0.07780029,0,0.48674724,19.97774855,1.055586567,0.00068278,0.188221463,0,0.009433393,13.10151256,0,0,0,0,0,0,6.546526202,0
16,057,16057,0.01031946,0,0.207366471,5.734650663,0.038868494,0.000148388,0,0,0.051994118,5.730367428,0,0,0,0,49.27715136,0,4.157183502,0
16,058,16058,0.04700599,0,1.272831018,7.49005089,1.584611739,0.00061137,0.104374627,2.028254812,0.017057901,1.500176524,0,0,0,0,0,0,10.15870947,0
16,059,16059,0.00397015,0,0.118866973,4.317862833,0.006564295,0.000222117,3.102213814,0,0.10127881,14.75967349,0,0,0,0,0,63.99388096,7.185226149,0
16,060,16060,0.01540008,0.653125473,0.201292976,2.35300734,0.042973569,0.000325056,0,0,0.007614996,32.49280777,0,0,0,0,0,0,9.315412046,0
16,061,16061,0.02208634,0,0.233395735,18.58098546,0.175622943,0.000517489,0.587600806,0,0.130050984,6.919753968,0,0,0,0,0,28.66135209,3.710508664,0
16,062,16062,0.04045158,0,0.629908193,5.969509957,0.115331253,0.00069497,0,0,0.025265804,55.34966307,0,0,0,0,0,0,16.98800717,0
16,063,16063,0.01668049,0,0.216910535,7.102781368,0.155319884,0.000467756,0.162843283,0,0.062588368,19.26375123,0,0,0,0,0,34.591287,8.80480791,0
16,064,16064,0.04140969,0,0.543143979,11.78001836,0.042000208,0.000872288,0,0,0.445155236,28.16093822,0,0,0,0,0,25.94346525,17.46924416,0
16,065,16065,0.08261428,0,1.428138961,20.63108353,1.987380435,0.001236189,0.953273333,0.169021234,0.032072643,14.52511663,0,0,0,0,0,0,7.105759303,0
16,066,16066,0.21188881,0,3.762963957,32.46016261,1.505580803,0.002831116,11.78861617,0.338042469,0.127763123,7.684496176,0,0,0,0,0,90.9256687,4.680241397,0
16,067,16067,0.01008799,0,0.170057859,7.75898019,0.036103625,0.000535918,0,0,0.087634502,78.00417088,0,0,0,0,0,0,22.36754495,0
16,068,16068,0.05131895,0,0.710598912,7.392541386,0.093023932,0.000994022,6.276616322,0,0.006687024,4.377686268,0,0,0,0,0,0,18.96439507,0
16,069,16069,0.26629012,0.24818768,4.46738474,17.36625818,4.079430299,0.004254245,0,0,0.029283677,49.62947831,0,0,0,0,0,43.48618938,16.03213963,0
16,070,16070,0.04258755,0,0.544879263,2.759095174,2.286264217,0.000528704,1.966843542,0.169021234,0.005202353,2.012883565,0,0,0,0,0,0,2.548561049,0
16,071,16071,0.11358438,0,1.33443361,24.15994646,0.408529343,0.002356982,0.603294778,0,0.144402815,65.10414046,0,0,0,0,0,0,22.26317059,0
16,072,16072,0.02804889,0,0.367012625,6.117565743,0.048564503,0.000429399,0,0,0.020399453,12.91516082,0,0,0,0,0,0,5.445258047,0
16,073,16073,0.07163557,0,1.206890215,10.97345317,2.661098439,0.000837345,29.31901459,2.028254812,0.016812256,7.674185763,0,0,0,0,0,0,3.902177952,0
16,074,16074,0.02144174,0,0.294130685,3.949917486,0.114683103,0.000420745,0,0,0.003711847,13.01576242,0,0,0,0,0,0,3.953772098,0
16,075,16075,0.13821982,0,2.62461747,20.55773785,0.687967983,0.002466086,2.469383621,0,0.049243151,18.22923194,0,0,0,0,0,9.883224858,811.6032251,0
16,076,16076,0.2154722,0,3.180776082,11.33659358,2.429531147,0.00309392,0,5.915743201,0.004582683,8.384560139,0,0,0,0,0,0,4.352885435,0
