CVE ESTADO,CVE MUNICIPIO,Emisiones de   PM2.5,,,,,,,,,,,,,,,,,,,,,,,,
,,Actividades_de_la_construccion,Asados_al_carbon, Banco_de_Materiales ,Caminos_pavimentados_y_sin_pavimentar,Combustion_Agricola,Combustion_Comercial,Combustion_Domestica,Combustion_industrial,Corrales_de_engorda,Emisiones_domesticas_de_amoniaco,Incendios_en_construcciones,Incendios_Forestales,Labranza,Ladrilleras,Quema_de_Residuos,Quemas_Agricolas,Rellenos_Sanitarios,Cruces_front,Embarca_marinas,Equi_basico_aeropouertos,Locomotoras_patio,Locomotoras_arrastre,Maquinara_agricola,Terminales_autobuses,
09,003,09003,23.49615722,4.531849954,,20.59797345,0,0.601091727,2.429713606,4.943491979,0,1.2935664,0.805023157,,0,,0,,0,0,0,0,,0,5.096881785,4.032656328
09,004,09004,8.407813111,1.438921794,,31.9227214,0.003405517,0.274983966,0.766253827,2.371045227,0.003306301,0.4112136,0.408817477,1.800464702,0.085321261,,0,0.004925632,0,0,0,0,,0,15.38434415,0
09,005,09005,19.58734213,8.582238749,,34.67767924,0,0.964776196,4.645406223,7.697984785,0,2.448684,2.065436458,0.236654673,0,,0,,0,0,0,0,,1.180707903,0.918710049,10.83224154
09,006,09006,6.03966479,2.862335015,,9.705986351,0,0.794356114,1.491507362,7.078348145,0,0.816228,0.674843239,,0,,0,,0,0,0,0,,0,0.003669722,0
09,007,09007,18.07625032,13.26185839,,44.77734859,0,2.246863284,7.160663316,19.08815649,0.002597808,3.7835784,4.780365734,0.289619439,0,,0,0.005750755,0,0,0,0,,0,86.75446154,0
09,008,09008,1.270702725,1.777908349,,26.58344889,0.025880238,0.090499599,0.963263481,0.554769655,0.007321096,0.506268,0.386988447,0.459983815,0.679035762,,0,0.059799937,0,0,0,0,,0,0.116038128,0
09,009,09009,0,1.00281289,,118.5256411,0.273953971,0.069090703,0.546769739,0.48336366,0.062937808,0.2851632,0.161615597,17.54365114,15.53466183,,16.02114756,0.044236576,0,0,0,0,,0,1.06202343,0
09,010,09010,23.19148179,5.471092905,,42.87723195,0.005551922,0.5853488,2.913590085,4.64034345,0.002125479,1.560132,1.030407465,0.009783301,0.127996335,,0,0.008247976,0.565448026,0,0,0,,0,44.37874916,7.871079153
09,011,09011,0.907772366,2.664301907,,46.17779349,0.07369606,0.350551291,1.456822088,2.870364073,0.005786027,0.7604352,0.826567497,0.073374756,3.406109376,,9.945148845,0.006635486,0,0,0,0,,0,53.55202155,0
09,012,09012,16.43118012,4.930125473,,133.119702,0.490081759,0.449299537,2.66069184,3.427226212,0.104266575,1.4072184,0.825977568,25.00885448,18.2597004,,13.37006322,0.147750164,0,0,0,0,,0,29.48651697,0
09,013,09013,0.91840403,3.045728784,,50.82257593,0.088543438,0.288901376,1.659119048,2.220124864,0.025033425,0.867888,0.78654286,0.545840714,3.119833915,,10.01679977,0.176946304,0,0,0,0,,0,4.356413103,0
09,014,09014,48.92093309,3.091059308,,10.22476402,0,0.57608709,1.57893048,4.975663911,0,0.8823528,0.616807442,,0,,0,,0,0,0,0,,0,20.14097757,0
09,015,09015,46.58819635,3.960176851,,12.78427551,0,1.021735298,2.119074182,9.040835993,0,1.1303208,1.507554557,,0,,0,,0,0,0,0,,0,0.561665844,0
09,016,09016,28.50004103,2.736180269,,16.956373,0,0.890141645,1.511561265,7.982562525,0,0.7810992,0.758732814,,0,,0,,0,0,0,0,,1.511860767,21.1689828,0
09,017,09017,10.98865688,3.154998671,,18.18800736,0,0.350813662,1.664230562,2.807066451,0,0.9009504,0.992575588,,0,,0,,0,0,0,15.21096688,,0,79.27081184,6.237042636
10,001,10001,0,0.799706855,,1.092581067,0.007545622,0.03945152,19.80682998,0.003816503,0.852457868,0,0.00222796,95.68798315,47.01352144,52.47420515,0,17.9049875,0,0,0,0,0,3.107954108,2.982195868,0
10,002,10002,0,0.053981648,,0.457777723,0,0.004811161,10.58089434,0.00045514,0.168055304,0,8.9438E-05,8.549713641,3.190552121,0,0,3.438246607,0,0,0,0,0,0,0.26562126,0
10,003,10003,0,0.055768275,,0.207590991,0,0.002165022,7.1883396,0,0.340131636,0,0.00015265,0,1.804032072,0,0.798703363,3.098095627,0,0,0,0,0,0,0.238981955,0
10,004,10004,0,1.06916844,,2.087524586,2.17996E-05,0.05785421,8.821121739,0.00473932,0.774166094,0,0.00205773,0,91.33939344,4.123748381,0,21.30685302,0,0,0,0,0,2.816046816,4.301845955,0
10,005,10005,7.439998948,39.09241225,,12.46415809,0.079875187,1.808318558,107.9791106,0.13657549,1.565835485,0,0.105633481,341.396489,70.53093456,1204.134532,0,58.20921077,0,0,0,0.44,0.75224426,12.95267062,51.79250738,0.025073731
10,006,10006,0,0.084928574,,0.595018647,0,0.006074091,6.742049759,0.000194312,0.222102647,0,0.0003517,0,13.02323372,0,0.154588021,6.293127319,0,0,0,0,0,0,0.724230102,0
10,007,10007,0,18.96944475,,0.77709015,0,0.749475421,22.18655616,0.14561123,6.983933753,0,0.051676582,0,30.82641587,41.23748381,0,150.4784974,0,0,0,0,0,3.318585252,3.138821348,0
10,008,10008,0,1.74878846,,0.349866243,0.002208347,0.086721176,3.194494802,0.005466496,0.505230301,0,0.002887569,0,79.82237377,28.13929251,0,30.32299416,0,0,0,0,0,1.247760581,4.339309911,0
10,009,10009,0,0.191551901,,2.296717604,0,0.008239113,20.76085832,0.000649452,0.852103072,0,0.000476804,7.764670953,3.713139224,0,0,6.591804844,0,0,0,0,0,0,0.431191543,0
10,010,10010,0,0.038157241,,0.689944472,0,0.000962232,2.065926587,7.77248E-05,0.758081983,0,0.000162737,0,8.445051081,0,0.283412783,10.18251668,0,0,0,0,0,0,0.794057536,0
10,011,10011,0.140607886,0.042240959,,0.457988466,0,0.00366851,4.61916671,0.000116587,0.631537877,0,0.000257554,0,10.46433628,0,0.206118773,9.924167169,0,0,0,0,0,0,4.236176475,0
10,012,10012,0,8.011489176,,0.70710435,0.005904065,0.260833816,15.56601685,0.028726902,1.056702421,0,0.020852948,0.072394959,22.38374206,0,0,62.94256752,0,0,0,0,0,3.062164729,1.583241282,0
10,013,10013,0,1.303854613,,2.242060592,0,0.050096213,5.793642916,0.004155307,0.34687277,0,0.001118311,0,11.09404524,0,0,9.887876326,0,0,0,0,0,7.812812812,0.634649839,0
10,014,10014,0,0.132337989,,6.582511369,0.003633271,0.00733702,76.01538966,0.00073785,1.055283235,0,0.00082321,585.5617214,21.99700553,0,0,5.061694422,0,0,0,0,0,0,1.113717719,0
10,015,10015,0,0.254339067,,0.476976078,0,0.016718784,6.013564179,0.000620722,0.199395667,0,0.000691967,0,26.31657103,0,0,3.681266749,0,0,0,0,0,0,0.462367781,0
10,016,10016,0,0.375574447,,0.395583831,0.026159549,0.022071201,10.25208298,0.002532425,0.173732049,0,0.00149681,0,23.75073406,0,0,6.038492714,0,0,0,0,0,0,1.129600985,0
10,017,10017,0,0.280245153,,0.447294461,0,0.017861435,9.609696022,0.000562967,0.87800322,0,0.000479107,10.06643013,7.51491363,0,0,23.54030983,0,0,0,0,0,0.818485152,1.209256851,0
10,018,10018,0,0.40058722,,1.192434001,0,0.029889337,9.116836149,0.001379077,1.036242486,0,0.001032908,0,5.926489843,0,3.246348438,8.276123143,0,0,0,0,0,0,0.575870419,0
10,019,10019,0,0.058512023,,0.421633782,0,0.002646139,12.02357716,7.77248E-05,0.174914704,0,6.93233E-05,104.700284,3.237634934,0,0,2.250757261,0,0,0,0,0,0,0.192204904,0
10,020,10020,0,0.311574928,,0.153178016,0.026057364,0.017560737,3.479457777,0.002553471,0.295900331,0,0.000684311,0,29.22284468,0,0,23.83173438,0,0,0,0,0,1.230589564,1.976340792,0
10,021,10021,0,0.365939425,,0.446158514,0,0.016478226,5.274857023,0.001396899,0.336701935,0,0.000637498,80.531441,18.18727596,0,0.772940104,1.785135887,0,0,0,0,0,2.312363646,0.879324683,0
10,022,10022,0,0.732516931,,0.038319649,0.011274493,0.032595615,9.211112429,0.002620521,0.298265641,0,0.001375865,0,55.04076116,61.85622571,0,14.96077292,0,0,0,0,0,0,2.446944901,0
10,023,10023,0,1.835567469,,2.635956716,0,0.082270852,118.2935644,0.014802972,0.608239569,0,0.003277845,655.1129576,9.180910963,0,0,5.587232528,0,0,0,0,0,0,0.708110325,0
10,024,10024,0,0.328292649,,0.379533261,0,0.035903289,7.93195594,0.000796141,0.246701875,0,0.000983818,0,8.787618333,0,0,2.851283561,0,0,0,0,0,0,0.368556766,0
10,025,10025,0,0.044984707,,0.332452042,0,0.001443348,6.202897177,0.00015545,0.537280257,0,8.8093E-05,10.06643013,4.654630698,0,0.399353799,6.199199838,0,0,0,0,0,0,0.487923065,0
10,026,10026,0,0.33429061,,3.329415446,0,0.019004086,41.40335466,0.000427487,0.640762587,0,0.000777371,578.5238958,5.908552498,0,0,5.621272611,0,0,0,0,0,0,0.563810622,0
10,027,10027,0,0.10853757,,0.48582075,0,0.007216741,8.187262869,0.000194312,0.113889696,0,9.48177E-05,0,3.291663986,0,1.494349456,0.398205039,0,0,0,0,0,2.541310541,0.167767947,0
10,028,10028,0,0.204951601,,0.423211771,0,0.017560737,8.346402689,0.000757279,0.552418244,0,0.000641533,0,9.584543006,0,0,17.06211941,0,0,0,0,0,0,1.168749988,0
10,029,10029,0,0.10317769,,0.041208598,0,0.0048713,0.725619219,0.000116587,0.072733295,0,7.66611E-05,0,0.186290445,0,0,0.233303079,0,0,0,0,0,0,0.046924398,0
10,030,10030,0,0.038284857,,0.202668542,0,0.00120279,0.674021046,7.77248E-05,0.166517852,0,6.32118E-05,0,0.433227391,4.123748381,0.044241821,0.309583582,0,0,0,0,0,0,0.06558837,0
10,031,10031,0,0.274311,,0.237575885,0,0.011667065,1.592572682,0.000272037,0.248121061,0,0.000270475,0,1.45285664,0,0.154740491,7.181511584,0,0,0,0,0,0,0.30846709,0
10,032,10032,0,1.864919193,,6.253394539,0,0.103921076,46.74958366,0.013104113,0.682510316,0,0.005304082,271.9823203,38.20662372,107.677069,0,28.70418598,0,0,0,0,0,3.754729088,2.638102506,0
10,033,10033,0,0.263080776,,0.079647079,0,0.011546786,5.405280416,0.001204735,0.064218177,0,0.000336905,28.29202782,9.399651787,74.22747085,0,3.230944125,0,0,0,0,0,0,0.486850076,0
10,034,10034,0,0.155500328,,4.485623611,0,0.01226846,53.89261465,0.000349762,1.229488346,0,0.000918062,19.03673705,14.87448552,0,0,3.827804329,0,0,0,0,0,0,0.868887216,0
10,035,10035,0,0.325676517,,3.535221392,0,0.028866966,19.1518224,0.001941509,0.293889817,0,0.000905613,535.6734641,8.68109554,0.472267846,0,6.801113755,0,0,0,0,0,1.104668771,0.687746572,0
10,036,10036,0,0.846861037,,0.732156689,0.049957473,0.031332686,2.625901621,0.006146649,19.85796346,0,0.000476778,0,11.16637273,4.123748381,0.721409352,30.61631452,0,0,0,0,0,0,0.665004107,0
10,037,10037,0,0.147269083,,0.74032811,0,0.008960787,16.84111417,0.000272037,0.134586162,0,0.000293868,54.11225378,3.043335008,0,0,3.526684518,0,0,0,0,0,0,0.251779016,0
10,038,10038,0,1.112302712,,0.109622959,0,0.0788429,3.777194991,0.006204926,0.180000121,0,0.002837134,0,25.04996146,1.311855129,0,2.733163805,0,0,0,0,0,0,0.940044552,0
10,039,10039,0,0.755551653,,0.453512129,0.004962594,0.037466916,10.05424802,0.004612644,0.604336807,0,0.001895294,10.06996817,40.49985418,0.957654244,0,25.54088889,0,0,0,0,0,0,2.656573037,0
11,001,11001,0,5.692811289,,3.776759047,29.19607523,0.200393989,163.3252592,,1.946532194,0,0.009066924,16.88100532,123.604114,492.563846,0.02833305,58.32686673,0,0,0,,0,,3.350151064,0
11,002,11002,1.091467354,7.235308863,,5.687080916,37.49830402,0.655075806,70.63584399,,0.834954571,0,0.012946556,0,47.41162322,153.8709422,0.006741541,43.89847153,0,0,0,,0,,2.581850734,0
11,003,11003,2.283004984,11.17755544,,7.567247339,32.35334197,0.80840757,185.8188648,,1.267096781,0,0.018368895,63.48871097,49.82863497,29.70268799,0.060235932,33.94269278,0,0,0,,0,,2.178358694,0
11,004,11004,16.40313844,4.407588781,,3.284417873,16.22996427,0.31045887,98.64179938,,0.207792519,0,0.007348736,0,36.96281534,32.93886848,0.0019508,18.40603899,0,0,0,,0,,4.56152542,0
11,005,11005,0,5.953753913,,3.139652537,19.80205438,0.274782667,81.87301486,,0.173140721,0,0.009691173,0,31.00304574,4.102485018,0.004644762,20.4279247,0,0,0,,0,,2.288935984,0
11,006,11006,0,0.37562476,,0.096567839,6.579559528,0.004554409,524.6763615,,0.030867301,0,0.000527061,0.402360562,0.617065095,0,0.00813497,0.021761488,0,0,0,,1.504488519,,0.058361752,0
11,007,11007,77.49681686,32.36029006,,28.87173449,21.98851921,0.181439509,21.825833,,1.004074265,0,0.058527842,73.59561537,43.04913114,8.599802848,0.014465117,14.75195182,0,0,0,,1.128366389,,1.623649143,0
11,008,11008,2.978110011,2.496318856,,1.96890418,24.65606392,0.143463879,148.4756682,,0.908397459,0,0.004072292,29.200383,54.24737379,6.973528982,0.020450225,21.78560337,0,0,0,,0,,1.756758582,0
11,009,11009,0,5.336900285,,2.330495988,18.96088477,0.2573241,171.3032358,,0.109868668,0,0.00789299,0,39.58405131,7.44338929,0.01362906,11.05908043,0,0,0,,0,,90.79581081,0
11,010,11010,0,0.775239737,,0.639365752,5.11615487,0.066038928,220.8227879,,0.200460056,0,0.001345574,0,4.501819572,2.37093329,0.001857905,0.797260798,0,0,0,,0,,0.444807513,0
11,011,11011,1.526350922,5.90753674,,3.967751969,12.00107049,0.532865835,38.9428315,,0.538108116,0,0.010712485,0,68.00915535,6.451187706,0.002601067,35.20331553,0,0,0,,0,,1.948620052,0
11,012,11012,0,1.881415266,,1.290161621,12.81631363,0.149536424,159.4252494,,0.614271111,0,0.002964579,0,45.23464132,7.82359705,0.00407412,20.9924821,0,0,0,,0,,1.235949973,0
11,013,11013,0.264397538,1.582072006,,1.153604204,8.794831541,0.04478502,165.911719,,0.627989911,0,0.001970669,0,17.00784367,0.592283658,0.001579219,25.09443602,0,0,0,,0,,1.943801466,0
11,014,11014,0,10.0886987,,6.627749851,32.08543521,0.54728813,152.097305,,1.626978759,0,0.013582858,6.065982249,50.80674605,31.16540198,0.081893796,8.877468779,0,0,0,,0,,2.566354534,0
11,015,11015,0,11.87328551,,11.8759712,10.67305957,0.866096749,46.4664797,,0.29672819,0,0.019443845,31.44920272,8.632224934,2.716370114,0.06620777,2.584172967,0,0,0,,1.504488519,,0.421770797,0.278414463
11,016,11016,4.097622779,1.352583873,,0.958266583,9.949999392,0.057689179,138.4382303,,0.444323559,0,0.002183251,12.01590957,41.04961185,0,0.002521442,19.50143208,0,0,0,,0,,1.145410409,0
11,017,11017,92.27182861,36.78374218,,28.08430143,52.55005469,0.181016573,66.2918698,,1.442602813,0,0.061444884,0,126.3444281,19.33575422,0.092510395,62.05234547,0,0,0,,0,,4.051536911,0
11,018,11018,0,2.528884853,,1.341394007,10.21790615,0.19583958,92.91740782,,0.099697833,0,0.00428846,0,41.3232022,5.251111698,0.002919565,21.31615302,0,0,0,,0,,1.437051354,0
11,019,11019,0,3.471684818,,2.197200655,42.42721223,0.110823949,261.7075589,,0.171248473,0,0.005523887,2.171839334,40.11544863,0,0.021657863,13.6673017,0,0,0,,0,,30.26274642,0
11,020,11020,45.70516434,99.13157514,,85.42731325,27.738432,0.608839751,22.63227741,,2.339765048,0,0.174401051,27.560283,38.35725047,308.981478,0.018738298,15.80598745,0,0,0,,0,,1.160091936,0
11,021,11021,2.283452343,3.273972622,,3.25209332,2.699232609,0.500225905,24.58547958,,0.232864809,0,0.006270974,0,3.490228056,0.228996029,0.000305227,1.21532119,0,0,0,,0,,30.11816456,0
11,022,11022,0,1.534669979,,0.888049376,18.27815464,0.068316133,144.5201927,,0.179290528,0,0.001135155,71.55119221,78.7666412,24.71609104,0.004923448,14.14308359,0,0,0,,0,,3.332781285,0
11,023,11023,0,10.10483066,,7.978732485,73.40357108,0.485044542,183.2997896,,0.869724634,0,0.015009053,3.611086831,152.0982576,16.78270056,0.071117947,83.07374026,0,0,0,,0,,5.057214668,0
11,024,11024,0,0.773415418,,0.801683668,4.228893777,0.063761724,80.16032094,,0.456623173,0,0.001316513,0,11.5130837,0,0.003795434,6.180490271,0,0,0,,0,,0.328886654,0
11,025,11025,0,4.962643735,,3.285286813,7.06928156,0.359039231,40.07260438,,1.4577408,0,0.008181399,0,37.95775113,54.83058257,0.003954683,17.52750091,0,0,0,,0,,1.140873242,0
11,026,11026,0,3.878424964,,2.43720177,26.30959596,0.163958718,162.6433181,,0.206136801,0,0.006123475,0,43.46199638,9.365508839,0.028704631,22.60058137,0,0,0,,0,,1.290583197,0
11,027,11027,0,17.8630271,,15.48676279,35.06121673,0.089239479,36.27496986,,0.727569479,0,0.032150976,1.10241132,139.5384104,1.783469484,0.00850655,69.58133597,0,0,0,,0,,3.544660954,0
11,028,11028,0,6.386734423,,4.334096901,43.83876397,0.57157831,62.87096624,,0.647621988,0,0.011795619,0,55.18680419,0.902527478,0.014398763,29.14108523,0,0,0,,0,,1.608421082,0
11,029,11029,0,2.49206845,,1.364887192,16.64190692,0.078184019,227.8397756,,0.201287915,0,0.002441567,0,23.53160622,5.819883163,0.038126864,4.399518681,0,0,0,,0,,1.278269984,0
11,030,11030,0.539001673,7.273277607,,2.955345618,77.15138498,0.285409621,171.2609954,,0.21275967,0,0.006510133,379.2375483,162.3998869,10.49479635,0.080487096,54.26152133,0,0,0,,0,,5.717543509,0
11,031,11031,0,7.71400195,,6.616015186,19.6925871,0.973884425,42.60890758,,1.509068035,0,0.012927659,0,31.25127632,20.58392292,0.011200513,12.20975706,0,0,0,,0,,1.724575923,0
11,032,11032,0,5.192421424,,4.279006131,11.47966056,0.40837866,52.92189973,,0.75051299,0,0.007691805,0,23.10743307,100.17961,0.013124771,26.97154412,0,0,0,,0,,0.998003961,0
11,033,11033,0,8.022994623,,5.11285364,15.28508882,0.437223249,110.5284223,,0.483705977,0,0.010299916,28.36084424,30.21624939,22.72256403,0.061151614,14.18843093,0,0,0,,0,,1.320401336,0
11,034,11034,0,0.347546982,,0.234409708,1.803329363,0.028844589,341.8814729,,0.07841004,0,0.000554393,0,0.398881469,0,0.001924259,0.015346587,0,0,0,,0,,0.0314527,0
11,035,11035,0,5.454839612,,3.0308613,16.75713563,0.383329411,164.8123924,,0.226478471,0,0.008241643,0,53.65131045,0.166423069,0.006104545,22.59414028,0,0,0,,0,,1.694485405,0
11,036,11036,0,0.438087499,,0.403014183,4.168398703,0.034917134,134.6609838,,0.064454708,0,0.000907428,0,5.422441082,0,0.000212332,2.881298117,0,0,0,,0,,0.182714408,0
11,037,11037,85.55946076,12.15440993,,7.674635716,25.51163712,0.04111877,121.0883267,,0.826912516,0,0.018735911,22.08857885,0,61.13031945,0.025267507,24.36092563,0,0,0,11.41209904,1.128366389,,13.37344607,0
11,038,11038,0.020275098,0.795744793,,0.642493935,7.515792824,0.059207315,85.49458852,,0.152562521,0,0.001372544,0,3.885500204,12.17121865,0.001128014,2.259488609,0,0,0,,0,,0.209376971,0
11,039,11039,0,2.386374335,,1.675836899,12.77022215,0.166235923,87.80812026,,0.200223525,0,0.00421193,0,25.78405477,15.84959378,0.003384041,7.435150423,0,0,0,,0,,0.97586898,0
11,040,11040,0,1.246411085,,0.426043289,5.384061628,0.027326453,375.2377835,,0.087279954,0,0.00170214,0,0.34066699,0,0.007856284,0.01183247,0,0,0,,0,,0.02485685,0
11,041,11041,0,4.076410419,,2.990890079,4.024362811,0.45316368,35.66147231,,0.665125284,0,0.00732778,0,2.864792413,0.381965377,0.002322381,0.670563171,0,0,0,,0,,0.112835121,0
11,042,11042,0,9.568933177,,6.052685628,53.42291219,0.453922748,100.9313959,,0.7357298,0,0.015952425,0,116.8761545,10.14850863,0.035605421,50.8069407,0,0,0,,0,,3.506504393,0
11,043,11043,0,1.288415505,,0.647956063,10.63272952,0.038712475,451.0587258,,0.16024978,0,0.001760033,8.621372238,3.410494338,0,0.032327546,0.473509575,0,0,0,,0,,0.188809809,0
11,044,11044,9.135838707,3.837746388,,2.583009834,7.221959605,0.286927757,60.94920524,,0.107148561,0,0.006488722,0,55.5813419,0.211840358,0.001910988,26.14090639,0,0,0,,0,,2.551282787,0
11,045,11045,0,0.765386473,,0.036522045,8.817877284,0.035676203,488.2389417,,0.093074964,0,0.000839562,0.619899587,4.016260481,0,0.02336979,0.178422937,0,0,0,,0,,0.192258949,0
11,046,11046,0.092074496,4.82337234,,3.531196718,32.64429447,0.26946919,92.4139446,,0.38436294,0,0.008297674,69.73414412,45.90790086,104.4717442,0.030655432,22.45879296,0,0,0,,0,,1.360623655,0
12,001,12001,2.111343381,47.16056301,,4.5276554,0.000478911,3.440243511,820.8297323,1.063761164,0.370171078,0,0.174997417,69.68125554,29.77207923,3.436456984,23.08331059,301.4583854,0,0,0,0.572,0,0,34.87022447,0
12,002,12002,0,0.242789801,,2.570500496,0.000968721,0.015206768,129.0579964,0.003988324,0.049553253,0,0.00153796,97.72522672,3.573412854,0,0.389319799,42.95075489,0,0,0,0,0,0,0.134847639,0
12,003,12003,0,0.990365442,,2.253121162,0,0.05298231,169.304803,0.015158379,1.526926129,0,0.005452317,3.350265931,19.96795763,0,6.998293708,500.863768,0,0,0,0,0,0,0.773554926,0
12,004,12004,0,0.170048573,,1.196465466,0,0.011525764,79.94424612,0.000495223,0.02720107,0,0.001483583,35.04651399,4.134404078,0,2.900991969,25.23984484,0,0,0,0,0,0,0.154352031,0
12,005,12005,0,0.256827582,,0.004083052,0,0.012551618,21.97147291,0.001238058,0.020341669,0,0.001176354,11.97884606,1.259162552,0,0.09460963,18.1170529,0,0,0,0,0,0,0.046693493,0
12,006,12006,0,0.427641853,,0.259536662,0,0.024620481,44.37235149,0.005982486,0.376202619,0,0.001773593,0,4.429715919,0,0.714910927,76.72839395,0,0,0,0,0,0,0.186112452,0
12,007,12007,0,1.209482441,,1.795951966,0,0.077964857,79.08198741,0.026756251,1.469449086,0,0.004759792,11.02349735,14.95341006,3.436456984,6.344166789,373.9877859,0,0,0,0,0,0,0.487205512,0
12,008,12008,0,0.191488093,,0.113124495,0,0.016051588,41.22620903,0.002502654,0.327240694,0,0.00139658,97.07421948,3.684901783,0,2.588356421,41.33219676,0,0,0,0,0,0,0.12298963,0
12,009,12009,0,0.056470164,,0.115086722,0,0.000482755,28.17777876,0.00536492,0.008515117,0,0.000114191,0,1.902879561,0,1.715680977,11.60268243,0,0,0,0,0,0,0.071076194,0
12,010,12010,0,0.226199697,,0.999450452,0,0.010137845,139.9498009,0.001568207,0.052509891,0,0.001123789,18.58610955,3.925651138,0,1.248720216,24.08153554,0,0,0,0,0,0,0.147193222,0
12,011,12011,0,1.853114695,,4.488188148,0.004563615,0.111154231,204.8635687,0.049069931,0.513154091,0,0.008704312,8.49375061,28.67048815,37.80102682,5.377840157,180.5322599,0,0,0,0,0,0,1.616416706,0
12,012,12012,0,1.087162323,,1.791284126,0,0.063301188,303.0297366,0.005708337,0.287385214,0,0.00411171,40.51003545,15.6099419,0,13.19223136,134.3162985,0,0,0,0,0,0,0.911186485,0
12,013,12013,0,0.257274239,,0.430117796,0,0.022206709,73.12412667,0.00239358,0.254862196,0,0.001890082,0,3.930103956,3.436456984,1.570752797,31.36401296,0,0,0,0,0,0,0.282252401,0
12,014,12014,0,0.485196754,,0.067424009,0,0.028542862,30.67955145,0.026552363,0.424336686,0,0.003620296,0,7.764980612,0,0.350124893,20.58322888,0,0,0,0,0,0,0.379057558,0
12,015,12015,0,0.490301402,,0.001255623,0.00230145,0.024801514,23.46681074,0.091183174,0.213232733,0,0.002669034,0,1.849794589,0,0.193247563,32.9427383,0,0,0,0,0,1.356498593,0.059453679,0
12,016,12016,0,0.092840778,,2.208007825,0,0.009413713,67.57715627,0.001416401,0.228843781,0,0.000367268,5.002371639,7.949350694,3.436456984,1.35037142,87.49391236,0,0,0,0,0,0,0.293059715,0
12,017,12017,0,0.408052768,,0.298798749,0,0.012068863,43.51156803,0.001733282,0.508541736,0,0.002019196,0,4.977632819,0,0.89794295,84.29579894,0,0,0,0,0,1.535481047,0.201890577,0
12,018,12018,0,0.449400413,,0.138648631,0.000169855,0.031922143,58.71939255,0.004731159,0.246347078,0,0.002885601,0,6.838447157,6.872913968,1.372373011,51.22615312,0,0,0,0,0,0,0.377276056,0
12,019,12019,0,0.4595459,,0.233024495,0,0.017861918,70.32289109,0.076265963,0.136596676,0,0.001489038,6.159486966,3.600188829,0,2.370238352,25.01074803,0,0,0,0,0,0,0.128714097,0
12,020,12020,0,0.203037358,,0.291226544,0,0.006034432,91.32586318,0.000577761,0.030512504,0,0.001317734,0,3.04034962,0,1.17778958,24.42029226,0,0,0,0,0,0,0.113300822,0
12,021,12021,0,1.840097844,,3.444619477,0.000235481,0.131859812,294.7055032,0.019287223,0.532431371,0,0.011962859,63.69801406,25.16093814,3.436456984,8.631692915,191.3997551,0,0,0,0,0,0,1.127948959,0
12,022,12022,0,0.59252197,,11.58763375,0,0.049301307,152.8816723,0.005461717,2.032629492,0,0.005134992,34.7509866,22.31093628,0,3.788466961,351.8294729,0,0,0,0,0,0,0.699004544,0
12,023,12023,0,0.923303135,,0.385615905,0,0.065775305,97.94890022,0.015488527,0.71408721,0,0.005170248,0,16.22382719,3.436456984,1.610252581,84.70615138,0,0,0,0,0,0,1.054942005,0
12,024,12024,0,0.126403836,,0.059241708,0,0.009172336,38.01750944,0.000990447,0.029093318,0,0.000756627,0,2.315879114,0,0.107262342,16.61710685,0,0,0,0,0,0,0.088048008,0
12,025,12025,1.214599841,0.248468722,,0.242656111,0,0.011586109,83.806348,0.000412686,0.198567808,0,0.001605025,0,9.449302908,3.436456984,3.013079997,88.84379556,0,0,0,0,0,0,4.149622483,0
12,026,12026,0,0.145099608,,0.067424009,0,0.004103414,48.02978663,0.000825372,0.271419368,0,0.000836498,0,2.982178172,0,1.150499792,51.21066683,0,0,0,0,0,0,0.115862146,0
12,027,12027,0,0.299961855,,0.591528261,0,0.028482517,77.65211044,0.002806266,0.757963718,0,0.003116284,0,11.21132934,10.30937095,8.124648121,328.7909729,0,0,0,0,0,0,0.411229265,0
12,028,12028,0,2.962227002,,2.189058753,0.007555273,0.198834523,524.8204565,0.224956302,0.110814792,0,0.013622857,0,8.850725862,44.67394079,7.832423809,98.00403665,0,0,0,0,0,0,0.327009976,0
12,029,12029,0,15.60784289,,3.614860469,0.002387967,1.13802484,307.8549944,0.27329225,0.396899085,0,0.044247658,511.5211768,8.657729954,17.18228492,5.223718542,124.1902758,0,0,0,0,0,0,0.382599925,0.294166309
12,030,12030,0,0.797282147,,0.201631563,0,0.053947819,81.26294973,0.004552816,0.248594123,0,0.003524106,0,10.64398955,0,4.017243561,62.14923689,0,0,0,0,0,0,0.525618373,0
12,031,12031,0,0.098200658,,0.121074636,0,0.006034432,30.61322862,0.001155521,0.209093439,0,0.000447703,0,3.583366935,0,0.576278584,63.40968226,0,0,0,0,0,0,0.143272001,0
12,032,12032,0.333957773,0.451633696,,5.958152626,0,0.04682719,156.7382044,0.006065023,0.193364125,0,0.001806219,0,14.23203219,0,3.328726214,195.2212571,0,0,0,0,0,0,2.636304653,0
12,033,12033,0,0.420495346,,0.351074973,0,0.028904928,48.52048345,0.001815819,0.047187942,0,0.002922612,17.90643888,3.467799498,0,1.007249652,46.33708133,0,0,0,0,0,0,0.134018065,0
12,034,12034,0,1.530756199,,1.577287666,0.001180472,0.085628585,110.6018001,0.039217509,0.72437631,0,0.00689046,15.87661561,10.81219059,6.872913968,1.970592705,133.1454028,0,0,0,0,0,0,0.393075188,0
