CVE ESTADO,CVE MUNICIPIO,Emisiones de   COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Aguas_Residuales,Aplicacion_de_plaguicidas,Artes_graficas,Asados_al_carbon,Asfaltado,Combustion_Agricola,Combustion_Comercial,Combustion_Domestica,Combustion_industrial,Esterilizaccion_de_material_hospitalario,Incendios_en_construcciones,Incendios_Forestales,Ladrilleras,Lavado_en_Seco,Limpieza_de_superficies_industriales,Manejo_y_distribucion_de_Combustibles,Manejo_y_Distribucion_de_gas_L.P.,Panificacion,Pintado_Automotriz,Pintura_para_se–alizacion_vial,Quema_de_Residuos,Quemas_Agricolas,Recubrimiento_de_superficies_arquitectonicas,Recubrimiento_de_superficies_en_la_Industria,Rellenos_Sanitarios,Uso_domestico_de_solventes,Cruces_front,Embarcaciones_marinas,Equipo_basico_eropouertos,Locomotoras_patio,Locomotoras_arrastre,Maquinara_agricola,Terminales_autobuses,
12,009,12009,0,1.235102269,0,0.00908895,0.236298526,0,0.000422586,110.9033029,0.003006669,0.00574,0.000120433,0,0,0,3.443697557,0,12.8898698,0,0,0.246112638,0.421820875,8.847530417,0.887152577,0,0.00290085,2.254610772,0,0,0,0,0,0.092341415,0
12,010,12010,3.378683197,2.629395551,0,0.03640715,2.362985263,0,0.008874312,550.8057451,0.000878873,0.00984,0.001185211,15.18963364,0,0,1.506617681,0,50.78246301,0.584665444,0,2.46112638,0.307012936,18.43626462,3.560653102,0,0.00290085,9.018443088,0,0,0,0,0,0.191231825,0
12,011,12011,33.78683197,24.27769338,2.944371359,0.29826134,6.118138952,0.00229227,0.097300494,805.9785039,0.027500329,0.0615,0.009180054,6.934959785,2.510357573,0.129647993,16.48055259,47.99056574,178.1692592,3.633278114,9.337413948,6.372241674,1.322206908,135.7464723,29.18370694,4.870122369,0.196416568,73.89362339,0,0,0,0,0,2.100030915,0
12,012,12012,13.51473279,7.106837374,0,0.17498026,3.800705212,0,0.055411628,1192.587323,0.003199131,0.04592,0.004336439,33.2396043,0,0.025929599,6.733658616,29.12139995,133.4887728,1.419901791,9.337413948,3.958558695,3.243469296,103.0896619,17.12084045,0.861511821,0.049314454,43.36036142,0,0,0,0,0,1.183803522,0
12,013,12013,8.108839673,2.301981054,0,0.04140864,2.918144451,0,0.01943897,287.7731317,0.001341437,0.0041,0.001993386,0,0.228214325,0.025929599,2.490531269,18.2498979,36.80454804,0.835236348,0.778117829,3.039342818,0.386188533,23.87737292,4.054407704,0.630693292,0.021524309,10.25954586,0,0,0,0,0,0.366699234,0
12,014,12014,0,3.038349462,0,0.07809308,0.976510777,0,0.024985415,120.6072863,0.014880777,0.0041,0.003818166,0,0,0.051859197,5.442272032,0,46.96151233,0.689069987,4.668706974,1.017067889,0.086082431,13.93313369,7.639146396,0.717926517,0.010152976,19.34911232,0,0,0,0,0,0.492467436,0
12,015,12015,16.89341599,0.821490157,0,0.07891468,0.116725778,0.001156001,0.021710371,92.24377559,0.051101911,0.0041,0.002814912,0,0,0.025929599,15.5888809,10.87078941,46.10275222,0.772593622,3.112471316,0.121573713,0.047512246,20.57107615,7.723445962,2.373777649,3.457053952,19.55892625,0,0,0,0,2.252299551,0.07724157,0
12,016,12016,0,4.952281583,0,0.01494285,2.101064005,0,0.008240433,265.9565292,0.000793796,0.01804,0.000387341,4.086444437,0.228214325,0,1.045408187,3.037635601,27.68007795,0.083523635,1.556235658,2.188326829,0.332005111,63.72851171,1.461192479,0.287170607,0.014504251,3.709083652,0,0,0,0,0,0.380739979,0
12,017,12017,0,3.008373544,0.98145712,0.06567665,1.631313923,0,0.010564657,171.1787644,0.000971385,0.00656,0.002129557,0,0,0,2.306047471,14.49373523,32.06228968,0.835236348,1.556235658,1.699066766,0.220770112,63.91498027,6.430852615,0.543460067,0.034810203,16.28013898,0,0,0,0,2.549477964,0.262294031,0
12,018,12018,0,3.431441128,1.962914239,0.07233161,1.355157814,8.53171E-05,0.027943519,231.0541278,0.00265149,0.0205,0.003043316,0,0.45642865,0.051859197,5.749745028,11.01919825,40.46752723,1.336378157,3.890589145,1.411441153,0.337414468,37.11263257,7.069120759,0.43075591,0.026107652,17.92664495,0,0,0,0,0,0.490152928,0
12,019,12019,4.054419837,2.277672866,0,0.07396454,1.830601836,0,0.015635693,276.7707009,0.042741838,0.00492,0.001570423,5.031693578,0,0,62.41701822,0,76.4850253,1.002283618,0.778117829,1.906631641,0.582751705,18.5736308,7.237719891,0.599812145,0.016244761,18.33204815,0,0,0,0,0,0.167223948,0
12,020,12020,0,1.969244677,0,0.03267914,0.421351589,0,0.005282329,359.4256842,0.000323795,0.01148,0.001389755,0,0,0.025929599,0.707187891,0,34.27362182,0.668189078,0,0.438851451,0.289573783,18.65237465,3.203383512,0.199937382,0.00290085,8.093839301,0,0,0,0,0,0.147199189,0
12,021,12021,0,14.6756388,0.98145712,0.29616626,6.306038985,0.000118281,0.112074276,1159.590312,0.010809165,0.04264,0.0126167,52.00869397,0.228214325,0.051859197,14.23599972,22.73622702,188.775964,5.178465357,7.003060461,6.5679457,2.122205879,141.7948947,28.98299368,1.9732025,0.101529758,73.38153514,0,0,0,0,0,1.465418958,0
12,022,12022,0,12.35098068,0,0.09536722,13.59997663,0,0.043156625,601.566207,0.003060918,0.08528,0.00541565,28.36699723,0,0.051859197,3.074729961,17.12154514,91.06801637,0.584665444,3.112471316,14.16482014,0.931440325,218.8374415,9.345209044,0.717926517,0.069620405,23.62718292,0,0,0,0,0,0.908139063,0
12,023,12023,0,9.435221186,1.962914239,0.1486069,2.479711041,0,0.057577383,385.3996886,0.008680257,0.02132,0.005452832,0,0.228214325,0.103718394,10.48482917,28.35209131,89.14361019,2.672756313,9.337413948,2.582700092,0.395900031,59.50414482,14.53966802,1.82420698,0.011603401,36.82412389,0,0,0,0,0,1.370569122,0
12,024,12024,0,1.476603125,0,0.02034487,0.58078192,0,0.00802914,149.6187755,0.000555077,0.00656,0.000797981,0,0,0,1.260639284,0,17.48359625,0.417618174,0,0.604903351,0.026371741,12.85935858,1.995089731,0.143585303,0.65190047,5.042646805,0,0,0,0,0,0.114391009,0
12,025,12025,0,5.768604794,0,0.03999138,1.215656274,0,0.010142071,329.8351079,0.000231282,0.00492,0.001692749,0,0.228214325,0,1.537364981,0,32.4347138,1.002283618,0,1.26614574,0.740802082,66.4695303,3.909894162,0,0.017405101,9.90748519,0,0,0,0,0,5.17538336,0
12,026,12026,0,1.867879314,0,0.02335398,0.711742549,0,0.003591983,189.0241966,0.000462564,0.00656,0.000882218,0,0,0,1.076155486,0,19.33556926,0.16704727,0,0.741303126,0.282864259,37.71820038,2.284116815,0,0.016244761,5.785886003,0,0,0,0,0,0.150526834,0
12,027,12027,4.054419837,7.812022158,0,0.04827927,2.932379302,0,0.024932591,305.5233776,0.001572719,0.01148,0.003286608,0,0.684642974,0.077788796,2.828751565,10.51153461,53.13077433,0.751712713,3.112471316,3.054168881,1.997542797,165.0537169,4.724789968,0.574341214,0.029008502,11.9665067,0,0,0,0,0,0.534264565,0
12,028,12028,23.65078238,5.520304742,12.75894256,0.47677448,2.667611074,0.003794958,0.17405273,2065.320739,0.126072568,0.06888,0.014367426,0,2.966786222,0.285225584,146.1111678,46.17078826,437.402863,6.723652601,16.34047441,2.778404118,1.925695923,73.74674449,46.64174565,46.6888738,11.77969024,118.1323584,0,0,0,0,0,0.424847786,0
12,029,12029,175.0157896,5.44333997,65.02153418,2.51210362,6.767248157,0.001199458,0.96726446,1209.483274,0.153161549,0.22468,0.046666052,417.8588493,1.141071624,3.552354997,114.2569654,299.3170585,822.5561685,12.17356977,73.53213484,7.048310126,1.284314249,89.14750692,245.7372495,20.75690292,1.015297575,622.4966117,0,0,0,0,0,0.49706964,0.616212142
12,030,12030,0,5.222259559,0,0.12832365,2.012807929,0,0.047224018,319.7722349,0.002551541,0.00246,0.003716719,0,0,0.077788796,6.149459923,12.93836626,55.70740871,1.419901791,6.224942632,2.096405241,0.987687813,45.68795232,12.55662109,0.574341214,0.023206802,31.78147708,0,0,0,0,0,0.682877644,0
12,031,12031,0,2.25088393,0,0.01580553,0.842703178,0,0.005282329,120.4809709,0.00064759,0.0041,0.000472173,0,0,0,1.014660887,0,13.61109475,0.16704727,1.556235658,0.877702902,0.141685045,46.93830063,1.545492045,0.143585303,0.026107652,3.915341419,0,0,0,0,0,0.186137417,0
12,032,12032,8.108839673,8.873297167,0.98145712,0.07269106,7.518848289,0,0.040990871,616.8463982,0.003399029,0.03608,0.00190494,0,0,0.751958357,7.748319503,7.800520073,75.23868311,1.753996331,2.334353487,7.831126227,0.818407514,144.1606823,7.113277674,1.061449203,0.034810203,18.01554916,0,0,0,0,0,3.307676011,0
12,033,12033,4.054419837,2.09645661,0,0.0676793,1.133094138,0,0.025302354,190.8960628,0.001017642,0.02788,0.00308235,14.6143062,0,0.077788796,3.074729961,10.68820136,37.90315647,0.584665444,1.556235658,1.180154577,0.247644483,36.42606598,6.627551603,0.43075591,0.124736559,16.76022172,0,0,0,0,0,0.174114805,0
12,034,12034,0,6.481054325,0.98145712,0.2463773,2.812806554,0.000592943,0.074956244,435.074603,0.021978722,0.04756,0.007267064,12.96962965,0.45642865,0.025929599,27.08837096,12.68085032,123.7055527,2.672756313,6.224942632,2.929629955,0.484494,94.32924201,24.11770444,1.061449203,7.877840022,61.04874309,0,0,0,0,0,0.510678988,0
12,035,12035,175.6915263,3.693859214,31.65199211,1.41595571,2.696080776,0.000494509,0.397600879,523.47826,0.595311287,0.20008,0.032451086,11.54646796,0.45642865,0.648239963,103.5569051,159.1490765,496.9862915,6.619248057,49.21595269,2.808056243,0.621154336,100.028836,138.5122157,10.46130094,0.29980287,350.908474,0,0,0,0,1.407687219,14.02843315,0
12,036,12036,0,3.03889825,0,0.03138512,0.782916804,0,0.019703086,211.3050487,0.002373951,0.00574,0.001472911,0,0,0,4.089390849,6.456666639,29.13343577,1.169330887,0.778117829,0.815433439,0.61260374,43.95909848,3.070912766,0.630693292,0.031909352,7.773784144,0,0,0,0,0,0.861948485,0
12,037,12037,0,1.252914425,0,0.02513069,1.682559386,9.27881E-05,0.008874312,122.310563,0.00416308,0.00328,0.000628926,0,0,0,5.626755829,0,20.11801606,0.668189078,0,1.752440591,0.364891687,5.09745147,2.472787273,11.45594313,0.017405101,6.233963223,0,0,0,0,0,0.096721935,0
12,038,12038,264.7265859,8.009357535,37.78609911,1.07741543,3.609958209,0,0.639795649,606.7526007,0.431809017,0.15662,0.025832322,0,1.141071624,0.952912746,52.82386074,78.0687997,530.9962846,5.011418088,34.04265502,3.759889457,1.505280167,91.27789971,105.4427002,12.7161446,0.397822598,267.0255736,0,0,12.433,0,0,0.751652155,0
12,039,12039,0,4.15119895,0.98145712,0.12463672,2.75017321,7.99563E-05,0.044688501,388.4370932,0.002875336,0.01148,0.003503518,18.01508827,0.228214325,0.025929599,5.718997728,0,66.18116701,1.503425426,5.446824803,2.86439528,0.170025166,63.09344554,12.19533723,0.717926517,0.014504251,30.88176647,0,0,0,0,0,0.754825626,0
12,040,12040,0,4.42170722,0.98145712,0.15432729,3.123126306,0.000533061,0.037029124,451.8159682,0.058886978,0.0246,0.002574011,8.049807638,0.228214325,0.084271195,67.45957535,8.885346868,126.8532295,1.586949061,2.334353487,3.252838119,0.329953602,60.16297412,15.0936366,137.9622036,0.046413603,38.23947891,0,0,0,0,0,0.374124909,0
12,041,12041,2.027209918,5.604252825,0,0.01173861,2.861205048,0,0.002535518,500.9381872,4.62564E-05,0.02624,0.000737889,20.009551,0,0,0.215231097,0,42.4241629,0.16704727,0,2.980038568,0.817742079,20.58613757,1.148079805,0,0.00406119,2.905389591,0,0,0,0,0,0.444898879,0
12,042,12042,0,2.178440453,0,0.0478582,3.103197514,0.000133736,0.023506363,360.3941122,0.025755767,0.01148,0.002557762,142.726346,0.228214325,0.051859197,30.71655231,0,73.36465511,1.169330887,0.778117829,3.232081631,0.162999687,37.52764918,4.680633052,14.98256816,0.015954676,11.85270931,0,0,0,0,0,0.195258993,0
12,043,12043,4.054419837,2.178007955,0,0.0381017,2.212095843,0,0.008874312,346.9234242,0.000231282,0.01066,0.000584466,22.07385428,0,0,0.891671689,0,31.16212308,0.501141809,0,2.303970117,0.45804478,9.862063876,3.725237969,0,0.010152976,9.434514792,0,0,0,0,0,1.095163302,0
12,044,12044,0,1.911727436,0,0.06174324,0.976510777,0.000283326,0.015688516,204.8367901,0.001017642,0.00574,0.001751054,38.56636798,0,0.051859197,2.213805572,0,30.45699713,0.584665444,0.778117829,1.017067889,0.112795601,36.5846326,6.03745464,0.630693292,0.017405101,15.2986365,0,0,0,0,0,0.173766241,0
12,045,12045,6.757366395,5.186367651,0,0.10206326,4.296078027,0,0.026728583,391.7430148,0.028378974,0.02296,0.002176392,0,0,0,26.96538176,12.52975982,67.8378921,1.357259065,3.890589145,4.474505671,0.653570647,81.43414239,9.983477187,37.78083989,0.053085559,25.28435739,0,0,0,0,0,0.291827235,0
12,046,12046,27.70520222,9.357323404,4.907285598,0.4601987,3.988605245,0,0.154560937,920.4681556,0.056078245,0.08774,0.009527945,0,0,0.34356718,51.04051736,57.32280983,242.0315586,4.301467192,16.34047441,4.15426272,1.929489599,123.0167177,45.04406816,14.24266589,0.236419292,114.0534332,0,0,0,0,0,1.83387921,0
12,047,12047,0,2.204047059,0,0.00740467,1.195727483,0,0.003591983,145.4851184,4.62564E-05,0.0041,0.000312744,0,0,0,0.430462195,0,13.26080217,0.417618174,0,1.245389252,0.348516366,44.1281864,0.73059624,0,0.017405101,1.827870563,0,0,0,0,0,0.17315721,0
12,048,12048,0,11.16851465,2.944371359,0.29674138,4.623479599,0,0.119697568,464.3891798,0.012705679,0.02378,0.008808062,1.262187952,1.141071624,0.051859197,14.35898892,27.0686865,148.0898239,3.194779031,16.53500387,4.815505109,0.542830823,114.6719046,29.02313633,3.384284989,0.061991169,73.52378188,0,0,0,0,0,3.872890582,0
12,049,12049,0,1.126298216,0.98145712,0.06136325,1.711029088,0.001813559,0.018012741,103.1420955,0.009451744,0.00656,0.002376317,2.729174913,0,0,9.162695285,0,41.75814317,0.939640891,0.778117829,1.782092716,0.102756402,19.68245072,6.00534052,1.604909269,0.008122381,15.20617612,0,0,0,0,0,0.110925471,0
12,050,12050,52.70745788,0.957022866,6.870199837,0.30642599,0.837009238,0,0.155670226,225.8544681,0.020361346,0.02706,0.008130792,0,0,0.129647993,17.34147698,70.01558133,142.5164664,3.069493579,24.51071161,0.871772477,0.519212088,22.22950553,29.97451715,3.153466461,0.188555264,75.93130789,0,0,0,0,0,0.076882472,0
12,051,12051,8.243987001,6.269139387,1.962914239,0.10063573,1.676865446,0.000963525,0.032539145,590.5817034,0.00204272,0.0287,0.002981188,9.995983848,0,0.025929599,5.011809837,9.699777741,71.45872585,1.419901791,3.890589145,1.746510166,0.610800186,107.6614572,9.855020706,0.574341214,0.034810203,24.93585289,0,0,0,0,0,0.499105488,0
12,052,12052,5.405893116,14.89531641,0.98145712,0.19961799,5.557285824,0,0.052981757,784.4464548,0.024762073,0.03034,0.002365643,99.12467058,1.369285949,0.051859197,26.96538176,21.61722426,119.2738049,2.192495413,3.890589145,5.788094811,0.989769081,186.4843197,19.52939948,1.005097124,0.072521255,49.46985875,0,0,0,0,0,1.429601534,0
12,053,12053,0,18.00386773,1.962914239,0.21959314,5.175791817,2.52644E-05,0.096719438,889.4158865,0.007871033,0.0205,0.007588118,0,1.369285949,0.051859197,16.1730796,35.95564615,133.8844725,3.946491744,6.224942632,5.390756335,1.287270899,197.4138583,21.49237509,2.404658796,0.104430608,54.42004518,0,0,0,0,0,1.850126255,0
12,054,12054,2.702946558,9.494239737,0,0.04499287,5.047678159,0,0.016956275,516.0897981,0.00186513,0.01312,0.00232624,105.6760488,0,0,3.99714895,2.969728057,53.66724734,1.419901791,1.556235658,5.257321772,0.156542058,180.7901898,4.399634498,0.717926517,0.017405101,11.14147563,0,0,0,0,0,0.91957477,0
12,055,12055,67.57366395,3.702363104,10.79602832,0.78344695,4.948034202,0.00014326,0.240345955,735.5506248,0.19909404,0.12382,0.02205554,6.900034034,0.228214325,0.077788796,200.2879097,49.82390482,499.5948568,5.13670354,25.09429999,5.153539335,0.569374834,24.78406426,76.65239119,292.9027762,26.28405256,194.1739075,0,0,0,0,0,0.305759771,0
12,056,12056,3.378683197,6.097674369,0,0.08767499,1.090389585,0,0.025777764,881.9373171,0.001063898,0.0164,0.0032226,0,0,0.025929599,4.396863845,9.043938434,88.94726693,1.837519965,0.778117829,1.13567639,1.321795841,84.45480664,8.578484419,0.43075591,0.017405101,21.72463282,0,0,0,0,0,0.987137342,0
12,057,12057,3.378683197,15.91117224,3.925828479,0.3836872,7.296784614,0.000162707,0.146478974,725.8000042,0.044761416,0.0369,0.012055689,25.14360775,0.684642974,0.155577591,31.48523481,76.4946345,205.4673804,4.301467192,14.78423875,7.599839652,1.861212935,112.1991551,37.55344957,13.75832317,0.054390942,95.09549945,0,0,0,0,0,2.384860042,0
12,058,12058,0,7.149216009,5.152649878,0.26338442,2.772948971,0,0.104748578,828.7311487,0.005843185,0.03526,0.008179313,0,0.45642865,0.207436788,15.49663901,35.06186388,145.2231042,4.781728092,11.67176744,2.88811698,1.440906189,146.3542853,25.77559591,2.261073493,0.046413603,65.26635883,0,0,0,0,0,0.586053246,0
12,059,12059,0,2.979575122,0,0.10096437,3.242699054,0.000659155,0.017537331,465.1367407,0.017101642,0.02542,0.006609463,0.726491762,0,0,6.303196421,25.16037198,76.00709605,1.002283618,0.778117829,3.377377044,0.737844969,80.81271038,9.887134826,1.348619809,0.034810203,25.0247571,0,0,0,0,0,0.242007849,0
12,060,12060,0,1.403756233,0,0.02353884,0.768681953,0.000326441,0.010564657,262.8332278,0.003422977,0.0041,0.001862884,0,0,0,4.581347643,0,36.62323048,0.250570904,0.778117829,0.800607376,0.118421076,10.16754728,2.308202406,8.927759747,0.005714675,5.832116192,0,0,0,0,0,0.119024814,0
12,061,12061,16.89341599,2.475493225,1.962914239,0.32489145,0.478290993,0.0006579,0.119750391,459.8391881,0.030605814,0.0205,0.006641961,0,0,0.233366387,38.24964072,26.52452325,152.9507053,3.424469027,9.337413948,0.498155701,0.208990296,52.99424078,31.79699349,49.16994539,0.116034009,80.51520897,0,0,0,0,0,0.208100828,0
12,062,12062,4.730156476,6.377565106,0,0.04984031,2.744479269,0,0.015477223,390.505075,0.024431397,0.00656,0.001348281,12.43610634,0,0.051859197,18.32539057,4.765811469,68.28183306,1.106688161,0,2.858464855,0.538970656,92.50411185,4.881346305,0.574341214,0.026107652,12.35057289,0,0,0,0,0,0.730760293,0
12,063,12063,0,1.31166988,0,0.01573364,1.081848675,0,0.006127501,204.9831741,9.25129E-05,0.01804,0.000255203,0,0,0,0.338220296,0,19.42579979,0.083523635,0,1.126780752,0.116324667,8.837570645,1.54147778,0,0.00290085,3.897560577,0,0,0,0,0,0.094307837,0
12,064,12064,0,4.933584942,0,0.04572204,1.528822996,0,0.015899809,184.4516888,0.002512721,0.00656,0.00229338,43.08555658,0.912857299,0,4.243127347,4.471459316,33.16195991,0.751712713,0.778117829,1.592319115,0.207644418,95.56902899,4.471891269,0.287170607,0.020305952,11.32639639,0,0,0,0,0,0.398006862,0
12,065,12065,0,1.218744672,0,0.02447341,1.172951721,0,0.008240433,134.4183862,0.000986258,0.00738,0.001088674,0,0,0,1.291386584,2.904016472,16.92057244,0.417618174,0.778117829,1.221667552,0.092624525,11.11567167,2.392501972,0.143585303,0.023206802,6.063267139,0,0,0,0,0,0.092178145,0
12,066,12066,27.02946558,3.097723904,4.171192758,0.54232789,2.439853458,0,0.171570035,840.9036767,0.010150832,0.1025,0.01347723,1.457580751,0.228214325,0.51859197,19.77051365,86.95316101,204.5580022,3.52887357,25.67788836,2.541187117,1.396605269,33.27654199,53.07259827,3.197597335,0.107331458,134.4018289,0,0,0,0,0,0.237639298,0
12,067,12067,0,5.308198301,1.962914239,0.13280137,1.096083526,0,0.04563932,232.4748412,0.00608934,0.0082,0.004379546,6.208327917,0.45642865,0,12.54489824,14.3384248,61.84694007,3.800325383,1.556235658,1.141606815,0.261792906,138.3648421,12.99819024,1.117801281,0.034810203,32.90878247,0,0,0,0,0,0.375986953,0
12,068,12068,0,7.802328119,0.98145712,0.06421831,3.256933905,0,0.030901623,334.0971986,0.001063898,0.041,0.004442913,0,0,0,2.613520467,20.25743272,64.35548158,0.334094539,1.556235658,3.392203106,1.172183945,66.46023511,6.290353338,1.435853035,0.091956952,15.91385363,0,0,0,0,0,0.669167749,0
12,069,12069,0,0.957768433,0,0.04388371,1.491812383,0,0.005335152,200.3268547,0.002405335,0.00656,0.001357822,4.534952319,0,0,3.720423253,8.449167024,22.61543866,0.751712713,0,1.553771353,0.166439831,9.233028163,4.295263607,0.543460067,0.107331458,10.87120683,0,0,0,0,0,8.427084039,0
12,070,12070,6.757366395,0.868872088,0,0.05220241,0.483984933,0,0.014737697,103.5967805,0.003191695,0.0164,0.001516667,10.79794384,0,0.077788796,4.427611144,0,22.02945662,0.584665444,0,0.504086126,0.036950385,7.875806839,5.110159413,0.143585303,0.018855526,12.94089684,0,0,0,0,0,0.065475594,0
12,071,12071,0,5.114505324,0,0.07102732,1.30960629,0,0.023876126,579.7911284,0.034376534,0.01968,0.001457618,1.202675852,0,0,26.81164526,4.600729783,99.88809759,1.837519965,2.334353487,1.363997753,0.646627705,66.91061019,6.948692807,0.917863899,0.034810203,17.59947746,0,0,0,0,0,0.494191108,0
12,072,12072,0,1.267271917,0,0.02011893,0.170818212,0,0.006919851,229.1183154,4.62564E-05,0.00492,0.000515184,0,0,0,0.399714895,0,21.46563437,0.334094539,0,0.17791275,0.296765445,8.395774301,1.966989876,0,0.00290085,4.982191942,0,0,0,0,0,0.092020141,0
12,073,12073,5.405893116,8.440148849,0.98145712,0.03300778,4.92241147,0,0.019016383,295.4493954,0.001487643,0.0123,0.002124529,0,0.228214325,0.025929599,2.275300171,6.700811354,44.21908577,0.584665444,2.334353487,5.126852422,1.35988946,149.9240991,3.235497633,0.287170607,0.049314454,8.179187343,0,0,0,0,0,0.608965155,0
12,074,12074,0,2.979020899,0,0.09855092,1.002133509,0.000942823,0.019227676,481.932448,0.107511494,0.0082,0.003119781,6.100599188,0,0,138.5165848,0,155.3665368,0.835236348,0,1.043754802,0.198743946,40.17611635,9.646278923,2.592818229,0.009427763,24.41309613,0,0,0,0,0,0.231159249,0
12,075,12075,2.027209918,4.279105478,0.98145712,0.42413046,3.928818871,0.003248894,0.135672103,488.3968839,0.082958522,0.16072,0.007876874,50.92808474,1.369285949,0.622310364,78.19038292,8.889734759,183.626356,3.591516296,7.78117829,4.091993258,0.163733043,68.61607751,41.49947212,4.296738672,0.101529758,105.0918889,0,0,0,0,0,0.329676676,0
12,076,12076,0,2.738438238,0,0.02692794,0.483984933,0,0.009455368,712.8582916,0.000231282,0.02542,0.000352696,6.014037823,0,0.025929599,0.491956794,0,61.82511997,0.083523635,0,0.504086126,0.841886619,17.7668817,2.63737214,0.143585303,0.00290085,6.671371937,0,0,0,0,0,0.201590615,0
12,077,12077,0,3.953003562,0.98145712,0.07366671,1.266901737,0,0.038719469,191.1707014,0.001896514,0.00246,0.002564877,0,0,0.051859197,4.673589541,20.32503771,41.64606828,0.668189078,0,1.319519565,0.288171057,32.07874609,7.209620035,1.117801281,0.058017004,18.25381245,0,0,0,0,0,0.328036315,0
12,078,12078,0,1.685621278,0,0.02755441,2.716009568,0,0.001056466,319.0123532,0.000185026,0.00164,0.000323254,19.73966749,0,0,0.399714895,77.6346159,25.9529226,0.083523635,0,2.82881273,0.257465789,9.797675333,2.693571851,0.337412083,0.004351275,6.831399516,0,0,0,0,0,0.126498368,0
12,079,12079,0,1.003185351,0,0.02057081,1.15302293,0,0.008451726,325.8339513,0.001765181,0.00492,0.000653955,0,0.45642865,0,2.890246164,0,31.94847696,1.586949061,0,1.200911065,0.192934502,15.20575516,2.015161057,0.574341214,0.008412466,5.095989331,0,0,0,0,0,0.072997028,0
12,080,12080,0,2.741395972,0,0.03753685,1.073307764,0,0.009561015,141.6665051,0.00064759,0.00164,0.001178169,0,0,0,1.045408187,5.839666683,18.31144525,0.16704727,0.778117829,1.117885115,0.420585466,19.49641526,3.681081054,0,0.014504251,9.299380392,0,0,0,0,0,0.611326586,0
12,081,12081,0,2.352634477,0,0.01875302,0.617792533,0,0.010564657,218.7858941,9.25129E-05,0.00492,0.000510405,9.277151491,0,0,0.83017709,0,21.9882023,0.417618174,0,0.643451114,0,4.807938494,1.830504864,9.261185174,0.014504251,4.644355943,0,0,0,0,0,0.192668219,0
13,001,13001,0,6.676648447,0.982645944,0.0045188,3.171683072,0.01884178,0.004036146,98.01066749,0.000954262,0.0041,0.000348824,2.550895666,0,0.051859197,0.491956794,6.942737039,58.74416458,0.176021595,3.890589145,0.398417482,0.059531375,279.2765635,0.461640481,0,0,1.08985,0,0,0,0,,0.662477964,0
13,002,13002,0,2.667122472,1.965291889,0.19382571,1.281421285,0.020958556,0.014649713,178.2683201,0.015363618,0.00738,0.000494588,8.502520608,0,0,7.563835705,12.45661609,107.0438346,1.150534542,14.00612092,1.601140255,0.393497377,73.45691117,19.78229818,13.33650219,0,46.74285,0,0,0,0,,0.599265887,0
13,003,13003,0,1.809151924,16.21365808,0.43055948,1.462203893,0.017996025,0.115553352,261.6816541,0.048285656,0.0533,0.004406503,0,59.33861986,0.609345565,65.76847387,21.55855721,161.0498224,4.46448161,29.5684775,1.827028739,0.188818463,178.243359,43.95218807,5.163660709,0.947615586,103.873,0,0,0,0,,1.48949015,0.2080215
13,004,13004,0,1.000753776,0,0.02196753,0.663344056,0.007024208,0.006726909,46.15414788,0.003530769,0.00574,0.025115957,0.177865152,0,0,2.521278568,5.113944298,27.72840362,0.804885524,3.890589145,0.828850654,0.05531978,13.57698093,2.243974165,0,0,5.2966,0,0,0,0,,0.209222321,0
13,005,13005,0,1.616284883,0,0.16217357,0.798005746,0.016137208,0.019433293,88.59898599,0.007252391,0.00492,0.000336089,0,0,0.025929599,70.07309582,1.443448915,53.34969871,1.144140368,2.334353487,0.997110894,0.01097255,286.2406791,16.55884334,0.630693292,1.245437627,39.1139,0,0,0,0,,0.393161235,0
13,006,13006,0,3.00806694,0.982645944,0.01763359,1.355157814,0.022290573,0.007474344,104.9125673,0.004580457,0.0041,0.003335356,0,0,0.025929599,6.579922117,3.476753281,65.4341819,0.534458959,1.556235658,1.693274298,0.198639343,124.9711496,1.798390744,2.885449122,1.489110206,4.25645,0,0,0,0,,0.750104063,0
13,007,13007,3.689712,2.589234803,0,0.05628987,0.606404652,0.008958365,0.007922804,60.65920995,0.005343867,0.0041,0.000186851,13.42991154,0,0.051859197,3.99714895,2.999686095,38.97019524,0.534458959,1.556235658,0.757704675,0.036056874,375.1730526,5.744413291,0.68704537,0,13.5823,0,0,0,0,,0.925395454,0
13,008,13008,12.29904,5.389383894,6.141537152,0.30323202,1.580068459,0.017410254,0.055758603,225.9910815,0.023951976,0.05002,0.001468834,1.387918379,0,0.363014379,40.43269899,14.12940088,141.3581944,3.174782886,29.5684775,1.974300915,0.062549083,668.9974507,30.94596929,4.799287235,65.7915964,73.1442,0,0,0,0,,2.197159757,0
13,009,13009,0,0.968678289,0,0.03414775,5.61766312,0.010459286,0.010165107,85.2403075,0.003435343,0.00246,0.000314141,0.161911604,144.5126807,0,2.213805572,12.73154813,58.66031712,0.440053988,0.778117829,0.588021516,0.406251268,53.44698724,3.484382066,0.287170607,0,8.23955,0,0,0,0,,0.226838042,0
