CVEMUN , SCC ,VOC,CO,NO,NO2,NH3,PM10,PM25,CN,CO2,SO2,CH4,Categoria
1001,2201001330,110.0090415,2905.198906,1436.127332,29.30872106,4.571568854,16.57137148,5.249665013,,,2.221331171,, Taxi 
1001,2201001330,,,,,,,,10.10280745,390848.074,,44.67052562,AutPart
1001,2201001330,,,,,,,,0.080079681,51507.85866,,2.768872744,Taxi
1001,2201020330,3504.860909,48226.58255,13288.43286,271.1925074,76.33447333,775.5164351,587.4982399,,,23.91725243,, Autom—viles Particulares 
1001,2201020330,6.62085557,68.42757015,17.45924773,0.356311178,0.27746059,1.864570875,0.703102349,,,0.157681676,, Camioneta de Transporte Pœblico 
1001,2201020330,,,,,,,,0.004453757,2457.849199,,0.12344118,Combi
1001,2201040330,896.726787,8809.254413,2036.872203,41.56882046,15.17891044,111.4381056,78.59406993,,,6.65424419,, Camionetas particulares 
1001,2201040330,2814.061406,26509.95872,5176.409886,105.6410181,36.88617341,391.7519223,298.6770254,,,19.90662501,, Pickup y Veh<3.8Ton 
1001,2201040330,,,,,,,,2.038426893,106183.7769,,15.45441252,CamionetaPart
1001,2201040330,,,,,,,,3.365143041,145039.156,,22.70523613,Pickup
1001,2201070330,,,,,,,,2.077124791,82706.83162,,9.95243549,Veh<3.8Ton
1001,2201070330,,,,,,,,0.829892348,31101.15471,,5.720941015,Veh>3.8Ton
1001,2201080330,2312.758339,29699.87057,924.6702235,18.87082089,23.10446225,58.32402923,30.9631722,,,8.717592535,, Motocicletas 
1001,2201080330,,,,,,,,1,157789,,18,Moto
1001,2230001330,,,,,,,,0,343.7814815,,0.131481481,AutPart
1001,2230001330,,,,,,,,0.049166667,288.6025,,0.11875,Combi
1001,2230001330,,,,,,,,0,40.683,,0.009,Taxi
1001,2230060330,,,,,,,,0.12064,680.036544,,0.252416,CamionetaPart
1001,2230060330,,,,,,,,1.279320072,4361.546134,,1.307641953,Pickup
1001,2230071330,8228.79352,16396.99631,3201.84798,981.2114764,16.29214979,910.7525254,756.4915797,,,77.99150763,, Veh>3.8Ton 
1001,2230073330,,,,,,,,25.14132427,121768.5527,,37.30488869,Veh>3.8Ton
1001,2230074330,711.1514708,1037.097867,418.5283987,128.2587027,1.139272046,110.0422917,90.68758407,,,12.65237244,, Tractocamiones 
1001,2230074330,,,,,,,,20.07079763,100522.7088,,27.63452616,Tractocamion
1001,2230074330,,,,,,,,3.534476705,12012.9529,,3.08177371,Veh<3.8Ton
1001,2230075330,2788.572796,4352.873207,1492.571835,457.4010455,3.701554401,343.0546291,286.6782786,,,37.14111418,, Autobœs 
1001,2230075330,,,,,,,,33.27421796,83925.01054,,10.76771673,Autobus
1001,220100133V,891.0212694,,,,,,,,,,,AutPart
1001,220100133V,44.31421139,,,,,,,,,,,Taxi
1001,220102033V,164.921666,,,,,,,,,,,CamionetaPart
1001,220102033V,1.612453757,,,,,,,,,,,Combi
1001,220102033V,226.596124,,,,,,,,,,,Pickup
1001,220104033V,109.3340557,,,,,,,,,,,Veh<3.8Ton
1001,220107033V,49.78815694,,,,,,,,,,,Veh>3.8Ton
1001,220108033V,328,,,,,,,,,,,Moto
1002,2201001330,0.35570309,9.387483465,4.641886969,0.094732387,0.014783681,0.052998911,0.016834993,,,0.007176282,, Taxi 
1002,2201001330,,,,,,,,0.14001119,5416.623477,,0.619072816,AutPart
1002,2201001330,,,,,,,,0.000258964,166.5677021,,0.008954066,Taxi
1002,2201020330,48.56895348,668.1824355,184.1149,3.757446938,1.057648417,10.73729408,8.13382015,,,0.331088361,, Autom—viles Particulares 
1002,2201020330,4.850352066,49.52315159,11.67863384,0.238339466,0.185048145,0.6169048,0.232047121,,,0.10942334,, Camioneta de Transporte Pœblico 
1002,2201020330,,,,,,,,0.003356936,1819.992999,,0.089761561,Combi
1002,2201040330,18.7323897,183.9387647,42.43259225,0.86597127,0.316367581,2.143203436,1.506598898,,,0.138049899,, Camionetas particulares 
1002,2201040330,110.9227048,1020.218372,199.2155976,4.06562444,1.415601507,12.64664375,9.600933851,,,0.752147801,, Pickup y Veh<3.8Ton 
1002,2201040330,,,,,,,,0.042640339,2221.012181,,0.322825555,CamionetaPart
1002,2201040330,,,,,,,,0.152354322,6563.708746,,1.022560476,Pickup
1002,2201070330,,,,,,,,0.059023637,2343.086198,,0.277413132,Veh<3.8Ton
1002,2201070330,,,,,,,,0.009796368,365.6076304,,0.067412451,Veh>3.8Ton
1002,2201080330,70.03923736,899.4265629,28.00257863,0.571481197,0.699692176,1.766276425,0.937684207,,,0.264002305,, Motocicletas 
1002,2201080330,,,,,,,,0.044506021,4778.451055,,0.553934826,Moto
1002,2230001330,,,,,,,,0.01475,86.58075,,0.035625,Combi
1002,2230060330,,,,,,,,0.050235081,171.2649005,,0.051347197,Pickup
1002,2230071330,122.9314648,214.9784657,57.90172723,17.74407768,0.272221644,17.22107723,14.3071213,,,1.390362421,, Veh>3.8Ton 
1002,2230073330,,,,,,,,0.477924123,2314.759881,,0.709147459,Veh>3.8Ton
1002,2230074330,0.269069794,0.392394198,0.158353537,0.048527697,0.000431053,0.041635374,0.034312366,,,0.004787126,, Tractocamiones 
1002,2230074330,,,,,,,,0.007593945,38.03356367,,0.010455742,Tractocamion
1002,2230074330,,,,,,,,0.061004992,207.3433078,,0.053191348,Veh<3.8Ton
1002,2230075330,27.80232098,43.39853646,14.88107512,4.560329467,0.036904829,3.420285434,2.858208163,,,0.370300241,, Autobœs 
1002,2230075330,,,,,,,,0.331746939,836.7398857,,0.107355102,Autobus
1002,220100133V,12.34834466,,,,,,,,,,,AutPart
1002,220100133V,0.143304664,,,,,,,,,,,Taxi
1002,220102033V,3.449873939,,,,,,,,,,,CamionetaPart
1002,220102033V,1.215356936,,,,,,,,,,,Combi
1002,220102033V,10.25896923,,,,,,,,,,,Pickup
1002,220104033V,3.106839634,,,,,,,,,,,Veh<3.8Ton
1002,220107033V,0.587718547,,,,,,,,,,,Veh>3.8Ton
1002,220108033V,9.92202498,,,,,,,,,,,Moto
1003,2201001330,2.54464518,67.15661246,33.20734526,0.677700924,0.105760174,0.379146145,0.120434922,,,0.051338017,, Taxi 
1003,2201001330,,,,,,,,0.277236443,10725.4672,,1.225827346,AutPart
1003,2201001330,,,,,,,,0.00185259,1191.599715,,0.064056011,Taxi
1003,2201020330,96.17148391,1323.069404,364.5662892,7.440128352,2.09425179,21.26093793,16.10579387,,,0.65558874,, Autom—viles Particulares 
1003,2201020330,3.563866418,36.24596522,8.340846455,0.170221356,0.134630179,0.244747646,0.091704498,,,0.078704358,, Camioneta de Transporte Pœblico 
1003,2201020330,,,,,,,,0.002492775,1351.479949,,0.066654624,Combi
1003,2201040330,40.79498201,400.5777542,92.40875642,1.885892988,0.688978286,4.667420815,3.28103759,,,0.300642002,, Camionetas particulares 
1003,2201040330,229.8284858,2131.220508,415.5328015,8.480261256,2.959873728,27.56697887,20.94945283,,,1.575811436,, Pickup y Veh<3.8Ton 
1003,2201040330,,,,,,,,0.092861184,4836.870971,,0.703042319,CamionetaPart
1003,2201040330,,,,,,,,0.302101623,13021.00641,,2.028087282,Pickup
1003,2201070330,,,,,,,,0.138567211,5509.893434,,0.652047642,Veh<3.8Ton
1003,2201070330,,,,,,,,0.039185473,1462.430521,,0.269649805,Veh>3.8Ton
1003,2201080330,38.46931244,494.0133959,15.3805208,0.31388818,0.384308538,0.970133915,0.51502655,,,0.145004251,, Motocicletas 
1003,2201080330,,,,,,,,0.024445098,2624.582072,,0.30425077,Moto
1003,2230001330,,,,,,,,0.004916667,28.86025,,0.011875,Combi
1003,2230060330,,,,,,,,0.105493671,359.6562911,,0.107829114,Pickup
1003,2230071330,488.1438889,856.9163409,228.8123584,70.11991619,1.077656166,67.98585882,56.48180872,,,5.496224448,, Veh>3.8Ton 
1003,2230073330,,,,,,,,1.886542591,9137.210057,,2.799266285,Veh>3.8Ton
1003,2230074330,4.574186531,6.67070138,2.692010132,0.824970846,0.007327895,0.707801346,0.583310227,,,0.081381132,, Tractocamiones 
1003,2230074330,,,,,,,,0.129097071,646.5705824,,0.177747614,Tractocamion
1003,2230074330,,,,,,,,0.160138103,544.276183,,0.139627288,Veh<3.8Ton
1003,2230075330,27.80232098,43.39853646,14.88107512,4.560329467,0.036904829,3.420285434,2.858208163,,,0.370300241,, Autobœs 
1003,2230075330,,,,,,,,0.331746939,836.7398857,,0.107355102,Autobus
1003,220100133V,24.45098246,,,,,,,,,,,AutPart
1003,220100133V,1.025179517,,,,,,,,,,,Taxi
1003,220102033V,7.513058801,,,,,,,,,,,CamionetaPart
1003,220102033V,0.902492775,,,,,,,,,,,Combi
1003,220102033V,20.34239142,,,,,,,,,,,Pickup
1003,220104033V,7.293791484,,,,,,,,,,,Veh<3.8Ton
1003,220107033V,2.350874189,,,,,,,,,,,Veh>3.8Ton
1003,220108033V,5.449709243,,,,,,,,,,,Moto
1004,2201001330,0.218894209,5.776912901,2.856545826,0.058296854,0.009097649,0.032614714,0.010359993,,,0.004416173,, Taxi 
1004,2201001330,,,,,,,,0.062933601,2434.716981,,0.278266914,AutPart
1004,2201001330,,,,,,,,0.000159363,102.5032013,,0.005510195,Taxi
1004,2201020330,21.83124899,300.3411865,82.7577688,1.688934057,0.47540217,4.826304129,3.656069154,,,0.14882084,, Autom—viles Particulares 
1004,2201020330,0,0,0,0,0,0,0,,,0,, Camioneta de Transporte Pœblico 
1004,2201040330,7.236786447,71.06010398,16.39276212,0.334546166,0.122220637,0.827972613,0.582036493,,,0.053332098,, Camionetas particulares 
1004,2201040330,37.00927336,342.8504198,66.58785351,1.358935786,0.474656036,4.188733002,3.177797647,,,0.251530047,, Pickup y Veh<3.8Ton 
1004,2201040330,,,,,,,,0.01647302,858.0320561,,0.124715513,CamionetaPart
1004,2201040330,,,,,,,,0.049012,2111.528481,,0.328955115,Pickup
1004,2201070330,,,,,,,,0.022133864,878.6573243,,0.104029924,Veh<3.8Ton
1004,2201070330,,,,,,,,0.004198444,156.6889844,,0.028891051,Veh>3.8Ton
1004,2201080330,30.45487236,391.0939384,12.17624563,0.248494809,0.30424426,0.768022685,0.407729351,,,0.114795032,, Motocicletas 
1004,2201080330,,,,,,,,0.019352369,2077.79414,,0.240865193,Moto
1004,2230060330,,,,,,,,0.011721519,39.96181013,,0.011981013,Pickup
1004,2230071330,50.3822183,90.2066498,23.01852921,7.054065393,0.109446872,6.80288661,5.65161711,,,0.553939101,, Veh>3.8Ton 
1004,2230073330,,,,,,,,0.188654259,913.7210057,,0.279926628,Veh>3.8Ton
1004,2230074330,0.538139588,0.784788397,0.316707074,0.097055394,0.000862105,0.083270747,0.068624732,,,0.009574251,, Tractocamiones 
1004,2230074330,,,,,,,,0.015187891,76.06712734,,0.020911484,Tractocamion
1004,2230074330,,,,,,,,0.022876872,77.75374043,,0.019946755,Veh<3.8Ton
1004,2230075330,5.560464206,8.679707287,2.976215025,0.912065893,0.007380965,0.684057087,0.571641632,,,0.074060049,, Autobœs 
1004,2230075330,,,,,,,,0.066349388,167.3479771,,0.02147102,Autobus
1004,220100133V,5.55045492,,,,,,,,,,,AutPart
1004,220100133V,0.088187485,,,,,,,,,,,Taxi
1004,220102033V,1.332771812,,,,,,,,,,,CamionetaPart
1004,220102033V,3.300284421,,,,,,,,,,,Pickup
1004,220104033V,1.165064863,,,,,,,,,,,Veh<3.8Ton
1004,220107033V,0.251879377,,,,,,,,,,,Veh>3.8Ton
1004,220108033V,4.314353151,,,,,,,,,,,Moto
1005,2201001330,0.273617761,7.221141127,3.570682285,0.072871067,0.011372063,0.040768393,0.012949988,,,0.005520217,, Taxi 
1005,2201001330,,,,,,,,0.877998744,33967.20365,,3.882155092,AutPart
1005,2201001330,,,,,,,,0.000199203,128.1290016,,0.006887743,Taxi
1005,2201020330,304.5904221,4190.988805,1154.795448,23.56725404,6.633657864,67.38477274,51.04747338,,,2.078108443,, Autom—viles Particulares 
1005,2201020330,0.141320495,1.432614776,0.322836424,0.006588498,0.005294574,0.002838827,0.001041929,,,0.003065074,, Camioneta de Transporte Pœblico 
1005,2201020330,,,,,,,,0,54.05919798,,0.002666185,Combi
1005,2201040330,91.70744186,900.8062693,208.1646435,4.24825803,1.551269482,11.17842564,7.877982473,,,0.679394528,, Camionetas particulares 
1005,2201040330,333.8099745,3130.244985,609.8711855,12.44635072,4.343407457,43.79943077,33.34841721,,,2.333249921,, Pickup y Veh<3.8Ton 
1005,2201040330,,,,,,,,0.208536771,10862.07837,,1.578810107,CamionetaPart
1005,2201040330,,,,,,,,0.410553708,17693.32475,,2.755987963,Pickup
1005,2201070330,,,,,,,,0.23425006,9308.255826,,1.101760335,Veh<3.8Ton
1005,2201070330,,,,,,,,0.083968872,3133.779689,,0.577821012,Veh>3.8Ton
1005,2201080330,190.9527466,2452.167943,76.34533877,1.558068138,1.907618471,4.815519802,2.556472362,,,0.719767479,, Motocicletas 
1005,2201080330,,,,,,,,0.121339799,13027.81681,,1.510230271,Moto
1005,2230001330,,,,,,,,0,24.0647037,,0.009203704,AutPart
1005,2230060330,,,,,,,,0.00936,52.761456,,0.019584,CamionetaPart
1005,2230060330,,,,,,,,0.150705244,513.7947016,,0.154041591,Pickup
1005,2230071330,887.6483628,1703.716011,366.7531428,112.392092,1.812718771,105.9596541,88.0186804,,,8.893736683,, Veh>3.8Ton 
1005,2230073330,,,,,,,,2.930429492,14193.13296,,4.348193629,Veh>3.8Ton
1005,2230074330,37.13163185,54.15039943,21.85278812,6.696822158,0.05948526,5.745681516,4.735106547,,,0.660623306,, Tractocamiones 
1005,2230074330,,,,,,,,1.047964462,5248.631787,,1.442892399,Tractocamion
1005,2230074330,,,,,,,,0.339340266,1153.34715,,0.295876872,Veh<3.8Ton
1005,2230075330,358.6499408,559.8411204,191.9658692,58.82825015,0.476072301,44.1216821,36.87088527,,,4.776873108,, Autobœs 
1005,2230075330,,,,,,,,4.27953551,10793.94453,,1.384880816,Autobus
1005,220100133V,77.43546131,,,,,,,,,,,AutPart
1005,220100133V,0.110234357,,,,,,,,,,,Taxi
1005,220102033V,16.87194759,,,,,,,,,,,CamionetaPart
1005,220102033V,0.036099711,,,,,,,,,,,Combi
1005,220102033V,27.64514844,,,,,,,,,,,Pickup
1005,220104033V,12.3302698,,,,,,,,,,,Veh<3.8Ton
1005,220107033V,5.037587549,,,,,,,,,,,Veh>3.8Ton
1005,220108033V,27.05109298,,,,,,,,,,,Moto
1006,2201001330,1.012385717,26.71822216,13.21152445,0.269622948,0.042076628,0.150843084,0.047914971,,,0.020424802,, Taxi 
1006,2201001330,,,,,,,,0.267521381,10349.61986,,1.182871273,AutPart
1006,2201001330,,,,,,,,0.000737052,474.0773061,,0.02548465,Taxi
1006,2201020330,92.80139326,1276.705725,351.7909697,7.179407544,2.02086394,20.51590121,15.54140635,,,0.632615262,, Autom—viles Particulares 
1006,2201020330,6.906799855,70.48789254,16.57589177,0.338283506,0.263202868,0.831371635,0.312637716,,,0.155433574,, Camioneta de Transporte Pœblico 
1006,2201020330,,,,,,,,0.004786127,2594.841503,,0.127976879,Combi
1006,2201040330,33.36606848,327.6310988,75.58078821,1.542465066,0.563512853,3.817466635,2.683548801,,,0.245894008,, Camionetas particulares 
1006,2201040330,123.5438376,1145.646638,223.7997506,4.567341848,1.589810083,15.26986054,11.61419998,,,0.851157787,, Pickup y Veh<3.8Ton 
1006,2201040330,,,,,,,,0.075950827,3956.059303,,0.575015775,CamionetaPart
1006,2201040330,,,,,,,,0.162052441,6981.521828,,1.087651594,Pickup
1006,2201070330,,,,,,,,0.07447123,2956.315789,,0.35001735,Veh<3.8Ton
1006,2201070330,,,,,,,,0.018193256,678.9855992,,0.125194553,Veh>3.8Ton
1006,2201080330,56.31015301,723.1210575,22.51351594,0.459459509,0.562538586,1.420051094,0.753879441,,,0.2122526,, Motocicletas 
1006,2201080330,,,,,,,,0.035781955,3841.779555,,0.445352576,Moto
1006,2230001330,,,,,,,,0.019666667,115.441,,0.0475,Combi
1006,2230060330,,,,,,,,0.058607595,199.8090506,,0.059905063,Pickup
1006,2230071330,221.9049163,393.8930043,102.5415104,31.42401121,0.485500183,30.37762541,25.23701728,,,2.465628007,, Veh>3.8Ton 
1006,2230073330,,,,,,,,0.842655691,4081.287159,,1.250338941,Veh>3.8Ton
1006,2230074330,13.4534898,19.61970994,7.917676859,2.426384841,0.02155263,2.081768666,1.715618314,,,0.23935627,, Tractocamiones 
1006,2230074330,,,,,,,,0.379697269,1901.678184,,0.522787101,Tractocamion
1006,2230074330,,,,,,,,0.099133111,336.9328752,,0.08643594,Veh<3.8Ton
1006,2230075330,55.60464201,86.79707293,29.76215025,9.120658934,0.073809658,6.840570871,5.716416323,,,0.740600483,, Autobœs 
1006,2230075330,,,,,,,,0.663493878,1673.479771,,0.214710204,Autobus
1006,220100133V,23.59415854,,,,,,,,,,,AutPart
1006,220100133V,0.40786712,,,,,,,,,,,Taxi
1006,220102033V,6.144903666,,,,,,,,,,,CamionetaPart
1006,220102033V,1.732786127,,,,,,,,,,,Combi
1006,220102033V,10.91200424,,,,,,,,,,,Pickup
1006,220104033V,3.919957819,,,,,,,,,,,Veh<3.8Ton
1006,220107033V,1.091477302,,,,,,,,,,,Veh>3.8Ton
1006,220108033V,7.977110631,,,,,,,,,,,Moto
1007,2201001330,1.805877224,47.65953143,23.56650309,0.480949043,0.075055608,0.269071454,0.08546995,,,0.036433431,, Taxi 
1007,2201001330,,,,,,,,0.276022061,10678.48628,,1.220457837,AutPart
1007,2201001330,,,,,,,,0.001314741,845.6514108,,0.045459105,Taxi
1007,2201020330,95.75022258,1317.273944,362.9693743,7.40753825,2.08507831,21.16780833,16.03524543,,,0.652717055,, Autom—viles Particulares 
1007,2201020330,5.446488059,55.68420652,13.2399154,0.270202355,0.20849227,0.802037103,0.301871121,,,0.12376114,, Camioneta de Transporte Pœblico 
1007,2201020330,,,,,,,,0.00375578,2036.22979,,0.100426301,Combi
1007,2201040330,33.55819555,329.5176502,76.01599431,1.551346823,0.566757648,3.839448203,2.699001097,,,0.247309904,, Camionetas particulares 
1007,2201040330,157.6780437,1466.203451,285.7896115,5.83244105,2.032664711,19.40853101,14.75793466,,,1.086937067,, Pickup y Veh<3.8Ton 
1007,2201040330,,,,,,,,0.076388164,3978.838915,,0.578326806,CamionetaPart
1007,2201040330,,,,,,,,0.203764782,8778.567344,,1.367613395,Pickup
1007,2201070330,,,,,,,,0.099141265,3935.652598,,0.46596737,Veh<3.8Ton
1007,2201070330,,,,,,,,0.03498703,1305.741537,,0.240758755,Veh>3.8Ton
1007,2201080330,205.7968835,2642.792677,82.28021363,1.679188033,2.055911439,5.189864953,2.755205432,,,0.775720206,, Motocicletas 
1007,2201080330,,,,,,,,0.130772418,14040.56315,,1.627631383,Moto
1007,2230001330,,,,,,,,0.019666667,115.441,,0.0475,Combi
1007,2230060330,,,,,,,,0.070329114,239.7708608,,0.071886076,Pickup
1007,2230071330,357.1673398,699.265448,142.9164431,43.79697445,0.715525127,40.96784514,34.029971,,,3.474717581,, Veh>3.8Ton 
1007,2230073330,,,,,,,,1.131925555,5482.326034,,1.679559771,Veh>3.8Ton
1007,2230074330,5.919535512,8.632672372,3.483777817,1.06760933,0.009483157,0.915978213,0.754872058,,,0.105316759,, Tractocamiones 
1007,2230074330,,,,,,,,0.167066798,836.7384008,,0.230026324,Tractocamion
1007,2230074330,,,,,,,,0.125822795,427.6455724,,0.109707155,Veh<3.8Ton
1007,2230075330,83.406963,130.1956094,44.64322538,13.6809884,0.110714489,10.26085631,8.574624485,,,1.110900723,, Autobœs 
1007,2230075330,,,,,,,,0.995240816,2510.219657,,0.322065306,Autobus
1007,220100133V,24.34387947,,,,,,,,,,,AutPart
1007,220100133V,0.727546754,,,,,,,,,,,Taxi
1007,220102033V,6.180286989,,,,,,,,,,,CamionetaPart
1007,220102033V,1.35975578,,,,,,,,,,,Combi
1007,220102033V,13.72075693,,,,,,,,,,,Pickup
1007,220104033V,5.218519698,,,,,,,,,,,Veh<3.8Ton
1007,220107033V,2.098994812,,,,,,,,,,,Veh>3.8Ton
1007,220108033V,29.15396992,,,,,,,,,,,Moto
1008,2201001330,0.218894209,5.776912901,2.856545826,0.058296854,0.009097649,0.032614714,0.010359993,,,0.004416173,, Taxi 
1008,2201001330,,,,,,,,0.038788814,1500.62579,,0.171508438,AutPart
1008,2201001330,,,,,,,,0.000159363,102.5032013,,0.005510195,Taxi
1008,2201020330,13.45558252,185.1138074,51.00734218,1.040966167,0.293011781,2.974668714,2.253400174,,,0.09172499,, Autom—viles Particulares 
1008,2201020330,1.978486952,20.05660686,4.519709935,0.092238978,0.074124037,0.039743564,0.014586997,,,0.042911039,, Camioneta de Transporte Pœblico 
1008,2201020330,,,,,,,,0.001395954,756.8287717,,0.03732659,Combi
1008,2201040330,4.995303918,49.05033725,11.31535793,0.230925672,0.084364689,0.571520921,0.401759708,,,0.036813306,, Camionetas particulares 
1008,2201040330,37.65524328,354.2944147,68.04339263,1.388640666,0.487941792,4.232555999,3.20709753,,,0.257355883,, Pickup y Veh<3.8Ton 
1008,2201040330,,,,,,,,0.011370757,592.2699148,,0.086086815,CamionetaPart
1008,2201040330,,,,,,,,0.045570732,1963.272226,,0.305858267,Pickup
1008,2201070330,,,,,,,,0.028128452,1116.627016,,0.132204696,Veh<3.8Ton
1008,2201070330,,,,,,,,0.002798962,104.459323,,0.0192607,Veh>3.8Ton
1008,2201080330,10.941453,140.5074332,4.374532184,0.089276167,0.109305146,0.275925769,0.146484001,,,0.041242151,, Motocicletas 
1008,2201080330,,,,,,,,0.006952682,746.4843937,,0.086535092,Moto
1008,2230060330,,,,,,,,0.011721519,39.96181013,,0.011981013,Pickup
1008,2230071330,42.54307116,67.63157134,22.33206237,6.843696523,0.1010406,6.781382972,5.634435921,,,0.532355819,, Veh>3.8Ton 
1008,2230073330,,,,,,,,0.188654259,913.7210057,,0.279926628,Veh>3.8Ton
1008,2230074330,0.807209393,1.177182595,0.475060612,0.14558309,0.001293158,0.12490612,0.102937099,,,0.014361376,, Tractocamiones 
1008,2230074330,,,,,,,,0.022781836,114.100691,,0.031367226,Tractocamion
1008,2230074330,,,,,,,,0.01906406,64.79478369,,0.016622296,Veh<3.8Ton
1008,2230075330,2.78023208,4.339853649,1.488107512,0.456032947,0.003690482,0.342028545,0.285820816,,,0.037030024,, Autobœs 
1008,2230075330,,,,,,,,0.033174694,83.67398857,,0.01073551,Autobus
1008,220100133V,3.420995484,,,,,,,,,,,AutPart
1008,220100133V,0.088187485,,,,,,,,,,,Taxi
1008,220102033V,0.919966384,,,,,,,,,,,CamionetaPart
1008,220102033V,0.505395954,,,,,,,,,,,Combi
1008,220102033V,3.068562324,,,,,,,,,,,Pickup
1008,220104033V,1.480603263,,,,,,,,,,,Veh<3.8Ton
1008,220107033V,0.167919585,,,,,,,,,,,Veh>3.8Ton
1008,220108033V,1.550007883,,,,,,,,,,,Moto
1009,2201001330,0.109447104,2.888456449,1.428272916,0.029148427,0.004548824,0.016307357,0.005180002,,,0.002208087,, Taxi 
1009,2201001330,,,,,,,,0.079649223,3081.395498,,0.352176627,AutPart
1009,2201001330,,,,,,,,0,51.25160066,,0.002755097,Taxi
1009,2201020330,27.62978732,380.1139875,104.7388334,2.137527212,0.601672442,6.108205566,4.627147678,,,0.188348736,, Autom—viles Particulares 
1009,2201020330,0,0,0,0,0,0,0,,,0,, Camioneta de Transporte Pœblico 
1009,2201040330,9.798480764,96.21412308,22.19550978,0.452969587,0.16548458,1.121060262,0.788067111,,,0.072210716,, Camionetas particulares 
1009,2201040330,58.73965559,540.0931622,105.4263803,2.151558782,0.749281371,6.645953359,5.044315756,,,0.397791128,, Pickup y Veh<3.8Ton 
1009,2201040330,,,,,,,,0.022304178,1161.760218,,0.168862598,CamionetaPart
1009,2201040330,,,,,,,,0.080817659,3481.775687,,0.542425988,Pickup
1009,2201070330,,,,,,,,0.031125746,1235.611862,,0.146292081,Veh<3.8Ton
1009,2201070330,,,,,,,,0.012595331,470.0669533,,0.086673152,Veh>3.8Ton
1009,2201080330,29.47920139,378.5646131,11.78615996,0.240533877,0.294497304,0.743417837,0.394667084,,,0.111117388,, Motocicletas 
1009,2201080330,,,,,,,,0.018732385,2011.228653,,0.233148688,Moto
1009,2230060330,,,,,,,,0.026792043,91.34128029,,0.027385172,Pickup
1009,2230071330,142.1917293,263.1261445,62.06921139,19.02120992,0.300264594,18.1625346,15.08816015,,,1.498754219,, Veh>3.8Ton 
1009,2230073330,,,,,,,,0.503078024,2436.589349,,0.746471009,Veh>3.8Ton
1009,2230074330,9.417442856,13.73379696,5.542373802,1.698469389,0.015086841,1.457238066,1.20093282,,,0.167549389,, Tractocamiones 
1009,2230074330,,,,,,,,0.265788088,1331.174729,,0.365950971,Tractocamion
1009,2230074330,,,,,,,,0.030502496,103.6716539,,0.026595674,Veh<3.8Ton
1009,2230075330,11.12092841,17.35941459,5.95243005,1.824131787,0.014761932,1.368114174,1.143283264,,,0.148120096,, Autobœs 
1009,2230075330,,,,,,,,0.132698776,334.6959543,,0.042942041,Autobus
1009,220100133V,7.024696067,,,,,,,,,,,AutPart
1009,220100133V,0.044093743,,,,,,,,,,,Taxi
1009,220102033V,1.804549445,,,,,,,,,,,CamionetaPart
1009,220102033V,5.441958354,,,,,,,,,,,Pickup
1009,220104033V,1.638372463,,,,,,,,,,,Veh<3.8Ton
1009,220107033V,0.755638132,,,,,,,,,,,Veh>3.8Ton
1009,220108033V,4.176135887,,,,,,,,,,,Moto
1010,2201001330,0,0,0,0,0,0,0,,,0,, Taxi 
1010,2201001330,,,,,,,,0.082506594,3191.938835,,0.364810767,AutPart
1010,2201020330,28.62099045,393.7503637,108.4962804,2.214209804,0.623257102,6.327334017,4.79314401,,,0.195105641,, Autom—viles Particulares 
1010,2201020330,3.830254584,39.06425234,9.148843018,0.186711082,0.145720299,0.42325602,0.159097333,,,0.085890318,, Camioneta de Transporte Pœblico 
1010,2201020330,,,,,,,,0.00265896,1441.578613,,0.071098266,Combi
1010,2201040330,10.75911613,105.6468802,24.37154015,0.49737837,0.181708559,1.230968124,0.865328592,,,0.079290198,, Camionetas particulares 
1010,2201040330,66.69843751,617.2411955,120.2195893,2.453461006,0.85546068,7.779472322,5.907730845,,,0.455036501,, Pickup y Veh<3.8Ton 
1010,2201040330,,,,,,,,0.024490862,1275.658278,,0.185417755,CamionetaPart
1010,2201040330,,,,,,,,0.088638723,3818.721721,,0.594918826,Pickup
1010,2201070330,,,,,,,,0.039195384,1555.955678,,0.184219658,Veh<3.8Ton
1010,2201070330,,,,,,,,0.009796368,365.6076304,,0.067412451,Veh>3.8Ton
1010,2201080330,28.22476729,362.4554806,11.28462124,0.230298393,0.281965504,0.711783035,0.37787274,,,0.106388989,, Motocicletas 
1010,2201080330,,,,,,,,0.017935262,1925.644455,,0.223227467,Moto
1010,2230001330,,,,,,,,0.009833333,57.7205,,0.02375,Combi
1010,2230060330,,,,,,,,0.028466546,97.05011031,,0.029096745,Pickup
1010,2230071330,115.7675243,208.9834219,52.31262624,16.03128867,0.249760828,15.42417705,12.81376836,,,1.259911952,, Veh>3.8Ton 
1010,2230073330,,,,,,,,0.427616321,2071.100946,,0.634500358,Veh>3.8Ton
1010,2230074330,1.345348981,1.961970995,0.791767686,0.242638484,0.002155263,0.208176867,0.171561831,,,0.023935627,, Tractocamiones 
1010,2230074330,,,,,,,,0.037969727,190.1678184,,0.05227871,Tractocamion
1010,2230074330,,,,,,,,0.041940932,142.5485241,,0.036569052,Veh<3.8Ton
1010,2230075330,5.560464206,8.679707287,2.976215025,0.912065893,0.007380965,0.684057087,0.571641632,,,0.074060049,, Autobœs 
1010,2230075330,,,,,,,,0.066349388,167.3479771,,0.02147102,Autobus
