GRIDCODE,LONG,LATITUDE,Huso,Poblacion,X,Y,zona
174271,-100.1459539,19.29974858,6,5589,2694321.774,812649.0616,14
174272,-100.1173338,19.29939456,6,0,2697321.774,812649.0616,14
174273,-100.0887139,19.29903512,6,3784,2700321.774,812649.0616,14
174274,-100.0600941,19.29867025,6,2761,2703321.774,812649.0616,14
174275,-100.0314745,19.29829997,6,611,2706321.774,812649.0616,14
174276,-100.002855,19.29792426,6,1308,2709321.774,812649.0616,14
174277,-99.97423572,19.29754313,6,0,2712321.774,812649.0616,14
174278,-99.94561657,19.29715657,6,909,2715321.774,812649.0616,14
174279,-99.91699759,19.29676459,6,1389,2718321.774,812649.0616,14
174280,-99.88837878,19.2963672,6,2287,2721321.774,812649.0616,14
174281,-99.85976013,19.29596438,6,675,2724321.774,812649.0616,14
174282,-99.83114166,19.29555613,6,19176,2727321.774,812649.0616,14
174283,-99.80252335,19.29514247,6,4174,2730321.774,812649.0616,14
174284,-99.77390523,19.29472338,6,21581,2733321.774,812649.0616,14
174285,-99.74528728,19.29429887,6,23695,2736321.774,812649.0616,14
174286,-99.7166695,19.29386894,6,23521,2739321.774,812649.0616,14
174287,-99.68805192,19.29343359,6,46056,2742321.774,812649.0616,14
174288,-99.65943451,19.29299282,6,65045,2745321.774,812649.0616,14
174289,-99.63081729,19.29254662,6,44763,2748321.774,812649.0616,14
174290,-99.60220026,19.292095,6,36418,2751321.774,812649.0616,14
174291,-99.57358342,19.29163797,6,27140,2754321.774,812649.0616,14
174292,-99.54496678,19.29117551,6,16660,2757321.774,812649.0616,14
174293,-99.51635033,19.29070763,6,22499,2760321.774,812649.0616,14
174294,-99.48773407,19.29023432,6,7157,2763321.774,812649.0616,14
174295,-99.45911802,19.2897556,6,9287,2766321.774,812649.0616,14
174296,-99.43050217,19.28927145,6,787,2769321.774,812649.0616,14
174297,-99.40188653,19.28878189,6,116,2772321.774,812649.0616,14
174298,-99.37327109,19.2882869,6,1045,2775321.774,812649.0616,14
174299,-99.34465586,19.28778649,6,461,2778321.774,812649.0616,14
174300,-99.31604084,19.28728066,6,0,2781321.774,812649.0616,14
174301,-99.28742604,19.28676941,6,21,2784321.774,812649.0616,14
174302,-99.25881145,19.28625274,6,17550,2787321.774,812649.0616,14
174303,-99.23019708,19.28573065,6,123027,2790321.774,812649.0616,14
174304,-99.20158293,19.28520314,6,59810,2793321.774,812649.0616,14
174305,-99.172969,19.28467021,6,94343,2796321.774,812649.0616,14
174306,-99.1443553,19.28413185,6,63263,2799321.774,812649.0616,14
174307,-99.11574183,19.28358808,6,84154,2802321.774,812649.0616,14
174308,-99.08712858,19.28303889,6,11709,2805321.774,812649.0616,14
174309,-99.05851557,19.28248427,6,82860,2808321.774,812649.0616,14
174310,-99.02990279,19.28192424,6,41718,2811321.774,812649.0616,14
174311,-99.00129025,19.28135879,6,56512,2814321.774,812649.0616,14
174312,-98.97267794,19.28078791,6,14151,2817321.774,812649.0616,14
174313,-98.94406588,19.28021162,6,137271,2820321.774,812649.0616,14
174314,-98.91545406,19.2796299,6,122271,2823321.774,812649.0616,14
174315,-98.88684249,19.27904277,6,46190,2826321.774,812649.0616,14
174316,-98.85823116,19.27845022,6,11848,2829321.774,812649.0616,14
174317,-98.82962009,19.27785224,6,24777,2832321.774,812649.0616,14
174318,-98.80100926,19.27724885,6,1637,2835321.774,812649.0616,14
174319,-98.7723987,19.27664004,6,0,2838321.774,812649.0616,14
174320,-98.74378838,19.27602581,6,0,2841321.774,812649.0616,14
174321,-98.71517833,19.27540616,6,0,2844321.774,812649.0616,14
174322,-98.68656854,19.27478109,6,0,2847321.774,812649.0616,14
174323,-98.65795901,19.2741506,6,0,2850321.774,812649.0616,14
174324,-98.62934975,19.27351469,6,0,2853321.774,812649.0616,14
174325,-98.60074076,19.27287336,6,0,2856321.774,812649.0616,14
174326,-98.57213204,19.27222662,6,408,2859321.774,812649.0616,14
174327,-98.54352359,19.27157445,6,2027,2862321.774,812649.0616,14
174328,-98.51491541,19.27091687,6,5269,2865321.774,812649.0616,14
174329,-98.48630752,19.27025387,6,8927,2868321.774,812649.0616,14
174330,-98.4576999,19.26958545,6,16908,2871321.774,812649.0616,14
174331,-98.42909257,19.26891161,6,26101,2874321.774,812649.0616,14
174332,-98.40048551,19.26823235,6,13344,2877321.774,812649.0616,14
174333,-98.37187875,19.26754767,6,8836,2880321.774,812649.0616,14
174334,-98.34327227,19.26685758,6,15,2883321.774,812649.0616,14
174335,-98.31466609,19.26616207,6,1316,2886321.774,812649.0616,14
174336,-98.2860602,19.26546114,6,4968,2889321.774,812649.0616,14
174337,-98.2574546,19.26475479,6,1286,2892321.774,812649.0616,14
174338,-98.2288493,19.26404303,6,7970,2895321.774,812649.0616,14
174339,-98.20024431,19.26332585,6,8352,2898321.774,812649.0616,14
174340,-98.17163961,19.26260325,6,14702,2901321.774,812649.0616,14
174341,-98.14303522,19.26187523,6,3202,2904321.774,812649.0616,14
174342,-98.11443113,19.2611418,6,0,2907321.774,812649.0616,14
174343,-98.08582736,19.26040294,6,0,2910321.774,812649.0616,14
174344,-98.0572239,19.25965867,6,0,2913321.774,812649.0616,14
174345,-98.02862075,19.25890899,6,0,2916321.774,812649.0616,14
174346,-98.00001791,19.25815389,6,0,2919321.774,812649.0616,14
174347,-97.9714154,19.25739337,6,0,2922321.774,812649.0616,14
174348,-97.9428132,19.25662743,6,7,2925321.774,812649.0616,14
174349,-97.91421133,19.25585608,6,1336,2928321.774,812649.0616,14
174350,-97.88560978,19.25507931,6,5398,2931321.774,812649.0616,14
174351,-97.85700856,19.25429712,6,18,2934321.774,812649.0616,14
174352,-97.82840767,19.25350952,6,4001,2937321.774,812649.0616,14
174353,-97.79980712,19.2527165,6,119,2940321.774,812649.0616,14
174354,-97.77120689,19.25191807,6,2928,2943321.774,812649.0616,14
174355,-97.742607,19.25111422,6,5,2946321.774,812649.0616,14
174356,-97.71400746,19.25030495,6,0,2949321.774,812649.0616,14
174357,-97.68540825,19.24949027,6,0,2952321.774,812649.0616,14
174358,-97.65680938,19.24867017,6,1,2955321.774,812649.0616,14
174359,-97.62821086,19.24784466,6,0,2958321.774,812649.0616,14
174360,-97.59961269,19.24701373,6,0,2961321.774,812649.0616,14
174361,-97.57101487,19.24617739,6,375,2964321.774,812649.0616,14
174362,-97.5424174,19.24533563,6,23,2967321.774,812649.0616,14
174363,-97.51382029,19.24448845,6,1,2970321.774,812649.0616,14
174364,-97.48522353,19.24363587,6,8,2973321.774,812649.0616,14
174365,-97.45662713,19.24277786,6,0,2976321.774,812649.0616,14
174366,-97.42803109,19.24191444,6,116,2979321.774,812649.0616,14
174367,-97.39943542,19.24104561,6,4,2982321.774,812649.0616,14
174368,-97.37084011,19.24017136,6,78,2985321.774,812649.0616,14
174369,-97.34224517,19.2392917,6,759,2988321.774,812649.0616,14
174370,-97.3136506,19.23840663,6,0,2991321.774,812649.0616,14
174371,-97.28505641,19.23751614,6,1050,2994321.774,812649.0616,14
174372,-97.25646259,19.23662023,6,0,2997321.774,812649.0616,14
174373,-97.22786914,19.23571892,6,2394,3000321.774,812649.0616,14
174374,-97.19927608,19.23481219,6,1532,3003321.774,812649.0616,14
174375,-97.17068339,19.23390004,6,1420,3006321.774,812649.0616,14
174376,-97.1420911,19.23298248,6,1208,3009321.774,812649.0616,14
174377,-97.11349918,19.23205951,6,0,3012321.774,812649.0616,14
174378,-97.08490766,19.23113113,6,3681,3015321.774,812649.0616,14
174379,-97.05631653,19.23019733,6,1212,3018321.774,812649.0616,14
174380,-97.02772579,19.22925812,6,1013,3021321.774,812649.0616,14
174381,-96.99913544,19.2283135,6,698,3024321.774,812649.0616,14
174382,-96.97054549,19.22736346,6,1713,3027321.774,812649.0616,14
174383,-96.94195595,19.22640801,6,1481,3030321.774,812649.0616,14
174384,-96.9133668,19.22544715,6,161,3033321.774,812649.0616,14
174385,-96.88477806,19.22448088,6,2063,3036321.774,812649.0616,14
174386,-96.85618973,19.22350919,6,2698,3039321.774,812649.0616,14
174387,-96.8276018,19.22253209,6,2334,3042321.774,812649.0616,14
174388,-96.79901429,19.22154958,6,1,3045321.774,812649.0616,14
174389,-96.77042719,19.22056166,6,0,3048321.774,812649.0616,14
174390,-96.7418405,19.21956833,6,760,3051321.774,812649.0616,14
174391,-96.71325424,19.21856959,6,6,3054321.774,812649.0616,14
174392,-96.68466839,19.21756543,6,638,3057321.774,812649.0616,14
174393,-96.65608297,19.21655586,6,0,3060321.774,812649.0616,14
174394,-96.62749797,19.21554089,6,0,3063321.774,812649.0616,14
174395,-96.5989134,19.2145205,6,1078,3066321.774,812649.0616,14
174396,-96.57032925,19.2134947,6,0,3069321.774,812649.0616,14
174397,-96.54174554,19.21246349,6,660,3072321.774,812649.0616,14
174398,-96.51316226,19.21142687,6,112,3075321.774,812649.0616,14
174399,-96.48457942,19.21038484,6,168,3078321.774,812649.0616,14
174400,-96.45599702,19.2093374,6,0,3081321.774,812649.0616,14
174401,-96.42741506,19.20828455,6,733,3084321.774,812649.0616,14
174402,-96.39883354,19.20722629,6,2161,3087321.774,812649.0616,14
174403,-96.37025246,19.20616262,6,1689,3090321.774,812649.0616,14
174404,-96.34167184,19.20509354,6,2646,3093321.774,812649.0616,14
174405,-96.31309166,19.20401905,6,730,3096321.774,812649.0616,14
174406,-96.28451193,19.20293915,6,3915,3099321.774,812649.0616,14
174407,-96.25593266,19.20185384,6,1055,3102321.774,812649.0616,14
174408,-96.22735385,19.20076312,6,24734,3105321.774,812649.0616,14
174409,-96.19877549,19.199667,6,69602,3108321.774,812649.0616,14
174410,-96.1701976,19.19856546,6,94355,3111321.774,812649.0616,14
174411,-96.14162016,19.19745852,6,48347,3114321.774,812649.0616,14
174412,-96.1130432,19.19634617,6,3498,3117321.774,812649.0616,14
174413,-96.0844667,19.19522841,6,0,3120321.774,812649.0616,14
174414,-96.05589067,19.19410524,6,0,3123321.774,812649.0616,14
174415,-96.02731511,19.19297666,6,0,3126321.774,812649.0616,14
174416,-95.99874003,19.19184268,6,0,3129321.774,812649.0616,15
174417,-95.97016542,19.19070329,6,0,3132321.774,812649.0616,15
174418,-95.9415913,19.18955849,6,0,3135321.774,812649.0616,15
174419,-95.91301765,19.18840828,6,0,3138321.774,812649.0616,15
174420,-95.88444449,19.18725267,6,0,3141321.774,812649.0616,15
174421,-95.85587181,19.18609165,6,0,3144321.774,812649.0616,15
174422,-95.82729963,19.18492523,6,0,3147321.774,812649.0616,15
174423,-95.79872793,19.18375339,6,0,3150321.774,812649.0616,15
174424,-95.77015672,19.18257615,6,0,3153321.774,812649.0616,15
174425,-95.74158601,19.18139351,6,0,3156321.774,812649.0616,15
174426,-95.7130158,19.18020545,6,0,3159321.774,812649.0616,15
174427,-95.68444609,19.17901199,6,0,3162321.774,812649.0616,15
174428,-95.65587687,19.17781313,6,0,3165321.774,812649.0616,15
174429,-95.62730816,19.17660886,6,0,3168321.774,812649.0616,15
174430,-95.59873996,19.17539919,6,0,3171321.774,812649.0616,15
174431,-95.57017227,19.1741841,6,0,3174321.774,812649.0616,15
174432,-95.54160508,19.17296362,6,0,3177321.774,812649.0616,15
174433,-95.51303841,19.17173773,6,0,3180321.774,812649.0616,15
174434,-95.48447226,19.17050643,6,0,3183321.774,812649.0616,15
174435,-95.45590662,19.16926973,6,0,3186321.774,812649.0616,15
174436,-95.4273415,19.16802763,6,0,3189321.774,812649.0616,15
174437,-95.3987769,19.16678012,6,0,3192321.774,812649.0616,15
174438,-95.37021283,19.16552721,6,0,3195321.774,812649.0616,15
174439,-95.34164928,19.16426889,6,0,3198321.774,812649.0616,15
174440,-95.31308626,19.16300517,6,0,3201321.774,812649.0616,15
174441,-95.28452377,19.16173604,6,0,3204321.774,812649.0616,15
174442,-95.25596182,19.16046151,6,0,3207321.774,812649.0616,15
174443,-95.2274004,19.15918158,6,0,3210321.774,812649.0616,15
174444,-95.19883952,19.15789625,6,0,3213321.774,812649.0616,15
174445,-95.17027918,19.15660551,6,0,3216321.774,812649.0616,15
174446,-95.14171938,19.15530937,6,0,3219321.774,812649.0616,15
174447,-95.11316012,19.15400783,6,0,3222321.774,812649.0616,15
174448,-95.08460141,19.15270089,6,0,3225321.774,812649.0616,15
174449,-95.05604325,19.15138854,6,0,3228321.774,812649.0616,15
174450,-95.02748565,19.15007079,6,0,3231321.774,812649.0616,15
174451,-94.99892859,19.14874764,6,0,3234321.774,812649.0616,15
174452,-94.97037209,19.14741909,6,0,3237321.774,812649.0616,15
174453,-94.94181615,19.14608513,6,0,3240321.774,812649.0616,15
174454,-94.91326077,19.14474578,6,0,3243321.774,812649.0616,15
174455,-94.88470595,19.14340102,6,0,3246321.774,812649.0616,15
174456,-94.85615169,19.14205086,6,0,3249321.774,812649.0616,15
174457,-94.827598,19.14069531,6,0,3252321.774,812649.0616,15
174458,-94.79904488,19.13933435,6,0,3255321.774,812649.0616,15
174459,-94.77049234,19.13796799,6,0,3258321.774,812649.0616,15
174460,-94.74194036,19.13659623,6,0,3261321.774,812649.0616,15
174461,-94.71338896,19.13521907,6,0,3264321.774,812649.0616,15
174462,-94.68483814,19.13383651,6,0,3267321.774,812649.0616,15
174463,-94.6562879,19.13244856,6,0,3270321.774,812649.0616,15
174464,-94.62773824,19.1310552,6,0,3273321.774,812649.0616,15
174465,-94.59918917,19.12965644,6,0,3276321.774,812649.0616,15
174466,-94.57064069,19.12825229,6,0,3279321.774,812649.0616,15
174467,-94.54209279,19.12684273,6,0,3282321.774,812649.0616,15
174468,-94.51354548,19.12542778,6,0,3285321.774,812649.0616,15
174469,-94.48499877,19.12400743,6,0,3288321.774,812649.0616,15
174470,-94.45645266,19.12258168,6,0,3291321.774,812649.0616,15
174471,-94.42790714,19.12115053,6,0,3294321.774,812649.0616,15
174472,-94.39936222,19.11971399,6,0,3297321.774,812649.0616,15
174473,-94.37081791,19.11827205,6,0,3300321.774,812649.0616,15
174474,-94.3422742,19.11682471,6,0,3303321.774,812649.0616,15
174475,-94.3137311,19.11537197,6,0,3306321.774,812649.0616,15
174476,-94.28518861,19.11391383,6,0,3309321.774,812649.0616,15
174477,-94.25664673,19.1124503,6,0,3312321.774,812649.0616,15
174478,-94.22810546,19.11098138,6,0,3315321.774,812649.0616,15
174479,-94.19956481,19.10950705,6,0,3318321.774,812649.0616,15
174480,-94.17102478,19.10802733,6,0,3321321.774,812649.0616,15
174481,-94.14248536,19.10654222,6,0,3324321.774,812649.0616,15
174482,-94.11394658,19.1050517,6,0,3327321.774,812649.0616,15
174483,-94.08540841,19.1035558,6,0,3330321.774,812649.0616,15
174484,-94.05687088,19.10205449,6,0,3333321.774,812649.0616,15
174485,-94.02833397,19.1005478,6,0,3336321.774,812649.0616,15
174486,-93.9997977,19.0990357,6,0,3339321.774,812649.0616,15
174487,-93.97126205,19.09751822,6,0,3342321.774,812649.0616,15
174488,-93.94272705,19.09599533,6,0,3345321.774,812649.0616,15
174489,-93.91419268,19.09446706,6,0,3348321.774,812649.0616,15
174490,-93.88565896,19.09293339,6,0,3351321.774,812649.0616,15
174491,-93.85712588,19.09139432,6,0,3354321.774,812649.0616,15
174492,-93.82859344,19.08984986,6,0,3357321.774,812649.0616,15
174493,-93.80006165,19.08830001,6,0,3360321.774,812649.0616,15
174494,-93.77153051,19.08674477,6,0,3363321.774,812649.0616,15
174495,-93.74300003,19.08518413,6,0,3366321.774,812649.0616,15
174496,-93.71447019,19.0836181,6,0,3369321.774,812649.0616,15
174497,-93.68594102,19.08204668,6,0,3372321.774,812649.0616,15
174498,-93.6574125,19.08046986,6,0,3375321.774,812649.0616,15
174499,-93.62888464,19.07888766,6,0,3378321.774,812649.0616,15
174500,-93.60035745,19.07730006,6,0,3381321.774,812649.0616,15
174501,-93.57183092,19.07570707,6,0,3384321.774,812649.0616,15
174502,-93.54330506,19.07410868,6,0,3387321.774,812649.0616,15
174503,-93.51477987,19.07250491,6,0,3390321.774,812649.0616,15
174504,-93.48625535,19.07089575,6,0,3393321.774,812649.0616,15
174505,-93.4577315,19.06928119,6,0,3396321.774,812649.0616,15
174506,-93.42920834,19.06766124,6,0,3399321.774,812649.0616,15
175134,-105.7562287,19.29159983,6,0,2106321.774,815649.0616,13
175135,-105.7276175,19.29230879,6,0,2109321.774,815649.0616,13
175136,-105.6990061,19.29301234,6,0,2112321.774,815649.0616,13
175137,-105.6703943,19.29371046,6,0,2115321.774,815649.0616,13
175138,-105.6417823,19.29440316,6,0,2118321.774,815649.0616,13
175139,-105.6131699,19.29509045,6,0,2121321.774,815649.0616,13
175140,-105.5845573,19.29577231,6,0,2124321.774,815649.0616,13
175141,-105.5559444,19.29644875,6,0,2127321.774,815649.0616,13
175142,-105.5273312,19.29711978,6,0,2130321.774,815649.0616,13
175143,-105.4987177,19.29778539,6,0,2133321.774,815649.0616,13
175144,-105.470104,19.29844557,6,0,2136321.774,815649.0616,13
175145,-105.4414899,19.29910034,6,0,2139321.774,815649.0616,13
175146,-105.4128756,19.29974968,6,0,2142321.774,815649.0616,13
175147,-105.3842611,19.30039361,6,0,2145321.774,815649.0616,13
175148,-105.3556462,19.30103211,6,0,2148321.774,815649.0616,13
175149,-105.3270311,19.3016652,6,0,2151321.774,815649.0616,13
175150,-105.2984157,19.30229287,6,0,2154321.774,815649.0616,13
175151,-105.2698001,19.30291511,6,0,2157321.774,815649.0616,13
175152,-105.2411842,19.30353193,6,0,2160321.774,815649.0616,13
175153,-105.212568,19.30414334,6,0,2163321.774,815649.0616,13
175154,-105.1839516,19.30474932,6,0,2166321.774,815649.0616,13
175155,-105.1553349,19.30534988,6,0,2169321.774,815649.0616,13
175156,-105.126718,19.30594503,6,0,2172321.774,815649.0616,13
175157,-105.0981009,19.30653475,6,0,2175321.774,815649.0616,13
175158,-105.0694834,19.30711905,6,0,2178321.774,815649.0616,13
175159,-105.0408658,19.30769792,6,0,2181321.774,815649.0616,13
175160,-105.0122479,19.30827138,6,0,2184321.774,815649.0616,13
175161,-104.9836297,19.30883942,6,0,2187321.774,815649.0616,13
175162,-104.9550114,19.30940203,6,0,2190321.774,815649.0616,13
175163,-104.9263928,19.30995923,6,6,2193321.774,815649.0616,13
175164,-104.8977739,19.310511,6,589,2196321.774,815649.0616,13
175165,-104.8691548,19.31105735,6,9,2199321.774,815649.0616,13
175166,-104.8405355,19.31159828,6,6,2202321.774,815649.0616,13
175167,-104.811916,19.31213378,6,27,2205321.774,815649.0616,13
175168,-104.7832962,19.31266387,6,0,2208321.774,815649.0616,13
175169,-104.7546763,19.31318853,6,253,2211321.774,815649.0616,13
175170,-104.7260561,19.31370777,6,4,2214321.774,815649.0616,13
175171,-104.6974356,19.31422159,6,236,2217321.774,815649.0616,13
175172,-104.668815,19.31472999,6,0,2220321.774,815649.0616,13
175173,-104.6401942,19.31523297,6,1,2223321.774,815649.0616,13
175174,-104.6115731,19.31573052,6,0,2226321.774,815649.0616,13
175175,-104.5829519,19.31622265,6,0,2229321.774,815649.0616,13
175176,-104.5543304,19.31670936,6,0,2232321.774,815649.0616,13
175177,-104.5257087,19.31719065,6,0,2235321.774,815649.0616,13
175178,-104.4970868,19.31766651,6,0,2238321.774,815649.0616,13
175179,-104.4684648,19.31813695,6,0,2241321.774,815649.0616,13
175180,-104.4398425,19.31860197,6,0,2244321.774,815649.0616,13
175181,-104.41122,19.31906156,6,0,2247321.774,815649.0616,13
175182,-104.3825974,19.31951574,6,0,2250321.774,815649.0616,13
175183,-104.3539745,19.31996449,6,0,2253321.774,815649.0616,13
175184,-104.3253515,19.32040782,6,0,2256321.774,815649.0616,13
175185,-104.2967283,19.32084572,6,1450,2259321.774,815649.0616,13
175186,-104.2681049,19.3212782,6,0,2262321.774,815649.0616,13
175187,-104.2394813,19.32170526,6,2,2265321.774,815649.0616,13
175188,-104.2108576,19.3221269,6,217,2268321.774,815649.0616,13
175189,-104.1822336,19.32254311,6,0,2271321.774,815649.0616,13
175190,-104.1536095,19.3229539,6,199,2274321.774,815649.0616,13
175191,-104.1249852,19.32335926,6,119,2277321.774,815649.0616,13
175192,-104.0963608,19.32375921,6,67,2280321.774,815649.0616,13
175193,-104.0677362,19.32415372,6,20,2283321.774,815649.0616,13
175194,-104.0391114,19.32454282,6,0,2286321.774,815649.0616,13
175195,-104.0104865,19.32492649,6,2,2289321.774,815649.0616,13
175196,-103.9818613,19.32530474,6,7,2292321.774,815649.0616,13
175197,-103.9532361,19.32567757,6,4,2295321.774,815649.0616,13
175198,-103.9246107,19.32604497,6,543,2298321.774,815649.0616,13
175199,-103.8959851,19.32640695,6,0,2301321.774,815649.0616,13
175200,-103.8673594,19.3267635,6,0,2304321.774,815649.0616,13
175201,-103.8387335,19.32711463,6,0,2307321.774,815649.0616,13
175202,-103.8101075,19.32746034,6,70,2310321.774,815649.0616,13
175203,-103.7814813,19.32780062,6,799,2313321.774,815649.0616,13
175204,-103.752855,19.32813548,6,8914,2316321.774,815649.0616,13
175205,-103.7242286,19.32846491,6,22,2319321.774,815649.0616,13
175206,-103.695602,19.32878892,6,180,2322321.774,815649.0616,13
175207,-103.6669753,19.32910751,6,1069,2325321.774,815649.0616,13
175208,-103.6383484,19.32942067,6,571,2328321.774,815649.0616,13
175209,-103.6097215,19.32972841,6,8188,2331321.774,815649.0616,13
175210,-103.5810944,19.33003072,6,433,2334321.774,815649.0616,13
175211,-103.5524671,19.33032761,6,177,2337321.774,815649.0616,13
175212,-103.5238398,19.33061908,6,0,2340321.774,815649.0616,13
175213,-103.4952123,19.33090512,6,4,2343321.774,815649.0616,13
175214,-103.4665847,19.33118574,6,0,2346321.774,815649.0616,13
175215,-103.437957,19.33146093,6,79,2349321.774,815649.0616,13
175216,-103.4093291,19.3317307,6,0,2352321.774,815649.0616,13
175217,-103.3807012,19.33199504,6,1324,2355321.774,815649.0616,13
175218,-103.3520732,19.33225396,6,0,2358321.774,815649.0616,13
175219,-103.323445,19.33250745,6,74,2361321.774,815649.0616,13
175220,-103.2948167,19.33275552,6,0,2364321.774,815649.0616,13
175221,-103.2661884,19.33299817,6,127,2367321.774,815649.0616,13
175222,-103.2375599,19.33323539,6,0,2370321.774,815649.0616,13
175223,-103.2089313,19.33346719,6,18,2373321.774,815649.0616,13
175224,-103.1803027,19.33369356,6,0,2376321.774,815649.0616,13
175225,-103.1516739,19.3339145,6,0,2379321.774,815649.0616,13
175226,-103.1230451,19.33413002,6,63,2382321.774,815649.0616,13
175227,-103.0944161,19.33434012,6,182,2385321.774,815649.0616,13
175228,-103.0657871,19.33454479,6,199,2388321.774,815649.0616,13
175229,-103.037158,19.33474404,6,0,2391321.774,815649.0616,13
175230,-103.0085288,19.33493786,6,1,2394321.774,815649.0616,13
175231,-102.9798995,19.33512626,6,7,2397321.774,815649.0616,13
175232,-102.9512702,19.33530923,6,0,2400321.774,815649.0616,13
175233,-102.9226407,19.33548678,6,0,2403321.774,815649.0616,13
175234,-102.8940112,19.3356589,6,0,2406321.774,815649.0616,13
175235,-102.8653817,19.3358256,6,77,2409321.774,815649.0616,13
175236,-102.836752,19.33598687,6,0,2412321.774,815649.0616,13
175237,-102.8081223,19.33614272,6,9,2415321.774,815649.0616,13
175238,-102.7794925,19.33629314,6,0,2418321.774,815649.0616,13
175239,-102.7508627,19.33643814,6,0,2421321.774,815649.0616,13
175240,-102.7222328,19.33657771,6,2,2424321.774,815649.0616,13
175241,-102.6936029,19.33671186,6,0,2427321.774,815649.0616,13
175242,-102.6649729,19.33684058,6,0,2430321.774,815649.0616,13
175243,-102.6363428,19.33696387,6,0,2433321.774,815649.0616,13
175244,-102.6077127,19.33708174,6,54,2436321.774,815649.0616,13
175245,-102.5790825,19.33719419,6,0,2439321.774,815649.0616,13
175246,-102.5504523,19.33730121,6,123,2442321.774,815649.0616,13
175247,-102.5218221,19.33740281,6,356,2445321.774,815649.0616,13
175248,-102.4931918,19.33749898,6,405,2448321.774,815649.0616,13
175249,-102.4645615,19.33758972,6,2100,2451321.774,815649.0616,13
175250,-102.4359311,19.33767504,6,1063,2454321.774,815649.0616,13
175251,-102.4073007,19.33775494,6,160,2457321.774,815649.0616,13
175252,-102.3786702,19.3378294,6,2297,2460321.774,815649.0616,13
175253,-102.3500398,19.33789845,6,4450,2463321.774,815649.0616,13
175254,-102.3214093,19.33796207,6,62,2466321.774,815649.0616,13
175255,-102.2927788,19.33802026,6,1157,2469321.774,815649.0616,13
175256,-102.2641482,19.33807303,6,96,2472321.774,815649.0616,13
175257,-102.2355177,19.33812037,6,111,2475321.774,815649.0616,13
175258,-102.2068871,19.33816229,6,178,2478321.774,815649.0616,13
175259,-102.1782565,19.33819878,6,34,2481321.774,815649.0616,13
175260,-102.1496259,19.33822984,6,16,2484321.774,815649.0616,13
175261,-102.1209953,19.33825548,6,12,2487321.774,815649.0616,13
175262,-102.0923646,19.3382757,6,697,2490321.774,815649.0616,13
175263,-102.063734,19.33829049,6,974,2493321.774,815649.0616,13
175264,-102.0351033,19.33829985,6,62,2496321.774,815649.0616,13
175265,-102.0064727,19.33830379,6,144,2499321.774,815649.0616,13
175266,-101.977842,19.33830231,6,128,2502321.774,815649.0616,14
175267,-101.9492114,19.3382954,6,0,2505321.774,815649.0616,14
175268,-101.9205807,19.33828306,6,8089,2508321.774,815649.0616,14
175269,-101.8919501,19.3382653,6,42,2511321.774,815649.0616,14
175270,-101.8633195,19.33824211,6,25,2514321.774,815649.0616,14
175271,-101.8346889,19.3382135,6,0,2517321.774,815649.0616,14
175272,-101.8060583,19.33817946,6,0,2520321.774,815649.0616,14
175273,-101.7774277,19.33813999,6,170,2523321.774,815649.0616,14
175274,-101.7487971,19.3380951,6,1736,2526321.774,815649.0616,14
175275,-101.7201665,19.33804479,6,186,2529321.774,815649.0616,14
175276,-101.691536,19.33798905,6,1452,2532321.774,815649.0616,14
175277,-101.6629055,19.33792789,6,222,2535321.774,815649.0616,14
175278,-101.634275,19.33786129,6,52,2538321.774,815649.0616,14
175279,-101.6056446,19.33778928,6,344,2541321.774,815649.0616,14
175280,-101.5770142,19.33771184,6,0,2544321.774,815649.0616,14
175281,-101.5483838,19.33762897,6,0,2547321.774,815649.0616,14
175282,-101.5197534,19.33754068,6,37,2550321.774,815649.0616,14
175283,-101.4911231,19.33744696,6,1472,2553321.774,815649.0616,14
175284,-101.4624929,19.33734782,6,919,2556321.774,815649.0616,14
175285,-101.4338626,19.33724325,6,485,2559321.774,815649.0616,14
175286,-101.4052324,19.33713326,6,1203,2562321.774,815649.0616,14
175287,-101.3766023,19.33701784,6,0,2565321.774,815649.0616,14
175288,-101.3479722,19.336897,6,0,2568321.774,815649.0616,14
175289,-101.3193422,19.33677073,6,0,2571321.774,815649.0616,14
175290,-101.2907122,19.33663904,6,21,2574321.774,815649.0616,14
175291,-101.2620823,19.33650192,6,0,2577321.774,815649.0616,14
175292,-101.2334524,19.33635937,6,57,2580321.774,815649.0616,14
175293,-101.2048226,19.3362114,6,281,2583321.774,815649.0616,14
175294,-101.1761929,19.33605801,6,145,2586321.774,815649.0616,14
175295,-101.1475632,19.33589919,6,0,2589321.774,815649.0616,14
175296,-101.1189336,19.33573495,6,30,2592321.774,815649.0616,14
175297,-101.0903041,19.33556528,6,14,2595321.774,815649.0616,14
175298,-101.0616746,19.33539018,6,43,2598321.774,815649.0616,14
175299,-101.0330452,19.33520966,6,109,2601321.774,815649.0616,14
175300,-101.0044159,19.33502372,6,17,2604321.774,815649.0616,14
175301,-100.9757867,19.33483235,6,76,2607321.774,815649.0616,14
175302,-100.9471576,19.33463555,6,51,2610321.774,815649.0616,14
175303,-100.9185285,19.33443334,6,44,2613321.774,815649.0616,14
175304,-100.8898995,19.33422569,6,56,2616321.774,815649.0616,14
175305,-100.8612706,19.33401262,6,31,2619321.774,815649.0616,14
