GRIDCODE,LONG,LATITUDE,Huso,Poblacion,X,Y,zona
432,228,"EI 2018 V4.1 emissions from Central Mexico Area",,,,,
32169,-105.6576987,15.6342944,6,0,2106321.774,410649.0616,13
32170,-105.6298374,15.63498047,6,0,2109321.774,410649.0616,13
32171,-105.6019758,15.6356613,6,0,2112321.774,410649.0616,13
32172,-105.5741139,15.63633688,6,0,2115321.774,410649.0616,13
32173,-105.5462518,15.63700722,6,0,2118321.774,410649.0616,13
32174,-105.5183894,15.63767232,6,0,2121321.774,410649.0616,13
32175,-105.4905267,15.63833217,6,0,2124321.774,410649.0616,13
32176,-105.4626638,15.63898678,6,0,2127321.774,410649.0616,13
32177,-105.4348006,15.63963614,6,0,2130321.774,410649.0616,13
32178,-105.4069372,15.64028026,6,0,2133321.774,410649.0616,13
32179,-105.3790735,15.64091913,6,0,2136321.774,410649.0616,13
32180,-105.3512095,15.64155276,6,0,2139321.774,410649.0616,13
32181,-105.3233453,15.64218115,6,0,2142321.774,410649.0616,13
32182,-105.2954808,15.64280429,6,0,2145321.774,410649.0616,13
32183,-105.2676161,15.64342218,6,0,2148321.774,410649.0616,13
32184,-105.2397511,15.64403483,6,0,2151321.774,410649.0616,13
32185,-105.2118859,15.64464224,6,0,2154321.774,410649.0616,13
32186,-105.1840205,15.6452444,6,0,2157321.774,410649.0616,13
32187,-105.1561548,15.64584131,6,0,2160321.774,410649.0616,13
32188,-105.1282889,15.64643298,6,0,2163321.774,410649.0616,13
32189,-105.1004227,15.6470194,6,0,2166321.774,410649.0616,13
32190,-105.0725563,15.64760058,6,0,2169321.774,410649.0616,13
32191,-105.0446897,15.64817651,6,0,2172321.774,410649.0616,13
32192,-105.0168228,15.6487472,6,0,2175321.774,410649.0616,13
32193,-104.9889558,15.64931264,6,0,2178321.774,410649.0616,13
32194,-104.9610884,15.64987284,6,0,2181321.774,410649.0616,13
32195,-104.9332209,15.65042778,6,0,2184321.774,410649.0616,13
32196,-104.9053532,15.65097749,6,0,2187321.774,410649.0616,13
32197,-104.8774852,15.65152194,6,0,2190321.774,410649.0616,13
32198,-104.849617,15.65206116,6,0,2193321.774,410649.0616,13
32199,-104.8217486,15.65259512,6,0,2196321.774,410649.0616,13
32200,-104.79388,15.65312384,6,0,2199321.774,410649.0616,13
32201,-104.7660111,15.65364731,6,0,2202321.774,410649.0616,13
32202,-104.7381421,15.65416553,6,0,2205321.774,410649.0616,13
32203,-104.7102728,15.65467851,6,0,2208321.774,410649.0616,13
32204,-104.6824034,15.65518624,6,0,2211321.774,410649.0616,13
32205,-104.6545337,15.65568873,6,0,2214321.774,410649.0616,13
32206,-104.6266639,15.65618597,6,0,2217321.774,410649.0616,13
32207,-104.5987938,15.65667796,6,0,2220321.774,410649.0616,13
32208,-104.5709236,15.6571647,6,0,2223321.774,410649.0616,13
32209,-104.5430531,15.6576462,6,0,2226321.774,410649.0616,13
32210,-104.5151825,15.65812245,6,0,2229321.774,410649.0616,13
32211,-104.4873117,15.65859345,6,0,2232321.774,410649.0616,13
32212,-104.4594406,15.65905921,6,0,2235321.774,410649.0616,13
32213,-104.4315694,15.65951971,6,0,2238321.774,410649.0616,13
32214,-104.4036981,15.65997497,6,0,2241321.774,410649.0616,13
32215,-104.3758265,15.66042499,6,0,2244321.774,410649.0616,13
32216,-104.3479547,15.66086975,6,0,2247321.774,410649.0616,13
32217,-104.3200828,15.66130927,6,0,2250321.774,410649.0616,13
32218,-104.2922107,15.66174354,6,0,2253321.774,410649.0616,13
32219,-104.2643384,15.66217256,6,0,2256321.774,410649.0616,13
32220,-104.236466,15.66259634,6,0,2259321.774,410649.0616,13
32221,-104.2085934,15.66301486,6,0,2262321.774,410649.0616,13
32222,-104.1807206,15.66342814,6,0,2265321.774,410649.0616,13
32223,-104.1528477,15.66383617,6,0,2268321.774,410649.0616,13
32224,-104.1249746,15.66423896,6,0,2271321.774,410649.0616,13
32225,-104.0971013,15.66463649,6,0,2274321.774,410649.0616,13
32226,-104.0692279,15.66502878,6,0,2277321.774,410649.0616,13
32227,-104.0413543,15.66541582,6,0,2280321.774,410649.0616,13
32228,-104.0134806,15.66579761,6,0,2283321.774,410649.0616,13
32229,-103.9856067,15.66617415,6,0,2286321.774,410649.0616,13
32230,-103.9577326,15.66654544,6,0,2289321.774,410649.0616,13
32231,-103.9298585,15.66691149,6,0,2292321.774,410649.0616,13
32232,-103.9019841,15.66727228,6,0,2295321.774,410649.0616,13
32233,-103.8741096,15.66762783,6,0,2298321.774,410649.0616,13
32234,-103.846235,15.66797813,6,0,2301321.774,410649.0616,13
32235,-103.8183603,15.66832318,6,0,2304321.774,410649.0616,13
32236,-103.7904854,15.66866298,6,0,2307321.774,410649.0616,13
32237,-103.7626104,15.66899753,6,0,2310321.774,410649.0616,13
32238,-103.7347352,15.66932684,6,0,2313321.774,410649.0616,13
32239,-103.7068599,15.66965089,6,0,2316321.774,410649.0616,13
32240,-103.6789845,15.6699697,6,0,2319321.774,410649.0616,13
32241,-103.6511089,15.67028326,6,0,2322321.774,410649.0616,13
32242,-103.6232333,15.67059156,6,0,2325321.774,410649.0616,13
32243,-103.5953575,15.67089462,6,0,2328321.774,410649.0616,13
32244,-103.5674815,15.67119243,6,0,2331321.774,410649.0616,13
32245,-103.5396055,15.67148499,6,0,2334321.774,410649.0616,13
32246,-103.5117294,15.67177231,6,0,2337321.774,410649.0616,13
32247,-103.4838531,15.67205437,6,0,2340321.774,410649.0616,13
32248,-103.4559767,15.67233118,6,0,2343321.774,410649.0616,13
32249,-103.4281002,15.67260274,6,0,2346321.774,410649.0616,13
32250,-103.4002236,15.67286906,6,0,2349321.774,410649.0616,13
32251,-103.3723469,15.67313012,6,0,2352321.774,410649.0616,13
32252,-103.3444701,15.67338594,6,0,2355321.774,410649.0616,13
32253,-103.3165932,15.67363651,6,0,2358321.774,410649.0616,13
32254,-103.2887162,15.67388182,6,0,2361321.774,410649.0616,13
32255,-103.2608391,15.67412189,6,0,2364321.774,410649.0616,13
32256,-103.2329619,15.67435671,6,0,2367321.774,410649.0616,13
32257,-103.2050846,15.67458628,6,0,2370321.774,410649.0616,13
32258,-103.1772072,15.67481059,6,0,2373321.774,410649.0616,13
32259,-103.1493298,15.67502966,6,0,2376321.774,410649.0616,13
32260,-103.1214522,15.67524348,6,0,2379321.774,410649.0616,13
32261,-103.0935746,15.67545205,6,0,2382321.774,410649.0616,13
32262,-103.0656968,15.67565537,6,0,2385321.774,410649.0616,13
32263,-103.037819,15.67585344,6,0,2388321.774,410649.0616,13
32264,-103.0099411,15.67604626,6,0,2391321.774,410649.0616,13
32265,-102.9820632,15.67623383,6,0,2394321.774,410649.0616,13
32266,-102.9541851,15.67641615,6,0,2397321.774,410649.0616,13
32267,-102.926307,15.67659322,6,0,2400321.774,410649.0616,13
32268,-102.8984289,15.67676504,6,0,2403321.774,410649.0616,13
32269,-102.8705506,15.67693161,6,0,2406321.774,410649.0616,13
32270,-102.8426723,15.67709293,6,0,2409321.774,410649.0616,13
32271,-102.8147939,15.677249,6,0,2412321.774,410649.0616,13
32272,-102.7869155,15.67739982,6,0,2415321.774,410649.0616,13
32273,-102.759037,15.67754539,6,0,2418321.774,410649.0616,13
32274,-102.7311584,15.67768571,6,0,2421321.774,410649.0616,13
32275,-102.7032798,15.67782078,6,0,2424321.774,410649.0616,13
32276,-102.6754012,15.6779506,6,0,2427321.774,410649.0616,13
32277,-102.6475225,15.67807517,6,0,2430321.774,410649.0616,13
32278,-102.6196437,15.67819448,6,0,2433321.774,410649.0616,13
32279,-102.5917649,15.67830855,6,0,2436321.774,410649.0616,13
32280,-102.563886,15.67841737,6,0,2439321.774,410649.0616,13
32281,-102.5360071,15.67852094,6,0,2442321.774,410649.0616,13
32282,-102.5081282,15.67861926,6,0,2445321.774,410649.0616,13
32283,-102.4802492,15.67871233,6,0,2448321.774,410649.0616,13
32284,-102.4523702,15.67880014,6,0,2451321.774,410649.0616,13
32285,-102.4244912,15.67888271,6,0,2454321.774,410649.0616,13
32286,-102.3966121,15.67896003,6,0,2457321.774,410649.0616,13
32287,-102.368733,15.6790321,6,0,2460321.774,410649.0616,13
32288,-102.3408539,15.67909891,6,0,2463321.774,410649.0616,13
32289,-102.3129747,15.67916048,6,0,2466321.774,410649.0616,13
32290,-102.2850955,15.67921679,6,0,2469321.774,410649.0616,13
32291,-102.2572163,15.67926786,6,0,2472321.774,410649.0616,13
32292,-102.2293371,15.67931368,6,0,2475321.774,410649.0616,13
32293,-102.2014578,15.67935424,6,0,2478321.774,410649.0616,13
32294,-102.1735786,15.67938955,6,0,2481321.774,410649.0616,13
32295,-102.1456993,15.67941962,6,0,2484321.774,410649.0616,13
32296,-102.11782,15.67944443,6,0,2487321.774,410649.0616,13
32297,-102.0899407,15.679464,6,0,2490321.774,410649.0616,13
32298,-102.0620614,15.67947831,6,0,2493321.774,410649.0616,13
32299,-102.0341821,15.67948737,6,0,2496321.774,410649.0616,13
32300,-102.0063028,15.67949118,6,0,2499321.774,410649.0616,13
32301,-101.9784235,15.67948975,6,0,2502321.774,410649.0616,14
32302,-101.9505442,15.67948306,6,0,2505321.774,410649.0616,14
32303,-101.9226649,15.67947112,6,0,2508321.774,410649.0616,14
32304,-101.8947856,15.67945393,6,0,2511321.774,410649.0616,14
32305,-101.8669063,15.67943149,6,0,2514321.774,410649.0616,14
32306,-101.8390271,15.6794038,6,0,2517321.774,410649.0616,14
32307,-101.8111478,15.67937086,6,0,2520321.774,410649.0616,14
32308,-101.7832685,15.67933267,6,0,2523321.774,410649.0616,14
32309,-101.7553893,15.67928923,6,0,2526321.774,410649.0616,14
32310,-101.7275101,15.67924053,6,0,2529321.774,410649.0616,14
32311,-101.6996309,15.67918659,6,0,2532321.774,410649.0616,14
32312,-101.6717517,15.6791274,6,0,2535321.774,410649.0616,14
32313,-101.6438726,15.67906296,6,0,2538321.774,410649.0616,14
32314,-101.6159935,15.67899326,6,0,2541321.774,410649.0616,14
32315,-101.5881144,15.67891832,6,0,2544321.774,410649.0616,14
32316,-101.5602353,15.67883813,6,0,2547321.774,410649.0616,14
32317,-101.5323563,15.67875268,6,0,2550321.774,410649.0616,14
32318,-101.5044773,15.67866199,6,0,2553321.774,410649.0616,14
32319,-101.4765983,15.67856605,6,0,2556321.774,410649.0616,14
32320,-101.4487194,15.67846485,6,0,2559321.774,410649.0616,14
32321,-101.4208405,15.67835841,6,0,2562321.774,410649.0616,14
32322,-101.3929617,15.67824671,6,0,2565321.774,410649.0616,14
32323,-101.3650829,15.67812977,6,0,2568321.774,410649.0616,14
32324,-101.3372042,15.67800757,6,0,2571321.774,410649.0616,14
32325,-101.3093255,15.67788012,6,0,2574321.774,410649.0616,14
32326,-101.2814469,15.67774743,6,0,2577321.774,410649.0616,14
32327,-101.2535683,15.67760948,6,0,2580321.774,410649.0616,14
32328,-101.2256898,15.67746629,6,0,2583321.774,410649.0616,14
32329,-101.1978113,15.67731784,6,0,2586321.774,410649.0616,14
32330,-101.1699329,15.67716414,6,0,2589321.774,410649.0616,14
32331,-101.1420546,15.6770052,6,0,2592321.774,410649.0616,14
32332,-101.1141763,15.676841,6,0,2595321.774,410649.0616,14
32333,-101.0862981,15.67667156,6,0,2598321.774,410649.0616,14
32334,-101.0584199,15.67649686,6,0,2601321.774,410649.0616,14
32335,-101.0305419,15.67631691,6,0,2604321.774,410649.0616,14
32336,-101.0026639,15.67613172,6,0,2607321.774,410649.0616,14
32337,-100.974786,15.67594127,6,0,2610321.774,410649.0616,14
32338,-100.9469081,15.67574558,6,0,2613321.774,410649.0616,14
32339,-100.9190304,15.67554463,6,0,2616321.774,410649.0616,14
32340,-100.8911527,15.67533844,6,0,2619321.774,410649.0616,14
32341,-100.8632751,15.67512699,6,0,2622321.774,410649.0616,14
32342,-100.8353976,15.6749103,6,0,2625321.774,410649.0616,14
32343,-100.8075201,15.67468835,6,0,2628321.774,410649.0616,14
32344,-100.7796428,15.67446116,6,0,2631321.774,410649.0616,14
32345,-100.7517656,15.67422871,6,0,2634321.774,410649.0616,14
32346,-100.7238884,15.67399102,6,0,2637321.774,410649.0616,14
32347,-100.6960114,15.67374808,6,0,2640321.774,410649.0616,14
32348,-100.6681344,15.67349988,6,0,2643321.774,410649.0616,14
32349,-100.6402576,15.67324644,6,0,2646321.774,410649.0616,14
32350,-100.6123808,15.67298775,6,0,2649321.774,410649.0616,14
32351,-100.5845042,15.67272381,6,0,2652321.774,410649.0616,14
32352,-100.5566276,15.67245462,6,0,2655321.774,410649.0616,14
32353,-100.5287512,15.67218018,6,0,2658321.774,410649.0616,14
32354,-100.5008749,15.67190049,6,0,2661321.774,410649.0616,14
32355,-100.4729987,15.67161555,6,0,2664321.774,410649.0616,14
32356,-100.4451226,15.67132536,6,0,2667321.774,410649.0616,14
32357,-100.4172466,15.67102993,6,0,2670321.774,410649.0616,14
32358,-100.3893708,15.67072924,6,0,2673321.774,410649.0616,14
32359,-100.3614951,15.67042331,6,0,2676321.774,410649.0616,14
32360,-100.3336195,15.67011212,6,0,2679321.774,410649.0616,14
32361,-100.305744,15.66979569,6,0,2682321.774,410649.0616,14
32362,-100.2778686,15.66947401,6,0,2685321.774,410649.0616,14
32363,-100.2499934,15.66914708,6,0,2688321.774,410649.0616,14
32364,-100.2221183,15.6688149,6,0,2691321.774,410649.0616,14
32365,-100.1942434,15.66847747,6,0,2694321.774,410649.0616,14
32366,-100.1663685,15.66813479,6,0,2697321.774,410649.0616,14
32367,-100.1384939,15.66778687,6,0,2700321.774,410649.0616,14
32368,-100.1106193,15.66743369,6,0,2703321.774,410649.0616,14
32369,-100.0827449,15.66707527,6,0,2706321.774,410649.0616,14
32370,-100.0548707,15.6667116,6,0,2709321.774,410649.0616,14
32371,-100.0269966,15.66634268,6,0,2712321.774,410649.0616,14
32372,-99.99912261,15.66596851,6,0,2715321.774,410649.0616,14
32373,-99.97124881,15.66558909,6,0,2718321.774,410649.0616,14
32374,-99.94337516,15.66520443,6,0,2721321.774,410649.0616,14
32375,-99.91550166,15.66481451,6,0,2724321.774,410649.0616,14
32376,-99.88762833,15.66441935,6,0,2727321.774,410649.0616,14
32377,-99.85975515,15.66401894,6,0,2730321.774,410649.0616,14
32378,-99.83188213,15.66361328,6,0,2733321.774,410649.0616,14
32379,-99.80400928,15.66320238,6,0,2736321.774,410649.0616,14
32380,-99.77613659,15.66278622,6,0,2739321.774,410649.0616,14
32381,-99.74826407,15.66236482,6,0,2742321.774,410649.0616,14
32382,-99.72039172,15.66193817,6,0,2745321.774,410649.0616,14
32383,-99.69251955,15.66150628,6,0,2748321.774,410649.0616,14
32384,-99.66464754,15.66106913,6,0,2751321.774,410649.0616,14
32385,-99.63677572,15.66062674,6,0,2754321.774,410649.0616,14
32386,-99.60890407,15.6601791,6,0,2757321.774,410649.0616,14
32387,-99.5810326,15.65972621,6,0,2760321.774,410649.0616,14
32388,-99.55316132,15.65926807,6,0,2763321.774,410649.0616,14
32389,-99.52529022,15.65880469,6,0,2766321.774,410649.0616,14
32390,-99.49741931,15.65833606,6,0,2769321.774,410649.0616,14
32391,-99.46954858,15.65786218,6,0,2772321.774,410649.0616,14
32392,-99.44167805,15.65738306,6,0,2775321.774,410649.0616,14
32393,-99.41380771,15.65689869,6,0,2778321.774,410649.0616,14
32394,-99.38593757,15.65640907,6,0,2781321.774,410649.0616,14
32395,-99.35806762,15.6559142,6,0,2784321.774,410649.0616,14
32396,-99.33019788,15.65541409,6,0,2787321.774,410649.0616,14
32397,-99.30232833,15.65490873,6,0,2790321.774,410649.0616,14
32398,-99.27445899,15.65439813,6,0,2793321.774,410649.0616,14
32399,-99.24658986,15.65388227,6,0,2796321.774,410649.0616,14
32400,-99.21872093,15.65336117,6,0,2799321.774,410649.0616,14
32401,-99.19085221,15.65283483,6,0,2802321.774,410649.0616,14
32402,-99.16298371,15.65230324,6,0,2805321.774,410649.0616,14
32403,-99.13511541,15.6517664,6,0,2808321.774,410649.0616,14
32404,-99.10724734,15.65122431,6,0,2811321.774,410649.0616,14
32405,-99.07937948,15.65067698,6,0,2814321.774,410649.0616,14
32406,-99.05151185,15.65012441,6,0,2817321.774,410649.0616,14
32407,-99.02364444,15.64956658,6,0,2820321.774,410649.0616,14
32408,-98.99577725,15.64900351,6,0,2823321.774,410649.0616,14
32409,-98.96791029,15.6484352,6,0,2826321.774,410649.0616,14
32410,-98.94004355,15.64786164,6,0,2829321.774,410649.0616,14
32411,-98.91217705,15.64728283,6,0,2832321.774,410649.0616,14
32412,-98.88431079,15.64669878,6,0,2835321.774,410649.0616,14
32413,-98.85644475,15.64610948,6,0,2838321.774,410649.0616,14
32414,-98.82857896,15.64551494,6,0,2841321.774,410649.0616,14
32415,-98.8007134,15.64491515,6,0,2844321.774,410649.0616,14
32416,-98.77284809,15.64431012,6,0,2847321.774,410649.0616,14
32417,-98.74498302,15.64369984,6,0,2850321.774,410649.0616,14
32418,-98.71711819,15.64308432,6,0,2853321.774,410649.0616,14
32419,-98.68925362,15.64246355,6,0,2856321.774,410649.0616,14
32420,-98.66138929,15.64183754,6,0,2859321.774,410649.0616,14
32421,-98.63352521,15.64120628,6,0,2862321.774,410649.0616,14
32422,-98.60566139,15.64056977,6,0,2865321.774,410649.0616,14
32423,-98.57779783,15.63992803,6,0,2868321.774,410649.0616,14
32424,-98.54993452,15.63928103,6,0,2871321.774,410649.0616,14
32425,-98.52207148,15.6386288,6,0,2874321.774,410649.0616,14
32426,-98.4942087,15.63797132,6,0,2877321.774,410649.0616,14
32427,-98.46634618,15.63730859,6,0,2880321.774,410649.0616,14
32428,-98.43848393,15.63664062,6,0,2883321.774,410649.0616,14
32429,-98.41062194,15.63596741,6,0,2886321.774,410649.0616,14
32430,-98.38276023,15.63528895,6,0,2889321.774,410649.0616,14
32431,-98.35489879,15.63460525,6,0,2892321.774,410649.0616,14
32432,-98.32703763,15.63391631,6,0,2895321.774,410649.0616,14
32433,-98.29917675,15.63322212,6,0,2898321.774,410649.0616,14
32434,-98.27131614,15.63252269,6,0,2901321.774,410649.0616,14
32435,-98.24345581,15.63181801,6,0,2904321.774,410649.0616,14
32436,-98.21559577,15.63110809,6,0,2907321.774,410649.0616,14
32437,-98.18773602,15.63039293,6,0,2910321.774,410649.0616,14
32438,-98.15987655,15.62967253,6,0,2913321.774,410649.0616,14
32439,-98.13201737,15.62894688,6,0,2916321.774,410649.0616,14
32440,-98.10415848,15.62821599,6,0,2919321.774,410649.0616,14
32441,-98.07629989,15.62747986,6,0,2922321.774,410649.0616,14
32442,-98.0484416,15.62673848,6,0,2925321.774,410649.0616,14
32443,-98.0205836,15.62599186,6,0,2928321.774,410649.0616,14
32444,-97.9927259,15.62524,6,0,2931321.774,410649.0616,14
32445,-97.96486851,15.6244829,6,0,2934321.774,410649.0616,14
32446,-97.93701142,15.62372055,6,0,2937321.774,410649.0616,14
32447,-97.90915463,15.62295297,6,0,2940321.774,410649.0616,14
32448,-97.88129816,15.62218014,6,0,2943321.774,410649.0616,14
32449,-97.85344199,15.62140207,6,0,2946321.774,410649.0616,14
32450,-97.82558614,15.62061875,6,0,2949321.774,410649.0616,14
32451,-97.79773061,15.6198302,6,0,2952321.774,410649.0616,14
32452,-97.76987539,15.6190364,6,0,2955321.774,410649.0616,14
32453,-97.74202049,15.61823736,6,0,2958321.774,410649.0616,14
32454,-97.71416591,15.61743309,6,0,2961321.774,410649.0616,14
32455,-97.68631165,15.61662357,6,0,2964321.774,410649.0616,14
32456,-97.65845772,15.6158088,6,0,2967321.774,410649.0616,14
32457,-97.63060412,15.6149888,6,0,2970321.774,410649.0616,14
32458,-97.60275085,15.61416356,6,0,2973321.774,410649.0616,14
32459,-97.57489791,15.61333308,6,0,2976321.774,410649.0616,14
32460,-97.5470453,15.61249735,6,0,2979321.774,410649.0616,14
32461,-97.51919303,15.61165639,6,0,2982321.774,410649.0616,14
32462,-97.4913411,15.61081018,6,0,2985321.774,410649.0616,14
32463,-97.46348951,15.60995874,6,0,2988321.774,410649.0616,14
32464,-97.43563826,15.60910205,6,0,2991321.774,410649.0616,14
32465,-97.40778735,15.60824013,6,0,2994321.774,410649.0616,14
32466,-97.37993679,15.60737296,6,0,2997321.774,410649.0616,14
32467,-97.35208658,15.60650056,6,0,3000321.774,410649.0616,14
32468,-97.32423672,15.60562292,6,0,3003321.774,410649.0616,14
32469,-97.29638722,15.60474003,6,0,3006321.774,410649.0616,14
32470,-97.26853806,15.60385191,6,0,3009321.774,410649.0616,14
32471,-97.24068927,15.60295855,6,0,3012321.774,410649.0616,14
32472,-97.21284083,15.60205995,6,0,3015321.774,410649.0616,14
32473,-97.18499276,15.60115611,6,0,3018321.774,410649.0616,14
32474,-97.15714505,15.60024703,6,0,3021321.774,410649.0616,14
32475,-97.1292977,15.59933271,6,0,3024321.774,410649.0616,14
32476,-97.10145072,15.59841316,6,0,3027321.774,410649.0616,14
32477,-97.07360411,15.59748836,6,0,3030321.774,410649.0616,14
32478,-97.04575787,15.59655833,6,0,3033321.774,410649.0616,14
32479,-97.01791201,15.59562306,6,0,3036321.774,410649.0616,14
32480,-96.99006652,15.59468256,6,0,3039321.774,410649.0616,14
32481,-96.96222141,15.59373681,6,0,3042321.774,410649.0616,14
32482,-96.93437668,15.59278583,6,0,3045321.774,410649.0616,14
32483,-96.90653233,15.59182961,6,0,3048321.774,410649.0616,14
32484,-96.87868836,15.59086815,6,0,3051321.774,410649.0616,14
32485,-96.85084478,15.58990145,6,0,3054321.774,410649.0616,14
32486,-96.82300159,15.58892952,6,0,3057321.774,410649.0616,14
32487,-96.79515879,15.58795235,6,0,3060321.774,410649.0616,14
32488,-96.76731639,15.58696995,6,0,3063321.774,410649.0616,14
32489,-96.73947437,15.5859823,6,0,3066321.774,410649.0616,14
32490,-96.71163276,15.58498942,6,0,3069321.774,410649.0616,14
32491,-96.68379154,15.58399131,6,0,3072321.774,410649.0616,14
32492,-96.65595072,15.58298796,6,0,3075321.774,410649.0616,14
32493,-96.62811031,15.58197937,6,0,3078321.774,410649.0616,14
32494,-96.6002703,15.58096555,6,0,3081321.774,410649.0616,14
32495,-96.5724307,15.57994649,6,0,3084321.774,410649.0616,14
32496,-96.54459151,15.57892219,6,0,3087321.774,410649.0616,14
32497,-96.51675273,15.57789266,6,0,3090321.774,410649.0616,14
32498,-96.48891436,15.5768579,6,0,3093321.774,410649.0616,14
32499,-96.46107641,15.5758179,6,0,3096321.774,410649.0616,14
32500,-96.43323887,15.57477266,6,0,3099321.774,410649.0616,14
32501,-96.40540176,15.57372219,6,0,3102321.774,410649.0616,14
32502,-96.37756506,15.57266648,6,0,3105321.774,410649.0616,14
32503,-96.34972879,15.57160555,6,0,3108321.774,410649.0616,14
32504,-96.32189295,15.57053937,6,0,3111321.774,410649.0616,14
32505,-96.29405754,15.56946796,6,0,3114321.774,410649.0616,14
32506,-96.26622255,15.56839132,6,0,3117321.774,410649.0616,14
32507,-96.238388,15.56730945,6,0,3120321.774,410649.0616,14
32508,-96.21055388,15.56622234,6,0,3123321.774,410649.0616,14
32509,-96.1827202,15.56512999,6,0,3126321.774,410649.0616,14
32510,-96.15488695,15.56403242,6,0,3129321.774,410649.0616,14
32511,-96.12705415,15.56292961,6,0,3132321.774,410649.0616,14
32512,-96.09922179,15.56182156,6,0,3135321.774,410649.0616,14
32513,-96.07138987,15.56070829,6,0,3138321.774,410649.0616,14
32514,-96.0435584,15.55958978,6,0,3141321.774,410649.0616,14
32515,-96.01572738,15.55846604,6,0,3144321.774,410649.0616,14
32516,-95.98789681,15.55733707,6,0,3147321.774,410649.0616,15
32517,-95.96006669,15.55620286,6,0,3150321.774,410649.0616,15
32518,-95.93223703,15.55506342,6,0,3153321.774,410649.0616,15
32519,-95.90440783,15.55391875,6,0,3156321.774,410649.0616,15
32520,-95.87657908,15.55276885,6,0,3159321.774,410649.0616,15
32521,-95.8487508,15.55161372,6,0,3162321.774,410649.0616,15
32522,-95.82092298,15.55045336,6,0,3165321.774,410649.0616,15
32523,-95.79309563,15.54928776,6,0,3168321.774,410649.0616,15
32524,-95.76526874,15.54811694,6,0,3171321.774,410649.0616,15
32525,-95.73744232,15.54694088,6,0,3174321.774,410649.0616,15
32526,-95.70961638,15.54575959,6,0,3177321.774,410649.0616,15
32527,-95.6817909,15.54457307,6,0,3180321.774,410649.0616,15
32528,-95.65396591,15.54338133,6,0,3183321.774,410649.0616,15
32529,-95.62614139,15.54218435,6,0,3186321.774,410649.0616,15
32530,-95.59831735,15.54098214,6,0,3189321.774,410649.0616,15
32531,-95.5704938,15.5397747,6,0,3192321.774,410649.0616,15
32532,-95.54267073,15.53856203,6,0,3195321.774,410649.0616,15
32533,-95.51484814,15.53734414,6,0,3198321.774,410649.0616,15
32534,-95.48702605,15.53612101,6,0,3201321.774,410649.0616,15
32535,-95.45920444,15.53489265,6,0,3204321.774,410649.0616,15
32536,-95.43138333,15.53365907,6,0,3207321.774,410649.0616,15
32537,-95.40356271,15.53242026,6,0,3210321.774,410649.0616,15
32538,-95.37574259,15.53117621,6,0,3213321.774,410649.0616,15
32539,-95.34792296,15.52992694,6,0,3216321.774,410649.0616,15
32540,-95.32010384,15.52867245,6,0,3219321.774,410649.0616,15
32541,-95.29228522,15.52741272,6,0,3222321.774,410649.0616,15
32542,-95.26446711,15.52614777,6,0,3225321.774,410649.0616,15
32543,-95.2366495,15.52487759,6,0,3228321.774,410649.0616,15
32544,-95.20883241,15.52360218,6,0,3231321.774,410649.0616,15
32545,-95.18101582,15.52232154,6,0,3234321.774,410649.0616,15
32546,-95.15319975,15.52103568,6,0,3237321.774,410649.0616,15
32547,-95.12538419,15.51974459,6,0,3240321.774,410649.0616,15
32548,-95.09756915,15.51844827,6,0,3243321.774,410649.0616,15
32549,-95.06975463,15.51714673,6,0,3246321.774,410649.0616,15
32550,-95.04194063,15.51583996,6,0,3249321.774,410649.0616,15
32551,-95.01412716,15.51452797,6,0,3252321.774,410649.0616,15
32552,-94.98631421,15.51321075,6,0,3255321.774,410649.0616,15
32553,-94.95850179,15.5118883,6,0,3258321.774,410649.0616,15
32554,-94.9306899,15.51056063,6,0,3261321.774,410649.0616,15
32555,-94.90287854,15.50922773,6,0,3264321.774,410649.0616,15
32556,-94.87506771,15.50788961,6,0,3267321.774,410649.0616,15
32557,-94.84725743,15.50654626,6,0,3270321.774,410649.0616,15
32558,-94.81944768,15.50519769,6,0,3273321.774,410649.0616,15
32559,-94.79163847,15.5038439,6,0,3276321.774,410649.0616,15
32560,-94.7638298,15.50248488,6,0,3279321.774,410649.0616,15
32561,-94.73602168,15.50112063,6,0,3282321.774,410649.0616,15
32562,-94.7082141,15.49975117,6,0,3285321.774,410649.0616,15
32563,-94.68040708,15.49837647,6,0,3288321.774,410649.0616,15
32564,-94.6526006,15.49699656,6,0,3291321.774,410649.0616,15
32565,-94.62479468,15.49561142,6,0,3294321.774,410649.0616,15
32566,-94.59698931,15.49422106,6,0,3297321.774,410649.0616,15
32567,-94.5691845,15.49282548,6,0,3300321.774,410649.0616,15
32568,-94.54138024,15.49142467,6,0,3303321.774,410649.0616,15
32569,-94.51357655,15.49001864,6,0,3306321.774,410649.0616,15
32570,-94.48577343,15.48860739,6,0,3309321.774,410649.0616,15
32571,-94.45797086,15.48719092,6,0,3312321.774,410649.0616,15
32572,-94.43016887,15.48576922,6,0,3315321.774,410649.0616,15
32573,-94.40236744,15.48434231,6,0,3318321.774,410649.0616,15
32574,-94.37456659,15.48291017,6,0,3321321.774,410649.0616,15
32575,-94.34676631,15.48147281,6,0,3324321.774,410649.0616,15
32576,-94.3189666,15.48003023,6,0,3327321.774,410649.0616,15
32577,-94.29116747,15.47858243,6,0,3330321.774,410649.0616,15
32578,-94.26336893,15.47712941,6,0,3333321.774,410649.0616,15
