GRIDCODE,CVENTMUN,Fpv
121396,20261,0.279872413
121397,20261,0.228734734
121401,20039,0.059466372
121402,20568,0.023413132
121403,20568,0.002705533
121404,20568,0.079147513
121408,20400,0.837338599
121420,20548,0.022724653
121432,20431,0.101120635
121460,20417,0.082748347
121461,20417,0.1202503
121470,20184,0.008093587
121471,20184,0.027570656
121472,20184,0.01139853
121474,30130,0.03496246
121475,30130,0.014950094
121495,30142,0.014093862
121496,30142,0.002934426
121502,30144,0.078221603
121535,30061,0.042914054
121537,30061,0.020708454
121538,30061,0.012849718
121539,30061,0.019032863
121540,30061,0.009721983
122303,16052,0.005219906
122307,16052,0.027539174
122308,16052,0.000307438
122309,12068,0.003700544
122310,12068,0.035165018
122311,12068,0.014560444
122312,12068,0.016628664
122317,12068,0.018246268
122318,12068,0.035701148
122319,12068,0.026749614
122322,12068,0.02288255
122323,12068,0.017874533
122341,12038,0.012981701
122342,12038,0.019596342
122343,12022,0.034266204
122344,12022,0.01463469
122386,12006,0.079820234
122387,12006,0.042508336
122400,12059,0.013191271
122401,12059,0.036933765
122408,12034,0.00799225
122409,12034,0.038349046
122439,12033,0.106171608
122456,20261,0.19116563
122458,20165,0.160552132
122459,20455,0.085785745
122460,21055,0.027912157
122461,20568,0.031731781
122467,20004,0.139457723
122468,20004,0.489432497
122479,20548,0.065763802
122491,20177,0.002034609
122492,20177,0.027394312
122520,20417,0.05247649
122528,20184,0.014221233
122529,20184,0.013835403
122534,30130,0.027126256
122535,30130,0.076166868
122536,30130,0.046687556
122555,30142,0.006928387
122561,30144,0.000840054
122562,30144,0.020168701
122594,30061,0.045319832
122595,30061,0.030007288
122596,30061,0.026295355
122597,30061,0.030490725
122598,30061,0.017531074
122599,30061,0.041696602
122600,27008,0.003166592
122605,27008,0.007260239
122606,27008,0.008713713
122607,27008,0.008586591
122608,27008,0.008496722
122609,27008,0.008800569
122610,27008,0.00531821
123359,16052,0.013518599
123360,16052,0.02122726
123361,16052,0.022338829
123362,16052,0.002761452
123363,16052,0.00281261
123364,16052,0.022648001
123365,16052,0.002552326
123366,16052,0.002824126
123367,16052,0.015015145
123368,12068,0.036315561
123371,12068,0.042985766
123372,12068,0.033162857
123373,12068,0.033433491
123374,12068,0.022374509
123375,12068,0.021020275
123376,12068,0.020283714
123382,12068,0.030989228
123383,12068,0.028211315
123403,12022,0.025952048
123404,12022,0.028092434
123405,12022,0.004849634
123445,12006,0.097425669
123460,12059,0.044674764
123461,12059,0.026684333
123468,12034,0.01669752
123469,12034,0.051329632
123498,12033,0.097382366
123499,12070,0.008867565
123515,20165,0.017231468
123516,20165,0.753904911
123517,20165,0.068311489
123520,21055,0.224169068
123526,20476,0.076505124
123527,20476,0.066040816
123538,20548,0.065859783
123550,20431,0.072243
123579,20417,0.269619036
123586,20184,0.008147485
123587,20184,0.025819481
123595,30130,0.054785088
123596,30130,0.074847822
123597,30077,0.002909133
123598,30130,0.0183504
123614,30142,0.009245491
123615,30142,0.017723705
123621,30144,0.02559679
123622,30144,0.051848097
123653,30061,0.004191176
123654,30061,0.012790952
123658,27008,0.001843675
123659,27008,0.00819853
123662,27008,0.007975031
123663,27008,0.010315948
123664,27008,0.002264819
123669,27008,0.003883173
123670,27008,0.002890706
124412,16052,0.00888985
124413,16052,0.015877359
124414,16052,0.018519115
124415,16052,0.0303203
124416,16052,0.022364471
124417,16052,0.022621006
124418,16052,0.008748846
124421,16052,0.015087639
124422,16052,0.012152054
124426,16052,0.007619828
124427,12068,0.031114468
124442,12068,0.024311654
124443,12068,0.020953683
124464,12022,0.019466031
124465,12022,0.031295674
124466,12022,0.005430914
124467,12022,0.028159523
124468,12022,0.029400337
124469,12022,0.009990379
124504,12006,0.128962555
124520,12059,0.05068187
124528,12034,0.000798213
124529,12034,0.055607661
124558,12070,0.014945406
124578,21055,0.070483762
124579,21055,0.032192003
124585,20476,0.211373034
124586,20476,0.176141866
124597,20548,0.07406438
124608,20431,0.107225296
124609,20431,0.298600906
124638,20166,0.063833601
124639,20166,0.095168056
124644,20184,0.004302486
124645,20184,0.017241807
124657,30077,0.011007978
124658,30077,0.031960209
124668,30094,0.014576233
124669,30094,0.000624953
124670,30094,0.003911953
124674,30142,0.020281006
124675,30142,0.006705132
124681,30144,0.049728855
124682,30144,0.007475038
124712,30061,0.034731295
124718,27008,0.009371427
124720,27008,0.007914316
124721,27008,0.002252581
124729,27008,0.009457471
125466,16052,0.00139861
125467,16052,0.022311364
125468,16052,0.018693851
125469,16052,0.021080052
125470,16052,0.021684234
125471,16052,0.015901378
125472,16052,0.008171822
125473,16052,0.001965961
125481,16052,0.028078592
125482,16052,0.001152414
125502,12016,0.210411192
125525,12022,0.027296096
125526,12022,0.003172776
125528,12022,0.043258879
125529,12022,0.018729197
125563,12006,0.087642496
125564,12006,0.06148533
125571,12017,0.088880168
125578,12059,0.017824122
125579,12059,0.036151095
125588,12034,0.003766048
125589,12034,0.043808527
125597,12019,0.050243377
125617,21191,0.004595304
125637,21055,0.142627077
125644,20476,0.277510512
125656,20548,0.037481989
125657,20548,0.04170833
125667,20431,0.148970653
125698,20166,0.16460879
125701,20184,0.021815685
125702,20184,0.025595544
125703,20184,0.028706347
125717,30077,0.033725987
125727,30094,0.008036196
125728,30094,0.028171349
125729,30094,0.005478575
125734,30142,0.020175004
125735,30142,0.013140566
125736,30142,0.025247439
125737,30142,0.024515702
125738,30142,0.024109413
125739,30144,0.057473331
125740,30144,0.067075093
125741,30144,0.072664653
125743,30116,0.009607846
125744,30116,0.037910054
125746,30172,0.009988992
125768,30061,0.010625678
125771,30061,0.0374457
125777,27008,0.00506271
125778,27008,0.009318973
125779,27008,0.007153646
125788,27008,0.001493466
125792,27008,0.004562087
126522,16008,0.001523566
126523,16052,0.002399627
126524,16052,0.029600736
126525,16052,0.023766378
126541,16052,0.027247184
126561,12016,0.171692612
126562,12016,0.079784749
126588,12022,0.024683477
126589,12022,0.018725284
126623,12006,0.109860948
126624,12006,0.003940893
126630,12017,0.085198572
126635,12035,0.014346017
126637,12059,0.04603616
126648,12034,0.033270458
126649,12034,0.018790353
126655,12019,0.055111394
126656,12019,0.170855493
126657,12019,0.040939086
126658,12008,0.017732083
126659,12019,0.084824336
126676,21191,0.001621367
126677,21191,0.089450275
126678,21191,0.178532587
126679,21191,0.176790729
126680,21155,0.000238508
126681,21155,0.05156147
126696,21112,4.54724E-05
126703,20476,0.151156132
126715,20548,0.070663343
126725,20206,0.042174709
126726,20206,0.265487891
126757,20166,0.362169487
126759,20184,0.028035461
126760,20184,0.008466007
126776,30077,0.015973855
126777,30077,0.02438426
126788,30094,0.027992528
126790,30142,0.002493341
126791,30142,0.026058352
126792,30142,0.02622207
126793,30142,0.005381106
126796,30142,0.025956233
126797,30142,0.048168474
126798,30144,0.034117204
126799,30003,0.06047199
126800,30144,0.001676198
126801,30003,0.032251331
126802,30116,0.020296227
126803,30116,0.155353914
126804,30172,0.013175705
126805,30172,0.028460155
126806,30089,0.010643218
126807,30089,0.079946783
126827,30061,0.043000045
126830,30061,0.016861405
126838,27008,6.28993E-05
126847,27008,0.005345145
126848,27008,0.010700903
126849,27008,0.009963288
126850,27008,0.010792071
126851,27008,0.002142447
127579,16008,0.002932932
127580,16008,0.020117883
127581,16008,0.020111518
127600,16052,0.024204103
127620,12016,0.078773296
127621,12016,0.142288138
127647,12022,0.021867151
127648,12022,0.020132128
127683,12006,0.055553119
127689,12017,0.096418242
127694,12035,0.038019058
127695,12059,0.002271118
127696,12059,0.009231471
127708,12008,0.154204753
127709,12008,0.03985681
127712,12008,0.024957316
127713,12008,0.009293024
127714,12019,0.063898378
127716,12008,0.012264941
127717,12008,0.048704936
127738,21155,0.043431215
127739,21155,0.180944012
127740,21155,0.099222467
127754,21112,0.16176479
127755,21112,0.067469039
127761,20340,0.053268507
127762,20340,0.028081417
127774,20548,0.067710399
127784,20206,0.160209494
127798,20116,0.076597639
127799,20116,0.211710894
127812,20232,0.027486156
127813,20184,0.029090939
127816,20166,0.170750025
127817,20184,0.005083676
127818,20184,0.022897245
127836,30077,0.027412897
127845,30094,0.018376623
127846,30094,0.027249684
127847,30094,0.009613395
127848,30094,0.026628897
127849,30094,0.000382197
127850,30142,0.022542219
127851,30003,0.044767746
127852,30003,0.094787013
127853,30142,0.047889527
127854,30142,0.04771843
127855,30142,0.022285909
127860,30003,0.01965215
127861,30003,0.020728677
127862,30116,0.070193613
127863,30172,0.082606672
127866,30089,0.064852877
127867,30089,0.104324412
127868,30089,0.126144964
127869,30089,0.003343561
127882,30111,0.004680334
127884,30061,0.001190235
127885,30061,0.052619465
127886,30061,0.005579358
127888,30061,0.010071294
127889,30061,0.029015264
127908,27008,9.27483E-05
127909,27008,0.005774124
127910,27008,0.009735931
128637,16008,0.013887759
128638,16008,0.021634768
128659,16052,0.012297106
128660,16052,0.010309472
128678,12016,0.071919515
128679,12016,0.229439315
128707,12022,0.031608529
128708,12022,0.00115818
128724,12054,0.097990229
128742,12006,0.054288232
128748,12017,0.052839243
128755,12059,0.045056036
128768,12034,0.033957501
128771,12008,0.073541718
128776,12008,0.011892676
128777,12008,0.053648592
128799,21155,0.168206623
128806,21066,1
128807,21139,0.138246572
128812,21112,0.149292687
128813,21112,0.070841862
128821,20340,0.190207227
128833,20548,0.066615705
128843,20244,0.151465795
128853,20187,0.164328711
128854,20187,0.142727533
128855,20116,0.011085681
128856,20116,0.290794721
128857,20116,0.093205839
128858,20116,0.192941049
128859,20134,0.144329741
128860,20134,0.129822022
128861,20134,0.141485835
128872,20184,0.002340418
128873,20184,0.033929659
128874,20184,0.021617249
128875,20184,0.015094958
128876,20184,0.024045383
128885,20044,0.0525566
128895,30077,0.030318657
128896,30077,0.014056771
128901,30094,0.000427242
128902,30094,0.010857739
128903,30094,0.02871359
128904,30094,0.008928957
128907,30094,0.05393093
128908,30094,0.056979499
128909,30094,0.003447998
128919,30003,0.056845427
128920,30145,0.258532703
128922,30172,0.005225681
128923,30172,0.014507323
128924,30089,0.071731862
128925,30089,0.047593821
128926,30089,0.035077927
128927,30089,0.024497837
128928,30048,0.016881041
128929,30048,0.007029714
128941,30111,0.020323431
128942,30111,0.020544019
128943,30061,0.006179105
128944,30061,0.022233211
128945,30061,0.03808715
128946,30061,0.036172211
128947,30061,0.047690246
128948,30061,0.003911989
128967,27008,0.011233485
128968,27008,0.004844412
129693,16008,0.014591663
129694,16008,0.023943101
129695,16008,0.036032009
129696,16008,0.013358337
129718,16052,0.015363513
129719,16052,0.012781878
129766,12022,0.027097713
129767,12022,0.009341395
129780,12003,0.035252284
129781,12003,0.038962489
129782,12003,0.098536321
129783,12003,0.039538708
129784,12054,0.265675901
129785,12054,0.129736794
129801,12006,0.097661615
129807,12017,0.012065812
129808,12017,0.073094916
129814,12059,0.04488762
129826,12034,0.0170251
129827,12034,0.019889868
129829,12008,0.078456997
129830,12008,0.031065623
129836,12008,0.080599327
129858,21155,0.120637386
129859,21113,0.02127239
129866,21139,0.238193963
129870,21112,0.081731313
129871,21112,0.108602485
129880,20340,0.175138286
129892,20548,0.069865437
129902,20244,0.468174388
129912,20040,0.450953512
129920,20134,0.04469424
129921,20134,0.04871414
129925,20232,0.060590114
129933,20184,0.014873525
129934,20184,0.004370621
129935,20184,0.010578687
129944,20044,0.107495739
129955,30077,0.006109241
129956,30077,0.024444801
129959,30077,0.017431092
129960,30094,0.030206936
129964,30094,0.0454398
129965,30094,0.060728381
129966,30094,0.004477645
129978,30003,0.018899738
129984,30089,0.084595755
129985,30089,0.064478303
129986,30120,0.038521952
129987,30120,0.206435767
129988,30048,0.019286182
129989,30048,0.095789368
130001,30111,0.015823196
130002,30111,0.006422918
130003,30111,0.012035337
130006,30204,0.003339058
130013,27008,0.00082058
130014,27008,0.006197668
130026,27008,0.008768004
130028,27008,0.010280488
130748,16008,0.017637951
130749,16008,0.024026959
130750,16008,0.018006862
130751,16008,0.023189093
130752,16008,0.013867428
130778,16052,0.025483307
130826,12022,0.024777288
130838,12003,0.015332493
130839,12003,0.11483941
130843,12054,0.039199802
130844,12003,0.014734065
130860,12006,0.033995286
130867,12017,0.062957716
130868,12017,0.084325757
130869,12017,0.032528412
130873,12059,0.032343688
130874,12059,0.012693734
130877,12059,0.044398962
130878,12059,0.009317806
130885,12034,0.029780943
130886,12034,0.013573932
130887,12008,0.061926009
130888,12008,0.038570778
130895,12008,0.078091048
130918,21113,0.317190531
130925,21139,0.344480304
130927,21003,0.054775967
130928,21003,0.088257248
130929,21127,0.165123278
130939,20340,0.100890431
130940,20340,0.032552704
130951,20548,0.071633076
130952,20548,0.048125202
130961,20545,0.003652547
130970,20396,0.202060488
130971,20040,0.155830818
130980,20134,0.023530181
130981,20134,0.122731722
130982,20134,0.125526033
130983,20134,0.041485157
130984,20232,0.053689403
130985,20232,0.101421734
130989,20184,0.003277205
130990,20184,0.025421449
130991,20184,0.025371813
130992,20184,0.025677031
130993,20184,0.020214947
130994,20184,0.00483768
130995,20184,0.032579989
131001,20044,0.030943886
131002,20044,0.081765334
131003,20044,0.103817682
131007,30169,0.012001553
131008,30169,0.039121454
131009,30169,0.032018506
131015,30077,0.014343948
131016,30077,0.028248831
131017,30077,0.028708716
131018,30077,0.001326759
131021,30094,0.029718762
131022,30094,0.060504404
131023,30094,0.015096962
131036,30003,0.02336006
131037,30003,0.034862013
131045,30059,0.064885999
131046,30120,0.059077016
131047,30048,0.008462529
131048,30048,0.0361067
131049,30108,0.004796477
131050,30048,0.025798109
131051,30108,0.180954608
131052,30108,0.184820868
131053,30108,0.092123974
131054,30082,0.01538581
131055,30082,0.15719384
131056,30082,0.006624536
131057,30111,0.052291704
131058,30111,0.037148358
131059,30111,0.010759688
131060,30111,0.026241957
131065,30204,0.015169506
131072,27008,0.011527534
131083,27008,0.000967262
131085,27008,0.002806497
131087,27008,0.008467206
131803,16008,0.002296679
131804,16008,0.016557898
131805,16008,0.026916673
131806,16008,0.032281454
131807,16008,0.019963161
131837,16052,0.020029736
131838,16052,0.000559097
131885,12022,0.007963499
131886,12022,0.016858936
131897,12003,0.039993224
131903,12003,0.087181095
131919,12058,0.013862323
131920,12006,0.004264235
131928,12017,0.077876373
131933,12059,0.016216027
131935,12059,0.050685083
131936,12059,0.006648412
131944,12034,0.012372927
131945,12034,0.003268804
131946,12008,0.032154172
131954,12008,0.007948582
131973,21024,0.061771917
131974,21024,0.278784439
131977,21113,0.206243237
131978,21059,0.010344497
131984,21003,0.039237794
131985,21003,0.063684718
131986,21003,0.00821695
131998,20459,0.214450414
132011,20548,0.047467119
132012,20548,0.083450772
132013,20548,0.054036481
132019,20545,0.071907713
132020,20545,0.078034601
132023,20434,0.175235229
132024,20434,0.262648372
132027,20249,0.159973771
132028,20041,0.20880152
132029,20041,0.12049694
132040,20309,0.98393396
132043,20232,0.002071002
132044,20232,0.139098294
132046,20232,0.047172146
132047,20232,0.120441921
132048,20184,0.012202153
132053,20184,0.026692287
132054,20184,0.027324699
132055,20184,0.004700928
132056,20184,0.027734819
132057,20184,0.026283886
132058,20184,0.002921955
132059,20184,0.002029077
132060,20044,0.076108343
132061,20044,0.018699476
132062,20044,0.009974264
132063,20044,0.095840826
132064,20044,0.024230638
132065,30054,0.004818708
132066,30169,0.001014448
132067,30169,0.034845523
132071,30077,0.004864141
132072,30077,0.028284205
132073,30077,0.028493367
132074,30077,0.00737508
132078,30094,0.029879378
132079,30094,0.060227877
132080,30094,0.024532078
132091,30003,0.031668611
132092,30003,0.0566571
132093,30003,0.056634952
132094,30003,0.056636962
132095,30003,0.011593644
132104,30059,4.29398E-05
132107,30048,0.00654434
132108,30108,0.022907954
132109,30048,0.007277171
132110,30108,0.10795275
132114,30082,0.068390792
132115,30082,0.001085977
132116,30082,0.018664963
132117,30111,0.008582704
132124,30204,0.054164913
132130,27008,0.008068401
132131,27008,0.001600072
132141,27008,0.003534746
132142,27002,0.000621675
132143,27002,0.005436694
132144,27002,0.002501522
132145,27002,0.001427489
132146,27008,0.003567704
132859,16008,0.005424321
132860,16008,0.013419121
132861,16008,0.022626188
132862,16008,0.018783434
132863,16008,0.000846155
132864,16008,0.003257449
132865,16008,0.000272027
132895,16010,4.69183E-05
132896,16052,0.010100705
132945,12022,0.020998052
132946,12022,0.010429688
132956,12003,0.106632183
132957,12067,0.009867514
132958,12067,0.080801232
132959,12067,0.025292549
132962,12067,0.079020311
132979,12058,0.039315381
132987,12017,0.031789562
132988,12017,0.017059507
132992,12035,0.021004219
132993,12035,0.032431669
132994,12059,0.01398285
133003,12034,0.007583578
133004,12034,0.009932645
133013,21087,0.088535153
133033,21024,0.233178205
133034,21024,0.38760586
133037,21059,0.059605691
133038,21009,0.067910509
133042,21003,0.048087533
133043,21003,0.065523915
133044,21003,0.033515282
133045,21003,0.011551755
133057,20459,0.129242088
133058,20459,0.116803065
133072,21129,0.109732773
133076,21035,0.032354327
133077,21035,0.096938189
133078,21035,0.059400233
133079,21035,0.079554003
133080,20545,0.096674051
133081,20545,0.262201086
133082,20434,0.227756767
133083,20434,0.097535785
133084,20163,0.428098914
133085,20374,0.53664135
133086,20374,0.271927116
133087,20029,0.011475089
133099,20309,0.01606604
133102,20232,0.000596468
133103,20232,0.100818946
133104,20232,0.068317869
133105,20232,0.056322562
133112,20184,0.009680463
133113,20184,0.003101721
133114,20184,0.021425661
133124,30054,0.03028223
133125,30169,0.004329879
133126,30169,0.003717513
133127,30169,0.00560512
133128,30169,0.074579398
133129,30077,0.018674506
133130,30077,0.019231738
133133,30077,0.028505499
133135,30094,0.031840688
133136,30094,0.059345928
133137,30094,0.029461792
133149,30003,0.033779709
133150,30003,0.0609399
133162,30059,0.139810064
133163,30059,0.201306651
133167,30108,0.094675955
133169,30108,0.012046244
133170,30048,0.056647922
133173,30206,0.269448709
133174,30082,0.034050665
133175,30082,0.041654948
133176,30082,0.036888186
133179,30204,0.051416345
133180,30204,0.079949391
133181,30204,0.106403108
133182,30204,0.032679992
133183,30204,0.012288362
133184,27008,0.000362253
133185,27008,0.005953179
133186,27008,0.003570377
133187,27008,0.006682631
133188,27008,0.004651147
133189,27008,0.010880097
133190,27008,0.001699383
133193,27008,0.004106738
133194,27008,0.009183629
133195,27008,0.008482418
133196,27008,0.008475906
133197,27008,0.003138428
133198,27008,0.000310161
133199,27008,0.008738549
133200,27008,0.00461575
133202,27002,0.004971051
133203,27002,0.008617557
133204,27002,0.007192689
133205,27002,0.005128852
133915,16008,0.001466661
133916,16008,0.021072282
133917,16008,0.020908924
133918,16008,0.012388014
133954,16010,0.003896329
133955,16010,0.011527829
133968,12016,0.013133395
134005,12022,0.026864718
134006,12022,0.0049383
134011,12022,0.010167403
134012,12022,0.010832101
134013,12003,0.096582915
134014,12003,0.06404267
134015,12003,0.0138829
134018,12067,0.101819073
134019,12067,0.003210287
134020,12067,0.083365766
134021,12067,0.017812835
134022,12067,0.079047773
134038,12058,0.045448269
134046,12017,0.007196988
134047,12017,0.06771206
134051,12035,0.03903797
134052,12059,0.003229437
134060,12034,0.021299784
134061,12034,0.020780974
134062,12034,0.013835643
134063,12034,0.007954417
134071,21087,0.043290189
134072,21087,0.075775589
134093,21024,0.038659578
134094,21059,0.084135636
134096,21009,0.020936783
134097,21009,0.033175631
134098,21009,0.26870207
134099,21009,0.163103006
134100,21003,0.089440579
134101,21003,0.040299518
134103,21003,0.011289618
134104,21003,0.085752039
134106,21127,0.052374181
134107,21127,0.25485429
134108,21127,0.143935789
134109,21127,0.225706287
134110,21127,0.014839394
134117,20459,0.181518899
134118,20459,0.150706297
134119,21027,0.3491522
134120,21027,0.118538197
134130,21129,0.083435
134131,21129,0.013159668
134135,21035,0.083128081
134138,21035,0.017245872
134139,21035,0.031796114
134171,30045,0.030356424
134172,30045,0.021405708
134173,30045,0.025001627
134174,30045,0.003313754
134175,30119,0.031082267
134176,30176,0.002206828
134183,30054,0.04890332
134192,30077,0.028683634
134193,30077,0.015635233
134194,30094,0.027136428
134205,30073,0.007902163
134206,30003,0.013475554
134207,30003,0.020367834
134208,30003,0.024172922
134219,30104,0.093696118
134220,30059,0.139315064
134221,30059,0.102170396
134226,30048,0.004482412
134229,30048,0.005665114
134230,30048,0.032228484
134232,30039,0.004817943
134233,30039,0.013724483
134234,30039,0.057679842
134235,30039,0.015421034
134236,30111,0.006129707
134237,30039,0.034031007
134238,30204,0.075902896
134241,30204,0.05245017
134244,27008,0.003919238
134245,27008,0.001169687
134246,27008,0.004247155
134247,27008,0.001062692
134248,27008,0.002491522
134251,27008,0.008876329
134252,27008,0.005965307
134257,27008,0.006865558
134258,27002,0.008615604
134259,27002,0.007186299
134260,27002,0.008617543
134261,27002,0.004927635
134262,27002,0.008620233
134263,27002,0.008620386
134264,27002,0.004159012
134972,16008,0.003381462
134973,16008,0.020640035
134974,16008,0.020222543
134975,16008,9.92104E-05
135013,16010,0.029084593
135014,16010,0.015892761
135027,16010,0.021634221
135065,12022,0.026990547
135066,12022,0.009847709
135069,12022,0.019983097
135070,12022,0.020127613
135071,12022,0.000319369
135072,12050,0.021861479
135073,12050,0.028965422
135081,12067,0.008558007
135082,12067,0.050207165
135083,12007,0.092557545
135097,12058,0.042804427
135106,12017,0.074799766
135107,12017,0.004621386
135111,12059,0.004562116
135112,12059,0.048620237
135113,12059,0.007433576
135118,12034,0.026214526
135119,12034,0.001324617
135121,12034,0.027979472
135122,12034,0.015216481
135130,21087,0.085982423
135153,21059,0.113834512
135154,21157,0.048105233
135156,21009,0.037723588
135163,21003,0.030272904
135164,21196,0.154120258
135165,21196,0.336510465
135169,21190,0.153494865
135170,21190,0.028233553
135179,21027,0.027746314
135180,21027,0.116021094
135188,21129,0.037493586
135189,21129,0.089732897
135194,21035,0.074920202
135230,30207,0.002786558
135231,30045,0.002829013
135232,30045,0.01341238
135233,30045,0.016650336
135234,30119,0.277192226
135235,30176,0.00230784
135236,30176,0.018608138
135242,30054,0.057470038
135243,30054,0.044414584
135249,30077,0.03331329
135250,30077,0.059814967
135251,30077,0.000915611
135263,30073,0.009951903
135264,30073,0.022689351
135265,30073,0.015987271
135277,30104,0.190889009
135278,30104,0.452897064
135285,30048,0.018425841
135286,30039,0.000323653
135289,30039,0.045242348
135290,30039,0.001064572
135291,30039,0.054768986
135292,30039,0.035070363
135300,30204,0.062545867
135303,27008,0.001763069
135304,27008,0.004877622
135307,27008,0.00625257
135308,27008,0.008712829
135309,27008,0.008088629
135310,27008,0.001223582
135318,27002,0.002854746
135320,27002,0.008614213
135323,27002,0.008616796
136030,16008,0.022501466
136031,16008,0.017759359
136072,16010,0.028181499
136073,16010,0.002320295
136086,16010,0.021796866
136123,12022,0.015086194
136124,12022,0.028583118
136125,12022,0.00563578
136126,12022,0.026495938
136127,12022,0.027116756
136128,12022,0.007667015
136129,12050,0.018900461
136130,12050,0.01540278
136131,12050,0.026863049
136142,12007,0.012764252
136143,12007,0.043907844
136156,12058,0.040904656
136157,12058,0.006258204
136159,12058,0.009358175
136166,12058,0.027343846
136167,12035,0.008238959
136170,12035,0.045528449
136172,12059,0.001662817
136173,12059,0.056831972
136174,12059,0.000202126
136175,12034,0.014911315
136176,12034,0.009866037
136177,12034,0.00509247
136181,12034,0.041783332
136189,21087,0.044834636
136190,21087,0.107443049
136201,21047,0.002190759
136202,21047,0.075097591
136213,21157,0.083656774
136215,21059,0.008354702
136229,21190,0.195946751
136230,21190,0.011992313
136239,21209,0.090448784
136247,21129,0.040776971
136250,21129,0.053378263
136251,21129,0.068497622
136252,21035,0.001348543
136253,21035,0.051792477
136279,20278,0.002074674
136288,30207,0.004217716
136289,30207,0.003941862
136290,30207,0.025156612
136292,30045,0.039533754
136293,30119,0.156923281
136295,30176,0.189082432
136307,30077,0.054621363
136308,30077,0.032250138
136310,30077,0.029515704
136311,30077,0.027381597
136312,30077,0.015873108
136321,30073,0.064012806
136322,30073,0.003947039
136323,30073,0.114394804
136324,30073,0.011216376
136333,30149,0.001961071
136334,30149,0.158984423
136335,30149,0.184684705
136336,30149,0.022637094
136345,30039,0.00376262
136346,30039,0.056886684
136347,30039,0.058633449
136348,30039,0.056454231
136349,30039,0.017339676
136350,30039,0.027030884
136351,30039,0.058199369
136359,30204,0.057517048
136360,27008,0.000531202
136361,27008,0.008814422
136362,27008,0.006481808
136363,27008,0.001371265
136364,27008,0.007113055
136368,27002,0.01188988
136377,27002,0.003514861
136378,27002,0.0086174
136379,27002,0.002054239
136380,27002,0.008618439
136381,27002,0.008618456
136382,27002,0.003339634
137088,16008,0.012304139
137089,16008,0.008169902
137130,16010,0.021637585
137131,16010,0.00872985
137145,16010,0.015500399
137180,12022,0.0088047
137181,12022,0.031251323
137182,12022,0.00906568
137188,12050,0.070653908
137189,12050,0.028818566
137190,12050,0.057316601
137201,12007,0.024283051
137202,12007,0.095084135
137215,12058,0.002212616
137216,12058,0.048779756
137218,12058,0.041935151
137219,12058,0.009724111
137223,12058,0.000492282
137224,12058,0.028401908
137225,12058,0.001780768
137226,12035,0.04382607
137227,12035,0.01825761
137228,12035,0.034619758
137229,12035,0.001475181
137230,12035,0.022564656
137232,12034,0.017747166
137233,12034,0.005831332
137234,12059,0.006459295
137240,12034,0.044615956
137249,21087,0.017662672
137250,21087,0.078626344
137251,21087,0.076442561
137252,21087,0.062904498
137253,21087,0.038571256
137259,21047,0.084629486
137260,21047,0.245675787
137272,21157,0.074890381
137273,21157,0.058986244
137274,21157,0.061863466
137288,21190,0.038003543
137289,21190,0.107712931
137298,21209,0.047875409
137299,21209,0.063545883
137305,21124,0.029417398
137306,21129,0.019635939
137307,21129,0.064462883
137310,21214,0.055959724
137311,21035,0.06240791
137312,21035,0.00059324
137338,20278,0.073684899
137339,20278,0.101861103
137346,30207,0.00487407
137347,30207,0.091739533
137348,30207,0.014640448
137351,30045,0.009683561
137352,30045,0.033863466
137353,30045,0.016096875
137354,30045,0.023597526
137355,30176,0.24536132
137356,30054,0.004400748
137364,30169,0.021078655
137365,30169,0.011335997
137366,30077,0.013357154
137371,30077,0.018051926
137372,30077,0.023769521
137383,30073,0.104041588
137392,30149,0.06304292
137409,30039,0.012161916
137410,30039,0.002459465
137411,30039,0.012665043
137412,30039,0.063830955
137413,30039,0.031915491
137418,30204,0.003781587
137422,27008,0.008487212
137423,27008,0.003105462
137424,27008,0.005874144
137425,27002,0.004482346
137426,27002,0.001461396
137427,27002,0.009816913
137438,27002,0.002117474
137439,27002,0.00878017
137440,27002,0.008618285
137441,27002,0.002848514
138147,16008,0.023239038
138187,16010,0.033318013
138188,16010,0.025343432
138189,16010,0.00519736
138190,16010,0.02739062
138191,16010,0.023131878
138192,16010,0.023227359
138193,16010,0.02322218
138194,16010,0.02608855
138195,16010,0.009827856
138204,16010,0.022690123
138237,12022,0.006124812
138238,12022,0.022664206
138239,12022,0.023001859
138247,16077,0.06960897
138248,16077,0.053718807
138249,12050,0.095242627
138250,12050,0.032775676
138260,15105,0.024719577
138261,12007,0.010509501
138262,12007,0.155082273
138263,12007,0.129433546
138264,12007,0.123569656
138265,12031,0.176520452
138266,12031,0.149346978
138275,12058,0.029842732
138278,12058,0.05815807
138279,12058,0.01330859
138282,12058,0.051144858
138287,12035,0.046301586
138288,12035,0.00348474
138291,12034,0.006604755
138299,12034,0.043160331
138300,12034,2.26477E-05
138312,21087,0.085634812
138318,21047,0.156643271
138330,21157,0.014083849
138331,21157,0.079220894
138332,21157,0.019496192
138347,21190,0.149268116
138358,21209,0.086836156
138359,21209,0.078129631
138360,21209,0.049111082
138363,21124,0.203248673
138364,21124,0.022004543
138366,21129,0.002520811
138367,21129,0.096741708
138368,21214,0.159164535
138369,21214,0.086913623
138398,20278,0.10488843
138399,20278,0.098028167
138404,30207,0.004104599
138405,30207,0.092674808
138412,30045,0.014191555
138413,30045,0.014644811
