GRIDCODE,CVE_ENTCVE_MUN,Fa
75818,12053,0.013555356
75819,12030,0.033168572
75820,12030,0.019026808
75821,12030,0.019806599
75822,12030,0.025511569
75824,12025,0.006834707
75825,12025,0.018530233
75826,12025,0.019370275
75827,12025,0.032768096
75828,12025,0.030720128
75829,12025,0.034976338
75830,12025,0.013129786
75834,12052,0.010995031
75835,12052,0.021935061
75836,12052,0.026126758
75837,12013,0.000469953
75838,12013,0.026291179
75839,12013,0.034389405
75840,12013,0.034816272
75841,12013,0.02544805
75842,12013,0.000349068
75843,12013,0.016491674
75844,12013,0.013195164
75845,12036,0.063388866
75846,12036,0.014488831
75847,12046,0.002708257
75848,12046,0.013439594
75849,12046,0.005214019
75850,12046,0.003389913
75851,12046,0.005356833
75852,12046,0.004607162
75853,12046,0.000125904
75859,20300,0.033348126
75860,20447,0.000085
75862,20447,0.000928701
75863,20447,0.008440329
75864,20447,0.052791312
75865,20447,0.057534513
75866,20447,0.000301418
75867,20447,0.001486117
75875,20377,0.04092664
75876,20377,0.075977906
75877,20377,0.031298939
75878,20500,0.001739336
75879,20450,0.141870484
75880,20566,0.16131119
75881,20137,0.010895109
75882,20566,0.001152353
75884,20491,0.037671999
75888,20491,0.013571353
75889,20277,0.000178919
75891,20570,0.000251995
75892,20570,0.015342502
75896,20535,0.029899023
75897,20535,0.12639046
75898,20277,0.003766044
75899,20277,0.00053505
75902,20398,0.30482025
75903,20028,0.013097564
75904,20028,0.015296513
75905,20028,0.001535294
75906,20028,0.022944156
75907,20028,0.02156082
75908,20049,0.248419734
75909,20072,0.158554699
75910,20068,0.000157424
75911,20068,0.000094
75912,20162,0.049347276
75913,20162,0.081054966
75914,20162,0.107150572
75916,20561,0.038243307
75917,20561,0.062448223
75921,20333,0.001915316
75922,20333,0.005032719
75923,20333,0.053988849
75924,20333,0.009102343
75928,20333,0.010181768
75929,20325,0.012529137
75930,20325,0.011407087
75931,20325,0.007782504
75932,20325,0.107692192
75933,20325,0.086208167
75934,20064,0.000343268
75935,20357,0.020226457
75936,20357,0.385445658
75937,20357,0.047117311
75946,20440,0.014883211
75949,20470,0.137735147
75950,20470,0.242356311
75960,20472,0.127662553
75961,20472,0.022182661
75963,20014,0.001891199
75964,20014,0.030525041
75966,20014,0.0000713
75967,20014,0.035458688
75968,20005,0.004073137
75969,20005,0.01858386
75970,20005,0.002077383
75972,20005,0.000724262
75973,20005,0.015323972
75974,20005,0.000593908
75975,20043,0.010315145
75976,20043,0.003742677
75977,20265,0.010244233
75978,20505,0.039714153
75979,20505,0.042097433
75980,20505,0.060330859
75981,20505,0.017855314
75982,20066,0.017572775
75983,20066,0.000000506
75992,20265,0.006935945
76003,7017,0.000966162
76004,7017,0.011426142
76005,7017,0.015790515
76006,7017,0.007604461
76007,7017,0.004643246
76008,7017,0.012804199
76009,7017,0.01251319
76010,7017,0.012138281
76011,7017,0.011320795
76012,7017,0.005110946
76013,7017,0.003772907
76014,7017,0.0000722
76015,7046,0.012015705
76016,7046,0.009117181
76017,7046,0.009576459
76018,7046,0.001143179
76019,7046,0.002767325
76856,12001,0.002450561
76857,12001,0.01433554
76858,12001,0.001537408
76859,12001,0.000585465
76860,12001,0.009671031
76861,12001,0.003174675
76862,12001,0.005450862
76863,12001,0.000376499
76864,12053,0.000679922
76865,12001,0.001085245
76866,12001,0.00022659
76867,12053,0.011852341
76868,12053,0.003790133
76869,12053,0.006361955
76870,12053,0.01251886
76871,12053,0.010808417
76872,12053,0.012461698
76873,12053,0.005719179
76874,12053,0.001684891
76875,12053,0.005153472
76876,12053,0.009721568
76877,12053,0.005883461
76878,12030,0.009803061
76879,12012,0.008260591
76880,12012,0.00946881
76881,12012,0.012902021
76882,12012,0.004090669
76883,12012,0.010369716
76884,12012,0.018318642
76885,12012,0.008308896
76886,12012,0.006889014
76887,12012,0.0000569
76888,12025,0.000868124
76889,12052,0.005570872
76891,12052,0.009970134
76892,12052,0.009909004
76893,12052,0.031234739
76894,12052,0.049240535
76895,12052,0.03330462
76896,12052,0.030465937
76897,12013,0.000995321
76898,12013,0.015194702
76899,12013,0.034816272
76900,12013,0.032524689
76901,12013,0.003477194
76902,12013,0.006391847
76903,12013,0.002002738
76906,12046,0.005087563
76907,12046,0.010891347
76908,12046,0.001556533
76909,12062,0.004961655
76911,12046,0.00000596
76912,12071,0.153680201
76918,20447,0.025998346
76919,20447,0.024728416
76920,20447,0.004618758
76921,20447,0.037098624
76922,20447,0.01122551
76923,20447,0.066290958
76924,20447,0.082579126
76925,20447,0.028320958
76926,20447,0.001740905
76927,20073,0.00000051
76928,20088,0.002132119
76929,20073,0.000345653
76934,20377,0.076995927
76935,20377,0.046585106
76936,20377,0.022576762
76937,20500,0.003093153
76938,20566,0.059740173
76939,20566,0.117495073
76943,20491,0.00821043
76946,20491,0.016758839
76947,20491,0.195734196
76948,20491,0.148995851
76955,20420,0.599231667
76956,20420,0.400768333
76959,20271,0.065095427
76960,20358,0.02367748
76961,20358,0.270171253
76962,20358,0.189925003
76963,20068,0.034112463
76964,20028,0.0081422
76965,20028,0.030742155
76966,20028,0.010449607
76967,20049,0.295651127
76968,20068,0.002015684
76969,20068,0.053407279
76970,20068,0.020919447
76971,20162,0.278191246
76972,20162,0.064281588
76973,20162,0.00737205
76974,20112,0.025270519
76975,20561,0.116532639
76977,20131,0.014866019
76978,20131,0.004053018
76980,20333,0.062509107
76988,20325,0.036114617
76989,20325,0.027254292
76990,20325,0.018655978
76991,20325,0.024764586
76992,20325,0.046801483
76993,20325,0.028059729
76995,20125,0.000514525
77015,20412,0.000992197
77018,20472,0.003139555
77019,20472,0.007686834
77020,20508,0.003855417
77021,20508,0.024997031
77023,20014,0.003261391
77025,20014,0.011078704
77026,20014,0.00041686
77027,20005,0.009040174
77028,20005,0.00786274
77029,20005,0.00000514
77030,20005,0.001086153
77031,20005,0.006853862
77032,20005,0.026338333
77033,20005,0.018361998
77034,20265,0.093831003
77035,20265,0.090053405
77036,20265,0.023079155
77037,20505,0.008805513
77038,20505,0.000558578
77039,20265,0.006098918
77040,20265,0.000602029
77041,20066,0.009765903
77042,20265,0.001802665
77051,20265,0.000652478
77056,20265,0.005568724
77062,7017,0.000319138
77063,7017,0.005056861
77064,7017,0.008591826
77065,7017,0.008922067
77066,7017,0.011094793
77067,7017,0.011121826
77068,7017,0.012590427
77069,7017,0.014575951
77070,7017,0.01537265
77071,7017,0.011567439
77072,7017,0.004174456
77074,7046,0.000510452
77075,7046,0.007081864
77076,7046,0.014684193
77077,7046,0.010261728
77078,7046,0.010835565
77915,12001,0.002507881
77916,12001,0.01270317
77917,12001,0.016288248
77918,12001,0.004876636
77919,12001,0.005904948
77920,12001,0.008564834
77921,12001,0.009315178
77922,12001,0.002263539
77923,12001,0.004187185
77924,12001,0.014485264
77925,12001,0.002699391
77926,12053,0.007070369
77927,12053,0.002905992
77928,12053,0.006111876
77929,12053,0.007588463
77930,12053,0.010146032
77931,12053,0.014878449
77932,12053,0.005754279
77933,12053,0.002795698
77934,12053,0.006780747
77935,12053,0.00259497
77936,12056,0.000220015
77937,12056,0.00044606
77938,12012,0.007870464
77939,12012,0.02042034
77940,12012,0.011980688
77941,12012,0.020180656
77942,12012,0.020403923
77943,12012,0.024593434
77944,12012,0.010229669
77945,12012,0.008099527
77946,12012,0.001006327
77947,12052,0.025449134
77948,12052,0.003692227
77950,12052,0.021889983
77951,12052,0.031915923
77952,12052,0.027243655
77953,12052,0.04075311
77954,12052,0.02976399
77955,12052,0.009283529
77956,12052,0.013771783
77957,12013,0.003121011
77958,12013,0.014580784
77959,12013,0.006897478
77960,12013,0.002873889
77961,12013,0.000813098
77962,12013,0.000724219
77963,12036,0.087580404
77964,12036,0.037522653
77965,12046,0.001036832
77967,12062,0.079472028
77968,12062,0.146786535
77969,12062,0.056492048
77977,20447,0.069278813
77978,20447,0.030868302
77979,20447,0.010595672
77980,20447,0.011654597
77981,20447,0.00071649
77982,20447,0.007793952
77983,20447,0.070282091
77984,20447,0.004385551
77987,20073,0.016111914
77988,20073,0.036327329
77992,20377,0.025169752
77993,20377,0.058392426
77994,20377,0.002292646
77995,20500,0.009949562
77996,20500,0.003986296
77997,20137,0.053790534
77998,20137,0.086691091
77999,20137,0.061970738
78006,20277,0.00000182
78007,20277,0.001736866
78016,20271,0.000184888
78017,20271,0.121351328
78018,20271,0.215214325
78019,20358,0.018183254
78020,20358,0.266844754
78021,20358,0.096963287
78022,20358,0.00000476
78023,20028,0.002073491
78024,20007,0.013787555
78025,20007,0.403122391
78026,20068,0.009799185
78027,20068,0.007720534
78028,20068,0.045118531
78029,20068,0.008409106
78030,20284,0.018250114
78031,20284,0.000294074
78032,20112,0.001028416
78033,20112,0.217555608
78034,20112,0.037910755
78035,20475,0.002835493
78036,20131,0.054925427
78037,20131,0.010672394
78038,20131,0.02516924
78039,20131,0.020928885
78040,20333,0.030809325
78041,20333,0.003228435
78042,20131,0.007059387
78043,20131,0.012467214
78044,20131,0.008198233
78047,20325,0.0000939
78048,20325,0.025409519
78051,20325,0.076695439
78052,20325,0.031318786
78054,20125,0.010404744
78070,20412,0.002842554
78071,20412,0.014259899
78072,20412,0.032895385
78073,20412,0.019189566
78074,20412,0.024835472
78075,20412,0.015456533
78076,20412,0.029167139
78077,20412,0.009472143
78079,20508,0.0035659
78080,20508,0.001299447
78085,20014,0.0000459
78086,20005,0.000465895
78088,20005,0.00021826
78089,20005,0.01811978
78090,20005,0.02699363
78091,20005,0.024656781
78092,20005,0.014045896
78093,20005,0.001030094
78094,20265,0.154611191
78095,20265,0.13420683
78096,20265,0.004495118
78097,20265,0.00636745
78098,20265,0.018276698
78099,20265,0.000266653
78115,20265,0.02564006
78123,7017,0.001451639
78124,7017,0.00157738
78125,7017,0.008153407
78126,7017,0.008253715
78127,7017,0.011151059
78128,7017,0.013347709
78129,7017,0.013794703
78130,7017,0.007158726
78131,7017,0.003944304
78133,7046,0.002580402
78134,7046,0.003664219
78135,7046,0.012906034
78136,7046,0.011959673
78137,7046,0.010682439
78974,12001,0.005754321
78975,12001,0.01238256
78976,12001,0.011771298
78978,12001,0.004766279
78979,12001,0.002170283
78980,12001,0.009872417
78981,12001,0.003732621
78982,12001,0.008327472
78983,12001,0.013221513
78984,12001,0.004097302
78985,12053,0.008203834
78986,12053,0.003578728
78987,12053,0.007635601
78988,12053,0.004638746
78989,12053,0.004827558
78990,12053,0.007737388
78991,12053,0.003925389
78992,12053,0.00493949
78993,12053,0.012981738
78994,12053,0.003795803
78995,12056,0.016482087
78997,12012,0.000420718
78998,12012,0.005841876
78999,12012,0.020667317
79000,12012,0.026130804
79001,12012,0.01849123
79002,12012,0.00484974
79003,12012,0.000701843
79004,12012,0.000131124
79005,12012,0.0037635
79011,12052,0.014868362
79012,12052,0.045538772
79013,12052,0.043261281
79014,12052,0.0042642
79016,12052,0.001972159
79017,12052,0.014430776
79018,12052,0.000363991
79020,12036,0.025614928
79021,12036,0.019103931
79022,12036,0.019374469
79023,12036,0.005363791
79024,12062,0.130594674
79025,12062,0.004863306
79026,12062,0.062840215
79027,12062,0.108791827
79028,12062,0.020387234
79036,20447,0.005222622
79037,20447,0.002315424
79038,20447,0.024621814
79039,20447,0.023794519
79040,20447,0.013320253
79041,20447,0.01227611
79042,20447,0.039197398
79043,20088,0.041713973
79044,20088,0.005581447
79046,20073,0.022624133
79047,20073,0.006158309
79051,20377,0.043927628
79052,20377,0.015804035
79053,20500,0.02734209
79054,20500,0.045442945
79055,20500,0.019909939
79057,20137,0.128095361
79058,20137,0.097256437
79066,20277,0.000884586
79067,20277,0.006921751
79071,20570,0.02813075
79074,20104,0.157657148
79075,20104,0.000548425
79076,20271,0.101705245
79077,20271,0.117415253
79078,20271,0.21525541
79079,20271,0.000404464
79080,20295,0.050523637
79081,20295,0.00236749
79082,20068,0.00463015
79083,20007,0.080223088
79084,20007,0.502866965
79085,20068,0.066778567
79086,20068,0.079385088
79087,20068,0.030595674
79088,20284,0.167822669
79089,20284,0.594599439
79090,20284,0.030704622
79092,20112,0.222252892
79093,20112,0.190522051
79094,20112,0.0000927
79095,20131,0.00770973
79096,20131,0.054950027
79097,20131,0.030158391
79098,20131,0.027697706
79099,20131,0.025070406
79100,20131,0.016539519
79103,20131,0.0000618
79104,20551,0.002607782
79107,20325,0.003227689
79109,20325,0.010068197
79111,20325,0.008562041
79112,20325,0.0000418
79113,20125,0.01599511
79119,20125,0.015979398
79128,20412,0.0000353
79129,20412,0.028541212
79130,20412,0.048352416
79131,20412,0.057782548
79132,20412,0.052549033
79133,20412,0.04500205
79134,20412,0.050977467
79135,20412,0.079082984
79136,20412,0.027671503
79137,20472,0.015973087
79140,20010,0.00644102
79142,20010,0.001166684
79145,20005,0.004609864
79146,20005,0.019750899
79147,20005,0.025763211
79148,20005,0.016963429
79149,20005,0.028649523
79150,20005,0.023885089
79151,20005,0.011505633
79152,20005,0.00000639
79153,20265,0.025384434
79154,20265,0.055048196
79155,20265,0.004602393
79174,20265,0.018841098
79185,7017,0.002947053
79186,7017,0.00481728
79187,7017,0.009735735
79188,7017,0.014193401
79189,7017,0.010890666
79190,7017,0.004613844
79191,7017,0.005476048
79192,7017,0.003872967
79193,7046,0.008972321
79194,7046,0.015024941
79195,7046,0.007103778
79196,7046,0.002528796
80033,12001,0.00962105
80034,12001,0.01328873
80035,12001,0.008511165
80036,12001,0.004179269
80037,12001,0.005391335
80038,12001,0.003484501
80039,12001,0.009244205
80040,12001,0.002717443
80041,12001,0.002470906
80042,12001,0.006343507
80043,12001,0.017628349
80044,12001,0.0000417
80045,12053,0.0000504
80046,12053,0.002309129
80047,12053,0.006873863
80048,12053,0.000324769
80049,12053,0.004278291
80050,12053,0.013606056
80051,12053,0.005942789
80052,12053,0.005814223
80053,12056,0.006752851
80054,12056,0.023958366
80055,12056,0.01055005
80056,12012,0.008844552
80057,12012,0.010938911
80058,12012,0.018540275
80059,12012,0.021342156
80060,12012,0.002373404
80063,12012,0.002429182
80064,12012,0.003417227
80070,12052,0.002862864
80071,12052,0.014940848
80072,12052,0.016037647
80073,12052,0.003845192
80079,12036,0.041623034
80080,12036,0.07588854
80083,12062,0.002395013
80087,12062,0.038521713
80088,12062,0.003969067
80089,12062,0.017623933
80090,12062,0.0005534
80098,20447,0.015253263
80099,20447,0.012887541
80101,20447,0.005181608
80102,20088,0.111407376
80103,20088,0.004814021
80109,20377,0.001804048
80110,20377,0.070839273
80111,20377,0.013297589
80112,20500,0.065176593
80113,20500,0.024693849
80114,20500,0.047740129
80115,20500,0.002689037
80116,20500,0.053309403
80117,20500,0.002843961
80125,20277,0.006418763
80126,20277,0.045268178
80128,20104,0.0003335
80129,20104,0.084207888
80130,20104,0.031650228
80132,20104,0.207655578
80133,20104,0.027313174
80134,20104,0.128843441
80135,20104,0.00000761
80136,20123,0.001776052
80137,20123,0.227897872
80138,20123,0.017471622
80139,20295,0.034438223
80140,20295,0.257824111
80141,20295,0.261468532
80142,20068,0.00031804
80143,20068,0.004776733
80144,20068,0.018070666
80145,20068,0.066287268
80146,20068,0.023789588
80147,20284,0.002526662
80148,20284,0.110970826
80149,20284,0.013600725
80150,20112,0.088675769
80151,20112,0.169877547
80152,20112,0.009825494
80153,20475,0.05369136
80154,20131,0.040397848
80155,20131,0.08247184
80156,20131,0.083577574
80157,20131,0.055112788
80158,20131,0.10953876
80159,20131,0.009415625
80160,20131,0.023699767
80161,20131,0.000956539
80162,20551,0.072244854
80163,20551,0.036014727
80170,20325,0.012892919
80171,20325,0.081883224
80172,20200,0.134573394
80173,20200,0.284961523
80174,20200,0.005129341
80178,20125,0.003456255
80189,20412,0.035670475
80190,20036,0.139307151
80191,20412,0.039458254
80192,20412,0.055005847
80193,20412,0.126927549
80194,20412,0.050680264
80195,20412,0.0035926
80196,20472,0.0000981
80198,20513,0.003743702
80199,20010,0.03772385
80200,20010,0.033149577
80201,20010,0.0144009
80202,20010,0.020803539
80203,20010,0.030458183
80204,20005,0.017516036
80205,20005,0.026388074
80206,20005,0.0091607
80208,20005,0.006513785
80209,20005,0.022972004
80210,20005,0.023237904
80211,20005,0.001433834
80213,20265,0.01218425
80214,20265,0.025771279
80233,20265,0.018016593
80234,20265,0.00075785
80245,7017,0.000509377
80246,7017,0.009921835
80247,7017,0.009036534
80248,7017,0.015030674
80249,7017,0.010824686
80250,7017,0.01396709
80251,7017,0.006178769
80252,7046,0.012630328
80253,7046,0.013673482
80254,7046,0.012970607
80255,7046,0.014745516
81086,12001,0.001843048
81087,12001,0.007345693
81088,12001,0.0000691
81090,12001,0.001981776
81091,12001,0.000718615
81092,12001,0.003742249
81093,12001,0.003847419
81094,12001,0.004937749
81095,12001,0.008246948
81096,12001,0.000372677
81098,12001,0.0000551
81099,12001,0.001329033
81100,12001,0.014068897
81101,12001,0.015623305
81102,12001,0.008934611
81103,12053,0.010031266
81104,12053,0.003197532
81105,12053,0.004350049
81106,12053,0.009052757
81107,12056,0.000681355
81108,12053,0.000620974
81109,12053,0.003625113
81110,12056,0.011202875
81111,12056,0.010315253
81112,12056,0.014878603
81113,12056,0.02239938
81114,12056,0.024626677
81115,12012,0.008312556
81116,12012,0.025588302
81117,12012,0.025767876
81118,12012,0.009574587
81119,12012,0.00433731
81120,12012,0.003943994
81121,12012,0.000145466
81122,12012,0.009134819
81129,12052,0.001632814
81130,12052,0.019537309
81131,12052,0.000376063
81138,12036,0.0000256
81139,12036,0.033081198
81140,12036,0.021532299
81146,12062,0.022853041
81147,12062,0.034635349
81149,12062,0.103541047
81150,12062,0.005881801
81158,20037,0.008750865
81159,20037,0.045245905
81167,20088,0.032743364
81168,20088,0.017302555
81169,20377,0.05439446
81170,20377,0.017663174
81171,20500,0.025992948
81172,20500,0.01399633
81173,20500,0.081826181
81174,20500,0.012012989
81175,20500,0.035569851
81176,20500,0.012893413
81183,20277,0.012793368
81184,20108,0.025903561
81185,20108,0.002761653
81186,20277,0.004651538
81187,20104,0.078770103
81188,20104,0.006613672
81190,20104,0.102270591
81191,20104,0.04173874
81192,20104,0.004910385
81193,20104,0.019556933
81195,20123,0.15495416
81196,20123,0.113784293
81198,20570,0.002954502
81199,20295,0.133005439
81200,20295,0.169257549
81201,20295,0.04965488
81202,20103,0.025860755
81203,20068,0.030047232
81204,20068,0.023566078
81205,20068,0.00375806
81209,20112,0.016040682
81210,20112,0.020947565
81211,20475,0.021402108
81212,20475,0.030164894
81213,20131,0.016996742
81214,20131,0.037726588
81215,20131,0.037410326
81216,20131,0.059630328
81217,20131,0.097267241
81218,20131,0.010728886
81221,20226,0.059700869
81222,20226,0.08684779
81223,20325,0.007089806
81227,20325,0.0000308
81228,20325,0.008363704
81230,20325,0.001280839
81231,20200,0.000026
81232,20200,0.22113389
81249,20036,0.005729968
81250,20036,0.228467955
81251,20036,0.307603009
81252,20412,0.038298045
81255,20513,0.000427575
81256,20513,0.166335114
81257,20010,0.006026185
81258,20010,0.022048213
81259,20010,0.03887419
81260,20010,0.052676525
81261,20010,0.062798453
81262,20010,0.046623313
81263,20005,0.000838589
81264,20005,0.004242665
81267,20005,0.004695595
81268,20005,0.002594208
81269,20005,0.006139006
81270,20265,0.060754693
81271,20265,0.020631092
81292,20265,0.000390469
81293,20265,0.001065632
81302,7017,0.002150319
81303,7017,0.007968364
81304,7017,0.009299545
81305,7017,0.005236624
81306,7017,0.005049221
81307,7017,0.01394318
81308,7017,0.010147443
81309,7017,0.007668582
81310,7017,0.010161963
81311,7017,0.001157395
81312,7046,0.015027686
81313,7046,0.015698503
81314,7046,0.015911572
82140,12021,0.000342644
82145,12001,0.000204005
82146,12001,0.001405035
82147,12021,0.003336719
82149,12001,0.000270155
82150,12001,0.000114212
82151,12001,0.001922061
82153,12001,0.00135665
82154,12001,0.006393843
82158,12001,0.000649758
82159,12001,0.011263711
82160,12001,0.009170109
82161,12001,0.004303217
82162,12001,0.004607759
82163,12053,0.006875358
82164,12053,0.012502072
82165,12053,0.006520559
82166,12053,0.0000239
82167,12056,0.011128131
82168,12056,0.014841636
82169,12056,0.007861424
82170,12056,0.010891938
82171,12056,0.011161257
82172,12056,0.011743141
82173,12056,0.01331065
82174,12012,0.009845859
82175,12012,0.025728937
82176,12012,0.025859097
82177,12012,0.001852835
82178,12012,0.017326604
82179,12012,0.018038891
82180,12012,0.00416383
82181,12012,0.002391321
82182,12012,0.003835625
82183,12012,0.001619166
82188,12052,0.000878601
82189,12052,0.013936648
82190,12052,0.013808225
82198,12036,0.008945551
82199,12036,0.007576842
82208,12062,0.012591719
82209,12062,0.008912906
82216,20037,0.0000709
82217,20037,0.089117214
82218,20073,0.006053929
82219,20073,0.000638965
82225,20088,0.09197213
82226,20088,0.199849209
82227,20088,0.222806039
82228,20377,0.030253548
82229,20377,0.007171089
82230,20500,0.049920275
82231,20500,0.012993835
82232,20500,0.060980077
82233,20444,0.802470197
82234,20444,0.197529803
82240,20137,0.026239564
82241,20137,0.018607933
82242,20277,0.000275071
82243,20108,0.000929721
82244,20108,0.099619481
82245,20108,0.025825457
82246,20108,0.000817321
82249,20104,0.087115223
82250,20104,0.020807357
82252,20123,0.237702854
82253,20048,0.000805193
82254,20123,0.02901238
82256,20570,0.001224489
82257,20570,0.038521572
82258,20295,0.014943479
82259,20570,0.094028247
82260,20360,0.117453931
82261,20243,0.258322416
82262,20068,0.013392573
82263,20068,0.00151088
82264,20530,0.160709163
82265,20530,0.004094167
82269,20475,0.004433615
82271,20475,0.00098529
82272,20475,0.077264449
82273,20475,0.087315437
82274,20475,0.016201293
82276,20131,0.003172533
82277,20131,0.002336438
82280,20226,0.120834592
82281,20226,0.066596785
82282,20325,0.0000412
82283,20325,0.00359248
82284,20325,0.007563587
82286,20325,0.027626886
82287,20325,0.000641365
82291,20200,0.013255575
82310,20036,0.004043681
82315,20513,0.012033899
82316,20513,0.015884683
82317,20010,0.011877183
82318,20010,0.046159499
82319,20010,0.039654338
82320,20010,0.017725945
82321,20010,0.040058744
82322,20005,0.001128962
82327,20005,0.00204076
82328,20005,0.029324464
82329,20005,0.006304027
82330,20265,0.002497458
82361,7017,0.001231058
82362,7017,0.006473543
82363,7017,0.006852
82364,7017,0.005214339
82365,7017,0.007028792
82366,7017,0.011541657
82367,7017,0.000989338
82368,7017,0.006658845
82369,7017,0.006109067
82370,7017,0.001119674
82371,7046,0.003606867
82372,7046,0.002242395
82373,7046,0.005572778
83198,12021,0.000854293
83199,12021,0.014723662
83200,12021,0.014096176
83201,12021,0.010582153
83202,12021,0.00233092
83203,12021,0.009526013
83204,12021,0.013087878
83205,12021,0.015796286
83206,12021,0.007565485
83207,12021,0.0000216
83210,12001,0.002128641
83211,12001,0.001085616
83212,12001,0.005230102
83213,12001,0.013828047
83214,12001,0.003085289
83217,12001,0.005579627
83218,12001,0.004518476
83219,12001,0.001366034
83220,12001,0.000852679
83221,12001,0.008949231
83222,12001,0.002555195
83223,12053,0.015053732
83224,12053,0.008771354
83225,12053,0.003971742
83226,12056,0.00789909
83227,12056,0.020375854
83228,12056,0.025392734
83229,12056,0.024418018
83230,12056,0.021609619
83231,12056,0.020879311
83232,12056,0.024499829
83233,12012,0.000423721
83234,12012,0.022722248
83235,12012,0.022872056
83236,12012,0.010115571
83237,12012,0.016323134
83238,12012,0.025665825
83239,12012,0.005400071
83241,12012,0.004781024
83242,12012,0.000126754
83246,12052,0.012087378
83247,12052,0.00000371
83248,12041,0.233501035
83249,12041,0.001491583
83258,12043,0.329871747
83259,12043,0.000460494
83275,20037,0.137542499
83276,20037,0.206403188
83277,20073,0.03887639
83278,20073,0.009560784
83279,20073,0.003531864
83285,20088,0.055787872
83286,20088,0.109517914
83287,20377,0.004262041
83288,20500,0.021037363
83289,20500,0.07108273
83290,20500,0.056994021
83291,20500,0.011318145
83292,20382,0.205138538
83293,20382,0.463927925
83299,20137,0.102311136
83300,20137,0.068605681
83301,20137,0.047318889
83302,20566,0.022752952
83303,20108,0.123138526
83304,20108,0.0236082
83305,20108,0.000000168
83310,20292,0.016312064
83311,20123,0.004809102
83312,20048,0.904024931
83313,20048,0.019559589
83315,20048,0.075519398
83316,20388,0.006032749
83317,20013,0.000469246
83318,20013,0.405407443
83319,20013,0.23537005
83320,20243,0.022278806
83321,20068,0.003251092
83322,20068,0.01036158
83323,20219,0.00097828
83324,20219,0.016401732
83328,20118,0.054229813
83329,20233,0.086709673
83330,20233,0.124753396
83331,20233,0.001355713
83332,20475,0.070318653
83333,20475,0.021459674
83334,20298,0.005682442
83335,20131,0.004077669
83336,20131,0.004955125
83338,20194,0.118933182
83339,20194,0.026756886
83340,20194,0.02623999
83341,20194,0.001734332
83344,20325,0.003329273
83345,20325,0.002953036
83376,20010,0.000197349
83377,20010,0.005339557
83378,20010,0.017247071
83379,20010,0.038022443
83380,20010,0.073415482
83381,20010,0.02456132
83386,20005,0.00636094
83387,20005,0.01673418
83388,20005,0.002904093
83421,7017,0.000107339
83422,7017,0.001612585
83423,7017,0.006227745
83424,7017,0.006687883
83425,7017,0.012821485
83426,7017,0.007086116
83427,7017,0.001800422
83428,7017,0.006991176
83429,7017,0.010662165
83430,7017,0.00000481
83431,7046,0.005989315
83432,7046,0.007528682
84254,12014,0.004235915
84255,12021,0.006804621
84256,12021,0.006680737
84257,12021,0.010916032
84258,12021,0.01634758
84259,12021,0.015034649
84260,12021,0.010882774
84261,12021,0.006644117
84262,12021,0.009369234
84263,12021,0.003586589
84264,12021,0.004208862
84265,12021,0.001102347
84266,12021,0.002958143
84267,12001,0.00603452
84268,12001,0.007219497
84269,12001,0.001601666
84270,12001,0.009450063
84271,12001,0.008510596
84272,12001,0.011661854
84273,12001,0.008461845
84274,12001,0.000536038
84275,12001,0.002505321
84276,12001,0.002318666
84277,12001,0.000515524
84278,12053,0.005415007
84279,12001,0.001108506
84280,12001,0.011448659
84281,12001,0.001330613
84282,12053,0.014655749
84283,12053,0.004146004
84284,12056,0.009473702
84285,12056,0.022716012
84286,12056,0.024326685
84287,12056,0.02453714
84288,12056,0.0148125
84289,12056,0.017577201
84290,12056,0.021933736
84291,12056,0.025407621
84292,12012,0.009372115
84293,12012,0.026130804
84294,12012,0.020492118
84295,12012,0.023602878
84296,12012,0.02466068
84297,12012,0.008801188
84305,12052,0.030578903
84306,12041,0.029477186
84307,12041,0.200532599
84308,12041,0.002883921
84313,12052,0.00424262
84314,12043,0.057135478
84317,12043,0.00424219
84333,20037,0.068832784
84334,20037,0.255461824
84336,20073,0.004805756
84337,20073,0.007202773
84338,20073,0.010503762
84339,20073,0.005207418
84340,20073,0.008558443
84343,20392,0.013984839
84344,20392,0.046762732
84345,20392,0.173122824
84346,20026,0.004927785
84347,20026,0.047150208
84348,20026,0.002678632
84349,20026,0.005492075
84350,20026,0.079164032
84351,20026,0.017662705
84352,20026,0.001943036
84358,20137,0.002617838
84359,20137,0.127544519
84360,20137,0.163963008
84361,20137,0.003663268
84362,20108,0.096960457
84363,20108,0.089225013
84364,20108,0.052217858
84365,20108,0.005715058
84367,20273,0.062315033
84368,20273,0.028157175
84369,20273,0.105923951
84370,20273,0.061580065
84371,20570,0.021687422
84372,20292,0.001522128
84375,20388,0.487750561
84376,20013,0.000707668
84377,20013,0.262739761
84378,20013,0.095305832
84379,20115,0.131968514
84382,20219,0.09190099
84383,20219,0.426538413
84384,20051,0.361062809
84385,20051,0.22672085
84386,20118,0.163144933
84387,20118,0.543232073
84388,20118,0.01186577
84389,20233,0.326137811
84390,20233,0.000358812
84391,20298,0.051106269
84392,20298,0.066197371
84393,20298,0.106370667
84394,20226,0.000401178
84395,20226,0.1015879
84396,20226,0.054507623
84397,20194,0.025299305
84398,20194,0.269786284
84399,20194,0.294924215
84401,20325,0.014407506
84402,20517,0.032210556
84403,20325,0.010869622
