GRIDCODE,CVENTMUN,POB  RURAL EN CELL,POB_TOTxMUN,Frur
35672,20439,94,22468,0.00418373
35673,20439,291,22468,0.01295175
35674,20324,1059,27530,0.03846713
35675,20324,323,27530,0.01173266
36729,20439,118,22468,0.00525191
36731,20439,96,22468,0.00427274
36733,20439,60,22468,0.00267047
36734,20324,164,27530,0.00595714
36735,20324,8,27530,0.00029059
36737,20324,75,27530,0.0027243
36738,20324,5,27530,0.00018162
36739,20324,177,27530,0.00642935
36740,20413,96,13253,0.00724364
36743,20413,250,13253,0.01886365
37784,20439,446,22468,0.01985045
37785,20439,124,22468,0.00551896
37786,20439,489,22468,0.02176429
37787,20439,295,22468,0.01312979
37788,20439,69,22468,0.00307103
37789,20439,143,22468,0.00636461
37790,20439,244,22468,0.01085989
37791,20439,1,22468,0.000044508
37793,20324,121,27530,0.00439521
37794,20324,71,27530,0.00257901
37795,20324,14,27530,0.00050854
37796,20324,50,27530,0.0018162
37798,20324,89,27530,0.00323284
37799,20413,151,13253,0.01139365
37800,20413,62,13253,0.00467819
38837,20401,25,11422,0.00218876
38838,20401,17,11422,0.00148836
38839,20439,56,22468,0.00249243
38840,20439,114,22468,0.00507388
38841,20439,212,22468,0.00943564
38842,20439,302,22468,0.01344134
38843,20439,46,22468,0.00204736
38844,20439,155,22468,0.0068987
38845,20439,153,22468,0.00680969
38846,20439,125,22468,0.00556347
38849,20439,158,22468,0.00703222
38850,20439,1,22468,0.000044508
38851,20324,73,27530,0.00265165
38852,20324,304,27530,0.0110425
38853,20324,602,27530,0.02186705
38854,20324,68,27530,0.00247003
38855,20324,431,27530,0.01565565
38856,20324,26,27530,0.00094442
38857,20324,168,27530,0.00610243
38859,20413,172,13253,0.01297819
38860,20413,266,13253,0.02007093
39894,20401,66,11422,0.00577832
39895,20401,628,11422,0.05498161
39896,20401,98,11422,0.00857993
39897,20401,97,11422,0.00849238
39898,20439,95,22468,0.00422824
39899,20439,893,22468,0.03974542
39900,20439,91,22468,0.00405021
39901,20439,131,22468,0.00583052
39902,20439,185,22468,0.00823393
39903,20439,49,22468,0.00218088
39904,20439,254,22468,0.01130497
39905,20439,97,22468,0.00431725
39908,20439,22,22468,0.00097917
39910,20324,96,27530,0.00348711
39911,20324,73,27530,0.00265165
39912,20324,108,27530,0.00392299
39914,20324,33,27530,0.00119869
39918,20413,406,13253,0.03063457
39919,20413,667,13253,0.05032823
39924,20413,252,13253,0.01901456
39925,20413,28,13253,0.00211273
40950,20401,1224,11422,0.10716162
40951,20401,705,11422,0.06172299
40952,20401,29,11422,0.00253896
40953,20401,208,11422,0.01821047
40954,20401,51,11422,0.00446507
40955,20401,96,11422,0.00840483
40956,20401,114,11422,0.00998074
40957,20401,233,11422,0.02039923
40959,20439,812,22468,0.03614029
40960,20439,170,22468,0.00756632
40961,20439,46,22468,0.00204736
40963,20439,72,22468,0.00320456
40964,20439,278,22468,0.01237315
40965,20509,154,8927,0.01725104
40966,20439,2,22468,0.000089016
40967,20439,290,22468,0.01290725
40968,20324,283,27530,0.0102797
40970,20324,263,27530,0.00955322
40971,20324,1525,27530,0.05539412
40972,20324,373,27530,0.01354886
40973,20324,1137,27530,0.0413004
40974,20324,52,27530,0.00188885
40976,20413,36,13253,0.00271637
40977,20413,41,13253,0.00309364
40979,20413,74,13253,0.00558364
40980,20413,109,13253,0.00822455
40981,20413,14,13253,0.00105637
40982,20413,255,13253,0.01924093
40984,20413,35,13253,0.00264091
40985,20413,92,13253,0.00694182
42009,20401,226,11422,0.01978638
42011,20401,90,11422,0.00787953
42016,20401,114,11422,0.00998074
42017,20439,63,22468,0.00280399
42018,20439,113,22468,0.00502938
42019,20439,184,22468,0.00818943
42020,20439,105,22468,0.00467331
42021,20439,121,22468,0.00538544
42022,20509,354,8927,0.03965498
42023,20509,1146,8927,0.12837459
42024,20509,663,8927,0.07426907
42025,20509,1135,8927,0.12714238
42026,20509,105,8927,0.01176207
42027,20012,307,7788,0.03941962
42029,20324,692,27530,0.02513622
42030,20324,405,27530,0.01471122
42031,20324,83,27530,0.00301489
42032,20324,263,27530,0.00955322
42033,20324,73,27530,0.00265165
42034,20324,20,27530,0.00072648
42035,20413,89,13253,0.00671546
42036,20413,78,13253,0.00588546
42037,20413,337,13253,0.02542821
42038,20413,218,13253,0.01644911
42041,20413,28,13253,0.00211273
42042,20413,25,13253,0.00188637
42045,20266,9,7702,0.00116853
43066,20318,13,7080,0.00183616
43067,20401,640,11422,0.05603222
43068,20401,80,11422,0.00700403
43069,20401,28,11422,0.00245141
43070,20401,117,11422,0.01024339
43071,20401,93,11422,0.00814218
43074,20401,106,11422,0.00928034
43075,20401,77,11422,0.00674138
43077,20439,144,22468,0.00640912
43078,20439,83,22468,0.00369414
43079,20439,11,22468,0.00048959
43080,20509,67,8927,0.00750532
43081,20509,134,8927,0.01501064
43082,20509,317,8927,0.03551025
43084,20509,78,8927,0.00873754
43086,20012,4,7788,0.00051361
43087,20012,79,7788,0.01014381
43088,20324,108,27530,0.00392299
43089,20324,107,27530,0.00388667
43092,20324,10,27530,0.00036324
43093,20413,1077,13253,0.08126462
43094,20413,340,13253,0.02565457
43095,20413,335,13253,0.0252773
43097,20413,257,13253,0.01939184
43098,20413,2,13253,0.00015091
43099,20413,9,13253,0.00067909
43101,20413,2,13253,0.00015091
43102,20266,2,7702,0.00025967
43103,20266,1916,7702,0.24876655
44124,20318,259,7080,0.03658192
44125,20318,4,7080,0.00056497
44126,20318,244,7080,0.03446328
44127,20401,294,11422,0.0257398
44128,20401,152,11422,0.01330765
44129,20401,41,11422,0.00358956
44130,20401,37,11422,0.00323936
44131,20401,50,11422,0.00437752
44133,20401,73,11422,0.00639118
44134,20401,101,11422,0.00884258
44135,20401,58,11422,0.00507792
44136,20439,220,22468,0.0097917
44137,20439,73,22468,0.00324907
44138,20439,17,22468,0.00075663
44139,20085,386,20299,0.01901572
44140,20509,145,8927,0.01624286
44142,20509,871,8927,0.09756917
44144,20012,21,7788,0.00269646
44145,20012,132,7788,0.01694915
44146,20012,99,7788,0.01271186
44147,20324,344,27530,0.01249546
44148,20324,48,27530,0.00174355
44149,20324,11,27530,0.00039956
44150,20324,9,27530,0.00032692
44151,20071,29,2473,0.01172665
44153,20413,117,13253,0.00882819
44154,20413,170,13253,0.01282728
44155,20413,66,13253,0.00498001
44156,20413,18,13253,0.00135818
44164,20453,453,1708,0.26522248
44165,20453,735,1708,0.43032787
44168,20307,211,7347,0.02871921
45174,20334,11,22461,0.00048974
45179,20334,20,22461,0.00089043
45183,20318,257,7080,0.03629944
45184,20318,188,7080,0.02655367
45186,20318,58,7080,0.00819209
45189,20401,305,11422,0.02670285
45190,20401,131,11422,0.0114691
45191,20401,140,11422,0.01225705
45193,20401,140,11422,0.01225705
45194,20117,78,1014,0.07692308
45195,20117,12,1014,0.01183432
45196,20117,20,1014,0.01972387
45198,20085,935,20299,0.04606138
45199,20085,341,20299,0.01679886
45200,20085,427,20299,0.02103552
45201,20085,1041,20299,0.05128331
45202,20012,7,7788,0.00089882
45203,20012,488,7788,0.0626605
45204,20012,549,7788,0.07049307
45205,20012,175,7788,0.02247047
45206,20071,8,2473,0.00323494
45207,20071,25,2473,0.01010918
45208,20071,61,2473,0.0246664
45209,20071,7,2473,0.00283057
45210,20071,8,2473,0.00323494
45211,20324,1305,27530,0.04740283
45212,20324,6,27530,0.00021794
45213,20324,128,27530,0.00464947
45214,20413,8,13253,0.00060364
45215,20266,121,7702,0.01571021
45216,20266,26,7702,0.00337575
45217,20266,4,7702,0.00051935
45219,20266,49,7702,0.00636198
45225,20307,13,7347,0.00176943
45229,20307,6,7347,0.00081666
46219,20334,7,22461,0.00031165
46220,20334,1,22461,0.000044522
46222,20334,700,22461,0.03116513
46223,20334,2,22461,0.000089043
46227,20334,379,22461,0.01687369
46229,20334,2,22461,0.000089043
46231,20334,7,22461,0.00031165
46232,20334,148,22461,0.0065892
46233,20334,1,22461,0.000044522
46234,20334,27,22461,0.00120208
46236,20334,349,22461,0.01553804
46237,20334,3,22461,0.00013357
46238,20334,43,22461,0.00191443
46239,20318,54,7080,0.00762712
46240,20318,8,7080,0.00112994
46241,20318,300,7080,0.04237288
46243,20318,73,7080,0.01031073
46244,20318,34,7080,0.00480226
46245,20318,1,7080,0.00014124
46246,20318,322,7080,0.04548023
46247,20318,38,7080,0.00536723
46248,20401,98,11422,0.00857993
46249,20401,11,11422,0.00096305
46250,20401,95,11422,0.00831728
46251,20401,232,11422,0.02031168
46257,20117,13,1014,0.01282051
46258,20085,629,20299,0.03098675
46259,20085,666,20299,0.0328095
46261,20085,398,20299,0.01960688
46262,20085,324,20299,0.01596138
46263,20012,94,7788,0.01206985
46264,20012,174,7788,0.02234207
46265,20071,11,2473,0.00444804
46266,20071,23,2473,0.00930045
46267,20071,6,2473,0.0024262
46268,20071,10,2473,0.00404367
46269,20253,5,1929,0.00259202
46270,20324,25,27530,0.0009081
46271,20253,2,1929,0.00103681
46272,20324,27,27530,0.00098075
46273,20413,7,13253,0.00052818
46274,20266,79,7702,0.01025708
46275,20266,17,7702,0.00220722
46276,20266,154,7702,0.01999481
46277,20266,11,7702,0.0014282
46279,20266,5,7702,0.00064918
46287,20307,319,7347,0.04341908
46289,20307,2204,7347,0.29998639
47277,20334,524,22461,0.02332933
47282,20334,41,22461,0.00182539
47285,20334,980,22461,0.04363118
47286,20334,8,22461,0.00035617
47289,20334,3,22461,0.00013357
47290,20334,4,22461,0.00017809
47293,20364,97,8490,0.01142521
47294,20334,334,22461,0.01487022
47296,20334,933,22461,0.04153867
47298,20526,482,10785,0.0446917
47301,20318,156,7080,0.0220339
47302,20318,94,7080,0.01327684
47303,20318,9,7080,0.00127119
47304,20318,5,7080,0.00070622
47305,20318,67,7080,0.00946328
47306,20318,651,7080,0.09194915
47308,20318,24,7080,0.00338983
47311,20113,8,657,0.01217656
47312,20117,408,1014,0.40236686
47315,20117,7,1014,0.00690335
47316,20117,53,1014,0.05226825
47317,20085,399,20299,0.01965614
47318,20085,323,20299,0.01591211
47319,20085,1230,20299,0.06059412
47320,20085,1513,20299,0.07453569
47321,20085,938,20299,0.04620917
47322,20012,326,7788,0.04185927
47323,20012,10,7788,0.00128403
47324,20071,11,2473,0.00444804
47325,20071,3,2473,0.0012131
47326,20071,2,2473,0.00080873
47327,20071,14,2473,0.00566114
47328,20324,418,27530,0.01518344
47329,20253,246,1929,0.12752722
47330,20253,21,1929,0.01088647
47331,20253,25,1929,0.01296008
47332,20266,39,7702,0.00506362
47334,20266,42,7702,0.00545313
47335,20266,38,7702,0.00493378
47337,20266,33,7702,0.0042846
47338,20266,1042,7702,0.13528954
47339,20266,64,7702,0.00830953
47340,20266,3,7702,0.00038951
47343,20307,350,7347,0.04763849
47349,20307,75,7347,0.01020825
47350,20307,101,7347,0.01374711
47426,7097,2,35330,0.000056609
48336,20467,36,8276,0.00434993
48340,20334,132,22461,0.00587685
48343,20334,404,22461,0.01798673
48344,20334,2,22461,0.000089043
48345,20334,7,22461,0.00031165
48346,20334,1,22461,0.000044522
48347,20334,12,22461,0.00053426
48348,20334,20,22461,0.00089043
48349,20334,135,22461,0.00601042
48350,20364,12,8490,0.00141343
48357,20526,75,10785,0.0069541
48358,20526,13,10785,0.00120538
48359,20318,840,7080,0.11864407
48361,20318,504,7080,0.07118644
48362,20318,351,7080,0.04957627
48363,20318,4,7080,0.00056497
48371,20113,3,657,0.00456621
48373,20117,4,1014,0.00394477
48376,20085,1037,20299,0.05108626
48377,20085,91,20299,0.00448298
48378,20085,212,20299,0.01044386
48380,20012,120,7788,0.01540832
48381,20012,10,7788,0.00128403
48382,20012,3,7788,0.00038521
48383,20012,430,7788,0.05521315
48384,20306,142,3187,0.04455601
48385,20253,30,1929,0.0155521
48386,20253,12,1929,0.00622084
48387,20253,96,1929,0.04976672
48388,20253,14,1929,0.00725765
48389,20253,34,1929,0.01762571
48390,20495,68,2033,0.03344811
48391,20495,3,2033,0.00147565
48392,20495,54,2033,0.02656173
48393,20266,1,7702,0.00012984
48399,20266,1,7702,0.00012984
48400,20266,6,7702,0.00077902
48410,20307,5,7347,0.00068055
48483,7097,86,35330,0.00243419
48484,7097,1,35330,0.000028305
48485,7097,2,35330,0.000056609
49391,20467,6,8276,0.00072499
49392,20467,251,8276,0.03032866
49394,20467,3,8276,0.00036249
49396,20467,259,8276,0.03129531
49397,20334,431,22461,0.01918882
49398,20334,9,22461,0.0004007
49399,20334,3,22461,0.00013357
49400,20334,106,22461,0.00471929
49401,20334,9,22461,0.0004007
49402,20334,10,22461,0.00044522
49403,20334,6,22461,0.00026713
49408,20334,189,22461,0.00841459
49413,20364,16,8490,0.00188457
49414,20364,142,8490,0.01672556
49416,20526,10,10785,0.00092721
49418,20526,2,10785,0.00018544
49420,20153,35,1215,0.02880658
49421,20153,321,1215,0.26419753
49422,20153,7,1215,0.00576132
49425,20344,5,1355,0.00369004
49426,20344,972,1355,0.71734317
49430,20113,478,657,0.72754947
49431,20113,37,657,0.05631659
49432,20366,9,905,0.00994475
49433,20366,19,905,0.02099448
49435,20085,708,20299,0.03487857
49436,20085,529,20299,0.0260604
49437,20085,153,20299,0.00753732
49438,20085,104,20299,0.00512341
49440,20306,12,3187,0.0037653
49441,20306,271,3187,0.08503295
49442,20306,315,3187,0.09883903
49443,20306,73,3187,0.02290555
49446,20253,30,1929,0.0155521
49447,20253,12,1929,0.00622084
49448,20253,107,1929,0.05546916
49449,20253,59,1929,0.0305858
49450,20495,3,2033,0.00147565
49451,20495,7,2033,0.00344319
49452,20495,2,2033,0.00098377
49453,20495,905,2033,0.44515494
49455,20266,1,7702,0.00012984
49456,20266,14,7702,0.00181771
49457,20266,17,7702,0.00220722
49469,20307,189,7347,0.02572479
49471,20453,53,1708,0.03103045
49473,20453,124,1708,0.07259953
49476,20453,222,1708,0.12997658
49478,20515,20,14745,0.00135639
49541,7097,1043,35330,0.02952165
49542,7097,5,35330,0.00014152
49543,7097,2,35330,0.000056609
50449,20414,248,6031,0.04112088
50450,20467,3,8276,0.00036249
50454,20467,66,8276,0.00797487
50457,20334,25,22461,0.00111304
50458,20334,242,22461,0.01077423
50459,20334,199,22461,0.0088598
50460,20334,533,22461,0.02373002
50461,20334,3,22461,0.00013357
50462,20334,466,22461,0.02074707
50467,20334,8,22461,0.00035617
50470,20364,173,8490,0.02037691
50471,20364,125,8490,0.0147232
50472,20364,46,8490,0.00541814
50473,20364,62,8490,0.00730271
50474,20526,84,10785,0.0077886
50475,20526,1254,10785,0.1162726
50476,20526,2163,10785,0.20055633
50477,20526,4,10785,0.00037089
50478,20153,31,1215,0.0255144
50479,20153,9,1215,0.00740741
50481,20153,49,1215,0.04032922
50483,20159,478,4488,0.10650624
50484,20344,3,1355,0.00221402
50485,20344,107,1355,0.07896679
50486,20291,148,3429,0.04316127
50487,20291,350,3429,0.10207058
50489,20113,1,657,0.00152207
50491,20366,27,905,0.02983425
50492,20366,13,905,0.01436464
50493,20366,55,905,0.06077348
50494,20366,49,905,0.05414365
50495,20085,317,20299,0.01561653
50496,20085,163,20299,0.00802995
50497,20085,34,20299,0.00167496
50498,20085,347,20299,0.01709444
50499,20254,20,2484,0.00805153
50500,20306,141,3187,0.04424223
50501,20306,120,3187,0.03765297
50502,20279,6,1113,0.00539084
50503,20236,2,470,0.00425532
50504,20236,92,470,0.19574468
50505,20424,6,3055,0.00196399
50507,20495,24,2033,0.01180521
50508,20495,4,2033,0.00196754
50509,20495,22,2033,0.01082145
50510,20495,1,2033,0.00049188
50515,20266,23,7702,0.00298624
50516,20266,233,7702,0.03025188
50519,20125,471,10933,0.04308058
50522,20125,935,10933,0.0855209
50527,20307,7,7347,0.00095277
50529,20307,1374,7347,0.18701511
50538,20515,279,14745,0.01892167
50597,7097,69,35330,0.00195301
50599,7097,5,35330,0.00014152
50600,7097,2,35330,0.000056609
51515,20467,8,8276,0.00096665
51516,20334,37,22461,0.0016473
51519,20334,146,22461,0.00650016
51520,20334,121,22461,0.00538712
51521,20334,70,22461,0.00311651
51527,20334,5,22461,0.00022261
51529,20364,29,8490,0.00341578
51530,20364,174,8490,0.0204947
51531,20364,13,8490,0.00153121
51532,20364,300,8490,0.03533569
51533,20526,7,10785,0.00064905
51534,20526,2,10785,0.00018544
51535,20526,1,10785,0.000092721
51536,20526,88,10785,0.00815948
51537,20153,9,1215,0.00740741
51538,20153,79,1215,0.06502058
51539,20153,19,1215,0.01563786
51540,20159,31,4488,0.00690731
51545,20344,7,1355,0.00516605
51546,20291,781,3429,0.2277632
51547,20291,23,3429,0.0067075
51549,20113,59,657,0.08980213
51550,20366,34,905,0.03756906
51551,20366,13,905,0.01436464
51552,20366,5,905,0.00552486
51553,20366,76,905,0.0839779
51555,20085,208,20299,0.01024681
51556,20085,13,20299,0.00064043
51558,20254,61,2484,0.02455717
51559,20279,14,1113,0.01257862
51560,20279,17,1113,0.01527403
51561,20279,489,1113,0.4393531
51562,20236,11,470,0.02340426
51563,20236,70,470,0.14893617
51564,20424,1,3055,0.00032733
51566,20424,60,3055,0.01963994
51570,20211,967,2553,0.37877007
51574,20266,2175,7702,0.28239418
51587,20307,69,7347,0.00939159
51597,20515,16,14745,0.00108511
51598,20515,312,14745,0.02115972
51655,7097,944,35330,0.0267195
51656,7097,51,35330,0.00144353
51661,7097,11,35330,0.00031135
51662,7097,4,35330,0.00011322
52563,20482,1,18490,0.000054083
52564,20482,4,18490,0.00021633
52573,20467,7,8276,0.00084582
52578,20334,60,22461,0.0026713
52579,20334,2,22461,0.000089043
52580,20334,7,22461,0.00031165
52584,20334,112,22461,0.00498642
52587,20364,31,8490,0.00365136
52589,20364,193,8490,0.02273263
52590,20364,71,8490,0.00836278
52591,20364,20,8490,0.00235571
52592,20526,190,10785,0.01761706
52593,20526,1535,10785,0.14232731
52594,20526,604,10785,0.05600371
52595,20526,3,10785,0.00027816
52596,20526,5,10785,0.00046361
52597,20153,24,1215,0.01975309
52598,20153,50,1215,0.04115226
52599,20159,19,4488,0.00423351
52600,20159,6,4488,0.0013369
52603,20159,4,4488,0.00089127
52604,20344,57,1355,0.04206642
52609,20366,88,905,0.09723757
52610,20366,114,905,0.12596685
52611,20366,47,905,0.0519337
52613,20263,16,1545,0.01035599
52614,20254,9,2484,0.00362319
52615,20254,97,2484,0.03904992
52616,20254,86,2484,0.03462158
52619,20279,90,1113,0.08086253
52620,20279,3,1113,0.00269542
52621,20236,1,470,0.00212766
52622,20236,10,470,0.0212766
52623,20424,427,3055,0.13977087
52624,20424,94,3055,0.03076923
52625,20424,1090,3055,0.35679214
52626,20211,7,2553,0.00274187
52627,20211,748,2553,0.29298864
52629,20148,372,1074,0.34636872
52630,20211,9,2553,0.00352526
52633,20266,5,7702,0.00064918
52655,20515,102,14745,0.0069176
52658,20515,36,14745,0.00244151
52713,7097,265,35330,0.00750071
52715,7097,14,35330,0.00039626
52716,7097,8,35330,0.00022644
52717,7097,9,35330,0.00025474
52719,7097,965,35330,0.0273139
52720,7097,1,35330,0.000028305
52721,7097,5,35330,0.00014152
53620,20482,1,18490,0.000054083
53622,20482,6,18490,0.0003245
53623,20482,1,18490,0.000054083
53624,20482,6,18490,0.0003245
53631,20467,80,8276,0.00966651
53632,20467,270,8276,0.03262446
53633,20334,2,22461,0.000089043
53634,20334,447,22461,0.01990116
53640,20334,215,22461,0.00957215
53641,20334,1171,22461,0.05213481
53645,20272,28,231,0.12121212
53646,20364,1034,8490,0.12179034
53647,20364,23,8490,0.00270907
53648,20364,25,8490,0.00294464
53650,20526,126,10785,0.01168289
53651,20526,74,10785,0.00686138
53652,20526,1844,10785,0.17097821
53653,20433,118,1097,0.10756609
53654,20526,185,10785,0.01715345
53655,20526,24,10785,0.00222531
53656,20202,31,3336,0.00929257
53657,20153,18,1215,0.01481482
53658,20159,545,4488,0.12143494
53659,20159,166,4488,0.03698752
53668,20366,13,905,0.01436464
53670,20263,8,1545,0.00517799
53671,20263,84,1545,0.05436893
53673,20254,53,2484,0.02133655
53674,20254,174,2484,0.07004831
53675,20254,21,2484,0.00845411
53676,20254,13,2484,0.00523349
53677,20254,89,2484,0.03582931
53678,20279,30,1113,0.02695418
53679,20279,4,1113,0.00359389
53680,20424,1,3055,0.00032733
53681,20424,38,3055,0.01243863
53682,20424,84,3055,0.02749591
53683,20424,91,3055,0.02978723
53684,20424,23,3055,0.00752864
53685,20211,6,2553,0.00235018
53688,20148,702,1074,0.65363129
53689,20211,2,2553,0.00078339
53691,20266,29,7702,0.00376526
53707,20307,12,7347,0.00163332
53708,20307,27,7347,0.00367497
53717,20515,22,14745,0.00149203
53769,7097,37,35330,0.00104727
53773,7097,348,35330,0.00984999
53774,7097,9,35330,0.00025474
53775,7097,4,35330,0.00011322
53776,7097,482,35330,0.0136428
53777,7097,6,35330,0.00016983
53778,7097,6,35330,0.00016983
53779,7097,55,35330,0.00155675
53780,7097,3,35330,0.000084914
54677,20482,77,18490,0.00416441
54678,20482,111,18490,0.00600325
54679,20482,12,18490,0.000649
54680,20482,256,18490,0.01384532
54681,20482,12,18490,0.000649
54682,20482,413,18490,0.0223364
54683,20482,2235,18490,0.12087615
54685,20414,2331,6031,0.38650307
54689,20467,777,8276,0.09388594
54690,20467,213,8276,0.02573707
54691,20467,364,8276,0.0439826
54692,20334,108,22461,0.00480833
54695,20334,138,22461,0.00614398
54699,20334,609,22461,0.02711366
54700,20334,324,22461,0.014425
54701,20334,2,22461,0.000089043
54705,20364,5,8490,0.00058893
54707,20364,81,8490,0.00954064
54708,20364,4,8490,0.00047114
54710,20526,65,10785,0.00602689
54712,20433,598,1097,0.54512306
54713,20202,147,3336,0.04406475
54714,20202,149,3336,0.04466427
54715,20202,9,3336,0.00269784
54716,20159,19,4488,0.00423351
54717,20159,200,4488,0.04456328
54718,20159,24,4488,0.00534759
54725,20291,60,3429,0.01749781
54726,20291,3,3429,0.00087489
54728,20263,48,1545,0.03106796
54729,20263,5,1545,0.00323625
54731,20391,25,1748,0.01430206
54732,20391,3,1748,0.00171625
54734,20254,5,2484,0.00201288
54735,20254,31,2484,0.01247987
54736,20254,9,2484,0.00362319
54737,20254,36,2484,0.01449275
54738,20254,37,2484,0.01489533
54739,20424,46,3055,0.01505728
54741,20424,12,3055,0.00392799
54742,20424,582,3055,0.19050737
54747,20211,613,2553,0.24010968
54748,20211,4,2553,0.00156678
54757,20125,385,10933,0.03521449
54759,20410,1104,2937,0.37589377
54767,20307,85,7347,0.01156935
54771,20515,371,14745,0.02516107
54773,20515,141,14745,0.00956256
54777,20515,2,14745,0.00013564
54824,20143,124,3551,0.03491974
54831,7097,1016,35330,0.02875743
54832,7097,597,35330,0.01689782
54833,7097,531,35330,0.01502972
54834,7097,5,35330,0.00014152
54835,7097,13,35330,0.00036796
54836,7097,13,35330,0.00036796
54837,7097,1,35330,0.000028305
54838,7097,7,35330,0.00019813
54839,7097,2,35330,0.000056609
55734,20482,1735,18490,0.09383451
55736,20482,93,18490,0.00502975
55737,20482,141,18490,0.00762574
55738,20482,6,18490,0.0003245
55739,20482,2,18490,0.00010817
55740,20482,4,18490,0.00021633
55741,20482,111,18490,0.00600325
55742,20482,949,18490,0.05132504
55743,20414,716,6031,0.11871995
55744,20414,150,6031,0.0248715
55747,20467,3,8276,0.00036249
55749,20467,113,8276,0.01365394
55750,20467,283,8276,0.03419526
55751,20467,3,8276,0.00036249
55758,20334,971,22461,0.04323049
55761,20334,22,22461,0.00097948
55766,20364,18,8490,0.00212014
55767,20364,46,8490,0.00541814
55768,20497,2,2,1
55770,20433,2,1097,0.00182315
55771,20202,74,3336,0.02218225
55772,20202,265,3336,0.07943645
55773,20202,42,3336,0.01258993
55775,20159,33,4488,0.00735294
55776,20159,99,4488,0.02205882
55781,20159,492,4488,0.10962567
55785,20291,1569,3429,0.4575678
55787,20263,11,1545,0.00711974
55788,20263,13,1545,0.00841424
55789,20263,79,1545,0.05113269
55791,20391,68,1748,0.0389016
55793,20095,171,2794,0.06120258
55794,20254,55,2484,0.02214171
55795,20254,39,2484,0.01570048
55796,20254,87,2484,0.03502416
55797,20347,54,2662,0.0202855
55798,20347,68,2662,0.0255447
55799,20424,6,3055,0.00196399
55801,20512,9,79,0.11392405
55815,20410,119,2937,0.04051754
55827,20307,2,7347,0.00027222
55833,20515,443,14745,0.03004408
55835,20515,7,14745,0.00047474
55838,20515,515,14745,0.03492709
55839,20079,218,5775,0.03774892
55879,20141,7,2508,0.00279107
55880,20141,4,2508,0.0015949
55881,20141,2,2508,0.00079745
55889,7097,5,35330,0.00014152
55890,7097,268,35330,0.00758562
55891,7097,1421,35330,0.04022078
55892,7097,160,35330,0.00452873
55893,7097,5,35330,0.00014152
55894,7097,11,35330,0.00031135
55895,7097,104,35330,0.00294367
55896,7097,6,35330,0.00016983
55897,7097,3,35330,0.000084914
55898,7097,3,35330,0.000084914
56791,20482,1,18490,0.000054083
56792,20482,5,18490,0.00027042
56794,20482,7,18490,0.00037858
56795,20482,3,18490,0.00016225
56796,20482,1,18490,0.000054083
56797,20482,3,18490,0.00016225
56798,20482,5,18490,0.00027042
56799,20482,1723,18490,0.09318551
56801,20414,2,6031,0.00033162
56811,20467,74,8276,0.00894152
56818,20334,540,22461,0.02404167
56820,20272,3,231,0.01298701
56823,20364,4,8490,0.00047114
56825,20364,658,8490,0.07750295
56826,20364,18,8490,0.00212014
56830,20202,5,3336,0.0014988
56831,20202,776,3336,0.23261391
56839,20159,23,4488,0.00512478
56846,20263,96,1545,0.06213592
56848,20263,243,1545,0.15728155
56849,20391,189,1748,0.10812357
56850,20391,320,1748,0.18306636
56851,20095,184,2794,0.0658554
56852,20095,423,2794,0.15139585
56853,20254,17,2484,0.0068438
56854,20347,85,2662,0.03193088
56855,20347,62,2662,0.02329076
56856,20347,69,2662,0.02592036
56857,20347,352,2662,0.13223141
56864,20319,12,12,1
56871,20125,515,10933,0.0471051
56874,20125,341,10933,0.03118998
56876,20125,696,10933,0.06366048
56885,20052,109,2353,0.04632384
56886,20282,8,154,0.05194805
56887,20515,32,14745,0.00217023
56889,20282,40,154,0.25974026
56892,20515,8,14745,0.00054256
56897,20079,2,5775,0.00034632
56899,20079,16,5775,0.00277056
56936,20141,2,2508,0.00079745
56937,20141,2,2508,0.00079745
56938,20141,2,2508,0.00079745
56948,7097,4,35330,0.00011322
56949,7097,261,35330,0.00738749
56950,7097,21,35330,0.0005944
56951,7097,2,35330,0.000056609
56952,7097,2,35330,0.000056609
56953,7097,18,35330,0.00050948
56954,7097,39,35330,0.00110388
56955,7097,5,35330,0.00014152
56956,7097,6,35330,0.00016983
56957,7097,5,35330,0.00014152
57841,20485,89,1609,0.05531386
57847,20507,494,647,0.76352396
57851,20482,7,18490,0.00037858
57852,20482,10,18490,0.00054083
57856,20482,105,18490,0.00567875
57858,20482,515,18490,0.02785289
57859,20482,766,18490,0.0414278
57860,20414,4,6031,0.00066324
57874,20467,542,8276,0.06549058
57879,20272,49,231,0.21212121
57880,20272,4,231,0.01731602
57881,20272,22,231,0.0952381
57882,20272,34,231,0.14718615
57885,20364,358,8490,0.04216726
57886,20364,17,8490,0.00200236
57887,20364,5,8490,0.00058893
57888,20364,957,8490,0.11272085
57889,20202,14,3336,0.00419664
57890,20202,9,3336,0.00269784
57897,20159,39,4488,0.00868984
57898,20159,33,4488,0.00735294
57899,20159,129,4488,0.02874332
57905,20291,495,3429,0.14435696
57906,20263,103,1545,0.06666667
57907,20391,278,1748,0.1590389
57908,20391,8,1748,0.00457666
57912,20095,36,2794,0.01288475
57913,20095,32,2794,0.01145311
57915,20154,136,1510,0.09006623
57929,20125,408,10933,0.03731821
57933,20125,191,10933,0.01747005
57939,20008,302,302,1
57958,20079,6,5775,0.00103896
57959,20079,1438,5775,0.24900433
