GRIDCODE,CVENTMUN,POB  RURAL EN CELL,POB_TOTxMUN,Frur
182606,14099,47,5489,0.00856258
182613,14122,49,3155,0.0155309
182614,14122,205,3155,0.06497623
182615,14122,44,3155,0.01394612
182616,14122,22,3155,0.00697306
182617,14122,135,3155,0.04278922
182627,14108,5,6659,0.00075086
182628,14108,790,6659,0.11863643
182629,14108,2,6659,0.00030035
182630,14108,6,6659,0.00090104
182631,14108,2,6659,0.00030035
182632,14087,4,4436,0.00090171
182634,14121,4,3761,0.00106355
182639,14085,2,15709,0.00012732
182640,14085,6,15709,0.00038195
182641,14085,3,15709,0.00019097
182642,14085,3,15709,0.00019097
182643,14056,1,1820,0.00054945
182644,14056,30,1820,0.01648352
182645,14056,1,1820,0.00054945
182646,14056,2,1820,0.0010989
182649,14056,16,1820,0.00879121
182651,14056,6,1820,0.0032967
182654,16095,6,2788,0.00215208
182656,16095,7,2788,0.00251076
182659,16068,12,9862,0.00121679
182661,16068,278,9862,0.02818901
182662,16068,73,9862,0.00740215
182663,16068,14,9862,0.00141959
182664,16068,11,9862,0.00111539
182665,16068,25,9862,0.00253498
182666,16102,3,21343,0.00014056
182667,16102,6,21343,0.00028112
182668,16102,3,21343,0.00014056
182669,16102,15,21343,0.00070281
182670,16102,3,21343,0.00014056
182672,16102,4,21343,0.00018742
182674,16102,22,21343,0.00103078
182675,16102,1,21343,0.000046854
182676,16102,5,21343,0.00023427
182688,16032,397,11982,0.03313303
182689,16066,482,22108,0.02180206
182690,16066,1042,22108,0.04713226
182691,16066,17,22108,0.00076895
182692,16066,7,22108,0.00031663
182693,16066,236,22108,0.01067487
182694,16066,1,22108,0.000045233
182695,16066,106,22108,0.00479464
182696,16039,244,4918,0.04961366
182697,16039,902,4918,0.18340789
182698,16039,23,4918,0.0046767
182700,16053,38,67433,0.00056352
182701,16001,10,4254,0.00235073
182702,16001,233,4254,0.05477198
182703,16001,19,4254,0.00446639
182704,16053,346,67433,0.00513102
182705,16053,11,67433,0.00016313
182706,16053,10,67433,0.0001483
182707,16053,93,67433,0.00137915
182708,16049,17,10850,0.00156682
182709,16049,33,10850,0.00304148
182710,16101,18,8094,0.00222387
182711,16101,1,8094,0.00012355
182712,16101,93,8094,0.01148999
182713,16101,2,8094,0.0002471
182715,16101,1,8094,0.00012355
182716,16101,7,8094,0.00086484
182717,16101,31,8094,0.00383
182718,16101,7,8094,0.00086484
182720,16034,3,41121,0.000072955
182722,16034,43,41121,0.00104569
182723,16034,38,41121,0.0009241
182724,16034,1,41121,0.000024319
182725,16034,15,41121,0.00036478
182726,16034,34,41121,0.00082683
182727,16034,3,41121,0.000072955
182728,16098,130,16904,0.00769049
182729,16098,75,16904,0.00443682
182730,16098,158,16904,0.0093469
182731,16047,92,14913,0.00616911
182732,16098,38,16904,0.00224799
182734,16112,98,65014,0.00150737
182735,16112,1945,65014,0.02991663
182736,16112,30,65014,0.00046144
182737,16112,99,65014,0.00152275
182739,16112,2396,65014,0.0368536
182742,15124,541,84664,0.00638997
182743,15124,754,84664,0.00890579
182744,15114,325,90542,0.00358949
182745,15114,1141,90542,0.01260189
182746,15114,668,90542,0.00737779
182747,15114,456,90542,0.00503634
182748,15114,1010,90542,0.01115504
182749,15114,3401,90542,0.03756268
182750,15005,775,88534,0.0087537
182751,15005,1747,88534,0.01973253
182752,15005,395,88534,0.00446156
182753,15005,376,88534,0.00424696
182755,15005,109,88534,0.00123117
182756,15042,3302,57407,0.05751912
182757,15042,1846,57407,0.03215636
182759,15047,9,57158,0.00015746
182761,15047,97,57158,0.00169705
182762,15087,714,53352,0.01338282
182763,15087,1168,53352,0.02189234
182764,15087,327,53352,0.00612911
182766,15067,8,38933,0.00020548
182769,15046,748,10124,0.07388384
182770,15046,1233,10124,0.12178981
182771,15057,281,24402,0.01151545
182772,15057,720,24402,0.02950578
182773,15057,307,24402,0.01258094
182785,15099,29,18290,0.00158557
182786,15099,191,18290,0.01044287
182788,15099,563,18290,0.03078185
182789,15099,11,18290,0.00060142
182790,15099,4,18290,0.0002187
182797,29021,1,4463,0.00022407
182798,29021,12,4463,0.00268877
182799,29021,5,4463,0.00112032
182800,29021,4,4463,0.00089626
182801,29012,8,5954,0.00134364
182803,29012,18,5954,0.00302318
182804,29012,355,5954,0.05962378
182805,29014,7,6070,0.00115321
182806,29014,6,6070,0.00098847
182807,29014,728,6070,0.1199341
182808,29014,3,6070,0.00049423
182809,29040,204,6255,0.03261391
182810,29055,2,191,0.0104712
182811,29040,20,6255,0.00319744
182812,29005,6,2578,0.00232739
182813,29031,27,3631,0.00743597
182814,29031,10,3631,0.00275406
182815,29031,5,3631,0.00137703
182816,29031,2,3631,0.00055081
182821,29030,300,5675,0.05286344
182822,29030,4,5675,0.00070485
182823,29030,20,5675,0.00352423
182828,21094,6,15996,0.00037509
182829,21094,17,15996,0.00106277
182830,21094,59,15996,0.00368842
182831,21094,1756,15996,0.10977744
182832,21094,2,15996,0.00012503
182833,21094,6,15996,0.00037509
182834,21170,889,12457,0.0713655
182835,21170,15,12457,0.00120414
182839,21170,19,12457,0.00152525
182844,30025,8,18690,0.00042804
182846,30025,1064,18690,0.05692884
182848,30092,10,9280,0.00107759
182849,30092,53,9280,0.00571121
182850,30092,12,9280,0.0012931
182851,30092,24,9280,0.00258621
182852,30092,25,9280,0.00269397
182853,30092,1,9280,0.00010776
182854,30038,11,16794,0.000655
182855,30038,758,16794,0.04513517
182856,30038,73,16794,0.00434679
182857,30038,1618,16794,0.09634393
182858,30065,364,34926,0.01042204
182859,30065,594,34926,0.01700739
182860,30065,1409,34926,0.04034244
182861,30065,706,34926,0.02021417
182862,30065,5,34926,0.00014316
182863,30065,1557,34926,0.04457997
182866,30004,41,33831,0.00121191
182867,30004,2,33831,0.000059117
182868,30004,258,33831,0.00762614
182869,30004,20,33831,0.00059117
182870,30004,91,33831,0.00268984
182872,30191,5,11357,0.00044026
182873,30191,621,11357,0.05467993
182874,30191,345,11357,0.03037774
182875,30191,5,11357,0.00044026
182876,30191,573,11357,0.05045347
183630,14043,11,15537,0.00070799
183640,14043,2,15537,0.00012873
183641,14043,70,15537,0.00450537
183644,14043,148,15537,0.00952565
183646,14043,176,15537,0.0113278
183649,14043,1,15537,0.000064363
183650,14021,147,3742,0.03928381
183652,14021,2,3742,0.00053447
183657,14027,164,14725,0.01113752
183658,14027,8,14725,0.00054329
183666,14099,161,5489,0.02933139
183667,14099,7,5489,0.00127528
183668,14099,106,5489,0.01931135
183671,14099,31,5489,0.00564766
183672,14122,158,3155,0.05007924
183673,14122,62,3155,0.01965135
183674,14122,19,3155,0.00602219
183675,14122,17,3155,0.00538827
183677,14122,2,3155,0.00063391
183687,14108,2,6659,0.00030035
183688,14108,6,6659,0.00090104
183689,14108,276,6659,0.04144767
183690,14108,23,6659,0.00345397
183691,14121,5,3761,0.00132943
183692,14121,6,3761,0.00159532
183693,14121,2,3761,0.00053177
183694,14121,442,3761,0.11752194
183695,14085,53,15709,0.00337386
183697,14085,1,15709,0.000063658
183698,14085,14,15709,0.00089121
183699,14085,3,15709,0.00019097
183700,14085,4,15709,0.00025463
183701,14085,2,15709,0.00012732
183702,14056,1,1820,0.00054945
183706,14056,3,1820,0.00164835
183707,14056,1,1820,0.00054945
183708,14056,3,1820,0.00164835
183709,14056,5,1820,0.00274725
183711,14056,14,1820,0.00769231
183714,16095,4,2788,0.00143472
183715,16095,3,2788,0.00107604
183719,16075,611,21868,0.02794037
183721,16068,1460,9862,0.14804299
183722,16068,13,9862,0.00131819
183723,16068,77,9862,0.00780775
183724,16068,175,9862,0.01774488
183725,16102,53,21343,0.00248325
183726,16102,11,21343,0.00051539
183727,16075,773,21868,0.03534845
183729,16102,1,21343,0.000046854
183748,16032,606,11982,0.05057586
183750,16066,295,22108,0.01334359
183752,16066,2443,22108,0.11050299
183753,16066,12,22108,0.00054279
183754,16066,94,22108,0.00425186
183755,16066,94,22108,0.00425186
183756,16039,292,4918,0.05937373
183758,16048,497,3012,0.16500664
183759,16053,619,67433,0.00917948
183760,16053,2050,67433,0.03040055
183761,16053,316,67433,0.00468613
183762,16053,3,67433,0.000044489
183763,16053,3,67433,0.000044489
183764,16053,106,67433,0.00157193
183765,16053,71,67433,0.0010529
183766,16053,4,67433,0.000059318
183767,16053,14,67433,0.00020761
183768,16053,27,67433,0.0004004
183769,16101,2,8094,0.0002471
183773,16101,13,8094,0.00160613
183774,16101,6,8094,0.00074129
183775,16101,190,8094,0.02347418
183776,16101,5,8094,0.00061774
183777,16101,3,8094,0.00037065
183779,16034,21,41121,0.00051069
183780,16034,8,41121,0.00019455
183781,16034,67,41121,0.00162934
183782,16034,13,41121,0.00031614
183783,16034,37,41121,0.00089978
183784,16034,136,41121,0.00330731
183785,16034,5,41121,0.00012159
183786,16034,16,41121,0.0003891
183787,16098,5,16904,0.00029579
183788,16098,21,16904,0.00124231
183789,16098,601,16904,0.03555372
183790,16098,215,16904,0.01271888
183791,16098,681,16904,0.04028632
183792,16098,532,16904,0.03147184
183793,16098,156,16904,0.00922859
183794,16061,580,15833,0.03663235
183795,16061,234,15833,0.01477926
183802,15124,984,84664,0.01162241
183803,15124,1104,84664,0.01303978
183805,15124,536,84664,0.00633091
183806,15114,794,90542,0.00876941
183807,15114,838,90542,0.00925537
183808,15114,1027,90542,0.0113428
183809,15114,2203,90542,0.02433125
183810,15005,2017,88534,0.02278221
183812,15042,105,57407,0.00182905
183813,15005,10,88534,0.00011295
183815,15042,280,57407,0.00487745
183817,15047,1473,57158,0.02577067
183818,15047,851,57158,0.01488856
183819,15047,815,57158,0.01425872
183820,15047,535,57158,0.00936002
183821,15047,1759,57158,0.03077435
183822,15047,896,57158,0.01567585
183823,15087,556,53352,0.01042135
183825,15038,139,8306,0.01673489
183826,15038,24,8306,0.00288948
183827,15046,15,10124,0.00148163
183828,15046,384,10124,0.03792967
183830,15046,92,10124,0.00908732
183832,15057,242,24402,0.00991722
183833,15013,100,777,0.12870013
183844,15099,117,18290,0.00639694
183845,15099,1822,18290,0.09961728
183847,15099,36,18290,0.00196829
183848,15099,158,18290,0.0086386
183849,15099,272,18290,0.01487151
183850,15099,173,18290,0.00945872
183851,15099,355,18290,0.01940951
183856,29021,215,4463,0.04817387
183857,29021,3,4463,0.00067219
183858,29021,9,4463,0.00201658
183859,29021,6,4463,0.00134439
183860,29020,4,665,0.00601504
183861,29020,4,665,0.00601504
183862,29014,1,6070,0.00016475
183863,29014,874,6070,0.14398682
183864,29014,6,6070,0.00098847
183867,29011,9,2251,0.00399822
183868,29055,2,191,0.0104712
183869,29011,99,2251,0.04398045
183870,29003,8,5538,0.00144457
183871,29003,14,5538,0.00252799
183872,29031,11,3631,0.00302947
183873,29031,460,3631,0.12668686
183874,29034,54,21913,0.00246429
183875,29031,702,3631,0.19333517
183876,29031,1,3631,0.00027541
183877,29030,4,5675,0.00070485
183880,29030,83,5675,0.01462555
183881,29030,177,5675,0.03118943
183882,21083,15,24998,0.00060005
183883,29004,291,12109,0.02403171
183885,21094,78,15996,0.00487622
183886,21094,1073,15996,0.06707927
183887,21094,8,15996,0.00050013
183888,21094,7,15996,0.00043761
183889,21094,10,15996,0.00062516
183890,21094,2,15996,0.00012503
183892,21094,8,15996,0.00050013
183895,21170,17,12457,0.0013647
183896,21170,536,12457,0.04302802
183901,30128,2,19711,0.00010147
183903,30128,3,19711,0.0001522
183904,30025,1,18690,0.000053505
183907,30092,42,9280,0.00452586
183908,30092,7,9280,0.00075431
183909,30092,297,9280,0.03200431
183910,30092,91,9280,0.00980603
183911,30038,14,16794,0.00083363
183912,30038,42,16794,0.00250089
183913,30038,10,16794,0.00059545
183914,30038,1112,16794,0.06621412
183915,30065,35,34926,0.00100212
183916,30065,86,34926,0.00246235
183917,30065,2480,34926,0.07100727
183919,30065,991,34926,0.02837428
183920,30065,294,34926,0.0084178
183921,30065,13,34926,0.00037222
183922,30004,52,33831,0.00153705
183923,30065,251,34926,0.00718662
183924,30004,3,33831,0.000088676
183925,30004,1,33831,0.000029559
183926,30004,2,33831,0.000059117
183927,30004,4,33831,0.00011824
183928,30004,19,33831,0.00056162
183929,30004,8,33831,0.00023647
183930,30191,696,11357,0.06128379
183931,30191,725,11357,0.06383728
183932,30004,1177,33831,0.03479058
183933,30191,12,11357,0.00105662
183935,30191,9,11357,0.00079246
184689,14043,5,15537,0.00032181
184697,14043,2,15537,0.00012873
184698,14043,6,15537,0.00038618
184699,14043,1,15537,0.000064363
184700,14043,8,15537,0.0005149
184702,14043,2,15537,0.00012873
184704,14043,1,15537,0.000064363
184707,14021,323,3742,0.08631748
184708,14021,1,3742,0.00026724
184709,14021,12,3742,0.00320684
184710,14021,4,3742,0.00106895
184712,14021,2,3742,0.00053447
184725,14099,12,5489,0.00218619
184729,14099,141,5489,0.02568774
184730,14099,332,5489,0.06048461
184731,14099,404,5489,0.07360175
184733,14122,87,3155,0.02757528
184735,14122,4,3155,0.00126783
184743,14108,110,6659,0.016519
184744,14108,3,6659,0.00045052
184746,14108,1,6659,0.00015017
184748,14108,1,6659,0.00015017
184749,14108,2,6659,0.00030035
184750,14108,7,6659,0.00105121
184751,14121,1,3761,0.00026589
184754,14085,20,15709,0.00127316
184755,14085,20,15709,0.00127316
184756,14085,5,15709,0.00031829
184757,14085,5,15709,0.00031829
184759,14085,5,15709,0.00031829
184760,14085,2,15709,0.00012732
184762,14056,3,1820,0.00164835
184763,14056,10,1820,0.00549451
184764,14056,65,1820,0.03571429
184765,14056,43,1820,0.02362637
184766,14056,26,1820,0.01428571
184767,14056,34,1820,0.01868132
184768,14056,12,1820,0.00659341
184770,14056,12,1820,0.00659341
184771,14056,12,1820,0.00659341
184773,16095,7,2788,0.00251076
184779,16075,2177,21868,0.09955186
184780,16075,23,21868,0.00105177
184781,16068,28,9862,0.00283918
184782,16068,15,9862,0.00152099
184785,16075,133,21868,0.00608195
184805,16032,6,11982,0.00050075
184806,16032,1832,11982,0.15289601
184808,16066,2458,22108,0.11118147
184809,16100,86,6447,0.01333954
184810,16100,14,6447,0.00217155
184811,16100,64,6447,0.0099271
184812,16100,176,6447,0.02729952
184813,16100,302,6447,0.04684349
184815,16048,5,3012,0.00166003
184816,16048,606,3012,0.20119522
184817,16048,400,3012,0.13280213
184820,16053,1,67433,0.00001483
184821,16053,17,67433,0.0002521
184822,16053,6,67433,0.000088977
184823,16053,163,67433,0.00241721
184824,16053,125,67433,0.00185369
184825,16053,17,67433,0.0002521
184826,16053,213,67433,0.00315869
184827,16053,7,67433,0.00010381
184828,16101,28,8094,0.00345935
184830,16022,12,14701,0.00081627
184831,16022,191,14701,0.01299231
184832,16101,49,8094,0.00605387
184833,16101,2,8094,0.0002471
184834,16101,6,8094,0.00074129
184835,16101,6,8094,0.00074129
184836,16101,9,8094,0.00111194
184837,16034,43,41121,0.00104569
184838,16034,117,41121,0.00284526
184839,16034,23,41121,0.00055933
184840,16034,746,41121,0.01814158
184841,16034,114,41121,0.00277231
184842,16034,54,41121,0.0013132
184843,16034,201,41121,0.00488801
184844,16034,84,41121,0.00204275
184845,16034,660,41121,0.01605019
184846,16098,59,16904,0.0034903
184847,16098,198,16904,0.0117132
184848,16098,117,16904,0.00692144
184849,16098,176,16904,0.01041174
184850,16098,2,16904,0.00011832
184851,16098,54,16904,0.00319451
184852,16098,505,16904,0.02987459
184853,16061,21,15833,0.00132634
184854,16061,29,15833,0.00183162
184855,16061,175,15833,0.01105286
184856,16061,225,15833,0.01421083
184859,15124,833,84664,0.00983889
184860,15124,1779,84664,0.02101247
184861,15124,858,84664,0.01013418
184862,15124,994,84664,0.01174053
184864,15124,107,84664,0.00126382
184865,15124,814,84664,0.00961448
184866,15074,344,73982,0.00464978
184867,15074,1213,73982,0.01639588
184868,15074,2434,73982,0.0328999
184869,15074,414,73982,0.00559596
184870,15042,1131,57407,0.01970143
184871,15042,2180,57407,0.03797446
184873,15042,4371,57407,0.07614054
184874,15042,2952,57407,0.0514223
184875,15042,2847,57407,0.04959326
184876,15042,900,57407,0.01567753
184877,15047,2,57158,0.000034991
184878,15047,943,57158,0.01649813
184879,15047,467,57158,0.00817034
184880,15047,706,57158,0.01235173
184881,15047,17,57158,0.00029742
184885,15038,185,8306,0.02227306
184886,15038,451,8306,0.0542981
184887,15038,777,8306,0.09354683
184889,15013,109,777,0.14028314
184890,15013,548,777,0.70527671
184895,15104,43,98,0.43877551
184897,15104,50,98,0.51020408
184903,15011,296,12105,0.02445271
184904,15011,0,12105,0
184905,15028,425,9308,0.04565965
184906,15099,457,18290,0.02498633
184907,15099,9,18290,0.00049207
184908,15093,50,12565,0.00397931
184909,15093,11,12565,0.00087545
184910,15093,4,12565,0.00031835
184914,29006,11,8930,0.0012318
184915,29006,27,8930,0.00302352
184916,29006,4,8930,0.00044793
184917,29021,5,4463,0.00112032
184918,29021,1,4463,0.00022407
184919,29021,3,4463,0.00067219
184922,29014,1,6070,0.00016475
184923,29014,120,6070,0.01976936
184925,29014,17,6070,0.00280066
184927,29011,1,2251,0.00044425
184928,29003,268,5538,0.04839292
184929,29003,5,5538,0.00090285
184930,29003,396,5538,0.07150596
184931,29003,15,5538,0.00270856
184932,29003,4,5538,0.00072228
184933,29034,232,21913,0.01058732
184934,29031,1,3631,0.00027541
184935,29031,406,3631,0.11181493
184936,29047,326,380,0.85789474
184938,29030,7,5675,0.00123348
184939,29030,7,5675,0.00123348
184940,21083,6,24998,0.00024002
184941,21083,1,24998,0.000040003
184942,21083,10,24998,0.00040003
184943,21083,254,24998,0.01016081
184944,21094,28,15996,0.00175044
184946,21094,198,15996,0.0123781
184947,21094,46,15996,0.00287572
184948,21105,14,3557,0.0039359
184949,21094,10,15996,0.00062516
184950,21094,3,15996,0.00018755
184952,21170,37,12457,0.00297022
184953,21170,6,12457,0.00048166
184959,30128,2,19711,0.00010147
184960,30128,3,19711,0.0001522
184964,30128,1065,19711,0.05403074
184967,30092,14,9280,0.00150862
184968,30038,61,16794,0.00363225
184969,30038,27,16794,0.00160772
184970,30038,5,16794,0.00029773
184971,30038,725,16794,0.04317018
184972,30038,138,16794,0.00821722
184973,30038,134,16794,0.00797904
184974,30065,32,34926,0.00091622
184975,30065,18,34926,0.00051538
184976,30065,279,34926,0.00798832
184977,30065,21,34926,0.00060127
184978,30065,15,34926,0.00042948
184979,30065,83,34926,0.00237645
184981,30004,133,33831,0.00393131
184982,30004,220,33831,0.00650291
184983,30004,297,33831,0.00877893
184984,30004,13,33831,0.00038426
184985,30004,367,33831,0.01084804
184986,30004,3,33831,0.000088676
184987,30004,5,33831,0.00014779
184988,30004,4,33831,0.00011824
184989,30004,1739,33831,0.05140256
184990,30004,4,33831,0.00011824
184991,30004,5,33831,0.00014779
184992,30191,7,11357,0.00061636
184993,30191,574,11357,0.05054152
185746,14043,793,15537,0.05103945
185747,14043,8,15537,0.0005149
185748,14043,647,15537,0.04164253
185750,14043,112,15537,0.0072086
185752,14043,3,15537,0.00019309
185756,14043,4,15537,0.00025745
185757,14043,6,15537,0.00038618
185759,14043,5,15537,0.00032181
185763,14043,2,15537,0.00012873
185767,14021,1,3742,0.00026724
185769,14021,5,3742,0.00133618
185770,14021,3,3742,0.00080171
185772,14021,6,3742,0.00160342
185778,14027,3,14725,0.00020374
185783,14106,8,2696,0.00296736
185787,14099,644,5489,0.11732556
185788,14099,9,5489,0.00163964
185792,14099,1,5489,0.00018218
185793,14099,1,5489,0.00018218
185802,14108,11,6659,0.0016519
185803,14108,2,6659,0.00030035
185804,14108,140,6659,0.02102418
185806,14108,69,6659,0.01036192
185807,14108,5,6659,0.00075086
185808,14108,6,6659,0.00090104
185809,14121,1,3761,0.00026589
185811,14085,21,15709,0.00133681
185812,14085,4,15709,0.00025463
185813,14085,281,15709,0.01788784
185814,14085,134,15709,0.00853014
185815,14085,110,15709,0.00700236
185817,14085,7,15709,0.0004456
185819,14085,1,15709,0.000063658
185820,14085,5,15709,0.00031829
185821,14056,6,1820,0.0032967
185822,14056,8,1820,0.0043956
185823,14056,6,1820,0.0032967
185825,14056,8,1820,0.0043956
185826,14056,9,1820,0.00494506
185827,14056,9,1820,0.00494506
185828,14056,20,1820,0.01098901
185829,14056,38,1820,0.02087912
185832,16095,8,2788,0.00286944
185833,16095,14,2788,0.00502152
185834,16095,11,2788,0.00394548
185835,16095,15,2788,0.0053802
185836,16095,2,2788,0.00071736
185837,16075,3,21868,0.00013719
185838,16075,1366,21868,0.0624657
185839,16075,331,21868,0.01513627
185841,16075,222,21868,0.01015182
185843,16075,558,21868,0.02551674
185847,16102,1994,21343,0.09342642
185849,16021,1898,1919,0.9890568
185852,16065,1608,9412,0.17084573
185864,16032,363,11982,0.03029544
185865,16032,11,11982,0.00091804
185866,16032,520,11982,0.04339843
185867,16032,1807,11982,0.15080955
185868,16066,98,22108,0.00443279
185870,16100,116,6447,0.01799287
185872,16100,375,6447,0.05816659
185873,16100,218,6447,0.03381418
185875,16048,328,3012,0.10889774
185878,16053,161,67433,0.00238756
185879,16053,375,67433,0.00556108
185880,16053,841,67433,0.01247164
185881,16053,181,67433,0.00268415
185883,16053,42,67433,0.00062284
185884,16053,106,67433,0.00157193
185885,16053,1,67433,0.00001483
185886,16053,2,67433,0.000029659
185888,16053,64,67433,0.00094909
185889,16022,217,14701,0.0147609
185890,16022,11,14701,0.00074825
185891,16022,187,14701,0.01272022
185892,16101,9,8094,0.00111194
185893,16101,9,8094,0.00111194
185894,16101,2,8094,0.0002471
185895,16101,40,8094,0.00494193
185896,16034,2,41121,0.000048637
185897,16072,3,4445,0.00067492
185898,16072,19,4445,0.00427447
185900,16034,638,41121,0.01551519
185901,16034,15,41121,0.00036478
185902,16034,9,41121,0.00021887
185903,16034,60,41121,0.00145911
185904,16034,31,41121,0.00075387
185905,16098,67,16904,0.00396356
185907,16098,2,16904,0.00011832
185908,16098,145,16904,0.00857785
185909,16098,197,16904,0.01165405
185910,16098,16,16904,0.00094652
185911,16061,28,15833,0.00176846
185912,16061,212,15833,0.01338976
185913,16061,315,15833,0.01989516
185914,16005,162,6167,0.02626885
185915,16061,627,15833,0.03960083
185918,15124,343,84664,0.00405131
185919,15124,1675,84664,0.01978409
185920,15124,1001,84664,0.01182321
185921,15124,1002,84664,0.01183502
185922,15124,567,84664,0.00669706
185923,15124,464,84664,0.00548049
185924,15074,1467,73982,0.01982915
185925,15074,339,73982,0.0045822
185926,15074,2245,73982,0.03034522
185927,15074,1145,73982,0.01547674
185928,15074,285,73982,0.00385229
185929,15042,2563,57407,0.04464612
185930,15042,986,57407,0.01717561
185931,15042,424,57407,0.00738586
185932,15042,2304,57407,0.04013448
185933,15042,238,57407,0.00414584
185934,15042,189,57407,0.00329228
185935,15047,124,57158,0.00216943
185936,15047,655,57158,0.01145946
185937,15047,556,57158,0.00972742
185938,15047,577,57158,0.01009483
185939,15047,1943,57158,0.03399349
185940,15047,16,57158,0.00027993
185945,15060,945,35251,0.02680775
185946,15060,30,35251,0.00085104
185947,15038,6,8306,0.00072237
185948,15038,141,8306,0.01697568
185950,15013,10,777,0.01287001
185954,15109,155,2930,0.05290102
185955,15109,1,2930,0.0003413
185956,15104,5,98,0.05102041
185960,15011,3567,12105,0.29467162
185962,15011,344,12105,0.02841801
185963,15011,4,12105,0.00033044
185964,15028,636,9308,0.06832832
185965,15093,27,12565,0.00214883
185966,15093,31,12565,0.00246717
185967,15093,2636,12565,0.2097891
185968,15093,16,12565,0.00127338
185971,29006,23,8930,0.00257559
185972,29006,622,8930,0.06965286
185974,29006,11,8930,0.0012318
185975,29006,4,8930,0.00044793
185976,29006,2,8930,0.00022396
185977,29006,2,8930,0.00022396
185978,29006,8,8930,0.00089586
185979,29020,6,665,0.00902256
185980,29020,6,665,0.00902256
185982,29014,1512,6070,0.2490939
185983,29014,6,6070,0.00098847
185984,29034,584,21913,0.02665085
185985,29034,1,21913,0.000045635
185986,29034,6,21913,0.00027381
185987,29003,1304,5538,0.23546407
185988,29003,3,5538,0.00054171
185989,29003,17,5538,0.0030697
185990,29003,2,5538,0.00036114
185991,29034,11,21913,0.00050199
185992,29034,1,21913,0.000045635
185994,29034,276,21913,0.01259526
185995,29047,23,380,0.06052632
185996,29047,11,380,0.02894737
185997,29046,22,1303,0.01688411
185998,29046,8,1303,0.00613968
185999,29046,9,1303,0.00690714
186000,21083,11,24998,0.00044004
186001,21083,83,24998,0.00332027
186002,21083,537,24998,0.02148172
186003,21083,1195,24998,0.04780382
186004,21083,316,24998,0.01264101
186005,21105,129,3557,0.03626652
186006,21105,254,3557,0.07140849
186007,21105,72,3557,0.02024178
186008,21105,25,3557,0.0070284
186009,21044,1064,10092,0.10543004
186012,21044,1,10092,0.000099088
186015,21170,1519,12457,0.12193947
186019,30128,4,19711,0.00020293
186020,30128,2237,19711,0.11348993
186021,30128,7,19711,0.00035513
186022,30128,12,19711,0.0006088
186023,30128,4,19711,0.00020293
186024,30128,1044,19711,0.05296535
186027,30038,228,16794,0.01357628
186028,30001,76,6574,0.01156069
186029,30001,10,6574,0.00152114
186030,30038,6,16794,0.00035727
186031,30182,18,9240,0.00194805
186032,30087,108,9780,0.01104295
186035,30065,15,34926,0.00042948
186036,30065,4,34926,0.00011453
186037,30065,9,34926,0.00025769
186038,30065,968,34926,0.02771574
186039,30004,1136,33831,0.03357867
186041,30004,510,33831,0.01507493
186042,30004,332,33831,0.00981349
186043,30004,1,33831,0.000029559
186044,30004,5,33831,0.00014779
186045,30004,188,33831,0.00555703
186047,30004,79,33831,0.00233514
186048,30004,3,33831,0.000088676
186051,30004,970,33831,0.02867193
186053,30191,24,11357,0.00211323
186804,14043,6,15537,0.00038618
186805,14043,14,15537,0.00090108
186806,14043,223,15537,0.01435284
186807,14043,406,15537,0.02613117
186808,14043,27,15537,0.00173779
186812,14043,158,15537,0.01016927
186814,14043,4,15537,0.00025745
186827,14021,4,3742,0.00106895
186828,14021,1,3742,0.00026724
186829,14021,1,3742,0.00026724
186838,14027,16,14725,0.00108659
186843,14106,12,2696,0.00445104
186845,14106,325,2696,0.12054896
186846,14099,37,5489,0.00674075
186847,14099,1,5489,0.00018218
186850,14099,321,5489,0.0584806
186851,14113,74,10704,0.0069133
186852,14113,1108,10704,0.10351271
186853,14113,198,10704,0.01849776
186854,14113,22,10704,0.00205531
186856,14113,206,10704,0.01924514
186857,14113,77,10704,0.00719357
186859,14113,7,10704,0.00065396
186861,14023,851,2784,0.30567529
186862,14023,22,2784,0.0079023
186864,14121,8,3761,0.00212709
186868,14121,71,3761,0.01887796
186869,14085,9,15709,0.00057292
186870,14085,363,15709,0.02310777
186871,14085,8,15709,0.00050926
186872,14085,50,15709,0.00318289
186874,14085,37,15709,0.00235534
186879,14085,5,15709,0.00031829
186881,14069,11,7140,0.00154062
186882,14056,13,1820,0.00714286
186884,14069,3,7140,0.00042017
186886,14056,4,1820,0.0021978
186887,14056,2,1820,0.0010989
186888,16019,2,6084,0.00032873
186889,16019,7,6084,0.00115056
186890,16019,9,6084,0.00147929
186892,16095,9,2788,0.00322812
186893,16095,16,2788,0.00573888
186894,16095,11,2788,0.00394548
186896,16095,77,2788,0.02761836
186897,16095,80,2788,0.02869441
186899,16075,4,21868,0.00018292
186902,16075,563,21868,0.02574538
186911,16065,71,9412,0.00754356
186912,16065,3,9412,0.00031874
186913,16065,10,9412,0.00106247
186916,16056,42,2690,0.01561338
186920,16056,879,2690,0.3267658
186926,16032,317,11982,0.02645635
186928,16100,277,6447,0.04296572
186930,16100,59,6447,0.00915154
186931,16100,52,6447,0.00806577
186932,16100,91,6447,0.01411509
186933,16100,299,6447,0.04637816
186934,16100,68,6447,0.01054754
186935,16053,1003,67433,0.01487402
186937,16053,532,67433,0.00788931
186938,16053,183,67433,0.00271381
186939,16053,555,67433,0.00823039
