GRIDCODE,CVENTMUN,Fb
96049,20038,0.071604854
96050,20060,0.161404371
96051,20060,0.040157743
96052,20554,0.035580195
96053,20437,0.012012836
96054,20437,0.019036355
96055,20502,0.051205986
96056,20502,0.040063576
96057,20502,0.030153798
96058,20502,0.017708598
96059,20190,0.000159816
96060,20190,0.005574251
96061,20190,0.006428184
96062,20190,0.007076674
96063,20190,0.007076674
96064,20190,0.007076674
96065,20190,0.007076674
96066,20190,0.006342772
96067,20190,0.001983951
96068,20207,0.004913884
96069,20207,0.00572416
96070,20207,0.00572416
96071,20207,0.00572416
96072,20207,0.00572416
96073,20207,0.00572416
96074,20207,0.00572416
96075,20207,0.00572416
96076,20207,0.00572416
96077,20207,0.00572416
96078,20057,0.002304774
96079,20057,0.000343312
96080,20198,0.006120256
96081,20198,0.008552354
96082,20198,0.009746534
96083,20198,0.006725583
96084,20198,0.012279407
96085,20057,0.00016145
96086,20057,0.002690466
96087,20057,0.00625175
96088,20057,0.006819697
96089,20057,0.005420206
96090,20057,0.002993886
96091,20057,0.004696671
96092,20057,0.003815602
96093,20057,0.007352833
96094,20057,0.007352833
96095,20057,0.007000261
96096,20057,0.001981236
96097,20057,0.00018122
96098,20407,0.001990972
96099,20407,0.001992066
96100,20407,0.001992066
96101,20407,0.001992066
96102,20407,0.001992066
96103,20407,0.001992066
96104,20407,0.001992066
96105,20407,0.001992066
96106,20407,0.001992066
96107,20407,0.001992066
96108,20407,0.001992066
96109,20407,0.001992066
96110,20407,0.001992066
96111,20407,0.001992066
96112,20407,0.001992066
96113,20407,0.001992066
96114,20407,0.001992066
96115,20407,0.001992066
96116,20407,0.001992066
96117,20407,0.001992066
96118,20407,0.001992066
96119,20407,0.001965646
96120,20407,0.001679778
96121,20407,0.001992066
96122,20407,0.001992066
96123,20407,0.001992066
96124,20407,0.001992066
96125,20407,0.001992066
96126,20407,0.001992066
96127,20407,0.001992066
96128,7017,0.002012119
96129,7017,0.00185537
96130,7061,0.002655027
96131,7061,0.001651157
96132,7061,0.005013312
96133,7061,0.004362047
96134,7061,0.004798507
96135,7061,0.005013312
96136,7061,0.005013312
96137,7061,0.005013312
96138,7061,0.004810341
96139,7061,0.005002367
96140,7061,0.005013312
96932,12057,0.000695106
96933,12057,0.001315818
96934,12057,0.003561215
96935,12057,0.003600567
96936,12057,0.003600567
96937,12057,0.003592661
96938,12057,0.003289606
96939,12057,0.002962087
96940,12057,0.002705498
96941,12057,0.00339973
96942,12057,0.003600567
96943,12057,0.003600567
96944,12057,0.003600567
96945,12057,0.003600567
96946,12057,0.003600567
96947,12057,0.003600567
96948,12057,0.003600567
96949,12057,0.003565581
96950,12057,0.003600567
96951,12057,0.003248801
96952,12011,0.00061628
96953,12011,0.006345415
96954,12011,0.007034121
96955,12011,0.006936642
96956,12011,0.003450731
96957,12011,0.003850896
96958,12011,0.006918145
96959,12011,0.007034121
96960,12011,0.007034121
96961,12011,0.006342979
96962,12011,0.006588146
96963,12011,0.004241865
96964,12011,0.001819389
96965,12011,2.46E-05
96966,12021,0.005729737
96967,12021,0.005729737
96968,12021,0.005729737
96969,12021,0.005729737
96970,12021,0.005267408
96971,12021,0.000925924
96972,12029,0.004580884
96973,12029,0.004580884
96974,12029,0.004201115
96975,12029,0.003368165
96976,12029,0.004579812
96977,12029,0.003568391
96978,12029,0.004411941
96979,12029,0.004580884
96980,12029,0.004580884
96981,12029,0.004471107
96982,12029,0.002042854
96983,12029,0.003053256
96984,12029,0.003736469
96985,12029,0.004580884
96986,12029,0.004373143
96987,12029,0.004580884
96988,12029,0.004519704
96989,12029,0.002205463
96990,12044,0.019546394
96991,12044,0.019546394
96992,12044,0.018489629
96993,12044,0.019546394
96994,12044,0.019546394
96995,12044,0.011030494
96996,12044,0.001347907
96997,12044,2.11E-06
96998,12051,0.011643847
96999,12051,0.011643847
97000,12051,0.011643847
97001,12051,0.011643847
97002,12051,0.011643847
97003,12051,0.011643847
97004,12051,0.011643847
97005,12028,0.005534253
97006,12010,0.008970959
97007,12010,0.013313637
97008,12010,0.009531255
97009,12076,0.014530618
97010,12076,0.014530618
97011,12072,0.008630203
97012,12063,0.015657103
97013,12063,0.032531353
97014,12063,0.032531353
97015,12063,0.032531353
97016,12041,0.004585703
97017,12041,0.017770729
97018,12041,0.019746438
97019,12009,0.01188326
97020,12009,0.054899232
97021,12009,0.06165815
97022,12009,0.022472771
97023,12009,0.002080639
97024,12043,0.007853839
97025,12043,0.01509969
97026,12043,0.015230098
97027,12004,0.00993915
97028,12004,0.020061462
97029,12004,0.020550457
97030,12004,0.002944951
97031,20016,0.014400267
97032,20016,0.060062757
97033,20016,0.050387612
97034,20016,0.041308975
97035,20242,0.008547094
97036,20348,0.040182555
97037,20348,0.045210689
97038,20348,0.028267692
97039,20469,0.007089881
97040,20469,0.01222021
97041,20469,0.010020489
97042,20469,0.007996636
97043,20208,0.00360337
97044,20208,0.033139193
97045,20208,0.021680823
97046,20208,0.011771866
97047,20208,0.012079799
97048,20208,0.007019222
97049,20208,0.019098196
97050,20397,0.047399701
97051,20397,0.020555293
97052,20397,0.000882275
97053,20397,0.009399901
97054,20397,0.019081225
97055,20050,0.005441094
97056,20050,0.003346056
97057,20050,0.093755311
97058,20050,0.161794966
97059,20050,0.08361173
97060,20119,0.105046157
97061,20119,0.106405817
97062,20119,0.01712782
97063,20195,0.17733672
97064,20195,0.041216498
97065,20492,0.025205229
97066,20046,0.013672935
97067,20046,0.026963691
97068,20046,0.023835906
97069,20046,0.028193509
97070,20046,0.011277806
97071,20569,0.081581318
97072,20094,0.085388291
97073,20094,0.168855419
97074,20094,0.123845116
97075,20094,0.028896592
97076,20487,0.091342765
97077,20487,0.095268681
97078,20294,0.019879917
97079,20294,0.000450893
97080,20483,0.072195789
97081,20483,0.018357041
97082,20483,0.022362433
97083,20045,0.074299959
97084,20045,0.291603576
97085,20178,0.178378795
97086,20084,0.003568555
97087,20084,0.104155934
97088,20084,0.040964079
97089,20504,0.118640683
97090,20363,0.025145145
97091,20363,0.04276338
97092,20363,0.043257995
97093,20363,0.027323031
97094,20191,0.014346844
97095,20262,0.057480201
97096,20262,0.059639729
97097,20443,0.086880986
97098,20443,0.100417745
97099,20443,0.04312621
97100,20473,0.08172316
97101,20473,0.035580106
97102,20442,0.016026902
97103,20114,0.011654392
97104,20114,0.310714198
97105,20038,0.04623141
97106,20038,0.13090107
97107,20038,0.039648852
97108,20060,0.075753043
97109,20060,0.065540507
97110,20060,0.013497028
97111,20554,0.035580195
97112,20554,0.035580195
97113,20502,0.006757048
97114,20502,0.04071479
97115,20502,0.042475622
97116,20502,0.050320911
97117,20502,0.038470975
97118,20190,0.002616989
97119,20190,0.005143109
97120,20190,0.007076674
97121,20190,0.007076674
97122,20190,0.007076674
97123,20190,0.007076674
97124,20190,0.007076674
97125,20190,0.007046245
97126,20190,0.002433592
97127,20207,0.00528333
97128,20207,0.00572416
97129,20207,0.00572416
97130,20207,0.00572416
97131,20207,0.005524749
97132,20207,0.00572416
97133,20207,0.00572416
97134,20207,0.005316853
97135,20207,0.005657506
97136,20207,0.00572416
97137,20057,0.00440599
97138,20057,0.004742272
97139,20057,0.00398664
97140,20057,0.001074686
97141,20057,4.54E-06
97142,20057,0.000515364
97143,20057,0.00034144
97144,20057,0.00491205
97145,20057,0.007352833
97146,20057,0.007352833
97147,20057,0.007352833
97148,20057,0.007352833
97149,20057,0.007284815
97150,20057,0.00541078
97151,20057,0.006796399
97152,20057,0.007352833
97153,20057,0.007352833
97154,20057,0.004445058
97155,20407,0.001692646
97156,20407,0.000565094
97157,20407,0.001534975
97158,20407,0.001992066
97159,20407,0.001992066
97160,20407,0.001992066
97161,20407,0.001992066
97162,20407,0.001992066
97163,20407,0.001992066
97164,20407,0.001992066
97165,20407,0.001992066
97166,20407,0.001992066
97167,20407,0.001992066
97168,20407,0.001992066
97169,20407,0.001828838
97170,20407,0.001822896
97171,20407,0.00194741
97172,20407,0.001992066
97173,20407,0.001992066
97174,20407,0.001992066
97175,20407,0.001992066
97176,20407,0.001992066
97177,20407,0.001992066
97178,20407,0.001913027
97179,20407,0.001844226
97180,20407,0.001992066
97181,20407,0.001992066
97182,20407,0.001992066
97183,20407,0.001992066
97184,20407,0.001992066
97185,20407,0.001992066
97186,20407,0.001992066
97187,7017,0.000560595
97188,7017,0.003106304
97189,7017,0.000322552
97190,7061,0.000613544
97191,7061,0.002504912
97192,7061,0.000864208
97193,7061,0.001018662
97194,7061,0.004938827
97195,7061,0.005013312
97196,7061,0.004777806
97197,7061,0.004376755
97198,7061,0.004768187
97199,7061,0.005013312
97989,12048,2.55E-05
97990,12048,0.000832261
97991,12048,0.000382009
97992,12048,8.55E-12
97993,12057,0.003600567
97994,12057,0.003600567
97995,12057,0.003600567
97996,12057,0.003600567
97997,12057,0.003600567
97998,12057,0.00303803
97999,12057,0.001782946
98000,12057,0.002232892
98001,12057,0.003600567
98002,12057,0.003600567
98003,12057,0.003600567
98004,12057,0.003600567
98005,12057,0.003600567
98006,12057,0.003600567
98007,12057,0.003600567
98008,12057,0.003600567
98009,12057,0.003598602
98010,12057,0.003600567
98011,12011,0.000118468
98012,12011,0.006469905
98013,12011,0.007034121
98014,12011,0.007034121
98015,12011,0.007034121
98016,12011,0.007034121
98017,12011,0.007034121
98018,12011,0.007034121
98019,12011,0.007034121
98020,12011,0.005704276
98021,12011,0.005229384
98022,12011,0.005970692
98023,12011,0.006010036
98024,12011,0.005503318
98025,12011,0.001617823
98026,12021,0.005729737
98027,12021,0.005729737
98028,12021,0.005617376
98029,12021,0.001424731
98030,12029,0.004580884
98031,12029,0.004580884
98032,12029,0.004580884
98033,12029,0.004168497
98034,12029,0.004401911
98035,12029,0.004580884
98036,12029,0.004580884
98037,12029,0.004580884
98038,12029,0.004062438
98039,12029,0.004580884
98040,12029,0.004580884
98041,12029,0.002157111
98042,12029,0.002863561
98043,12029,0.004181701
98044,12029,0.004505229
98045,12029,0.002671969
98046,12029,0.004480583
98047,12029,0.004145742
98048,12029,0.001908142
98049,12044,0.019546394
98050,12044,0.019546394
98051,12044,0.019546394
98052,12044,0.019294341
98053,12044,0.017310703
98054,12044,0.000955252
98055,12051,0.007335718
98056,12051,0.011600582
98057,12051,0.011643847
98058,12051,0.009875349
98059,12051,0.011643847
98060,12051,0.011643847
98061,12051,0.011643847
98062,12051,0.011643847
98063,12028,0.004209212
98064,12028,0.017555053
98065,12010,0.009338672
98066,12010,0.01762977
98067,12010,0.009647186
98068,12010,0.000112816
98069,12076,0.014226875
98070,12072,0.012256398
98071,12063,0.000223398
98072,12063,0.018901665
98073,12063,0.029853868
98074,12063,0.032531353
98075,12041,0.003286626
98076,12041,0.019038254
98077,12009,0.013610816
98078,12009,0.049890281
98079,12009,0.060725542
98080,12009,0.063152439
98081,12009,0.052526742
98082,12009,0.018480805
98083,12043,0.015230098
98084,12004,0.000628404
98085,12004,0.007686252
98086,12004,0.015385862
98087,12004,0.017302885
98088,12004,0.020550457
98089,12004,0.008400971
98090,20242,0.030195423
98091,20016,0.004824702
98092,20242,0.034294977
98093,20242,0.038888101
98094,20242,0.024019871
98095,20348,0.039758259
98096,20348,0.025458162
98097,20348,0.042195853
98098,20348,0.009176667
98099,20469,0.011628745
98100,20469,0.008925082
98101,20469,0.012216317
98102,20208,0.006544538
98103,20208,0.021951775
98104,20208,0.01386343
98105,20208,0.018223025
98106,20208,0.005015165
98107,20208,0.019590911
98108,20208,0.023548823
98109,20397,0.027306258
98110,20397,0.029108663
98111,20397,0.029464596
98112,20397,0.020762858
98113,20397,0.030605755
98114,20127,0.146446154
98115,20127,0.25229091
98116,20050,0.035462344
98117,20050,0.058782136
98118,20050,6.68E-06
98119,20119,0.013705373
98120,20119,0.048027869
98121,20119,0.016175005
98122,20195,0.216638363
98123,20195,0.015217752
98124,20492,0.000474633
98125,20046,0.011709299
98126,20046,0.02775484
98127,20046,0.032989363
98128,20046,0.019789421
98129,20046,0.018415924
98130,20569,0.12403906
98131,20569,0.125570964
98132,20094,0.037926218
98133,20094,0.066414976
98134,20094,0.000100994
98135,20487,0.097677917
98136,20487,0.097639953
98137,20150,0.00112659
98138,20294,0.073306614
98139,20294,0.005770348
98140,20294,0.051946576
98141,20045,0.055764441
98142,20045,0.414781257
98143,20045,0.130102454
98144,20178,0.208690142
98145,20178,0.080047228
98146,20504,0.01480216
98147,20504,0.117912591
98148,20504,0.104499169
98149,20363,0.008201522
98150,20363,0.030263406
98151,20363,0.029902136
98152,20363,0.043257995
98153,20191,0.316815152
98154,20262,0.048954947
98155,20262,0.066028618
98156,20443,0.025355488
98157,20496,0.147624347
98158,20473,0.020255771
98159,20473,0.083414441
98160,20442,0.046572968
98161,20442,0.161568247
98162,20097,0.000797618
98163,20097,0.128512097
98164,20038,0.002551929
98165,20038,0.018130114
98166,20257,0.199866155
98167,20257,0.021753731
98168,20554,0.029951667
98169,20554,0.035580195
98170,20554,0.034657431
98171,20554,0.032808976
98172,20554,0.035455092
98173,20502,0.000305445
98174,20502,0.012062208
98175,20502,0.051205986
98176,20502,0.050932459
98177,20502,0.050351458
98178,20190,0.002246311
98179,20190,0.00688831
98180,20190,0.007076674
98181,20190,0.007076674
98182,20190,0.006791304
98183,20190,0.007076674
98184,20190,0.007076674
98185,20190,0.006438406
98186,20190,0.003174051
98187,20190,0.000103602
98188,20207,0.00572416
98189,20207,0.00572416
98190,20207,0.005514349
98191,20207,0.004513469
98192,20207,0.00572416
98193,20207,0.005622509
98194,20207,0.005677514
98195,20207,0.005187555
98196,20057,0.002724533
98197,20057,0.001504932
98198,20057,0.000420536
98199,20057,0.002877883
98200,20057,0.00425451
98201,20057,0.004484957
98202,20057,0.006020416
98203,20057,0.004963647
98204,20057,0.005391058
98205,20057,0.004719675
98206,20057,0.004842362
98207,20057,0.007059369
98208,20057,0.006635424
98209,20057,0.006569198
98210,20057,0.004913588
98211,20057,0.004892097
98212,20057,0.004870607
98213,20057,0.00120446
98214,20407,0.000892151
98215,20407,0.000236081
98216,20407,0.000907027
98217,20407,0.001290458
98218,20407,0.001284635
98219,20407,0.001278813
98220,20407,0.001272991
98221,20407,0.001267168
98222,20407,0.001261346
98223,20407,0.001255524
98224,20407,0.001249701
98225,20407,0.001243879
98226,20407,0.001238057
98227,20407,0.001232234
98228,20407,0.001059974
98229,20407,0.000646512
98230,20407,0.00067572
98231,20407,0.001208945
98232,20407,0.001203123
98233,20407,0.001197301
98234,20407,0.001191478
98235,20407,0.001185656
98236,20407,0.001179834
98237,20407,0.001174011
98238,20407,0.001168189
98239,20407,0.001162367
98240,20407,0.001156544
98241,20407,0.001150722
98242,20407,0.0011449
98243,20407,0.001139077
98244,20407,0.001133255
98245,20407,0.001127433
98246,20407,0.00112161
98247,7017,0.001410842
98248,7017,6.34E-05
98249,7092,0.000443488
98250,7092,0.00693599
98251,7092,0.008378182
98252,7061,1.41E-07
98253,7061,0.002624756
98254,7061,0.003604066
98255,7061,0.002396384
98256,7061,0.004218193
98257,7061,0.002444767
98258,7061,0.00102172
99046,12048,8.19E-06
99047,12048,0.001034199
99048,12048,0.003627018
99049,12048,0.002658749
99050,12048,0.002811768
99051,12048,0.000468617
99052,12048,9.62E-06
99053,12057,0.003600567
99054,12057,0.003600567
99055,12057,0.003600567
99056,12057,0.003600567
99057,12057,0.00290715
99058,12057,0.002875639
99059,12057,0.002010184
99060,12057,0.003600567
99061,12057,0.003600567
99062,12057,0.003600567
99063,12057,0.003600567
99064,12057,0.003600567
99065,12057,0.003600567
99066,12057,0.003600567
99067,12057,0.003375939
99068,12057,0.003581265
99069,12057,0.003600567
99070,12057,0.003600567
99071,12011,0.004167237
99072,12011,0.007034121
99073,12011,0.007034121
99074,12011,0.007034121
99075,12011,0.007034121
99076,12011,0.007034121
99077,12011,0.007034121
99078,12011,0.007034121
99079,12011,0.007034121
99080,12011,0.007034121
99081,12011,0.0068709
99082,12011,0.007034121
99083,12011,0.004954727
99084,12011,0.001905636
99085,12021,0.005729737
99086,12021,0.005729737
99087,12021,0.0024822
99088,12029,0.004580884
99089,12029,0.004580884
99090,12029,0.004580884
99091,12029,0.004580884
99092,12029,0.004580884
99093,12029,0.004580884
99094,12029,0.004580884
99095,12029,0.004580884
99096,12029,0.003854332
99097,12029,0.002790644
99098,12029,0.003967519
99099,12029,0.004580884
99100,12029,0.004048194
99101,12029,0.004405294
99102,12029,0.004408178
99103,12029,0.004572019
99104,12029,0.004580884
99105,12029,0.004580884
99106,12029,0.004421915
99107,12029,0.002621853
99108,12029,0.00011553
99109,12044,0.019546394
99110,12044,0.019546394
99111,12044,0.017946944
99112,12044,0.017770206
99113,12044,0.000731592
99114,12051,0.011600833
99115,12051,0.011643847
99116,12051,0.011069423
99117,12051,0.01154727
99118,12051,0.011643847
99119,12051,0.011643847
99120,12051,0.011643847
99121,12028,0.000302576
99122,12028,0.015873254
99123,12028,0.017933365
99124,12010,0.00070386
99125,12010,0.008154114
99126,12010,0.012449008
99127,12010,0.010424856
99128,12010,0.00167633
99129,12072,0.045416526
99130,12072,0.040748852
99131,12072,0.053729066
99132,12020,0.016785717
99133,12020,0.01957904
99134,12020,0.015399493
99135,12020,0.025938938
99136,12020,0.029580508
99137,12009,0.010351567
99138,12009,0.002917549
99139,12009,0.01370835
99140,12009,0.003873424
99141,12009,0.002033526
99142,12004,0.000363407
99143,12004,0.012216724
99144,12004,0.020550457
99145,12004,0.020550457
99146,12004,0.019293416
99147,12004,0.019931372
99148,12004,0.0090748
99149,12004,0.003291568
99150,20242,0.03729126
99151,20242,0.03696345
99152,20242,0.038888101
99153,20242,0.01558878
99154,20348,0.04441348
99155,20348,0.036447982
99156,20348,0.044944744
99157,20348,0.031196704
99158,20348,0.008408666
99159,20469,0.008519273
99160,20469,0.009696403
99161,20208,0.003294257
99162,20208,0.015315807
99163,20208,0.01780919
99164,20208,0.029188153
99165,20208,0.009388758
99166,20208,0.027334883
99167,20208,0.027593084
99168,20480,0.174386852
99169,20480,0.159023058
99170,20397,0.010524439
99171,20397,0.027125178
99172,20397,0.045528246
99173,20370,0.000177536
99174,20127,0.029096178
99175,20258,5.63E-05
99176,20172,0.05213525
99177,20172,0.042578875
99178,20258,0.149728454
99179,20258,0.167493128
99180,20195,0.130621638
99181,20195,0.015875154
99182,20331,0.015706467
99183,20492,0.011644618
99184,20046,0.00169573
99185,20046,0.020648878
99186,20046,0.010990564
99187,20046,0.035997048
99188,20046,0.040307913
99189,20046,0.002606246
99190,20006,0.000146981
99191,20006,0.000935836
99192,20161,0.044942688
99193,20161,0.03119101
99194,20487,0.090133651
99195,20487,0.043119717
99196,20150,0.035983161
99197,20150,0.025017417
99198,20294,0.019536814
99199,20294,0.082376325
99200,20045,0.009588268
99201,20045,0.008682235
99202,20193,0.059090262
99203,20178,0.011272239
99204,20178,0.000297726
99205,20193,0.000302196
99206,20504,0.103600662
99207,20504,0.06986197
99208,20363,0.000564962
99209,20363,0.039803177
99210,20363,0.030960626
99211,20191,0.066299385
99212,20042,3.88E-05
99213,20042,0.001980617
99214,20042,0.000499014
99215,20496,0.113553338
99216,20496,0.155512141
99217,20442,0.006684503
99218,20442,0.115678617
99219,20442,0.180446197
99220,20097,0.002247611
99221,20097,0.120988067
99222,20097,0.092373193
99223,20097,0.24533547
99224,20097,0.004712411
99225,20100,0.07807669
99226,20100,0.130971465
99227,20100,0.006141723
99228,20554,0.035580195
99229,20554,0.016619716
99230,20554,0.035116674
99231,20554,0.035580195
99232,20189,1.66E-07
99233,20189,0.001747461
99234,20460,9.14E-05
99235,20460,0.008038555
99236,20460,0.004244378
99237,20190,0.000839263
99238,20190,0.005502069
99239,20190,0.006962009
99240,20190,0.005164669
99241,20190,0.000838611
99242,20190,0.006444151
99243,20190,0.00706272
99244,20190,0.007076674
99245,20190,0.007076674
99246,20190,0.001460684
99247,20190,0.001149658
99248,20207,0.00572416
99249,20207,0.005588073
99250,20207,0.004829872
99251,20207,0.00572416
99252,20207,0.00572416
99253,20207,0.005485689
99254,20207,0.00572416
99255,20207,0.00572416
99256,20057,0.000751393
99257,20057,0.00105826
99258,20057,0.002985222
99259,20057,0.00554346
99260,20057,0.005672373
99261,20057,0.00709618
99262,20057,0.006222025
99263,20057,0.006149973
99264,20057,0.003084091
99265,20057,0.001997548
99266,20057,0.001779253
99267,20057,0.002745533
99268,20057,0.006229951
99269,20057,0.000473894
99270,30091,0.006988194
99271,30091,0.006988194
99272,30091,0.006988194
99273,30091,0.006988194
99274,30091,0.00318721
99275,30091,1.67E-05
99276,30210,0.004964396
99277,30210,0.004904994
99278,30210,0.005337805
99279,30210,0.005404347
99280,30210,0.005171946
99281,30210,0.005399397
99282,30210,0.005404347
99283,30210,0.005404347
99284,30210,0.005404347
99285,30210,0.005404347
99286,30210,0.005404347
99287,30210,0.005404347
99288,30210,0.005144833
99289,30210,0.005300067
99290,30210,0.004685648
99291,30210,0.005404347
99292,30210,0.005404347
99293,30210,0.005404347
99294,30210,0.004758925
99295,30210,0.003676362
99296,30210,0.004132748
99297,30210,0.00513528
99298,30061,0.001493459
99299,30061,0.002519939
99300,30061,0.002650977
99301,30061,0.002688615
99302,30061,0.002688615
99303,30061,0.002688615
99304,30061,0.002688615
99305,30061,0.002688615
99306,7092,0.003783145
99307,7092,0.007359391
99308,7092,0.00308499
99309,7092,0.002380347
99310,7092,0.001459073
99311,7061,0.000588278
99312,7061,0.002223219
99313,7061,0.000899256
99314,7061,0.000546005
99315,7061,0.000130269
99316,7092,0.001436159
99317,7092,0.001435487
100105,12048,0.001538456
100106,12048,0.003839111
100107,12048,0.005045101
100108,12048,0.004300244
100109,12048,0.005147019
100110,12048,0.003285911
100111,12048,0.000237159
100112,12057,0.003600567
100113,12057,0.003600567
100114,12057,0.003600567
100115,12057,0.003514896
100116,12057,0.003168741
100117,12057,0.003572557
100118,12057,0.003498771
100119,12057,0.003600567
100120,12057,0.003600567
100121,12057,0.003600567
100122,12057,0.003600567
100123,12057,0.003600567
100124,12057,0.003600567
100125,12057,0.003580117
100126,12057,0.003265851
100127,12057,0.003495917
100128,12057,0.003600567
100129,12057,0.003600567
100130,12011,0.000816996
100131,12011,0.006378502
100132,12011,0.007034121
100133,12011,0.007034121
100134,12011,0.007034121
100135,12011,0.007034121
100136,12011,0.007034121
100137,12011,0.007034121
100138,12011,0.007034121
100139,12011,0.007034121
100140,12011,0.007034121
100141,12011,0.006951675
100142,12011,0.000939558
100143,12021,0.004932134
100144,12021,0.005531876
100145,12021,0.003221071
100146,12021,0.000135416
100147,12029,0.004580884
100148,12029,0.004580884
100149,12029,0.004580884
100150,12029,0.004580884
100151,12029,0.004580884
100152,12029,0.004570496
100153,12029,0.003696051
100154,12029,0.004371608
100155,12029,0.004287282
100156,12029,0.004565217
100157,12029,0.004486485
100158,12029,0.004580884
100159,12029,0.004580884
100160,12029,0.004580884
100161,12029,0.003673993
100162,12029,0.00452979
100163,12029,0.004580884
100164,12029,0.004580884
100165,12029,0.004565966
100166,12029,0.002353427
100167,12029,0.000743129
100168,12044,0.018865349
100169,12044,0.019458192
100170,12044,0.011205151
100171,12044,0.015891022
100172,12051,0.011643847
100173,12051,0.011638422
100174,12051,0.008623672
100175,12051,0.009347725
100176,12051,0.008629963
100177,12051,0.011146717
100178,12051,0.011643847
100179,12051,0.011643847
100180,12028,0.003501279
100181,12028,0.017895911
100182,12028,0.017933352
100183,12028,0.009114083
100184,12010,0.007030113
100185,12010,0.018397745
100186,12010,0.017159879
100187,12010,0.006361722
100188,12010,4.76E-05
100189,12072,0.005342337
100190,12072,0.029105594
100191,12020,0.011411677
100192,12020,0.019697436
100193,12020,0.025596077
100194,12020,0.032585702
100195,12020,0.030164504
100196,12020,0.037071738
100197,12020,0.020796761
100198,12069,0.039576655
100199,12066,0.009328044
100200,12043,0.000959142
100201,12004,0.002449164
100202,12004,0.019455749
100203,12004,0.020550457
100204,12004,0.020550457
100205,12004,0.020535979
100206,12004,0.01527723
100207,12004,0.018274912
100208,12004,0.000163668
100209,20242,0.038380885
100210,20242,0.037690039
100211,20242,0.038888101
100212,20242,0.020005935
100213,20242,7.61E-05
100214,20348,0.045210689
100215,20348,0.035135363
100216,20348,0.037626249
100217,20348,0.02705091
100218,20469,0.012747289
100219,20208,0.001714484
100220,20208,0.022637185
100221,20208,0.021815171
100222,20208,0.012553928
100223,20208,0.026507945
100224,20208,0.034753719
100225,20208,0.034758379
100226,20208,0.028836913
100227,20210,0.037342307
100228,20210,0.012900608
100229,20480,0.004873915
100230,20480,0.059798956
100231,20397,0.010072666
100232,20408,0.126643872
100233,20370,0.006074126
100234,20258,0.000344173
100235,20172,0.188543514
100236,20172,0.246960629
100237,20172,0.13108613
100238,20172,0.004204737
100239,20331,0.259730924
100240,20331,0.087901058
100241,20147,0.22511464
100242,20147,0.145358203
100243,20144,0.281694479
100244,20046,0.004022674
100245,20046,0.050964353
100246,20046,0.047886812
100247,20046,0.051982187
100248,20006,0.01531236
100249,20006,0.031717135
100250,20006,0.012536796
100251,20161,0.040593647
100252,20161,0.037422386
100253,20161,0.001128685
100254,20150,0.000632953
100255,20150,0.044044615
100256,20150,0.0329277
100257,20150,0.028363657
100258,20150,3.44E-05
100259,20193,5.78E-05
100260,20193,0.048917013
100261,20193,0.079500271
100262,20193,0.079500271
100263,20193,0.074616973
100264,20193,0.001096686
100265,20504,0.004549246
100266,20504,0.028030073
100267,20504,0.029257083
100268,20267,0.251070116
100269,20267,0.212366283
100270,20042,0.002860067
100271,20035,0.94805078
100272,20035,0.05194922
100273,20042,0.000329207
100274,20062,1
100275,20247,0.151573843
100276,20201,0.054734987
100277,20201,0.135046787
100278,20201,0.133338064
100279,20097,0.026229655
100280,20097,0.231272673
100281,20097,0.069955555
100282,20097,0.010547309
100283,20097,0.000199753
100284,20100,0.191146593
100285,20100,0.2113383
100286,20100,0.063964437
100287,20554,0.035580195
100288,20554,0.031123635
100289,20554,0.031382329
100290,20189,0.033622652
100291,20189,0.057513323
100292,20189,0.098818247
100293,20189,0.002680969
100294,20460,0.03016581
100295,20460,0.026021117
100296,20460,0.001797901
100297,20498,0.01094987
100298,20190,0.002508896
100299,20190,0.00114923
100300,20498,0.01058035
100301,20190,0.005846133
100302,20190,0.006239878
100303,20190,0.00685434
100304,20190,0.005628095
100305,20190,0.000609447
100306,20190,0.006574008
100307,20190,0.005179277
100308,20190,0.003555264
100309,20190,0.003279151
100310,20190,0.003386943
100311,20190,0.000240406
100312,20207,0.00572416
100313,20207,0.00572416
100314,20207,0.00572416
100315,20057,0.005525513
100316,20057,0.002457784
100317,20057,0.005489556
100318,20057,0.004537863
100319,20057,0.004529699
100320,20057,0.007352833
100321,20057,0.007168085
100322,20057,0.006790235
100323,20057,0.006500312
100324,20057,0.007296336
100325,20057,0.001518409
100326,20057,0.005440776
100327,20057,0.007301845
100328,20057,0.000800602
100329,30091,0.006988194
100330,30091,0.006988194
100331,30091,0.006249438
100332,30091,0.006988194
100333,30091,0.004042832
100334,30210,0.005404347
100335,30210,0.005397078
100336,30210,0.003669405
100337,30210,0.001134992
100338,30210,0.002916054
100339,30210,0.001160122
100340,30210,0.003511959
100341,30210,0.005404347
100342,30210,0.005404347
100343,30210,0.005404347
100344,30210,0.005404347
100345,30210,0.005404347
100346,30210,0.005404347
100347,30210,0.005404347
100348,30210,0.005404347
100349,30210,0.003271667
100350,30210,0.00497671
100351,30210,0.002380546
100352,30210,0.00200986
100353,30210,0.001523194
100354,30210,0.00235422
100355,30210,0.004793572
100356,30210,0.005404347
100357,30210,0.005404347
100358,30210,0.005404347
100359,30061,4.39E-06
100360,30061,0.001110831
100361,30061,0.001817873
100362,30061,0.002111178
100363,30061,0.002688615
100364,30061,0.002688615
100365,30061,0.002688615
