GRIDCODE,CVENTMUN,Ft
112914,20259,0.019235049
112915,20259,0.211108884
112918,20484,0.083068121
112922,20164,0.088568397
112923,20164,0.432137303
112924,20520,0.136422273
112926,20520,0.088732923
112927,20520,0.140356374
112935,20089,0.167426867
112936,20089,0.361929684
112939,20540,0.105844102
112940,20540,0.228212146
112941,20540,0.056513592
112949,20422,0.22084301
112950,20422,0.089215345
112951,20176,0.054972265
112954,20264,0.020103224
112955,20451,0.179908804
112956,20451,0.696306594
113006,30212,0.121705684
113013,30130,0.001655933
113014,30130,0.026891804
113015,30130,0.005496359
113041,30091,0.016179922
113042,30070,0.010621407
113048,30070,0.003278918
113049,30070,0.018211694
113050,30070,0.036976879
113055,30108,0.005584512
113056,30108,0.009307604
113057,30108,0.024112247
113062,30061,0.002217075
113063,30061,0.012298258
113071,30061,0.018010079
113072,30061,0.024557416
113902,12054,0.013384058
113903,12054,0.027166833
113904,12054,0.017045175
113915,12032,0.048381775
113932,12075,0.49538092
113938,12042,0.321918065
113939,12042,0.022398441
113948,12002,0.082879486
113949,12002,0.029276368
113950,12002,0.089568246
113960,12024,0.145554615
113961,12024,0.205037616
113962,12024,0.029359452
113963,12024,0.135016001
113964,12033,0.01852397
113965,12033,0.069471083
113969,20567,0.08375073
113970,20567,0.029888853
113971,20567,0.008206056
113974,20259,0.083766021
113977,20484,0.163462937
113983,20520,0.09666114
113984,20520,0.099937577
113985,20520,0.17386764
113994,20089,0.019018781
114000,20540,0.160203635
114001,20540,0.036731203
114008,20422,0.028735702
114009,20176,0.057596476
114013,20176,0.055157807
114014,20176,0.091074955
114019,20311,0.134037779
114065,30212,0.077158755
114068,30212,0.035010662
114069,30212,0.087528615
114070,30130,0.00243117
114073,30130,0.014506694
114074,30130,0.012408454
114075,30130,0.015752208
114101,30070,0.027490889
114102,30070,0.031718584
114103,30070,0.031203481
114104,30070,0.029174671
114105,30070,0.031585146
114106,30070,0.032868397
114107,30070,0.029166562
114108,30070,0.014106713
114111,30108,0.017128283
114116,30108,0.024798438
114122,30061,0.015278747
114130,30061,0.027592895
114933,12048,0.017081058
114963,12054,0.031113572
114974,12032,0.065175152
115009,12002,0.075992108
115017,12045,0.025930944
115018,12024,0.021446695
115019,12024,0.191953263
115020,12024,0.088081477
115021,12024,0.087942819
115022,12033,0.003580291
115023,12033,0.068485565
115028,20567,0.022257881
115029,20567,0.064157269
115030,20567,0.018345963
115031,20567,0.032160594
115033,20199,0.073490287
115035,20484,0.154525116
115036,20484,0.070535212
115037,20537,0.073516141
115038,20034,0.286806186
115042,20520,0.062655075
115043,20520,0.006793511
115044,20520,0.028418062
115053,20456,0.246043239
115060,20547,0.171685545
115067,20176,0.019784828
115068,20176,0.104640803
115073,20451,0.123784602
115074,20270,0.143503486
115077,20436,0.587038612
115078,20436,0.127093983
115083,20177,0.002590343
115086,20220,0.028957855
115106,20559,0.030858357
115107,20559,0.000116248
115108,20009,0.262710845
115109,20009,0.23100718
115110,20009,0.082608531
115118,20205,0.01233215
115119,20205,0.031394016
115124,30212,0.045985506
115129,30130,0.000271069
115131,30130,0.0097555
115132,30130,0.018104819
115134,30130,0.00648635
115135,30130,0.004183344
115159,30070,0.014160212
115160,30070,0.033353892
115161,30070,0.006169204
115170,30108,0.023238804
115175,30108,0.004867844
115176,30108,0.030505494
115177,30108,0.022935789
115178,30108,0.026269952
115179,30108,0.010811683
115181,30061,0.00505906
115182,30061,0.012219474
115189,30061,0.030301907
115990,12048,0.009606273
115991,12048,0.040185282
115992,12048,0.001460854
116022,12054,0.018707979
116023,12054,0.027952013
116075,12045,0.010493362
116076,12045,0.066422108
116077,12045,0.046432431
116088,20567,0.045776527
116089,20567,0.047869406
116090,20567,0.089875568
116092,20199,0.156372988
116093,20537,0.020192732
116094,20537,0.093544779
116097,20484,0.036301397
116101,20529,0.03889621
116102,20529,0.371502034
116118,20547,0.036480899
116119,20547,0.255116426
116120,20547,0.123747144
116121,20106,0.076490432
116122,20287,0.449071639
116126,20176,0.077905685
116133,20270,0.410500304
116137,20558,0.009472555
116138,20558,0.242929982
116139,20558,0.073937326
116140,20177,0.054742532
116141,20177,0.058142268
116142,20220,0.14883011
116143,20220,0.351579596
116144,20220,0.252609234
116145,20220,0.217230829
116165,20559,0.163101964
116178,20205,0.056438559
116182,30212,0.008334749
116183,30212,0.061711041
116189,30130,0.001571848
116190,30130,0.000737227
116192,30130,0.000544754
116193,30130,0.010226683
116194,30130,0.01205695
116195,30130,0.011122581
116196,30130,0.002663328
116217,30172,0.042756192
116218,30070,0.000419414
116219,30070,0.027782864
116220,30070,0.011828627
116229,30108,0.024835511
116238,30108,0.003496793
116239,30061,0.030792982
116240,30061,0.013679894
116241,30061,0.009492513
116246,30061,0.004477523
116247,30061,0.015451067
116248,30061,0.022867805
117047,12048,0.01566096
117048,12048,0.045142708
117049,12048,0.027543759
117050,12048,0.015246907
117082,12054,0.03258789
117083,12054,0.014724486
117134,12045,0.010257376
117135,12045,0.051501143
117141,12033,0.04899501
117142,12033,0.03388681
117146,12070,0.005310101
117147,20567,0.056626477
117149,20567,0.03476586
117150,20567,0.094898631
117151,20567,0.012250511
117152,20484,0.138219839
117156,20290,0.134567904
117159,20245,0.045761556
117160,20529,0.11728544
117161,20529,0.208949824
117162,20529,0.065023315
117163,20261,0.120770807
117177,20547,0.076551538
117178,20547,0.088329175
117179,20556,0.621036418
117180,20287,0.235712446
117181,20287,0.142811437
117185,20283,0.236822777
117194,20313,0.229969935
117198,20558,0.2501662
117199,20558,0.013230124
117237,30130,0.023141771
117241,30130,0.002385143
117242,30212,0.008486559
117251,30130,0.01484262
117252,30130,0.009554363
117264,30142,0.018315611
117265,30142,0.021649156
117266,30144,0.024011552
117267,30142,0.041866905
117268,30142,0.120416651
117269,30142,0.11035261
117270,30142,0.152107651
117271,30142,0.053633736
117272,30144,0.04998957
117273,30144,0.055231251
117274,30144,0.054897962
117275,30144,0.002458726
117276,30172,0.043801042
117278,30070,0.032847151
117288,30108,0.020018309
117289,30108,0.006353305
117299,30061,0.028564679
117300,30061,0.004509973
117303,30061,0.005757881
117304,30061,0.013145873
117305,30061,0.012618742
117306,30061,0.011424719
118088,12068,0.028504551
118105,12038,0.081963859
118106,12048,0.01347296
118107,12048,0.007654925
118142,12054,0.02896082
118194,12045,0.062644322
118200,12033,0.164233142
118204,12070,0.009968043
118205,12070,0.238944568
118210,20186,0.084243603
118215,20381,0.560997483
118217,20245,0.164864951
118218,20245,0.279382632
118220,20352,0.02908332
118221,20261,0.033025953
118222,20261,0.282794102
118223,20261,0.452885329
118225,20160,0.217331528
118237,20321,0.47926849
118239,20047,0.391937283
118240,20256,0.039844937
118241,20256,0.192499212
118243,20283,0.055523065
118244,20283,0.183707347
118253,20313,0.455571468
118254,20313,0.314252097
118255,20313,0.0002065
118256,20558,0.177427236
118257,20558,0.005933809
118258,20527,0.056143036
118259,20527,0.130200792
118263,20425,0.101302167
118280,20559,0.046048084
118283,20559,0.061757224
118296,30130,0.016014606
118297,30130,0.016780002
118300,30130,0.011702722
118301,30130,0.0230553
118302,30130,0.004474742
118303,30130,0.015108739
118310,30130,0.010698394
118311,30130,0.013116342
118322,30142,0.038349706
118323,30142,0.070850385
118324,30142,0.016304033
118325,30144,0.010442855
118330,30144,0.015475565
118331,30144,0.049800461
118334,30172,0.007679727
118335,30172,0.055902862
118337,30070,0.02959584
118338,30070,0.004266698
118345,30108,0.002793191
118346,30108,0.025590786
118347,30108,0.020962221
118348,30108,0.024135957
118359,30061,0.013160585
118361,30061,0.010325523
118362,30061,0.014212792
118363,30061,0.00265721
119147,12068,0.016832906
119148,12068,0.086967915
119149,12068,0.001424894
119163,12038,0.085576151
119164,12038,0.051505785
119200,12054,0.008026775
119201,12054,0.004011596
119252,12045,0.02270744
119253,12045,0.071577971
119259,12033,0.14855528
119263,12070,0.160027145
119264,12070,0.015567565
119269,20186,0.123139191
119270,20186,0.060241309
119274,20055,0.353829051
119275,20055,0.068792456
119276,20055,0.150636252
119282,20261,0.031391175
119283,20261,0.070808247
119284,20160,0.347432079
119285,20039,0.008664751
119299,20552,0.070649719
119302,20283,0.265106622
119303,20283,0.066853516
119306,20416,0.229277388
119307,20416,0.051431931
119314,20558,0.058828877
119315,20558,0.069980869
119316,20177,0.016016346
119317,20019,0.023586656
119318,20527,0.289444218
119319,20527,0.441959178
119320,20527,0.082252775
119322,20425,0.258906142
119339,20559,0.006988307
119340,20559,0.023236101
119342,20559,0.079216862
119356,30130,0.023899815
119358,30130,0.025936713
119359,30130,0.009248038
119362,30130,0.020483449
119363,30130,0.029599697
119364,30130,0.006206236
119367,30130,0.002794452
119368,30130,0.017275119
119369,30130,0.022946474
119370,30130,0.01429147
119381,30142,0.004752969
119390,30144,0.065159283
119394,30172,0.053043566
119397,30070,0.00841585
119398,30070,0.011351498
119404,30108,0.026344605
119406,30108,0.00170407
119418,30061,0.009508531
119419,30061,0.014648589
119420,30061,0.011612356
120191,16052,0.004251227
120205,12068,0.009175657
120208,12068,0.137039092
120221,12038,0.04401624
120222,12038,0.011276105
120259,12054,0.037280257
120260,12054,0.007915792
120278,12075,0.028837787
120309,12045,0.015601143
120310,12045,0.045064703
120311,12045,0.084537824
120318,12033,0.132800473
120319,12033,0.046987215
120321,12070,0.10958169
120322,12070,0.116160119
120328,20484,0.002468233
120329,20484,0.091246253
120334,20055,0.011807837
120343,20039,0.049994414
120344,20568,0.83708043
120345,20568,0.16291957
120358,20552,0.189035921
120359,20018,0.018749925
120361,20548,0.199690703
120366,20416,0.518804687
120367,20416,0.200485994
120375,20177,0.05264895
120376,20019,0.093472853
120377,20019,0.115902051
120378,20019,0.041433131
120379,20019,0.003236077
120380,20019,0.003552552
120381,20019,0.076046238
120382,20425,0.240582935
120383,20425,0.254631178
120397,20559,0.071982865
120398,20559,0.097697912
120401,20417,1
120416,30130,0.021486736
120417,30130,0.004710139
120423,30130,0.016233665
120424,30130,0.021858747
120425,30130,0.007549034
120426,30130,0.00218989
120427,30130,0.009030508
120449,30144,0.059410657
120453,30172,0.055563807
120454,30089,0.092048382
120455,30089,0.06739773
120456,30070,0.014210115
120457,30070,0.005299445
120462,30108,0.009992909
120463,30108,0.015578367
120468,30108,0.01069062
120469,30108,0.016898492
121250,16052,0.06051008
121251,16052,0.126127103
121252,12068,0.056773676
121267,12068,0.136249286
121268,12068,0.111291229
121280,12038,0.073035801
121318,12054,0.046253785
121319,12054,0.002690945
121367,12045,0.022237822
121368,12045,0.018182779
121369,12045,0.037095404
121378,12033,0.199402344
121380,12070,0.039943844
121388,20186,0.371364327
121393,20032,0.258193899
121418,20018,0.402308722
121419,20018,0.183842252
121420,20548,0.080107376
121433,20177,0.071582443
121434,20177,0.013634018
121438,20019,0.010790573
121439,20019,0.024785554
121442,20425,0.024648184
121443,20019,0.042104042
121447,20182,0.09609395
121448,20182,0.697498246
121456,20559,0.06804632
121475,30130,0.016194802
121484,30130,0.012825762
121485,30130,0.009517865
121486,30130,0.018615299
121487,30094,0.02269663
121488,30094,0.044525447
121489,30094,0.01006011
121495,30142,0.006362361
121496,30142,0.049076274
121497,30142,0.101985011
121505,30144,0.015579083
121506,30144,0.003323378
121507,30144,0.035529729
121508,30144,0.012531813
121509,30144,0.006571032
121511,30172,0.055224628
121512,30172,0.030379855
121513,30089,0.076774881
121514,30089,0.008551191
121515,30089,0.083628925
121516,30089,0.02342397
121521,30108,0.019819824
121527,30108,0.018354054
121528,30108,0.016425929
122309,16052,0.189944437
122310,16052,0.071212757
122311,12068,0.019510156
122339,12038,0.071576208
122377,12054,0.017825958
122378,12054,0.017939589
122389,12006,0.037089006
122426,12045,0.059091903
122436,12070,0.08279487
122437,12070,0.100329495
122447,20186,0.110303727
122452,20032,0.281010051
122458,20455,0.775390085
122478,20548,0.120147203
122492,20177,0.016658959
122493,20177,0.005604839
122498,20276,0.012910535
122499,20019,0.030329265
122507,20182,0.067054767
122508,20136,0.201923619
122509,20136,0.048899208
122529,20184,0.214607572
122533,30130,0.005898291
122534,30130,0.019090299
122543,30130,0.026679426
122545,30094,0.027319623
122548,30094,0.035761155
122549,30094,0.01120818
122553,30142,0.035434653
122554,30142,0.055459878
122555,30142,0.028344175
122562,30144,0.01663232
122563,30144,0.062515812
122564,30144,0.033957751
122565,30144,0.025050505
122566,30144,0.029607608
122568,30172,0.050877961
122569,30172,0.006460577
122570,30172,0.048166886
122571,30089,0.012556131
122572,30089,0.030459318
122580,30108,0.002503983
122581,30108,0.015017479
122585,30108,0.020867149
122586,30108,0.007539654
123368,16052,0.217924784
123375,12068,0.03788552
123398,12038,0.06989184
123436,12054,0.021957814
123437,12054,0.007285081
123448,12006,0.157032366
123485,12045,0.067096178
123496,12070,0.107351348
123504,21113,0.090503742
123505,21155,0.384820399
123506,21155,0.009531464
123511,20032,0.281898421
123517,20455,0.224609915
123552,20177,0.050220889
123553,20177,0.054121594
123554,20177,0.056926868
123555,20024,0.023576734
123557,20276,0.375134305
123558,20276,0.174133815
123568,20136,0.178896217
123569,20136,0.045897727
123588,20184,0.26098824
123589,20184,0.379355151
123592,30130,0.013606135
123593,30130,0.004010144
123602,30130,0.024148874
123604,30094,0.010328881
123605,30094,0.049181346
123607,30094,0.001355556
123608,30094,0.022183148
123609,30094,0.020355138
123611,30094,0.000596638
123612,30094,0.002871385
123623,30144,0.052595489
123624,30144,0.00483518
123626,30172,0.026099944
123627,30172,0.036688559
123628,30172,0.053329655
123631,30089,0.0812646
123640,30108,0.011435587
123644,30108,0.00975926
123668,27008,0.020077638
123669,27008,0.022551492
124426,16052,0.093076406
124427,16052,0.024763366
124434,12068,0.073120892
124457,12038,0.00737969
124458,12022,0.038675657
124459,12022,0.0784016
124460,12022,0.020399445
124495,12054,0.017753918
124496,12054,0.011711982
124507,12006,0.063678504
124513,12017,0.055795938
124530,12034,0.025158482
124531,12034,0.082730697
124543,12045,0.024995025
124544,12045,0.0832684
124555,21011,0.20244201
124556,21011,0.065449955
124557,21011,0.174019319
124563,21113,0.315601171
124570,20032,0.069866773
124577,21055,0.153174958
124579,21055,0.252390069
124580,20039,0.137733768
124586,20476,1
124609,20431,0.298117573
124610,20431,0.456228998
124611,20431,0.075630165
124614,20024,0.21535689
124615,20024,0.48842692
124616,20024,0.034022843
124617,20276,0.218689304
124618,20139,0.884649465
124619,20139,0.062751929
124627,20136,0.015039008
124628,20136,0.24563377
124648,20044,0.128385501
124652,30130,0.007954963
124660,30077,0.047911895
124661,30130,0.009133992
124664,30094,0.062824413
124667,30094,0.021199334
124668,30094,0.021249747
124670,30094,0.025967211
124681,30144,0.007071423
124682,30144,0.031879504
124685,30116,0.148127288
124687,30172,0.058190308
124690,30089,0.081622546
124699,30108,0.008911271
124703,30108,0.012245194
124704,30108,0.004785314
124725,27008,0.024011195
124726,27008,0.034652484
124727,27008,0.022443206
125492,12068,0.051097962
125493,12068,0.034683132
125508,12016,0.002832125
125509,12016,0.033206168
125518,12022,0.08780453
125519,12022,0.088689643
125520,12022,0.004091853
125554,12054,0.032208293
125555,12054,0.002426315
125566,12006,0.003783549
125569,12026,0.003850828
125570,12026,0.014183433
125571,12017,0.109999009
125572,12017,0.025322076
125589,12034,0.020001784
125590,12034,0.004425473
125591,12034,0.052848686
125601,12019,0.171615112
125602,12019,0.039354398
125609,21081,0.47297149
125614,21011,0.065652276
125615,21011,0.031791572
125616,21191,0.137944243
125617,21191,0.241842649
125622,21113,0.296538245
125625,21003,0.06987208
125626,21003,0.099155192
125627,21066,0.26247252
125628,21066,0.077784131
125629,21066,0.030529037
125636,21055,0.193311151
125637,21055,0.065132421
125639,20039,0.18094984
125640,20039,0.239077113
125670,20058,0.109996857
125674,20024,0.074856428
125675,20024,0.163760184
125676,20355,0.165327442
125686,20098,0.324974896
125687,20136,0.14566947
125707,20044,0.078725158
125708,20044,0.073513266
125709,20044,0.065210139
125710,20044,0.122975213
125711,20044,0.00066101
125719,30077,0.167976045
125723,30094,0.020748905
125724,30094,0.021564279
125726,30094,0.020555974
125729,30094,0.002533297
125739,30144,0.026031074
125744,30116,0.210721474
125745,30172,0.023090753
125746,30172,0.036922874
125749,30089,0.006555983
125757,30108,0.000427418
125758,30108,0.017668278
125762,30108,0.003138134
125763,30108,0.004224779
125764,30108,0.009768925
125768,30061,0.031663389
125769,30061,0.007499167
125770,30061,0.002270754
125783,27008,0.008856386
125784,27008,0.031918094
125787,27008,0.016466729
125788,27008,0.010256148
126551,12068,0.008001089
126552,12068,0.077793826
126553,12068,0.061382154
126568,12016,0.057309105
126603,12003,0.06418724
126604,12003,0.005223151
126613,12054,0.022640762
126625,12006,0.12260691
126628,12026,0.102788977
126629,12017,0.347367673
126650,12008,0.046383879
126651,12008,0.161306145
126659,12019,0.147269361
126660,12019,0.155510279
126668,21081,0.52702851
126674,21011,0.099939944
126677,21191,0.212461483
126681,21155,0.012355487
126685,21066,0.01386652
126686,21066,0.09719355
126687,21066,0.137863522
126696,21112,0.000368487
126698,20340,0.0652643
126729,20058,0.126327357
126735,20355,0.007152765
126736,20027,0.837090419
126737,20027,0.013685537
126745,20098,0.387924849
126767,20044,0.078027624
126768,20044,0.00664746
126770,30169,0.056213734
126771,30169,0.012023481
126778,30077,0.145338103
126783,30094,0.027301621
126785,30094,0.025440994
126798,30144,0.024223952
126802,30116,0.05347783
126803,30116,0.289692597
126804,30172,0.014011176
126808,30089,0.049655658
126815,30108,0.00908704
126816,30108,0.014577157
126821,30108,0.003168776
126823,30108,0.013836072
126828,30061,0.021610025
126829,30061,0.013266825
126830,30061,0.007236287
126845,27008,0.017199957
126846,27008,0.007550313
127626,12016,0.003100522
127627,12016,0.059300209
127662,12003,0.078116581
127668,12054,0.000227969
127669,12054,0.022413342
127670,12054,0.033110528
127671,12054,0.040076436
127672,12054,0.015161075
127683,12006,0.082375973
127684,12006,0.0820289
127686,12026,0.018947072
127687,12026,0.046937818
127688,12017,0.100041173
127709,12008,0.11116962
127710,12008,0.108691024
127727,21198,0.037409733
127728,21198,0.207809975
127733,21198,0.211710912
127735,21056,0.034236625
127736,21056,0.003164851
127737,21024,0.050179022
127746,21066,0.055514689
127747,21066,0.038164186
127748,21141,0.122439458
127757,21112,0.166493819
127758,20022,0.003124177
127761,20340,0.046131816
127765,20373,0.028522955
127788,20058,0.124872362
127789,20058,0.007030496
127790,20058,0.201203201
127803,20330,0.672948317
127804,20098,0.287100255
127818,20184,0.006569505
127826,20044,0.025660602
127827,20044,0.03222395
127830,30169,0.041659181
127836,30077,0.03206221
127837,30077,0.116580459
127842,30094,0.031409389
127844,30094,0.054045179
127857,30003,0.008601188
127867,30089,0.007566911
127868,30089,0.02441581
127869,30048,0.759846554
127873,30108,0.010896662
127874,30108,0.007227801
127879,30082,0.091469683
127880,30108,0.001349754
127881,30111,0.09609575
127882,30111,0.090604209
127902,27008,0.001173601
127903,27008,0.016518179
127904,27008,0.01134495
128678,12016,0.010848128
128686,12016,0.064086735
128721,12003,0.072646431
128726,12054,0.000843135
128727,12054,0.01802453
128730,12007,0.171050241
128731,12007,0.097990308
128742,12006,0.024694616
128746,12026,0.053412042
128768,12034,0.062407308
128786,21198,0.1152249
128787,21198,0.053761445
128792,21198,0.0662529
128793,21056,0.072188243
128794,21056,0.112473922
128796,21024,0.226632956
128800,21155,0.031468271
128806,21066,0.038590665
128807,21139,1
128808,21141,0.039155256
128817,20022,0.068999569
128818,20022,0.112945044
128820,20340,0.186441381
128824,20373,0.971477045
128847,20058,0.10235481
128849,20058,0.184435933
128861,20134,0.014665609
128862,20134,0.272060982
128885,20044,0.024272508
128889,30169,0.033817786
128896,30077,0.155885754
128901,30094,0.001011182
128902,30094,0.03179157
128903,30094,0.017813281
128916,30003,0.018905312
128917,30003,0.096909731
128923,30145,0.054924292
128926,30089,0.001775413
128927,30089,0.003699172
128928,30199,0.405041591
128929,30199,0.451338729
128932,30108,0.010523879
128938,30082,0.233547646
128939,30082,0.071953803
128940,30111,0.003494795
128941,30111,0.036549264
128956,27008,0.017181301
128957,27008,0.015853065
128958,27008,0.015329244
128959,27008,0.020459917
128960,27008,0.018143243
128961,27008,0.00877631
129736,12016,0.041557926
129737,12016,0.018329127
129745,12016,0.059827595
129780,12003,0.018145582
129781,12003,0.03573343
129785,12054,0.008479963
129787,12054,0.007425756
129788,12007,0.061502529
129789,12007,0.113310137
129801,12006,0.008222104
129802,12006,0.14833403
129805,12026,0.062025436
129806,12026,0.034689872
129827,12034,0.005088413
129846,21047,0.026661905
129850,21056,0.006038808
129851,21056,0.110206555
129852,21056,0.13757616
129855,21024,0.238465841
129866,21141,0.113022276
129867,21141,0.428327283
129877,20022,0.017031195
129878,20340,0.051221848
129879,20340,0.048193274
129881,20459,0.063487119
129882,20459,0.110658379
129883,20459,0.009820776
129907,20058,0.018013346
129908,20058,0.125765639
129921,20134,0.131422176
129925,20232,0.399876553
129926,20232,0.600123447
129948,30169,0.02145981
129949,30169,0.017739983
129961,30094,0.034639389
129962,30094,0.010051172
129976,30003,0.050785981
129977,30003,0.105726623
129978,30003,0.027600589
129981,30145,0.237361766
129982,30145,0.005683661
129984,30089,0.008512284
129985,30089,0.026470955
129986,30089,0.028263926
129991,30108,0.006552648
129992,30108,0.026245077
129997,30082,0.013379361
130002,30111,0.008432979
130014,27008,0.009100218
130015,27008,0.027084389
130020,27008,0.026382342
130021,27008,0.020769964
130795,12016,0.033118718
130804,12016,0.026295048
130805,12016,0.051791296
130840,12003,0.071326422
130846,12003,0.049914441
130861,12006,0.083609623
130862,12006,0.069555163
130865,12026,0.07308129
130878,12059,0.283440111
130886,12008,0.226712439
130905,21047,0.037693397
130908,21047,0.024397308
130909,21047,0.029778579
130910,21056,0.05075097
130911,21056,0.070199102
130914,21024,0.135974701
130915,21024,0.110050666
130926,21141,0.021400271
130927,21003,0.051059454
130935,20022,0.13917455
130936,20022,0.012047068
130940,20459,0.050942097
130959,20545,0.034986037
130965,20234,0.01839578
130966,20234,0.17657929
130967,20234,0.039622297
130979,20134,0.063739129
130980,20134,0.331726487
130981,20134,0.030215541
131008,30169,0.032276842
131009,30169,0.014365083
131012,30077,0.037134167
131021,30094,0.027817386
131040,30145,0.230739873
131042,30059,0.122768703
131043,30059,0.044406923
131045,30059,0.105084774
131050,30048,0.139659123
131051,30108,0.000306751
131052,30108,0.000872083
131053,30108,0.005553193
131056,30082,0.029675445
131057,30082,0.0660892
131058,30111,0.006620737
131060,30111,0.037275365
131061,30111,0.054061511
131064,30204,0.011412128
131065,30204,0.067484283
131074,27008,0.036472868
131080,27008,0.004980114
131081,27008,0.020040261
131082,27008,0.017925128
131806,16008,0.00050531
131854,12016,0.036153997
131863,12016,0.058394085
131864,12016,0.002953054
131876,12073,0.018019491
131885,12022,0.008319644
131897,12003,0.04388088
131898,12067,0.085953339
131899,12003,0.041193793
131905,12003,0.005025075
131906,12007,0.064445456
131921,12006,0.086315758
131924,12026,0.068402456
131925,12026,0.031130941
131937,12059,0.229071612
131938,12059,0.068935225
131939,12034,0.059856107
131940,12034,0.063329667
131945,12008,0.024368617
131946,12008,0.016069544
131968,21047,0.067295804
131973,21024,0.1419309
131974,21024,0.096765915
131986,21003,0.008570264
131995,20022,0.096911429
131996,20022,0.00740368
131997,20459,0.042244728
131998,20459,0.079416522
132008,21027,0.000996257
132018,20545,0.11059956
132019,20545,0.59958704
132020,20545,0.011703715
132024,20434,0.073440694
132026,20234,0.015098621
132027,20234,0.061895735
132031,20171,0.039281341
132032,20171,0.433890539
132038,20309,0.176968345
132039,20134,0.050469927
132040,20134,0.027554199
132055,20184,0.137881762
132059,20044,0.02896338
132060,20044,0.033794261
132064,30054,0.059575407
132068,30169,0.053137766
132069,30169,0.020009125
132071,30077,0.124050603
132080,30094,0.004040195
132081,30094,0.031218151
132082,30094,0.01153429
132095,30003,0.024997196
132096,30003,0.096510262
132097,30003,0.076209665
132098,30145,0.113989075
132099,30145,0.00076819
132100,30059,0.044012874
132101,30059,0.049214811
132102,30059,0.107668252
132103,30059,0.19684342
132104,30059,0.015372029
132117,30111,0.189200882
132133,27008,0.001091864
132138,27008,0.011863547
132141,27008,0.004811608
132142,27008,0.002111973
132865,16008,0.546394051
132913,12016,0.003805907
132914,12016,0.028865332
132923,12016,0.024757238
132935,12073,0.028995214
132936,12073,0.021224331
132937,12073,0.01545727
132943,12022,0.021176183
132944,12022,0.032200539
132956,12003,0.017699654
132957,12067,0.087246046
132964,12007,0.033574842
132965,12007,0.077375301
132980,12026,0.023332321
132981,12026,0.026951839
132983,12026,0.003406025
132984,12026,0.016033584
132985,12026,0.078806127
132986,12017,0.03667097
132987,12017,0.160844212
132994,12059,0.119694197
132999,12034,0.143139801
133018,21032,0.302418008
133027,21047,0.067936741
133044,21003,0.019619683
133049,21127,0.107624482
133050,21127,0.425315539
133052,20459,0.04922002
133053,20459,0.145723095
133054,20022,0.063011383
133055,20022,0.002727628
133056,20459,0.089718058
133064,21027,0.261458712
133067,21027,0.010576751
133080,20545,0.009431855
133083,20434,0.311450464
133084,20322,0.229675321
133086,20374,0.278535517
133087,20029,0.002660574
133091,20171,0.177493333
133095,20171,0.206796048
133096,20171,0.14253874
133097,20309,0.197390322
133099,20309,0.056467886
133117,20184,0.000597769
133119,20044,0.149048871
133123,30054,0.084720758
133127,30169,0.049306772
133128,30169,0.045096888
133129,30169,0.012817794
133141,30094,0.054636647
133153,30003,0.012716318
133154,30003,0.081522527
133156,30003,0.093795399
133157,30149,0.050621198
133159,30059,0.023653458
133176,30111,0.11661341
133177,30111,0.05081191
133197,27008,0.006823909
133924,16008,0.348895686
133954,16010,0.956294737
133973,12016,0.029928534
133976,12016,0.011953903
133977,12016,0.070226705
133978,12016,0.002705496
133991,12073,0.004559441
133993,12073,0.002808256
133994,12073,0.027629065
133996,12073,0.012024297
133997,12073,0.022864529
133998,12073,0.008808964
133999,12073,0.02224213
134000,12022,0.004604079
134001,12022,0.057262354
134002,12022,0.044563647
134010,12022,0.005101945
134021,12067,0.1090563
134023,12067,0.118821099
134024,12007,0.037625226
134040,12058,0.147319336
134043,12026,0.06631487
134053,12059,0.191200457
134057,12034,0.134315544
134058,12034,0.032734318
134077,21032,0.02906236
134078,21032,0.341500589
134085,21047,0.006088643
134086,21047,0.054360444
134099,21009,1
134103,21003,0.048636727
134108,21127,0.467059978
134110,21190,0.967215108
134111,20459,0.074027721
134117,20459,0.045383825
134118,20459,0.028078119
134120,21027,0.189511351
134121,21027,0.253350582
134122,21027,0.264604539
134123,21027,0.011456982
134135,21035,0.016509061
134139,21035,0.154223998
134140,20490,0.063953018
134141,20490,0.075045273
134142,20434,0.195779849
134143,20228,0.0831292
134146,20029,0.212502569
134178,20044,0.035765463
134182,30054,0.026803445
134183,30054,0.071039188
134185,30169,0.071531302
134186,30169,0.005256761
134188,30169,0.088728092
134200,30073,0.07197945
134212,30003,0.118483403
134215,30003,0.03796657
134216,30149,0.044519393
134218,30104,0.209441689
134221,30059,0.006033001
134236,30111,0.023556207
134250,27008,0.002241613
134983,16008,0.104204953
135032,12016,0.027994225
135033,12016,0.056341779
135034,12016,0.065702916
135035,12016,0.061701583
135049,12073,0.033203918
135050,12073,0.018573472
135051,12073,0.026246873
135052,12073,0.029173171
135053,12073,0.002548862
135072,12050,0.055719235
135073,12050,0.037733489
135080,12064,0.010895042
135082,12067,0.038820689
135099,12058,0.067649538
135100,12058,0.068388592
135101,12026,0.052053336
135102,12026,0.027419106
135112,12059,0.107658398
135117,12034,0.150979187
135137,21073,0.858587102
135138,21073,0.141412898
135139,21032,0.006891183
135143,21047,0.023288833
135144,21047,0.063332573
135145,21047,0.026633942
135160,21003,0.002989835
135162,21003,0.047867143
135163,21003,0.11717614
135176,20459,0.095729595
135177,20459,0.007872955
135179,21027,0.008044826
