GRIDCODE,CVENTMUN,Ft
177462,15106,0.004068439
177463,15106,0.021516065
177465,15106,0.01622577
177466,15106,0.035128591
177467,15106,0.023258557
177468,15106,0.006457134
177469,15106,0.006313245
177470,15051,0.050172869
177506,21134,0.392043669
177507,29015,0.12420163
177509,29015,0.14389161
177512,29024,0.026301884
177520,29052,0.209009355
177521,29052,0.366534565
177530,29008,0.19758056
177531,29008,0.136074486
177541,21067,0.0937239
177542,21067,0.275211972
177543,21067,0.058639936
177546,21067,0.108524187
177547,21093,0.001791047
177548,21093,0.011707996
177550,21058,0.08499768
177551,21058,0.074996797
177555,30079,0.156821574
177569,30017,0.018146663
177573,30134,0.049796892
177574,30134,0.019369658
178372,6008,0.041179511
178381,6003,0.035048581
178395,14087,0.049823333
178396,14087,0.018808938
178419,14049,0.05546422
178446,16111,0.07484882
178453,16079,0.042694374
178459,16082,0.002671832
178461,16066,0.017211174
178481,16101,0.089266982
178509,15111,0.036669278
178511,15114,0.054902822
178515,15114,0.022904877
178517,15005,0.039707668
178519,15005,0.020014093
178520,15005,0.02028902
178521,15005,0.01373532
178522,15106,0.02662041
178523,15106,0.069442664
178524,15106,0.019437645
178525,15106,0.02233096
178526,15087,0.069372571
178527,15106,0.000330894
178533,15037,0.076839668
178534,15037,0.281098679
178564,21134,0.066892564
178565,21134,0.346779453
178567,29015,0.010830377
178571,29024,0.247341219
178572,29024,0.096599738
178585,29013,0.077814883
178588,29013,0.051443932
178589,29008,0.0219084
178590,29008,0.013500264
178606,21067,0.252948363
178607,21067,0.056644483
178608,21093,0.120236785
178609,21093,0.074643211
178611,30025,0.150291914
178612,30025,0.017459073
178613,30079,0.019799977
178614,30079,0.140101917
178617,30046,0.154563452
178618,30046,0.38333545
178625,30088,0.119873995
178626,30017,0.006188629
178627,30017,0.062380895
178628,30017,0.032980684
178629,30017,0.143066754
178630,30017,0.017927042
178631,30017,0.161365123
178632,30017,0.042509025
178633,30134,0.051448155
178634,30134,0.062835526
178635,30134,0.031486166
178640,30016,1
179414,14027,0.007408343
179421,14027,0.012520981
179422,14027,0.019688979
179423,14027,0.069125271
179424,14027,0.045100109
179430,6008,0.201068999
179431,6008,0.125747649
179438,14122,0.017873886
179441,6003,0.01875858
179449,14103,0.028158929
179505,16111,0.285889289
179518,16066,0.282710643
179524,16001,1
179539,16101,0.023745902
179540,16101,0.049050727
179568,15111,0.033289801
179573,15114,0.039300679
179574,15114,0.067569794
179575,15114,0.025007275
179576,15114,0.021584738
179577,15005,0.066707548
179578,15005,0.02550416
179579,15005,0.05997235
179580,15005,0.006880819
179581,15106,0.033396835
179586,15067,0.161753449
179592,15037,0.015571418
179609,15029,0.241075463
179610,15029,0.744099194
179623,21134,0.022411391
179628,29015,0.10567944
179629,29015,0.073930976
179630,29015,0.103409393
179631,29024,0.120615245
179635,29043,0.061152803
179644,29013,0.238073511
179645,29013,0.081803881
179648,29004,0.026802235
179649,29004,0.131182832
179654,21108,0.895726124
179655,21108,0.104273876
179669,30025,0.16022965
179670,30025,0.031918887
179671,30079,0.064160124
179672,30079,0.036908603
179673,30079,0.123286014
179674,30079,0.168367927
179676,30164,0.10712506
179677,30046,0.462101098
179686,30017,0.089394388
179687,30017,0.076416328
179688,30065,0.037785787
179689,30017,0.037590914
179690,30017,0.03269207
179691,30017,0.076929759
180473,14027,0.035527037
180477,14027,0.051380846
180478,14027,0.019132527
180479,14027,0.041373107
180480,14027,0.0524392
180481,14027,0.048434587
180483,14027,0.050108496
180484,14027,0.04092685
180485,14027,0.04512976
180486,14027,0.018918115
180489,6008,0.302316108
180496,14122,0.015198226
180497,14122,0.201072264
180498,14122,0.094088246
180499,14122,0.087163599
180500,14122,0.092043198
180501,6003,0.319055924
180514,14087,0.011715144
180515,14087,0.005949075
180565,16090,1
180598,16101,0.082745745
180632,15114,0.081190143
180635,15005,0.031590892
180642,15106,0.015979632
180645,15067,0.219771923
180669,15099,0.317053378
180681,21180,0.38744901
180682,21180,0.070814
180687,29015,0.038871599
180688,29014,0.067346882
180689,29040,0.065555124
180690,29014,0.001187533
180692,29040,0.047959899
180693,29040,0.148550591
180694,29043,0.938847197
180696,29031,0.260952919
180697,29031,0.065517159
180698,29005,0.202178392
180704,29013,0.342749198
180707,29004,0.108357658
180714,21170,0.017881494
180728,30025,0.155597539
180732,30079,0.015816047
180733,30025,0.026464797
180734,30079,0.000685304
180735,30092,0.036468906
180736,30164,0.063505749
180742,30065,0.079709297
180743,30065,0.009491939
180744,30065,0.196147323
180745,30065,0.076919678
180746,30017,0.086994608
181534,14027,0.002444543
181535,14027,0.073426233
181536,14027,0.013756813
181543,14027,0.048413164
181544,14027,0.028524007
181545,14027,0.05714897
181546,14027,0.041218812
181547,6008,0.135814772
181548,6008,0.193872962
181555,14122,0.078606836
181556,14122,0.038004673
181573,14087,0.040261948
181657,16101,0.11486482
181664,16034,0.036426833
181689,15114,0.015437239
181690,15114,0.049338105
181691,15114,0.016233873
181693,15005,0.0186731
181694,15005,0.024761279
181704,15087,0.331282273
181705,15087,0.059184956
181723,15099,0.145491765
181724,15099,0.118153159
181728,15099,0.134303225
181739,29021,0.103752844
181740,21180,0.148040472
181747,29014,0.09109264
181749,29040,0.019892984
181752,29040,0.254466288
181753,29040,0.327650007
181755,29031,0.041888533
181757,29039,1
181763,29013,0.208114595
181764,29004,0.055149359
181765,29004,0.119910356
181766,29004,0.110952835
181787,30025,0.011400023
181788,30079,0.204150018
181789,30079,0.069902495
181791,30092,0.083842214
181792,30092,0.100740275
181793,30092,0.060384431
181794,30092,0.054464818
181800,30038,0.619267359
181801,30065,0.111661342
181802,30065,0.001962471
181803,30065,0.00096051
181811,30004,0.004425856
181813,30134,0.005395828
181814,30134,0.01566932
182585,14043,0.420282985
182593,14021,0.009351843
182599,14027,0.002403871
182614,14122,0.036846373
182615,14122,0.061643456
182632,14087,0.025101517
182635,14121,0.001072954
182643,14056,0.081939384
182644,14056,0.152003021
182645,14056,0.135653588
182646,14056,0.001071189
182661,16068,0.407967346
182716,16101,0.066865999
182723,16034,0.166827813
182744,15124,0.011537488
182745,15124,0.07126248
182748,15114,0.070862495
182749,15114,0.023783563
182750,15114,0.032736613
182751,15005,0.014071723
182752,15005,0.08315904
182763,15087,0.051554859
182764,15087,0.041015261
182771,15057,1
182782,15099,0.072332122
182787,15099,0.062741205
182797,29021,0.144761176
182798,29021,0.198584018
182805,29014,0.073465236
182808,29055,1
182810,29011,0.040550729
182823,29004,0.038013704
182824,29004,0.010367183
182838,21170,0.036220316
182839,21170,0.086188625
182848,30092,0.020229196
182849,30092,0.088612656
182850,30092,0.010496416
182851,30092,0.103830587
182859,30065,0.042330467
182860,30065,0.009939501
182869,30004,0.032173687
182870,30004,0.000762181
182872,30191,0.210559823
182873,30191,0.110047595
182874,30191,0.043800073
183641,14043,0.436020765
183651,14021,0.015386324
183652,14021,0.209454651
183671,14099,0.087901523
183672,14099,0.084587431
183673,14122,0.022801869
183674,14122,0.113250704
183687,14108,0.040192184
183689,14108,0.037234165
183690,14108,0.021508906
183701,14085,0.072207226
183702,14056,0.019544983
183705,14056,0.111501468
183706,14056,0.035865051
183719,16068,0.080227422
183720,16068,0.218647737
183723,16068,0.14761883
183727,16102,0.024906904
183739,16056,0.021163979
183740,16056,0.03995102
183775,16101,0.07367287
183782,16034,0.157142388
183785,16034,0.077321924
183786,16034,0.076982799
183791,16098,0.519376477
183792,16098,0.352350427
183804,15124,0.200528262
183805,15124,0.064601549
183807,15114,0.000702089
183808,15114,0.044718257
183828,15046,0.113929491
183829,15046,0.236078541
183830,15046,0.233102816
183841,15011,0.276057575
183842,15011,0.124996585
183856,29021,0.015944679
183857,29021,0.234951162
183861,29020,0.123572391
183864,29014,0.151860056
183868,29011,0.034729987
183869,29011,0.218198594
183883,29004,0.010887524
183885,21094,0.031269513
183886,21094,0.097234378
183894,21170,0.065138075
183895,21170,0.040024158
183896,21170,0.097719266
183897,21170,0.059222093
183903,30128,0.072125426
183904,30128,0.021405627
183908,30092,0.020748315
183909,30092,0.078785998
183915,30038,0.229844897
183916,30065,0.032793159
183927,30004,0.027533437
183928,30004,0.068268785
183929,30004,0.050277194
183930,30004,0.02784028
183931,30191,0.010984167
184700,14043,0.143696251
184710,14021,0.158055228
184730,14099,0.097003656
184731,14099,0.021732736
184732,14122,0.039620278
184733,14122,0.090432252
184739,14113,0.014939404
184740,14113,0.126149708
184744,14108,0.000740019
184745,14108,0.136813821
184746,14108,0.031848592
184759,14085,0.034098579
184760,14085,0.046666769
184765,14056,0.119537394
184779,16075,0.004476906
184780,16075,0.029126841
184781,16068,0.004067508
184782,16068,0.136768891
184785,16102,0.337198403
184786,16075,0.02682536
184798,16056,0.007036931
184799,16056,0.101305495
184800,16056,0.008231636
184834,16101,0.02349661
184841,16034,0.166150538
184844,16034,0.029036861
184845,16034,0.068193052
184850,16098,0.128273096
184864,15124,0.188218337
184867,15074,0.020194008
184878,15047,1
184889,15046,0.052858836
184890,15013,0.984983649
184900,15033,0.203552123
184901,15011,0.073203371
184906,15093,0.076074553
184907,15099,0.044041072
184914,29006,0.064619581
184915,29006,0.010255817
184916,29006,0.047526429
184920,29020,0.189681202
184923,29014,0.00842987
184926,29011,0.240315687
184927,29003,0.212126579
184928,29003,0.249995331
184934,29031,0.229190192
184942,21083,0.040887096
184943,21083,0.067723824
184944,21094,0.30234919
184953,21170,0.232935376
184963,30128,0.07433841
184964,30128,0.082498939
184965,30128,0.122352235
184966,30092,1.10249E-05
184967,30092,0.049836632
184986,30004,0.017778964
185787,14099,0.01441944
185789,14099,0.047779165
185790,14099,0.052573397
185791,14099,0.051923925
185792,14099,0.090257163
185793,14099,0.091657038
185799,14113,0.012806339
185800,14113,0.045278885
185801,14108,0.067797184
185802,14023,0.426563163
185803,14023,0.279849714
185818,14085,0.018562209
185823,14056,0.118386044
185824,14056,0.008838681
185837,16075,0.097834595
185838,16075,0.001749961
185841,16075,0.084421475
185842,16075,0.035178298
185843,16075,0.075101278
185844,16075,0.023464953
185849,16021,0.071198524
185850,16102,0.297491683
185851,16102,0.091189251
185852,16065,0.031157125
185857,16056,0.018297531
185858,16056,0.110192436
185859,16056,0.023943118
185900,16034,0.051208798
185923,15124,0.044422147
185924,15074,0.000960679
185925,15074,0.012922145
185926,15074,0.016570411
185943,15060,0.063843622
185944,15060,0.080068448
185945,15060,0.014693882
185946,15060,0.070570737
185947,15060,0.08117845
185959,15033,0.269030206
185960,15033,0.204645692
185962,15100,0.169624734
185966,15093,0.067895737
185967,15093,0.198521093
185968,15093,0.177636901
185969,15093,0.19119639
185970,15093,0.171742106
185971,29006,0.25895101
185972,29006,0.132357933
185973,29006,0.17894131
185979,29020,0.176569936
185980,29020,0.132649111
185981,29020,0.288143641
185982,29014,0.005852371
185985,29034,0.074245727
185986,29034,0.094060483
185993,29031,0.168479879
185994,29034,0.238798216
186002,21083,0.026752905
186003,21083,0.102111396
186007,21105,1
186012,21044,0.112201558
186021,30128,0.021602272
186022,30128,0.079578323
186023,30128,0.06654029
186024,30128,0.081803331
186025,30092,0.008840693
186026,30001,0.021992189
186041,30004,0.001782079
186043,30004,0.030101437
186044,30004,0.07531939
186045,30004,0.030237063
186826,14021,0.046640581
186828,14021,0.079241132
186829,14021,0.011639928
186845,14106,0.065692934
186846,14106,0.005788501
186847,14099,0.050161652
186848,14099,0.00170116
186849,14099,0.035921362
186850,14099,0.048657581
186857,14113,0.032652207
186858,14113,0.116971917
186860,14113,0.057944881
186861,14113,0.02440522
186865,14121,0.093246107
186866,14121,0.043653973
186877,14085,0.060754766
186882,14069,0.031624764
186897,16095,0.350675099
186902,16075,0.056699861
186910,16065,0.068204556
186911,16065,0.008459954
186917,16056,0.059929689
186918,16056,0.00137287
186923,16032,1
186981,15124,0.176756307
186982,15074,0.010191009
186983,15074,0.001200211
186984,15074,0.008630858
186985,15074,0.064948947
187001,15060,0.005400046
187002,15060,0.037881036
187003,15060,0.004399205
187004,15060,0.016182934
187009,15060,0.025782075
187021,15100,0.830375266
187039,29045,0.653810006
187052,29034,0.500431091
187053,29034,0.050327349
187061,21083,0.11897906
187062,21083,0.057020395
187071,21170,0.086618115
187080,30128,0.039480033
187083,30128,0.067698352
187084,30128,0.020240581
187085,30001,0.1870284
187088,30001,0.349489712
187089,30001,0.238895102
187097,30004,0.010068811
187102,30004,0.010879096
187103,30004,0.052333261
187104,30004,0.032519531
187885,14021,0.128002165
187886,14021,0.181607256
187887,14021,0.040884105
187901,14106,0.084987123
187902,14106,0.087558417
187904,14106,0.078097303
187917,14113,0.021837341
187924,14121,0.024105022
187925,14121,0.018531251
187935,14085,0.039199129
187936,14085,0.03486811
187941,14069,0.070910644
187961,16075,0.006642193
187962,16075,0.028944808
187964,16075,0.001860075
187969,16065,0.072708427
187970,16065,0.153959686
187971,16065,0.051395993
187972,16065,0.085341024
187976,16056,0.012141133
188001,16053,0.019878186
188039,15124,0.096920548
188040,15124,0.092275278
188042,15074,0.005057303
188044,15074,0.034558504
188045,15074,0.047990978
188046,15074,0.011152612
188047,15074,0.004272589
188049,15042,0.017848863
188065,15060,0.032193858
188066,15060,0.159809352
188067,15060,0.089390247
188068,15060,0.027944352
188076,15033,0.141874637
188095,13008,1
188117,21083,0.043540742
188119,21083,0.007262266
188120,21083,0.084775517
188121,21083,0.154106534
188127,21044,0.090195625
188128,21044,0.30405368
188129,21044,0.198050427
188143,30128,0.00359074
188144,30132,0.295998746
188146,30001,0.046639008
188156,30004,0.027311315
188157,30004,0.039423174
188158,30009,0.068072445
188161,30004,0.057029942
188162,30004,0.051761855
188949,14021,0.000410894
188959,14106,0.077215085
188960,14106,0.067740746
188961,14106,0.12130445
188962,14106,0.031230555
188963,14106,0.077052943
188984,14121,0.058848758
188985,14121,0.248259838
188986,14085,0.004391797
188994,14085,0.079856591
189000,14069,0.067950282
189014,16095,0.035681316
189022,16075,0.003312541
189023,16075,0.009081448
189025,16021,0.031653016
189026,16021,0.059544444
189031,16065,0.004986551
189032,16065,0.108715387
189034,16024,0.334341649
189035,16024,0.421908626
189037,16056,0.081050472
189038,16056,0.059418851
189081,16034,0.001817377
189103,15074,0.039720488
189105,15074,0.030647598
189106,15042,0.031921054
189107,15042,0.078648588
189130,15121,0.038225263
189136,15081,0.295945586
189138,15081,0.111042326
189176,21083,0.024628521
189178,21083,0.044417232
189179,21083,0.027374045
189186,21044,0.201092035
189202,30132,0.176492954
189203,30132,0.061263132
189209,30093,0.367604944
189210,30093,0.632395056
189219,30009,0.145670299
189220,30004,0.004167182
189221,30004,0.033293676
189222,30004,0.026966514
189980,14100,0.003671998
189981,14100,0.008775952
190008,14021,0.103331422
190016,14037,0.027880065
190017,14037,0.288730919
190018,14037,0.020445049
190020,14106,0.078493016
190021,14106,0.088241236
190022,14106,0.039941271
190044,14085,0.033203815
190045,14085,0.024085953
190052,14085,0.040248573
190053,14085,0.020425975
190059,14069,0.07137427
190060,14069,0.028676324
190073,16095,0.30874199
190074,16095,0.219320572
190081,16075,0.040204542
190084,16021,0.198520955
190091,16065,0.050767494
190094,16024,0.16427224
190095,16056,0.108179728
190096,16056,0.03099117
190097,16056,0.007299999
190098,16056,0.052542024
190140,16034,0.117694705
190161,15074,0.043130189
190162,15074,0.028835072
190163,15074,0.024842247
190164,15074,0.000936035
190165,15042,0.018580102
190166,15048,0.032732584
190167,15048,0.112191916
190168,15048,0.144762474
190189,15121,0.002338342
190190,15121,0.959436396
190196,15081,0.077703585
190197,15081,0.290454724
190211,13021,0.632705984
190259,30128,0.003424548
190262,30132,0.063644771
190277,30009,0.13039392
190278,30009,0.012102638
190281,30004,0.042168088
191075,14037,0.175203387
191076,14037,0.001969861
191104,14121,0.110933115
191111,14085,0.000361045
191118,14069,0.012255893
191123,16019,0.01866413
191124,16019,0.022815784
191127,16019,0.002765723
191133,16091,0.367453452
191140,16075,0.046897895
191141,16075,0.016594444
191142,16021,0.043261598
191143,16021,0.202360588
191157,16056,0.018498385
191186,16040,0.02743149
191187,16040,0.108940022
191193,16034,0.032769123
191194,16034,0.012125115
191205,16080,1
191219,15074,0.00218446
191220,15074,0.052286035
191223,15074,0.011638116
191225,15048,0.020651064
191226,15048,0.062388383
191227,15048,0.060535388
191228,15048,0.12842736
191234,15056,0.685565843
191249,15091,0.542221002
191250,15053,0.013965428
191251,15059,1
191262,15065,0.137109129
191301,21212,0.352464706
191308,21054,0.054463732
191318,30107,0.035798038
191319,30107,0.413627118
191323,30177,0.401844772
191324,30177,0.598155228
191333,30009,0.020803761
191335,30009,0.110393021
191336,30009,0.051024459
191340,30004,0.022497773
191341,30004,0.011040943
192127,14015,0.015399506
192133,14037,0.040886961
192134,14037,0.129592171
192146,14113,0.049904668
192147,14113,0.112406232
192148,14113,0.006146732
192163,14085,0.060631275
192170,14085,0.040514067
192176,14069,0.082969899
192177,14069,0.020794207
192182,16019,0.091643607
192183,16019,0.20722804
192184,16019,0.025487859
192199,16075,0.000357678
192200,16075,0.036355945
192202,16021,0.160161617
192236,16088,0.136746715
192245,16040,0.109137848
192253,16110,0.296324569
192278,15074,0.025523229
192280,15048,0.037555223
192281,15048,0.064615263
192282,15048,0.00543564
192284,15014,0.240667516
192286,15014,0.034175449
192287,15048,0.001256679
192293,15056,0.314434157
192307,15091,0.030961112
192308,15091,0.064464454
192317,15092,0.897424925
192318,15092,0.102575075
192320,15075,1
192321,15065,0.862890871
192365,21186,0.011205404
192366,21054,0.182182885
192367,21054,0.536643994
192378,30107,0.550574843
192386,30187,1
192394,30009,0.076499929
192400,30004,0.01335526
192401,30004,0.039404594
193186,14015,0.11615061
193191,14037,0.079991306
193192,14037,0.160668997
193205,14113,0.150818983
193217,14079,0.016406081
193222,14079,0.008689935
193229,14085,0.021295968
193230,14085,0.002867818
193235,14069,0.070404063
193242,16019,0.097523281
193243,16019,0.050143064
193244,16019,0.019493961
193257,16085,0.03083069
193258,16085,0.060328442
193261,16021,0.053397252
193293,16053,0.176597819
193294,16053,0.715485336
193295,16053,0.088038659
193296,16088,0.040906474
193297,16088,0.162550228
193303,16040,0.057730478
193304,16040,0.208617393
193312,16110,0.037051646
193313,16034,0.006302673
193333,15064,0.006315283
193336,15064,0.091882417
193337,15064,0.392592839
193339,15048,0.015037242
193344,15014,0.223854618
193352,15026,0.051821987
193353,15026,0.005262621
193360,15095,1
193377,15084,0.16904008
193379,15016,0.033312152
193380,15016,0.033625793
193407,21053,0.000707962
193408,21053,0.044067366
193418,21212,0.647535294
193424,21186,0.070455352
193425,21054,0.226709388
193459,30004,0.000744312
193460,30004,0.013377425
193461,30004,0.001783594
193462,30004,0.004720876
194243,14015,0.156882477
194244,14015,0.110870303
194245,14015,0.003033667
194250,14037,0.052342835
194252,14054,0.0246195
194255,14054,0.10770626
194264,14113,0.043955109
194265,14086,0.030193251
194268,14086,0.009122988
194269,14086,0.00442346
194276,14079,0.031640316
194281,14079,0.013894683
194282,14079,0.000397943
194294,14069,0.042341071
194301,14069,0.031588396
194302,16019,0.021285464
194303,16019,0.105719636
194314,16085,0.149441418
194315,16085,0.173139713
194316,16085,0.123796531
194355,16088,0.311491907
194361,16003,0.205953761
194362,16040,5.81853E-05
194365,16072,0.327737744
194366,16072,0.211972921
194371,16110,0.023373979
194372,16110,0.219175996
194392,15064,0.137425221
194396,15085,0.072510488
194412,15026,0.061891969
194413,15026,0.030120153
194414,15026,0.108072115
194415,15026,0.10801172
194419,13063,0.243641687
194426,15120,0.54032858
194436,15084,0.227274724
194437,15084,0.096210403
194442,15061,0.49155193
194483,21186,0.157943038
195304,14015,0.268123366
195305,14015,0.185379273
195311,14054,0.052483312
195312,14054,0.241347183
195313,14054,0.24833076
195314,14054,0.018531735
195323,14086,0.000486341
195324,14086,0.076297413
195327,14086,0.061295419
195340,14079,0.09255284
195341,14079,0.003947174
195348,14059,0.024252178
195349,14059,0.053203358
195350,14059,0.094029972
195351,14059,0.130176882
195352,14112,0.324943143
195353,14069,0.06347068
195356,14069,0.003031909
195359,14069,0.026912109
195360,14069,0.014353145
195361,16019,0.13236912
195371,16084,0.163532921
195372,16084,0.139272511
195373,16085,0.033654603
195416,16088,0.040548679
195417,16088,0.169513021
195419,16003,0.237302114
195420,16003,0.028573172
195422,16040,0.116301779
195423,16072,0.097925025
195424,16072,0.310209287
195430,16110,0.108280451
195440,16050,0.011926446
195441,16050,0.037460589
195442,16050,0.017769799
195455,15085,0.008674994
195456,15085,0.026008684
195457,15085,0.008556551
195470,15026,0.003626275
195474,15026,0.005021266
195475,15112,0.355821814
195476,15112,0.263447968
195477,15112,0.118383963
195478,13063,0.270023271
195479,13063,0.023621079
195484,15120,0.389780579
195485,15120,0.069890841
195500,15061,0.244085865
195501,15061,0.264362205
195523,21053,0.002549384
195524,21053,0.005888214
195542,21186,0.111097198
196339,14100,0.006766619
196340,14100,0.03005195
196341,14100,0.012793022
196363,14015,0.032963345
196373,14054,0.066648588
196382,14086,0.020010757
196383,14086,0.012185405
196385,14086,0.009802076
196386,14086,0.023496352
196390,14082,0.044450452
196391,14082,0.658913516
196392,14082,0.106157617
196395,14014,0.134345949
196396,14079,0.066625601
196397,14079,0.086920538
196398,14079,0.091993455
196399,14079,0.015114555
196406,14059,0.020652898
196407,14059,0.057004145
196408,14059,0.111403009
196409,14059,0.092201725
196416,14069,0.007297725
196417,14069,0.036107536
196418,14069,0.024849637
196419,14069,0.04928618
196420,16019,0.116728232
196430,16084,0.243881161
196478,16003,7.31585E-05
196481,16110,0.03317971
196503,16050,0.003703056
196504,16050,0.015028975
196505,16050,0.06829833
196518,15014,0.141552085
196527,15026,0.05163923
196528,15026,0.069865542
196529,15026,0.043827709
196530,15026,0.113999108
196531,15026,0.035650612
196536,15112,0.002610383
196537,13063,0.006578421
196538,13063,0.08566467
196551,13069,0.736759856
196552,13069,0.032636174
196554,15084,0.004713714
196558,15016,0.042235732
196559,15016,0.152428407
196583,21053,0.050815906
196622,30163,0.031035413
197395,14100,0.017285683
197396,14100,0.028381347
197397,14100,0.02749598
197398,14100,0.037088475
197400,14068,0.79986729
197441,14086,0.011191724
197442,14086,0.037793388
197444,14086,0.039932976
197455,14079,0.117202124
197464,14059,0.010941512
197465,14059,0.146625667
197469,14059,0.107706383
197470,14112,0.675056857
197476,14069,0.005359419
197477,14069,0.043240085
197478,14069,0.004751806
197521,16037,0.414783096
197522,16037,0.139128895
197536,16003,0.056275038
197537,16003,0.015703679
197561,16050,0.08064132
197562,16050,0.029790975
197563,16050,0.028656596
197564,16050,0.115484608
197565,16050,0.094523851
197574,15085,0.093969859
197577,15085,0.011878544
197583,15102,0.44076096
197586,15026,0.012876967
197613,15084,0.023498131
197615,13066,0.627983542
197616,15016,0.223148691
197618,15016,0.165288941
197619,13083,0.181904032
197640,21053,0.063427071
197641,21053,0.103952303
197642,21053,0.050267027
197663,21017,1
197681,30163,0.738932013
197688,30095,0.322505756
198454,14100,0.025411172
198459,14068,0.20013271
198482,14110,0.064118611
198483,14110,0.044977751
198501,14086,0.034145034
198502,14086,1.90983E-05
198503,14086,0.014612038
198504,14086,0.034023606
198506,14004,0.523128015
198514,14079,0.045318936
198515,14014,0.009805831
198516,14079,0.087575193
198517,14079,0.033641803
198522,14026,0.071584215
198523,14026,0.074765734
198535,14069,0.022294931
198559,16085,0.123954855
198581,16037,0.446088009
198620,16050,0.013520424
198624,16017,0.014261775
198625,16017,0.057085824
198626,16017,0.021793879
198633,15085,0.055742725
198634,15085,0.127487662
198635,15085,0.124615361
198636,15085,0.085062324
198637,15001,0.044357246
198642,15102,0.080528482
198643,15102,0.478710559
198664,15096,0.255623796
198665,15036,0.148353524
198678,13083,0.179961026
198679,13083,0.152113819
198697,21053,0.027534386
198698,21053,0.117944812
198699,21053,0.040892622
198723,21174,0.080118041
198724,21174,0.663214314
198725,21174,0.051577053
198734,30023,0.175148684
198740,30163,0.066682807
198741,30109,0.00188951
198745,30197,0.014368493
198746,30197,0.541958531
198747,30095,0.44580684
199509,14100,0.006003844
199510,14100,0.029400171
199511,14100,0.034845861
199512,14100,0.030863092
199513,14100,0.009897913
199518,14100,0.026582164
199540,14110,0.007835047
199541,14110,0.19499964
199542,14110,0.069957694
199560,14086,0.001391316
199561,14086,0.06077546
199563,14086,0.020711137
199576,14026,0.069851209
199577,14026,0.097323651
199580,14026,0.058255534
199581,14026,0.05054227
199582,14026,0.053341937
199597,16045,0.099444281
199618,16085,0.149945686
199619,16094,0.297421095
199620,16094,0.170501295
199639,16054,0.051921996
199640,16054,0.17753088
199652,16020,0.100580221
199653,16020,0.3998222
199654,16020,0.396770812
199655,16020,0.088721122
199673,16050,0.1031839
199685,16017,0.009609574
199686,16017,0.046911607
199695,15001,0.002476912
199696,15001,0.023413701
199697,15001,0.037566616
199702,15045,0.088746764
199703,15045,0.055095604
199704,15045,0.059185154
199705,15045,0.005348864
199716,13063,0.017018215
199717,13063,0.03943673
199723,15096,0.744376204
199748,13057,0.020064524
199749,13016,0.006128909
199755,21053,0.107973589
199756,21053,0.115596698
199768,21039,0.225888921
199772,21078,0.010747105
199776,21207,1
199781,21075,0.231016968
199782,21075,0.582668189
199792,30023,0.718519442
199793,30023,0.106331874
199800,30109,0.072969597
199801,30109,0.010691775
199804,30197,0.011445632
200567,14100,0.006487673
200568,14100,0.005208515
200571,14100,0.000866087
200577,14100,0.007335165
200578,14100,0.032307537
200579,14100,0.022477137
200599,14110,0.107518672
200619,14086,0.064386908
200620,14086,0.021372254
200621,14086,0.001386624
200622,14086,0.025451368
200626,14004,0.1624539
200636,14026,0.026387224
200637,14026,0.095955522
200638,14026,0.097041585
200639,14026,0.04959644
200641,14057,0.420012964
200656,16045,0.082337308
200657,16045,0.008605128
200658,16045,0.118551103
200659,16104,0.012727553
200660,16104,0.060848305
200665,16023,0.004921595
200679,16094,0.001703478
200691,16063,0.018656851
200698,16054,0.069378667
200699,16054,0.149538393
200700,16054,0.15137634
200701,16054,0.136710594
200702,16054,0.013887487
200732,16050,0.025373768
200733,11038,0.064850647
200743,16017,0.022508805
200745,16017,0.101493147
200751,15001,0.001448437
200752,15001,0.023839281
200764,15045,0.059301324
200773,13063,0.008055268
200775,13013,0.239385639
200776,13063,0.005247688
200777,13013,0.134413866
200802,13057,0.01779808
200803,13057,0.069334227
200807,13057,0.205339798
200812,21053,0.049119389
200813,21053,0.155486374
200814,21053,0.006902287
200822,21208,0.081305226
200823,21208,0.060791154
200827,21039,0.774111079
200830,21078,0.160602028
200831,21078,0.314259001
200832,21202,0.174402457
200833,21202,0.136509579
200860,30109,0.062406311
201623,14100,0.013088589
201624,14100,0.014006998
201625,14100,0.00500348
201626,14100,0.032023207
201627,14100,0.00943556
201630,14100,0.002574125
201631,14100,0.03366461
201632,14100,0.0018783
201638,14100,0.00859779
201639,14100,0.032412947
201640,14100,0.00401746
201661,14110,0.124780047
201677,14086,0.010813476
201678,14086,0.01231044
201679,14086,0.013165211
201680,14086,0.00298879
201681,14086,0.004704122
201682,14086,0.003142839
201685,14004,0.314418085
201687,14014,0.033897474
201688,14014,0.169761586
201692,14014,0.046501453
201695,14026,0.014884663
201696,14026,0.004088614
201700,14057,0.014755059
201716,16045,0.040563766
201717,16045,0.041972166
201718,16104,0.052395037
201719,16104,0.087104182
201720,16104,0.004420468
201724,16023,0.087317935
201725,16023,0.002701894
201726,16108,0.330458909
201727,16108,0.453355079
201750,16063,0.00419789
201751,16063,0.154334485
201752,16063,0.03674886
201761,16054,0.004589954
201762,16054,0.168487413
201763,16054,0.040169302
201774,16078,0.048900575
201775,16078,0.254646303
201776,16078,0.038086647
201790,11038,0.029935541
201792,11038,0.268658007
201793,11019,0.018599022
201794,11019,0.009048327
201795,11019,0.021631393
201797,16031,0.263879266
201798,16017,0.0115805
201802,16017,0.040795589
