GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Purb_T,Prur_T,P_tot
143589,17017,0,0.00108087,0.00017862,0,11,11
143591,17017,0.08117414,0.00402869,0.06842575,4173,41,4214
143595,17025,0,0.00083333,0.00034883,0,11,11
143608,17003,0,0.04950018,0.01219766,0,411,411
143609,17003,0.25775835,0.05359509,0.20744918,6545,445,6990
143610,17003,0.03540485,0.03625196,0.03561359,899,301,1200
143611,17003,0,0.01083946,0.00267102,0,90,90
143612,21051,0.0314359,0.00105597,0.01956682,650,14,664
143613,21051,0.1654979,0.13011012,0.15167232,3422,1725,5147
143614,21051,0.02239203,0.04246493,0.03023427,463,563,1026
143615,21051,0,0.0896817,0.03503757,0,1189,1189
143616,21051,0,0.07399306,0.02890821,0,981,981
143617,21085,0,0.00155682,0.00028847,0,21,21
143618,21085,0,0.00348432,0.00064561,0,47,47
143622,21085,0,0.00266884,0.00049451,0,36,36
143623,21085,0,0.01853362,0.00343411,0,250,250
143627,21206,0,0.03996194,0.02982955,0,126,126
143628,21042,0,0.03267606,0.01894187,0,58,58
143629,21042,0.51670552,0.09352113,0.27139125,665,166,831
143630,21042,0.17637918,0.02197183,0.08687133,227,39,266
143632,21042,0,0.06197183,0.03592423,0,110,110
143635,21147,0,0.00598151,0.00185061,0,11,11
143637,21169,0,0.09276295,0.07041703,0,1442,1442
143639,21169,0,0.11276938,0.08560406,0,1753,1753
143640,21082,0,0.07694734,0.03014951,0,244,244
143641,21082,0.061154,0.00504573,0.03916965,301,16,317
143642,21082,0.92523365,0,0.56270851,4554,0,4554
143643,21082,0,0.01513718,0.00593105,0,48,48
143649,21018,0,0.16888729,0.12560257,0,469,469
143653,21161,0,0.00013515,0.0000526,0,1,1
143656,21156,0.07862582,0.0134822,0.07525118,20495,192,20687
143657,21156,0.28119617,0,0.26662932,73298,0,73298
143658,21156,0.08961311,0.01060319,0.08552014,23359,151,23510
143663,21010,0,0.00110463,0.00059385,0,36,36
143664,21010,0,0.00079779,0.00042889,0,26,26
143665,21010,0,0.0054618,0.00293628,0,178,178
143666,21010,0,0.03350721,0.01801356,0,1092,1092
143667,21010,0,0.05314514,0.02857096,0,1732,1732
143668,21010,0,0.07333538,0.03942528,0,2390,2390
143669,21010,0,0.01018717,0.00547665,0,332,332
143670,21010,0,0.12859773,0.06913446,0,4191,4191
143672,21010,0,0.01402271,0.00753864,0,457,457
143673,21010,0,0.01270328,0.00682932,0,414,414
143674,21217,0,0.03754386,0.02084856,0,428,428
143675,21217,0,0.03149123,0.01748746,0,359,359
143676,21145,0,0.00025263,0.00022166,0,3,3
143677,21145,0,0.0592,0.05194325,0,703,703
143678,21145,0,0.02223158,0.01950643,0,264,264
143679,21145,0,0.03865263,0.03391459,0,459,459
143680,30173,0,0.00521952,0.00429789,0,226,226
143681,30173,0,0.02143237,0.01764795,0,928,928
143684,20002,0,0.0206555,0.01310015,0,588,588
143685,20002,0,0.00814979,0.00516877,0,232,232
143688,20002,0,0.01345418,0.00853292,0,383,383
143690,20002,0,0.00245899,0.00155954,0,70,70
143693,20002,0,0.0649524,0.04119416,0,1849,1849
143694,30174,0,0.01305579,0.00641959,0,604,604
143695,30174,0,0.01212632,0.00596257,0,561,561
143696,30174,0,0.00940276,0.00462338,0,435,435
143697,30174,0,0.01007284,0.00495286,0,466,466
143698,30174,0,0.00425826,0.00209381,0,197,197
143699,30174,0,0.00192378,0.00094593,0,89,89
143700,30174,0,0.00581458,0.00285906,0,269,269
143701,30174,0,0.00620366,0.00305037,0,287,287
143702,30207,0,0.01643495,0.00791662,0,357,357
143703,30207,0,0.00032225,0.00015523,0,7,7
143705,30207,0,0.00018415,0.0000887,0,4,4
143706,30045,0,0.00103671,0.00029634,0,17,17
143707,30045,0,0.00030492,0.0000872,0,5,5
143709,30045,0,0.00024393,0.0000697,0,4,4
143710,30084,0,0.12949083,0.08748036,0,501,501
143711,30084,0,0.04187129,0.02828706,0,162,162
143712,30084,0,0.32540708,0.21983587,0,1259,1259
143713,30045,0,0.00042688,0.00012202,0,7,7
143714,30045,0.0010496,0.00158556,0.0012028,43,26,69
143715,30208,0.04997499,0.00264335,0.03981316,899,13,912
143716,30208,0,0.1893046,0.0406426,0,931,931
143717,30012,0,0.04105196,0.0341926,0,256,256
143718,30012,0,0.10054522,0.08374516,0,627,627
143719,30012,0,0.06911482,0.05756645,0,431,431
143720,30178,0,0.00334272,0.00143029,0,19,19
143721,30178,0,0.01319493,0.00564589,0,75,75
143722,30178,0,0.04257565,0.0182174,0,242,242
143723,30178,0,0.0005278,0.00022584,0,3,3
143724,30143,0,0.00175006,0.00108104,0,61,61
143725,30143,0,0.00378701,0.00233931,0,132,132
143726,30143,0,0.03809961,0.02353483,0,1328,1328
143727,30143,0,0.01408653,0.00870151,0,491,491
143728,30143,0,0.03557494,0.0219753,0,1240,1240
143729,30143,0,0.02877553,0.01777518,0,1003,1003
143730,30141,0,0.01259855,0.00631657,0,994,994
143731,30141,0,0.03450024,0.01729748,0,2722,2722
143732,30141,0,0.01368856,0.00686307,0,1080,1080
143733,30141,0,0.00409389,0.00205257,0,323,323
143734,30141,0.00050978,0.01234505,0.00644366,40,974,1014
143735,30141,0,0.01313088,0.00658346,0,1036,1036
143736,30032,0,0.00052436,0.00022637,0,11,11
143737,30032,0,0.08818763,0.03807133,0,1850,1850
143738,30032,0,0.03522738,0.01520795,0,739,739
143739,30032,0,0.01968729,0.00849917,0,413,413
143740,30032,0,0.03327295,0.01436421,0,698,698
143741,30032,0,0.00085804,0.00037042,0,18,18
143742,30032,0,0.00190676,0.00082316,0,40,40
143743,30032,0,0.02307179,0.00996028,0,484,484
143744,30032,0,0.00014301,0.0000617,0,3,3
143745,30149,0,0.0042342,0.00177936,0,58,58
143749,30209,0,0.01824699,0.00783381,0,112,112
143750,30209,0,0.0400782,0.01720641,0,246,246
143751,30209,0,0.09856631,0.04231657,0,605,605
143752,30209,0,0.00977517,0.00419669,0,60,60
143781,27002,0.02382375,0,0.01540542,3828,0,3828
143782,27002,0.01634304,0,0.01056809,2626,0,2626
143783,27002,0,0.00318892,0.00112683,0,280,280
143788,27002,0,0.00814314,0.00287745,0,715,715
143792,27002,0,0.00140085,0.000495,0,123,123
143793,27002,0,0.00492005,0.00173854,0,432,432
143794,27002,0,0.00744841,0.00263196,0,654,654
144498,16008,0,0.06982933,0.06466689,0,1522,1522
144501,16008,0,0.00032116,0.00029742,0,7,7
144502,16008,0,0.00247752,0.00229436,0,54,54
144503,16008,0,0.00793724,0.00735044,0,173,173
144504,16008,0,0.03271242,0.03029402,0,713,713
144505,16008,0,0.00830428,0.00769035,0,181,181
144506,16026,0,0.00093875,0.00075887,0,4,4
144507,16026,0,0.01689744,0.01365965,0,72,72
144509,16015,0,0.00146392,0.0005677,0,10,10
144511,16015,0,0.00117113,0.00045416,0,8,8
144512,16015,0,0.00131752,0.00051093,0,9,9
144513,16015,0,0.00365979,0.00141925,0,25,25
144514,16015,0,0.00380618,0.00147602,0,26,26
144515,16015,0,0.00131752,0.00051093,0,9,9
144520,16015,0,0.00278144,0.00107863,0,19,19
144521,16015,0,0.00673401,0.00261141,0,46,46
144523,16015,0,0.0017567,0.00068124,0,12,12
144524,16002,0,0.00250917,0.00080178,0,13,13
144526,16002,0,0.00077205,0.0002467,0,4,4
144530,16096,0,0.00196502,0.00126743,0,10,10
144531,16096,0,0.00176852,0.00114068,0,9,9
144534,16096,0,0.00216153,0.00139417,0,11,11
144536,16096,0,0.00334054,0.00215463,0,17,17
144537,16096,0,0.00766359,0.00494297,0,39,39
144538,16096,0,0.00314404,0.00202788,0,16,16
144540,16096,0,0.00039301,0.00025349,0,2,2
144544,16096,0,0.00039301,0.00025349,0,2,2
144546,16010,0,0.01181102,0.00481872,0,105,105
144547,16010,0,0.00809899,0.00330427,0,72,72
144550,16010,0,0.05354331,0.02184488,0,476,476
144557,16010,0,0.0007874,0.00032125,0,7,7
144558,16010,0,0.00089989,0.00036714,0,8,8
144560,12016,0,0.03254848,0.02886756,0,376,376
144563,12016,0,0.00233726,0.00207294,0,27,27
144564,12016,0,0.04821676,0.04276392,0,557,557
144565,12016,0,0.01177285,0.01044146,0,136,136
144567,12016,0,0.00121191,0.00107486,0,14,14
144569,16029,0,0.00062234,0.00041765,0,6,6
144570,16029,0,0.00103724,0.00069609,0,10,10
144571,16029,0,0.01649207,0.0110678,0,159,159
144572,16029,0,0.00114096,0.0007657,0,11,11
144578,16038,0,0.00622727,0.00298066,0,125,125
144579,16038,0,0.03004035,0.01437871,0,603,603
144580,16038,0,0.00229164,0.00109688,0,46,46
144581,16038,0,0.00682509,0.00326681,0,137,137
144582,16038,0,0.00074727,0.00035768,0,15,15
144583,16038,0,0.00034873,0.00016692,0,7,7
144585,16038,0,0.00901709,0.004316,0,181,181
144586,16038,0,0.00064764,0.00030999,0,13,13
144587,16038,0,0.003836,0.00183609,0,77,77
144588,16038,0,0.01185672,0.00567518,0,238,238
144589,16038,0,0.00209236,0.0010015,0,42,42
144590,16038,0,0.03327853,0.01592866,0,668,668
144592,16038,0,0.00403527,0.00193147,0,81,81
144593,16038,0,0.01026254,0.00491213,0,206,206
144594,16038,0,0.0444378,0.02127,0,892,892
144596,16077,0,0.01700464,0.01012946,0,187,187
144597,16077,0,0.01109394,0.00660853,0,122,122
144598,12027,0,0.00084885,0.00065457,0,14,14
144599,12027,0,0.01036804,0.00799514,0,171,171
144600,12027,0,0.01309647,0.01009912,0,216,216
144602,12027,0,0.04735342,0.0365158,0,781,781
144603,12027,0,0.04365488,0.03366374,0,720,720
144604,12027,0,0.01624932,0.01253039,0,268,268
144605,12027,0,0.00927666,0.00715354,0,153,153
144606,12027,0,0.00024253,0.00018702,0,4,4
144607,12064,0,0.0005385,0.00034798,0,4,4
144611,15105,0,0.00013467,0.00012122,0,4,4
144612,15105,0,0.01545299,0.01391036,0,459,459
144613,15105,0,0.01238932,0.01115253,0,368,368
144614,15105,0,0.01366865,0.01230415,0,406,406
144615,15105,0,0.00218833,0.00196988,0,65,65
144616,15105,0,0.01387065,0.01248598,0,412,412
144617,15105,0,0.00215467,0.00193957,0,64,64
144618,15105,0,0.00676699,0.00609146,0,201,201
144619,15105,0,0.00882066,0.00794012,0,262,262
144620,15105,0,0.00565599,0.00509137,0,168,168
144623,12058,0,0.00436797,0.00245495,0,132,132
144624,12058,0,0.00148908,0.00083691,0,45,45
144625,12058,0,0.00340834,0.0019156,0,103,103
144626,12047,0,0.00526568,0.00472915,0,33,33
144627,12047,0,0.00781873,0.00702207,0,49,49
144628,12047,0,0.01483964,0.0133276,0,93,93
144629,12047,0,0.05409287,0.04858126,0,339,339
144630,12047,0,0.02233924,0.02006306,0,140,140
144631,12037,0,0.02121434,0.01317583,0,87,87
144632,12037,0,0.04316021,0.026806,0,177,177
144633,12055,0,0.00241524,0.00076884,0,80,80
144634,12055,0,0.0070042,0.00222963,0,232,232
144635,12055,0,0.01482354,0.00471875,0,491,491
144636,12055,0,0.00760801,0.00242184,0,252,252
144637,12055,0,0.01400839,0.00445927,0,464,464
144638,12055,0.06536021,0.0232165,0.05194468,4636,769,5405
144639,12055,0.00148033,0.00081514,0.00126858,105,27,132
144640,12055,0,0.02095221,0.00666968,0,694,694
144644,12015,0,0.16861616,0.07384931,0,937,937
144645,12015,0,0.19866835,0.08701135,0,1104,1104
144647,17001,0,0.01572618,0.00799013,0,136,136
144648,17017,0,0.03321215,0.00548835,0,338,338
144649,17017,0,0.00216174,0.00035723,0,22,22
144650,17012,0.0000832,0,0.0000726,4,0,4
144651,17012,0,0.00028462,0.0000363,0,2,2
144653,17025,0,0.05893939,0.02467178,0,778,778
144655,17025,0,0.04075758,0.01706095,0,538,538
144657,17025,0,0.08522727,0.03567578,0,1125,1125
144659,17025,0,0.05325758,0.0222934,0,703,703
144662,17019,0,0.01884863,0.00508956,0,129,129
144665,17019,0.09247649,0.00277615,0.06825535,1711,19,1730
144666,17003,0,0.00096351,0.00023742,0,8,8
144667,17003,0,0.27881489,0.06870456,0,2315,2315
144668,17003,0.37720542,0.05311333,0.29734382,9578,441,10019
144669,17003,0.01913989,0.04420089,0.02531533,486,367,853
144670,17003,0,0.09635072,0.0237424,0,800,800
144673,21051,0.32378972,0.00105597,0.19770149,6695,14,6709
144674,21051,0.30608889,0.00263992,0.18753499,6329,35,6364
144675,21051,0.12371234,0.06826067,0.10204803,2558,905,3463
144677,21085,0,0.08303062,0.01538483,0,1120,1120
144678,21085,0,0.19104456,0.03539884,0,2577,2577
144682,21085,0,0.00904441,0.00167585,0,122,122
144683,21085,0,0.0647194,0.01199192,0,873,873
144685,21007,0,0.32099285,0.22421393,0,763,763
144688,21042,0.25718726,0.01239437,0.11528413,331,22,353
144689,21042,0.05050505,0,0.02122796,65,0,65
144691,21042,0,0.25239437,0.1463096,0,448,448
144692,21042,0,0.0084507,0.00489876,0,15,15
144693,21147,0,0.00598151,0.00185061,0,11,11
144694,21169,0,0.03094243,0.02348862,0,481,481
144695,21169,0,0.03904793,0.02964157,0,607,607
144697,21169,0,0.00122226,0.00092783,0,19,19
144699,21082,0,0.46546831,0.18237983,0,1476,1476
144700,21082,0,0.14443393,0.05659212,0,458,458
144701,21082,0,0.10280669,0.04028173,0,326,326
144703,21092,0,0.25342666,0.16637948,0,869,869
144705,21092,0,0.00116652,0.00076584,0,4,4
144710,21156,0,0.00063198,0.0000327,0,9,9
144711,21161,0.28061708,0,0.17135038,3256,0,3256
144712,21161,0.14539343,0.00959589,0.09251658,1687,71,1758
144714,21156,0.00519824,0.0273155,0.00634399,1355,389,1744
144715,21156,0.0714135,0.00224703,0.06783046,18615,32,18647
144716,21156,0.23981355,0,0.22739045,62511,0,62511
144717,21156,0.04552587,0.00273857,0.04330935,11867,39,11906
144720,21120,0.00044603,0.72977685,0.40978474,1,2093,2094
144722,21195,0,0.01539758,0.01131437,0,274,274
144723,21195,0,0.00753021,0.0055333,0,134,134
144724,21195,0,0.03551559,0.02609737,0,632,632
144725,21195,0.00700716,0.20876651,0.15526283,45,3715,3760
144726,21195,0.53986297,0.01781399,0.15625387,3467,317,3784
144727,21010,0,0.0015649,0.00084129,0,51,51
144728,21010,0,0.0386008,0.02075189,0,1258,1258
144729,21010,0,0.12111077,0.06510945,0,3947,3947
144730,21010,0,0.02362688,0.01270187,0,770,770
144731,21010,0,0.00770175,0.00414048,0,251,251
144732,21010,0,0.04222154,0.02269841,0,1376,1376
144733,21217,0,0.03289474,0.01826684,0,375,375
144734,21217,0,0.04824561,0.02679137,0,550,550
144735,21145,0,0.00252632,0.00221664,0,30,30
144736,21145,0,0.16623158,0.14585488,0,1974,1974
144737,21145,0,0.02644211,0.02320083,0,314,314
144738,21145,0,0.00589474,0.00517216,0,70,70
144739,30173,0,0.00946904,0.00779705,0,410,410
144740,30173,0,0.00976928,0.00804427,0,423,423
144741,20002,0,0.00365335,0.00231703,0,104,104
144742,20002,0,0.01854779,0.0117634,0,528,528
144743,20002,0,0.03238838,0.02054138,0,922,922
144746,20002,0,0.0002459,0.00015595,0,7,7
144747,20002,0,0.0390979,0.0247967,0,1113,1113
144748,20002,0,0.0152106,0.00964688,0,433,433
144750,20002,0,0.02757579,0.01748914,0,785,785
144751,20002,0,0.00983595,0.00623816,0,280,280
144752,30174,0.38666778,0.01169401,0.2022915,18492,541,19033
144753,30174,0.45516895,0.00140501,0.23205119,21768,65,21833
144754,30174,0,0.00566327,0.00278466,0,262,262
144756,30174,0,0.00315587,0.00155176,0,146,146
144758,30174,0,0.01510927,0.00742929,0,699,699
144759,30174,0,0.00689536,0.00339048,0,319,319
144760,30174,0,0.01415818,0.00696164,0,655,655
144761,30174,0,0.00144824,0.00071211,0,67,67
144762,30174,0,0.02146424,0.01055406,0,993,993
144763,30174,0,0.0170979,0.00840711,0,791,791
144764,30174,0,0.00054039,0.00026571,0,25,25
144765,30174,0,0.00077816,0.00038263,0,36,36
144766,30084,0,0.0095632,0.00646063,0,37,37
144767,30045,0,0.01164776,0.0033295,0,191,191
144768,30084,0,0.00465237,0.00314301,0,18,18
144769,30084,0,0.00904627,0.0061114,0,35,35
144770,30084,0,0.18686999,0.12624411,0,723,723
144771,30084,0,0.00723701,0.00488912,0,28,28
144772,30084,0,0.01137245,0.00768291,0,44,44
144773,30208,0,0.00122001,0.00026193,0,6,6
144774,30012,0.2206235,0,0.0368639,276,0,276
144775,30012,0.48041567,0.18040411,0.23053292,601,1125,1726
144776,30012,0,0.02565747,0.02137038,0,160,160
144777,30012,0,0.02180885,0.01816482,0,136,136
144778,30012,0,0.00914048,0.0076132,0,57,57
144780,30178,0,0.02445461,0.01046372,0,139,139
144781,30178,0,0.00263899,0.00112918,0,15,15
144783,30143,0,0.00387308,0.00239247,0,135,135
144784,30143,0,0.00361487,0.00223297,0,126,126
144786,30143,0,0.01778747,0.01098765,0,620,620
144787,30143,0,0.02960753,0.01828912,0,1032,1032
144788,30143,0,0.0275132,0.01699541,0,959,959
144789,30143,0,0.02137365,0.0132029,0,745,745
144790,30141,0,0.01994981,0.01000229,0,1574,1574
144791,30141,0,0.03887298,0.01948985,0,3067,3067
144792,30141,0,0.00268701,0.0013472,0,212,212
144793,30141,0.05036576,0.00035489,0.02529168,3952,28,3980
144794,30141,0.04651696,0.01783315,0.03213569,3650,1407,5057
144795,30032,0,0.00166842,0.00072027,0,35,35
144796,30032,0,0.06430546,0.0277612,0,1349,1349
144799,30032,0,0.00119173,0.00051448,0,25,25
144800,30032,0,0.03508437,0.01514621,0,736,736
144801,30032,0,0.00081037,0.00034985,0,17,17
144807,30209,0,0.01482568,0.00636497,0,91,91
144808,30209,0,0.05408928,0.02322166,0,332,332
144809,30209,0,0.06728576,0.02888718,0,413,413
144842,27002,0,0.000056945,0.0000201,0,5,5
144844,27002,0,0.00697007,0.00246294,0,612,612
144845,27002,0,0.00023917,0.0000845,0,21,21
144852,27002,0,0.01436153,0.00507477,0,1261,1261
145556,16008,0,0.00155992,0.0014446,0,34,34
145557,16008,0,0.00623968,0.00577838,0,136,136
145558,16008,0,0.00325748,0.00301666,0,71,71
145559,16008,0,0.01793907,0.01661285,0,391,391
145560,16008,0,0.00110112,0.00101971,0,24,24
145561,16008,0,0.0025234,0.00233685,0,55,55
145562,16008,0,0.01050652,0.00972978,0,229,229
145563,16008,0,0.00165168,0.00152957,0,36,36
145564,16008,0,0.00165168,0.00152957,0,36,36
145565,16008,0,0.00036704,0.00033991,0,8,8
145567,16026,0,0.00187749,0.00151774,0,8,8
145569,16015,0,0.00409896,0.00158955,0,28,28
145570,16015,0,0.00234226,0.00090832,0,16,16
145571,16015,0,0.00087835,0.00034062,0,6,6
145573,16015,0,0.00322061,0.00124894,0,22,22
145575,16015,0,0.00161031,0.00062447,0,11,11
145576,16015,0,0.00043917,0.00017031,0,3,3
145579,16015,0,0.00556288,0.00215725,0,38,38
145580,16015,0,0.00029278,0.00011354,0,2,2
145581,16015,0,0.00614844,0.00238433,0,42,42
145582,16002,0,0.00019301,0.0000617,0,1,1
145584,16002,0,0.00270218,0.00086345,0,14,14
145585,16002,0,0.00463231,0.0014802,0,24,24
145591,16096,0,0.00098251,0.00063371,0,5,5
145593,16096,0,0.00609157,0.00392902,0,31,31
145594,16096,0,0.00157202,0.00101394,0,8,8
145598,16096,0,0.00137552,0.0008872,0,7,7
145601,16096,0,0.00137552,0.0008872,0,7,7
145602,16096,0,0.00216153,0.00139417,0,11,11
145605,16010,0,0.00112486,0.00045893,0,10,10
145609,16010,0,0.00191226,0.00078017,0,17,17
145614,16010,0,0.12103487,0.04938045,0,1076,1076
145620,12016,0,0.00051939,0.00046065,0,6,6
145624,12016,0,0.01852493,0.01642994,0,214,214
145625,12016,0,0.00432826,0.00383877,0,50,50
145627,12016,0,0.00242382,0.00214971,0,28,28
145629,16029,0,0.01327663,0.00890993,0,128,128
145630,16029,0,0.03080593,0.02067381,0,297,297
145632,16029,0,0.00995747,0.00668245,0,96,96
145633,16038,0,0.00348727,0.00166917,0,70,70
145636,16038,0,0.01574254,0.00753511,0,316,316
145638,16038,0,0.00074727,0.00035768,0,15,15
145641,16038,0,0.0000996,0.0000477,0,2,2
145644,16038,0,0.00034873,0.00016692,0,7,7
145649,16038,0,0.01384945,0.00662899,0,278,278
145650,16038,0,0.03113635,0.01490331,0,625,625
145652,16038,0,0.08643451,0.04137158,0,1735,1735
145653,16038,0,0.00353709,0.00169302,0,71,71
145654,16038,0,0.00697454,0.00333834,0,140,140
145655,16077,0,0.00545603,0.0032501,0,60,60
145656,16077,0.07998392,0.00891152,0.03764693,597,98,695
145660,12027,0,0.01473352,0.01136151,0,243,243
145664,12027,0,0.00181895,0.00140266,0,30,30
145665,12027,0,0.00048505,0.00037404,0,8,8
145668,15105,0,0.00481433,0.00433373,0,143,143
145669,15105,0,0.02272498,0.02045641,0,675,675
145671,15105,0,0.001616,0.00145468,0,48,48
145672,15105,0.00364299,0.02296064,0.02103222,12,682,694
145673,15105,0.3047966,0.01124466,0.04054914,1004,334,1338
145674,15105,0,0.00481433,0.00433373,0,143,143
145675,15105,0,0.01653032,0.01488014,0,491,491
145676,15105,0,0.05319328,0.04788314,0,1580,1580
145677,15105,0,0.000101,0.0000909,0,3,3
145678,15105,0,0.005252,0.0047277,0,156,156
145679,15105,0,0.00690166,0.00621269,0,205,205
145680,15105,0,0.01518365,0.01366791,0,451,451
145681,12058,0,0.0088683,0.00498429,0,268,268
145682,12058,0,0.01290536,0.00725325,0,390,390
145683,12058,0,0.00241562,0.00135766,0,73,73
145684,12058,0,0.00244871,0.00137626,0,74,74
145685,12047,0,0.01276528,0.0114646,0,80,80
145686,12047,0,0.00654221,0.00587561,0,41,41
145687,12047,0,0.02648795,0.02378905,0,166,166
145688,12047,0,0.01579703,0.01418745,0,99,99
145689,12047,0,0.00398915,0.00358269,0,25,25
145690,12047,0,0.03303016,0.02966466,0,207,207
145691,12047,0,0.0309558,0.02780166,0,194,194
145692,12037,0,0.03340649,0.02074815,0,137,137
145693,12055,0,0.00356248,0.00113404,0,118,118
145694,12055,0,0.02080126,0.00662163,0,689,689
145695,12055,0,0.0076382,0.00243145,0,253,253
145696,12055,0,0.06409444,0.02040306,0,2123,2123
145697,12055,0.5318906,0.00383419,0.36379537,37727,127,37854
145698,12055,0.12887354,0.0874015,0.11567182,9141,2895,12036
145699,12055,0.06338644,0.04441023,0.05734578,4496,1471,5967
145704,12015,0,0.27910743,0.12224149,0,1551,1551
145706,17001,0,0.07631822,0.03877563,0,660,660
145709,17012,0.11925804,0.00583464,0.10479716,5735,41,5776
145710,17012,0.00149722,0.12281201,0.01696422,72,863,935
145711,17012,0,0.00099616,0.00012701,0,7,7
145715,17025,0,0.08886364,0.03719795,0,1173,1173
145718,17025,0,0.03113636,0.01303355,0,411,411
145726,17003,0.02173913,0,0.01638225,552,0,552
145727,17003,0.00724638,0,0.00546075,184,0,184
145728,17003,0.13114367,0.04383958,0.10963051,3330,364,3694
145729,17003,0,0.00385403,0.0009497,0,32,32
145731,21051,0,0.00181023,0.00070723,0,24,24
145732,21051,0.0000967,0.05913411,0.02316193,2,784,786
145733,21051,0.00570682,0,0.00347724,118,0,118
145734,21021,0.98575245,1,0.98697068,1107,105,1212
145735,21021,0.01424755,0,0.01302932,16,0,16
145736,21085,0.08010454,0,0.06526189,4751,0,4751
145738,21085,0,0.09474387,0.01755519,0,1278,1278
145746,21031,0,0.04022191,0.00978408,0,29,29
145748,21206,0,0.08150967,0.0608428,0,257,257
145749,21206,0,0.00666032,0.00497159,0,21,21
145750,21206,0,0.03520457,0.02627841,0,111,111
145751,21206,0,0.01173486,0.00875947,0,37,37
145752,21206,0,0.06026007,0.04498106,0,190,190
145753,21169,0,0.03094243,0.02348862,0,481,481
145755,21169,0,0.03666774,0.02783475,0,570,570
145756,21169,0,0.14178192,0.1076277,0,2204,2204
145757,21169,0,0.03280798,0.02490478,0,510,510
145758,21169,0,0.01132197,0.00859459,0,176,176
145759,21082,0,0.00220751,0.00086495,0,7,7
145764,21092,0,0.25634296,0.16829408,0,879,879
145765,21092,0,0.13327501,0.08749761,0,457,457
145766,21177,0,0.00015196,0.0000622,0,3,3
145769,21156,0.00105883,0.02317253,0.00220439,276,330,606
145770,21156,0.00375962,0,0.00356486,980,0,980
145771,21161,0.0268896,0.01054197,0.02052416,312,78,390
145772,21161,0,0.3639681,0.14172192,0,2693,2693
145774,21149,0,0.42804804,0.09562133,0,2103,2103
145775,21149,0.18565574,0,0.14418224,3171,0,3171
145776,21156,0.0000806,0.00084264,0.00012004,21,12,33
145777,21156,0,0.00056176,0.0000291,0,8,8
145778,21120,0.09366637,0,0.04109589,210,0,210
145779,21120,0.63782337,0.08612273,0.32818004,1430,247,1677
145780,21120,0,0.18410042,0.10332681,0,528,528
145781,21195,0,0.00275358,0.00202337,0,49,49
145782,21195,0,0.06395055,0.04699178,0,1138,1138
145783,21195,0,0.0392807,0.02886402,0,699,699
145784,21195,0,0.09435235,0.06933146,0,1679,1679
145786,30159,0,0.16346377,0.15034712,0,3530,3530
145787,30159,0,0.09798565,0.09012309,0,2116,2116
145788,21010,0,0.01776619,0.00955115,0,579,579
145789,21010,0,0.01660018,0.0089243,0,541,541
145790,21061,0.28853538,0.10500372,0.13161034,526,1129,1655
145791,21061,0.63357104,0.00502232,0.09614314,1155,54,1209
145792,21061,0,0.10026042,0.08572565,0,1078,1078
145793,21061,0,0.05301339,0.04532803,0,570,570
145794,21061,0,0.01627604,0.0139165,0,175,175
145795,21145,0,0.02265263,0.01987587,0,269,269
145797,30173,0,0.01422666,0.01171459,0,616,616
145798,30173,0,0.03695236,0.03042751,0,1600,1600
145799,30173,0,0.02092427,0.01722958,0,906,906
145800,20002,0,0.00038641,0.00024507,0,11,11
145801,20002,0,0.04197843,0.02662359,0,1195,1195
145803,20002,0,0.0025995,0.00164866,0,74,74
145804,20002,0,0.00140514,0.00089117,0,40,40
145805,20002,0,0.00042154,0.00026735,0,12,12
145808,20002,0,0.0082903,0.00525788,0,236,236
145809,20002,0,0.02841887,0.01802384,0,809,809
145810,30174,0,0.00281002,0.0013817,0,130,130
145811,30174,0.10216628,0.0026371,0.05322733,4886,122,5008
145812,30174,0.0558088,0.00157794,0.02914324,2669,73,2742
145813,30174,0,0.02046992,0.01006515,0,947,947
145814,30174,0,0.00023777,0.00011691,0,11,11
145815,30174,0,0.00043231,0.00021257,0,20,20
145816,30174,0,0.00758706,0.00373059,0,351,351
145817,30174,0,0.00473381,0.00232763,0,219,219
145818,30174,0,0.00051877,0.00025508,0,24,24
145819,30174,0,0.00101593,0.00049954,0,47,47
145820,30174,0,0.00025939,0.00012754,0,12,12
145821,30174,0,0.00110239,0.00054205,0,51,51
145823,30174,0,0.00618205,0.00303974,0,286,286
145824,30174,0,0.00075654,0.000372,0,35,35
145825,30084,0,0.00827087,0.00558757,0,32,32
145826,30084,0,0.00801241,0.00541296,0,31,31
145827,30084,0,0.00904627,0.0061114,0,35,35
145828,30084,0,0.02352029,0.01588965,0,91,91
145829,30084,0,0.00310158,0.00209534,0,12,12
145830,30084,1,0.00077539,0.32495198,1858,3,1861
145832,30084,0,0.00284311,0.00192073,0,11,11
145833,30012,0.2773781,0.34092367,0.33030586,347,2126,2473
145834,30012,0.02158273,0.00048108,0.00400695,27,3,30
145837,30012,0,0.00320718,0.0026713,0,20,20
145839,30178,0,0.00862069,0.00368865,0,49,49
145840,30178,0,0.00193526,0.00082806,0,11,11
145841,30143,0,0.0117053,0.00723058,0,408,408
145842,30143,0,0.00143447,0.0008861,0,50,50
145843,30143,0,0.01411522,0.00871923,0,492,492
145844,30143,0,0.00020083,0.00012405,0,7,7
145845,30143,0,0.00186482,0.00115193,0,65,65
145846,30143,0,0.02343929,0.01447888,0,817,817
