GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Purb_T,Prur_T,P_tot
35672,20439,0,0.00418373,0.00386545,0,94,94
35673,20439,0,0.05251914,0.04852373,0,1180,1180
35674,20324,0.0269439,0.03846713,0.03418901,438,1059,1497
35675,20324,0.109375,0.01173266,0.04798337,1778,323,2101
36729,20439,0,0.00525191,0.00485237,0,118,118
36731,20439,0,0.00427274,0.00394769,0,96,96
36734,20324,0.02177658,0.02960407,0.02669803,354,815,1169
36735,20324,0,0.00029059,0.00018271,0,8,8
36737,20324,0,0.0027243,0.00171288,0,75,75
36738,20324,0,0.00610243,0.00383684,0,168,168
36739,20324,0,0.00679259,0.00427077,0,187,187
36740,20413,0,0.00724364,0.00248518,0,96,96
36743,20413,0,0.01886365,0.00647182,0,250,250
37784,20439,0,0.01985045,0.01834032,0,446,446
37785,20439,0,0.00551896,0.0050991,0,124,124
37786,20439,0,0.02630408,0.02430299,0,591,591
37787,20439,0,0.01312979,0.01213093,0,295,295
37788,20439,0,0.04508635,0.04165639,0,1013,1013
37789,20439,0,0.08189425,0.07566412,0,1840,1840
37790,20439,0,0.04837992,0.0446994,0,1087,1087
37791,20439,0,0.00823393,0.00760753,0,185,185
37793,20324,0,0.0717036,0.0450829,0,1974,1974
37794,20324,0,0.01038867,0.00653177,0,286,286
37795,20324,0,0.00163458,0.00102773,0,45,45
37796,20324,0,0.00508536,0.00319737,0,140,140
37798,20324,0,0.00323284,0.00203261,0,89,89
37799,20413,0,0.07937825,0.02723343,0,1052,1052
37800,20413,0,0.00467819,0.00160501,0,62,62
38837,20401,0,0.00218876,0.00110801,0,25,25
38838,20401,0,0.00148836,0.00075345,0,17,17
38839,20401,0,0.00709158,0.00358995,0,81,81
38840,20439,0,0.03573972,0.03302081,0,803,803
38841,20439,0,0.02648211,0.02446747,0,595,595
38842,20439,0,0.02287698,0.02113661,0,514,514
38843,20439,0,0.00204736,0.0018916,0,46,46
38844,20439,0,0.0068987,0.00637388,0,155,155
38845,20439,0,0.00680969,0.00629164,0,153,153
38846,20439,0,0.00556347,0.00514023,0,125,125
38849,20439,0,0.00725476,0.00670285,0,163,163
38850,20439,1,0.01557771,0.09046797,1850,350,2200
38851,20324,0,0.00265165,0.0016672,0,73,73
38852,20324,0.23462106,0.05699237,0.12293884,3814,1569,5383
38853,20324,0.3937623,0.04565928,0.17489609,6401,1257,7658
38854,20324,0,0.00247003,0.00155301,0,68,68
38855,20324,0,0.01627316,0.01023158,0,448,448
38856,20324,0,0.00094442,0.0005938,0,26,26
38857,20324,0,0.02459136,0.01546156,0,677,677
38859,20413,0,0.01297819,0.00445261,0,172,172
38860,20413,0,0.02007093,0.00688602,0,266,266
39894,20401,0,0.00577832,0.00292514,0,66,66
39895,20401,0,0.05498161,0.02783318,0,628,628
39896,20401,0,0.00857993,0.00434339,0,98,98
39897,20401,0,0.01103134,0.00558436,0,126,126
39898,20401,0,0.02223779,0.01125737,0,254,254
39899,20439,0,0.03974542,0.03672177,0,893,893
39900,20439,0,0.00405021,0.00374208,0,91,91
39901,20439,0,0.00814492,0.00752529,0,183,183
39902,20439,0,0.00823393,0.00760753,0,185,185
39903,20439,0,0.00218088,0.00201497,0,49,49
39904,20439,0,0.01130497,0.01044494,0,254,254
39905,20439,0,0.00431725,0.00398882,0,97,97
39908,20439,0,0.00672067,0.00620939,0,151,151
39910,20324,0,0.01075191,0.00676015,0,296,296
39911,20324,0.06502215,0.01823465,0.03560499,1057,502,1559
39912,20324,0.14849902,0.0559753,0.09032568,2414,1541,3955
39914,20324,0,0.00119869,0.00075367,0,33,33
39918,20413,0,0.12849921,0.04408605,0,1703,1703
39919,20413,0,0.05032823,0.01726682,0,667,667
39923,20413,0.11416299,0,0.07499547,2897,0,2897
39924,20413,0.00847257,0.0204482,0.01258122,215,271,486
39925,20413,0,0.00211273,0.00072484,0,28,28
40950,20401,0,0.10716162,0.05424811,0,1224,1224
40951,20401,0,0.06172299,0.03124585,0,705,705
40952,20401,0,0.0632989,0.03204361,0,723,723
40953,20401,0,0.01821047,0.00921863,0,208,208
40954,20401,0,0.00446507,0.00226034,0,51,51
40955,20401,0,0.05541937,0.02805478,0,633,633
40956,20401,0,0.00998074,0.00505252,0,114,114
40957,20401,0,0.02039923,0.01032664,0,233,233
40959,20439,0,0.04116966,0.03803767,0,925,925
40960,20439,0,0.04317251,0.03988815,0,970,970
40961,20439,0,0.13258857,0.12250185,0,2979,2979
40963,20439,0,0.00320456,0.00296077,0,72,72
40964,20439,0,0.01237315,0.01143186,0,278,278
40965,20509,0,0.08603114,0.07281692,0,768,768
40966,20439,0,0.02323304,0.02146558,0,522,522
40967,20012,0,0.03145865,0.02484787,0,245,245
40968,20324,0,0.0102797,0.00646325,0,283,283
40970,20324,0,0.01169633,0.00735395,0,322,322
40971,20324,0,0.0706502,0.04442059,0,1945,1945
40972,20324,0,0.02321104,0.01459371,0,639,639
40973,20324,0,0.0413004,0.0259672,0,1137,1137
40974,20324,0,0.02782419,0.01749418,0,766,766
40976,20413,0,0.00271637,0.00093194,0,36,36
40977,20413,0,0.00513091,0.00176034,0,68,68
40979,20413,0,0.01946729,0.00667892,0,258,258
40980,20413,0,0.00822455,0.00282171,0,109,109
40981,20413,0,0.00739455,0.00253695,0,98,98
40982,20413,0.49574401,0.03953822,0.33922701,12580,524,13104
40983,20413,0.08965164,0,0.05889358,2275,0,2275
40984,20413,0,0.00671546,0.00230397,0,89,89
40985,20413,0,0.00694182,0.00238163,0,92,92
42008,20401,0.04514855,0,0.02229314,503,0,503
42009,20401,0.29683152,0.01978638,0.15658379,3307,226,3533
42011,20401,0,0.00787953,0.00398883,0,90,90
42016,20401,0,0.00998074,0.00505252,0,114,114
42017,20401,0,0.01838557,0.00930727,0,210,210
42018,20439,0,0.00743279,0.00686734,0,167,167
42019,20439,0,0.00818943,0.00756641,0,184,184
42020,20439,0,0.01388642,0.01283,0,312,312
42021,20439,0,0.01486559,0.01373468,0,334,334
42022,20509,1,0.11605243,0.25182516,1620,1036,2656
42023,20509,0,0.18897726,0.1599507,0,1687,1687
42024,20509,0,0.07426907,0.06286148,0,663,663
42025,20012,0,0.0960452,0.07586207,0,748,748
42026,20012,0,0.00629173,0.00496957,0,49,49
42027,20012,0,0.03941962,0.0311359,0,307,307
42029,20324,0,0.02618961,0.01646645,0,721,721
42030,20324,0,0.09484199,0.05963093,0,2611,2611
42031,20324,0,0.00301489,0.00189558,0,83,83
42032,20324,0,0.00955322,0.00600649,0,263,263
42033,20324,0,0.04631311,0.0291189,0,1275,1275
42034,20324,0,0.00145296,0.00091353,0,40,40
42035,20413,0.05359395,0.10171282,0.07010277,1360,1348,2708
42036,20413,0,0.00588546,0.00201921,0,78,78
42037,20413,0,0.03818004,0.01309897,0,506,506
42038,20413,0,0.02505093,0.00859458,0,332,332
42041,20413,0,0.00211273,0.00072484,0,28,28
42042,20413,0,0.00965819,0.00331357,0,128,128
42045,20266,0,0.00116853,0.0010612,0,9,9
43066,20318,0.13046395,0.00988701,0.11054596,4668,70,4738
43067,20318,0.38485187,0.0559322,0.33051797,13770,396,14166
43068,20401,0.2388475,0.04289967,0.13965342,2661,490,3151
43069,20401,0,0.04351252,0.02202721,0,497,497
43070,20401,0,0.02127473,0.01076984,0,243,243
43071,20401,0,0.01094379,0.00554004,0,125,125
43074,20401,0,0.02924181,0.014803,0,334,334
43075,20401,0,0.03239363,0.01639853,0,370,370
43077,20439,0,0.03097739,0.02862078,0,696,696
43078,20439,0,0.02893003,0.02672917,0,650,650
43079,20439,0,0.00048959,0.00045234,0,11,11
43080,20085,0,0.02226711,0.02003102,0,452,452
43081,20509,0,0.01501064,0.01270504,0,134,134
43082,20509,0,0.10619469,0.08988338,0,948,948
43084,20509,0,0.00873754,0.00739547,0,78,78
43086,20012,0,0.00051361,0.00040568,0,4,4
43087,20012,0,0.03543914,0.02799189,0,276,276
43088,20324,0,0.0063567,0.00399671,0,175,175
43089,20324,0,0.02353796,0.01479925,0,648,648
43092,20324,0,0.00036324,0.00022838,0,10,10
43093,20413,0.03022541,0.08564099,0.04923762,767,1135,1902
43094,20413,0.19967686,0.11333283,0.17005359,5067,1502,6569
43095,20413,0,0.02550366,0.0087499,0,338,338
43097,20413,0,0.05417641,0.01858707,0,718,718
43098,20413,0,0.00015091,0.0000518,0,2,2
43099,20413,0,0.00067909,0.00023299,0,9,9
43101,20413,0,0.00015091,0.0000518,0,2,2
43102,20266,0,0.00025967,0.00023582,0,2,2
43103,20266,0,0.24876655,0.22591676,0,1916,1916
44124,20318,0,0.03827684,0.00632291,0,271,271
44125,20318,0.12998882,0.03545198,0.11437238,4651,251,4902
44126,20318,0.07861934,0.04067797,0.07235184,2813,288,3101
44127,20318,0,0.03248588,0.00536631,0,230,230
44128,20401,0,0.01330765,0.00673669,0,152,152
44129,20401,0,0.01645946,0.00833223,0,188,188
44130,20401,0.06642133,0.00884258,0.03727341,740,101,841
44131,20401,0.05645813,0.02101208,0.03851438,629,240,869
44133,20401,0,0.00639118,0.00323539,0,73,73
44134,20401,0,0.00884258,0.00447636,0,101,101
44135,20401,0,0.00507792,0.00257058,0,58,58
44136,20439,0,0.02536941,0.02343943,0,570,570
44137,20439,0,0.0034716,0.0032075,0,78,78
44138,20117,0,0.15779093,0.06606111,0,160,160
44139,20085,0,0.01901572,0.01710614,0,386,386
44140,20509,0,0.02285202,0.01934199,0,204,204
44142,20085,0,0.05152963,0.04635498,0,1046,1046
44144,20012,0,0.01874679,0.0148073,0,146,146
44145,20012,0,0.04494094,0.03549696,0,350,350
44146,20012,0,0.01271186,0.01004057,0,99,99
44147,20324,0,0.03160189,0.01986937,0,870,870
44148,20324,0,0.02066836,0.01299502,0,569,569
44149,20071,0,0.01010918,0.00816994,0,25,25
44150,20071,0,0.0036393,0.00294118,0,9,9
44151,20071,0,0.0258795,0.02091503,0,64,64
44153,20413,0,0.01863729,0.00639416,0,247,247
44154,20413,0,0.01282728,0.00440084,0,170,170
44155,20324,0,0.00290592,0.00182707,0,80,80
44156,20413,0,0.00135818,0.00046597,0,18,18
44164,20453,0,0.26522248,0.11570881,0,453,453
44165,20453,0,0.43032787,0.18773946,0,735,735
44168,20307,0,0.02871921,0.02199291,0,211,211
45174,20334,0,0.00048974,0.0002505,0,11,11
45179,20334,0,0.00089043,0.00045545,0,20,20
45183,20318,0.15162102,0.10522599,0.14395707,5425,745,6170
45184,20318,0,0.08107345,0.01339244,0,574,574
45186,20318,0,0.00819209,0.00135324,0,58,58
45189,20401,0,0.02714061,0.01373931,0,310,310
45190,20401,0,0.0114691,0.00580597,0,131,131
45191,20401,0,0.04167396,0.02109649,0,476,476
45193,20401,0,0.01803537,0.00912999,0,206,206
45194,20117,0,0.07692308,0.03220479,0,78,78
45195,20117,0,0.01183432,0.00495458,0,12,12
45196,20117,0,0.01972387,0.00825764,0,20,20
45198,20085,0,0.05177595,0.04657656,0,1051,1051
45199,20085,0,0.03113454,0.02800798,0,632,632
45200,20085,0,0.02103552,0.01892311,0,427,427
45201,20085,0,0.05128331,0.04613339,0,1041,1041
45202,20012,0,0.00089882,0.00070994,0,7,7
45203,20012,0,0.09347714,0.07383367,0,728,728
45204,20012,0,0.07049307,0.05567951,0,549,549
45205,20012,0,0.08025167,0.06338742,0,625,625
45206,20071,0,0.04488476,0.03627451,0,111,111
45207,20071,0,0.02507076,0.02026144,0,62,62
45208,20071,0,0.11120097,0.08986928,0,275,275
45209,20071,0,0.01051355,0.00849673,0,26,26
45210,20071,0,0.22199757,0.17941177,0,549,549
45211,20324,0,0.04740283,0.02980405,0,1305,1305
45212,20324,0,0.00657465,0.00413374,0,181,181
45213,20324,0,0.00868144,0.00545837,0,239,239
45214,20413,0,0.00060364,0.0002071,0,8,8
45215,20266,0,0.0253181,0.02299257,0,195,195
45216,20266,0,0.02311088,0.02098809,0,178,178
45217,20266,0,0.00051935,0.00047164,0,4,4
45219,20266,0,0.00636198,0.00577762,0,49,49
45225,20307,0,0.00176943,0.00135501,0,13,13
45229,20307,0,0.00081666,0.00062539,0,6,6
46219,20334,0,0.00031165,0.00015941,0,7,7
46220,20334,0,0.0000445,0.0000228,0,1,1
46222,20334,0,0.03116513,0.01594061,0,700,700
46223,20334,0,0.000089,0.0000455,0,2,2
46227,20334,0,0.01687369,0.0086307,0,379,379
46229,20334,0,0.000089,0.0000455,0,2,2
46231,20334,0,0.00031165,0.00015941,0,7,7
46232,20334,0,0.01909977,0.00976932,0,429,429
46233,20334,0,0.0000445,0.0000228,0,1,1
46234,20334,0,0.03570634,0.01826338,0,802,802
46236,20334,0,0.01553804,0.00794753,0,349,349
46237,20334,0,0.04020302,0.02056339,0,903,903
46238,20334,0,0.00191443,0.00097921,0,43,43
46239,20318,0,0.00762712,0.00125992,0,54,54
46240,20318,0,0.04152542,0.00685954,0,294,294
46241,20318,0,0.04237288,0.00699953,0,300,300
46243,20318,0,0.01031073,0.00170322,0,73,73
46244,20318,0,0.00480226,0.00079328,0,34,34
46245,20318,0,0.02443503,0.0040364,0,173,173
46246,20318,0,0.04548023,0.00751283,0,322,322
46247,20318,0,0.00536723,0.00088661,0,38,38
46248,20401,0,0.00857993,0.00434339,0,98,98
46249,20401,0,0.00980564,0.00496388,0,112,112
46250,20401,0,0.00831728,0.00421043,0,95,95
46251,20401,0,0.02031168,0.01028232,0,232,232
46257,20117,0,0.01282051,0.00536747,0,13,13
46258,20085,0,0.03098675,0.02787503,0,629,629
46259,20085,0,0.0328095,0.02951474,0,666,666
46261,20085,0,0.01960688,0.01763794,0,398,398
46262,20085,0,0.0213311,0.01918901,0,433,433
46263,20012,0,0.04930663,0.03894523,0,384,384
46264,20012,0.80405405,0.13764766,0.27768763,1666,1072,2738
46265,20012,0.19594595,0.04853621,0.07951319,406,378,784
46266,20071,0,0.04084108,0.03300654,0,101,101
46267,20071,1,0.3509907,0.4754902,587,868,1455
46268,20071,0,0.02143146,0.01732026,0,53,53
46269,20253,0,0.03214101,0.02785265,0,62,62
46270,20253,0,0.01969933,0.01707098,0,38,38
46271,20253,0,0.05650596,0.04896676,0,109,109
46272,20324,0,0.00098075,0.00061664,0,27,27
46273,20413,0,0.00067909,0.00023299,0,9,9
46274,20266,0,0.02298104,0.02087018,0,177,177
46275,20266,0,0.00389509,0.00353732,0,30,30
46276,20266,1,0.06115295,0.14738828,779,471,1250
46277,20266,0,0.01311348,0.01190897,0,101,101
46279,20266,0,0.00064918,0.00058955,0,5,5
46287,20307,0,0.04341908,0.03324995,0,319,319
46289,20307,0,0.29998639,0.22972691,0,2204,2204
47277,20334,0,0.02332933,0.01193269,0,524,524
47282,20334,0,0.00182539,0.00093366,0,41,41
47285,20334,0,0.04363118,0.02231685,0,980,980
47286,20334,0,0.00035617,0.00018218,0,8,8
47289,20334,0,0.00013357,0.0000683,0,3,3
47290,20334,0.00209771,0.00031165,0.00118416,45,7,52
47293,20364,0,0.01142521,0.00659415,0,97,97
47294,20334,0,0.01487022,0.00760595,0,334,334
47296,20334,0,0.04153867,0.02124656,0,933,933
47298,20526,0,0.0446917,0.03015138,0,482,482
47301,20318,0,0.0220339,0.00363976,0,156,156
47302,20318,0.10969816,0.01327684,0.09377042,3925,94,4019
47303,20318,0.01475685,0.02161017,0.01588894,528,153,681
47304,20318,0,0.00310735,0.0005133,0,22,22
47305,20318,0,0.00946328,0.00156323,0,67,67
47306,20318,0,0.09237288,0.01525898,0,654,654
47308,20318,0,0.00338983,0.00055996,0,24,24
47311,20113,0,0.10502283,0.02436441,0,69,69
47312,20113,0,0.0152207,0.00353107,0,10,10
47315,20117,0.46661932,0.00690335,0.27415359,657,7,664
47316,20117,0.53338068,0.13017752,0.36457473,751,132,883
47317,20085,0,0.01965614,0.01768225,0,399,399
47318,20085,0,0.04877088,0.04387326,0,990,990
47319,20085,0,0.06059412,0.0545092,0,1230,1230
47320,20085,0,0.07453569,0.06705074,0,1513,1513
47321,20085,0,0.06586531,0.05925105,0,1337,1337
47322,20012,0,0.05405752,0.04269777,0,421,421
47323,20012,0,0.04108886,0.03245436,0,320,320
47324,20012,0,0.04904982,0.03874239,0,382,382
47325,20071,0,0.00606551,0.00490196,0,15,15
47326,20071,0,0.02183583,0.01764706,0,54,54
47327,20071,0,0.01738779,0.01405229,0,43,43
47328,20253,0,0.02436496,0.02111411,0,47,47
47329,20253,0,0.18195957,0.15768194,0,351,351
47330,20253,0,0.06376361,0.05525607,0,123,123
47331,20253,0,0.04147227,0.0359389,0,80,80
47332,20266,0,0.00506362,0.00459851,0,39,39
47334,20266,0,0.00545313,0.00495225,0,42,42
47335,20266,0,0.0057128,0.00518807,0,44,44
47337,20266,0,0.00493378,0.0044806,0,38,38
47338,20266,0,0.13528954,0.12286287,0,1042,1042
47339,20266,0,0.0085692,0.0077821,0,66,66
47340,20266,0,0.00051935,0.00047164,0,4,4
47343,20307,0,0.04763849,0.03648113,0,350,350
47349,20307,0,0.01020825,0.00781739,0,75,75
47350,20307,0,0.10276303,0.07869502,0,755,755
47426,7097,0,0.00039626,0.0001655,0,14,14
48336,20467,0,0.00507492,0.00228472,0,42,42
48340,20334,0,0.00587685,0.00300594,0,132,132
48343,20334,0,0.01798673,0.00920001,0,404,404
48344,20334,0,0.0059659,0.00305149,0,134,134
48345,20334,0,0.00031165,0.00015941,0,7,7
48346,20334,0,0.00284938,0.00145743,0,64,64
48347,20334,0,0.01780865,0.00910892,0,400,400
48348,20334,0.19284915,0.015449,0.10211099,4137,347,4484
48349,20334,0.4026198,0.00685633,0.20019129,8637,154,8791
48350,20364,0,0.00141343,0.00081577,0,12,12
48357,20526,0,0.0069541,0.00469161,0,75,75
48358,20526,0,0.00120538,0.00081321,0,13,13
48359,20318,0,0.11864407,0.01959869,0,840,840
48361,20318,0,0.07118644,0.01175922,0,504,504
48362,20318,0,0.05522599,0.00912273,0,391,391
48363,20153,0,0.00740741,0.00190154,0,9,9
48371,20113,0,0.00456621,0.00105932,0,3,3
48373,20117,0,0.00394477,0.00165153,0,4,4
48376,20085,0,0.05340165,0.048039,0,1084,1084
48377,20085,0,0.00448298,0.00403279,0,91,91
48378,20085,0,0.01881866,0.01692887,0,382,382
48380,20012,0,0.01540832,0.01217039,0,120,120
48381,20012,0,0.00616333,0.00486815,0,48,48
48382,20012,0,0.01284027,0.01014199,0,100,100
48383,20012,0,0.05521315,0.04361055,0,430,430
48384,20306,0,0.18261688,0.14911607,0,582,582
48385,20236,0,0.02553192,0.00786885,0,12,12
48386,20253,0,0.05806117,0.05031447,0,112,112
48387,20253,0,0.09590461,0.08310872,0,185,185
48388,20253,0,0.01296008,0.01123091,0,25,25
48389,20253,0,0.05184033,0.04492363,0,100,100
48390,20495,0,0.03344811,0.02357836,0,68,68
48391,20495,0,0.0304968,0.02149792,0,62,62
48392,20495,0,0.02656173,0.01872399,0,54,54
48393,20266,0,0.00012984,0.00011791,0,1,1
48399,20266,0,0.08192677,0.0744016,0,631,631
48400,20266,0,0.00077902,0.00070746,0,6,6
48410,20307,0,0.20198721,0.15468001,0,1484,1484
48483,7097,0,0.01143504,0.00477575,0,404,404
48484,7097,0,0.03348429,0.01398444,0,1183,1183
48485,7097,0,0.02960657,0.01236494,0,1046,1046
49391,20467,0,0.00072499,0.00032639,0,6,6
49392,20467,0,0.03032866,0.01365392,0,251,251
49394,20467,0,0.00036249,0.00016319,0,3,3
49396,20467,0,0.03129531,0.0140891,0,259,259
49397,20334,0,0.01990116,0.01017922,0,447,447
49398,20334,0,0.00169182,0.00086535,0,38,38
49399,20334,0,0.00013357,0.0000683,0,3,3
49400,20334,0,0.00529807,0.0027099,0,119,119
49401,20334,0,0.0004007,0.00020495,0,9,9
49402,20334,0,0.00195895,0.00100198,0,44,44
49403,20334,0,0.00026713,0.00013663,0,6,6
49408,20334,0.00578035,0.00877076,0.00730991,124,197,321
49413,20364,0,0.00435807,0.0025153,0,37,37
49414,20364,0,0.01672556,0.0096533,0,142,142
49416,20526,0,0.00092721,0.00062555,0,10,10
49418,20526,0,0.00018544,0.00012511,0,2,2
49420,20153,0,0.02880658,0.00739489,0,35,35
49421,20153,0,0.49958848,0.12824847,0,607,607
49422,20153,0,0.00576132,0.00147898,0,7,7
49425,20344,0,0.00369004,0.00191351,0,5,5
49426,20344,0,0.71734317,0.37198622,0,972,972
49430,20113,0,0.72754947,0.16878531,0,478,478
49431,20113,0,0.05631659,0.01306497,0,37,37
49432,20366,0,0.02320442,0.00526844,0,21,21
49433,20366,0,0.02099448,0.00476668,0,19,19
49435,20085,0,0.0645352,0.05805451,0,1310,1310
49436,20085,0,0.04670181,0.04201197,0,948,948
49437,20085,1,0.04507611,0.14097053,2266,915,3181
49438,20085,0,0.02423765,0.02180368,0,492,492
49440,20254,0,0.03462158,0.02599758,0,86,86
49441,20306,0,0.1873235,0.15295926,0,597,597
49442,20306,0,0.2667085,0.21778119,0,850,850
49443,20306,0,0.02698463,0.02203433,0,86,86
49446,20253,0,0.0155521,0.01347709,0,30,30
49447,20253,1,0.19388284,0.30143756,297,374,671
49448,20253,0,0.09849663,0.0853549,0,190,190
49449,20253,0,0.0305858,0.02650494,0,59,59
49450,20495,0,0.06246926,0.04403606,0,127,127
49451,20495,0.97179789,0.00344319,0.28918169,827,7,834
49452,20495,0,0.00098377,0.00069348,0,2,2
49453,20495,0,0.44515494,0.31380028,0,905,905
49455,20266,0,0.00077902,0.00070746,0,6,6
49456,20266,0,0.00454427,0.00412687,0,35,35
49457,20266,0,0.0028564,0.00259403,0,22,22
49469,20307,0,0.03293861,0.0252241,0,242,242
49470,20453,0.57906661,0,0.32643678,1278,0,1278
49471,20453,0.39193475,0.03103045,0.23448276,865,53,918
49473,20453,0,0.07259953,0.03167305,0,124,124
49476,20453,0,0.20081967,0.08761175,0,343,343
49478,20515,0,0.00135639,0.00032325,0,20,20
49541,7097,0,0.02957826,0.01235312,0,1045,1045
49542,7097,0,0.00014152,0.0000591,0,5,5
49543,7097,0,0.00022644,0.0000946,0,8,8
50449,20414,0,0.04112088,0.02297573,0,248,248
50450,20467,0,0.00157081,0.00070718,0,13,13
50454,20467,0,0.00906235,0.00407986,0,75,75
50457,20334,0.00228417,0.02893905,0.01591784,49,650,699
50458,20334,0,0.01077423,0.0055109,0,242,242
50459,20334,0,0.02248342,0.01150001,0,505,505
50460,20334,0,0.12906816,0.0660169,0,2899,2899
50461,20334,0,0.00075687,0.00038713,0,17,17
50462,20334,0,0.02074707,0.01061189,0,466,466
50467,20334,0,0.00035617,0.00018218,0,8,8
50470,20364,0,0.03616019,0.02087016,0,307,307
50471,20364,0,0.0147232,0.00849762,0,125,125
50472,20364,0,0.01625442,0.00938137,0,138,138
50473,20364,0,0.00730271,0.00421482,0,62,62
50474,20364,0,0.00294464,0.00169952,0,25,25
50475,20526,0,0.11692165,0.07888152,0,1261,1261
50476,20526,0,0.21353732,0.14406356,0,2303,2303
50477,20526,0,0.00037089,0.00025022,0,4,4
50478,20153,0,0.0255144,0.00654976,0,31,31
50479,20153,0,0.00740741,0.00190154,0,9,9
50481,20153,0,0.04032922,0.01035284,0,49,49
50483,20159,0,0.10650624,0.08772252,0,478,478
50484,20344,0,0.00221402,0.00114811,0,3,3
50485,20344,0,0.2295203,0.11902028,0,311,311
50486,20291,0,0.04316127,0.03551716,0,148,148
50487,20291,0,0.10207058,0.08399328,0,350,350
50489,20113,0,0.00152207,0.00035311,0,1,1
50491,20366,0,0.02983425,0.00677371,0,27,27
50492,20366,0,0.03425414,0.00777722,0,31,31
50493,20366,0,0.06077348,0.01379829,0,55,55
50494,20366,0,0.05414365,0.01229303,0,49,49
50495,20085,0,0.02344943,0.02109462,0,476,476
50496,20085,0,0.00990197,0.0089076,0,201,201
50497,20085,0,0.02157742,0.01941059,0,438,438
50498,20085,0,0.01709444,0.0153778,0,347,347
50499,20254,0,0.00805153,0.00604595,0,20,20
50500,20306,0,0.10009413,0.081732,0,319,319
50501,20306,1,0.04298714,0.21854983,716,137,853
50502,20279,0,0.00539084,0.00206115,0,6,6
50503,20236,0,0.05106383,0.01573771,0,24,24
50504,20236,0,0.19574468,0.06032787,0,92,92
50505,20424,0,0.01636661,0.01252505,0,50,50
50507,20424,0,0.00196399,0.00150301,0,6,6
50508,20424,0,0.00065466,0.000501,0,2,2
50509,20495,0,0.01082145,0.00762829,0,22,22
50510,20495,0.02820212,0.00049188,0.00866852,24,1,25
50515,20266,0,0.00298624,0.00271194,0,23,23
50516,20266,0,0.03025188,0.02747318,0,233,233
50519,20125,0,0.04308058,0.03987133,0,471,471
50522,20125,0,0.0855209,0.07915009,0,935,935
50527,20307,0,0.00095277,0.00072962,0,7,7
50529,20307,0,0.18701511,0.14321451,0,1374,1374
50530,20453,0.0235614,0,0.01328225,52,0,52
50538,20515,0,0.01892167,0.00450931,0,279,279
50597,7097,0,0.00195301,0.00081566,0,69,69
50599,7097,0,0.01021795,0.00426744,0,361,361
50600,7097,0,0.0000566,0.0000236,0,2,2
51515,20334,0,0.00097948,0.00050099,0,22,22
51516,20334,0.18930636,0.02479854,0.10516248,4061,557,4618
51519,20334,0.00540742,0.0282267,0.01707923,116,634,750
51520,20334,0.05533284,0.00770224,0.03097033,1187,173,1360
51521,20334,0,0.00311651,0.00159406,0,70,70
51527,20334,0,0.00022261,0.00011386,0,5,5
51529,20364,0,0.00341578,0.00197145,0,29,29
51530,20364,0,0.0204947,0.01182869,0,174,174
51531,20364,0,0.01354535,0.00781781,0,115,115
51532,20364,0,0.0548881,0.03167913,0,466,466
51533,20526,0,0.00064905,0.00043788,0,7,7
51534,20526,0,0.00018544,0.00012511,0,2,2
51535,20526,0,0.00074177,0.00050044,0,8,8
51536,20526,0.00557585,0.00815948,0.0073189,29,88,117
51537,20153,0,0.03209877,0.00824002,0,39,39
51538,20153,0.88288801,0.11111111,0.68476653,3106,135,3241
51539,20153,0,0.1037037,0.02662159,0,126,126
51540,20153,0,0.00164609,0.00042257,0,2,2
51545,20344,0,0.00516605,0.00267891,0,7,7
51546,20291,0,0.2277632,0.18742501,0,781,781
51547,20291,0,0.0067075,0.00551956,0,23,23
51548,20113,0.38344828,0,0.29449153,834,0,834
51549,20113,0.61609195,0.08980213,0.49399718,1340,59,1399
51550,20366,1,0.17679558,0.81309584,3081,160,3241
51551,20366,0,0.01767956,0.00401405,0,16,16
51552,20366,0,0.12044199,0.02734571,0,109,109
51553,20366,0,0.12265193,0.02784747,0,111,111
51555,20085,0,0.03941081,0.03545314,0,800,800
51556,20085,0,0.00911375,0.00819854,0,185,185
51558,20254,0,0.02455717,0.01844015,0,61,61
51559,20279,0,0.0296496,0.01133631,0,33,33
51560,20279,0,0.27493262,0.10511852,0,306,306
51561,20279,0,0.45822102,0.17519753,0,510,510
51562,20236,0,0.04042553,0.01245902,0,19,19
51563,20236,0,0.55319149,0.1704918,0,260,260
51564,20424,0,0.00032733,0.0002505,0,1,1
51566,20424,0,0.01963994,0.01503006,0,60,60
51570,20211,0,0.44065805,0.35511364,0,1125,1125
51574,20266,0,0.2984939,0.27107652,0,2299,2299
51587,20307,0,0.00939159,0.007192,0,69,69
51588,20307,0.12372052,0,0.02897644,278,0,278
51589,20307,0.87627948,0,0.20523244,1969,0,1969
51597,20515,0,0.0643608,0.01533812,0,949,949
51598,20515,0,0.02129535,0.00507499,0,314,314
51655,7097,0,0.04678743,0.01954039,0,1653,1653
51656,7097,0.04995534,0.01038777,0.03343027,2461,367,2828
51657,7097,0.01932446,0,0.01125375,952,0,952
51661,7097,0,0.00031135,0.00013003,0,11,11
51662,7097,0,0.00031135,0.00013003,0,11,11
52563,20482,0,0.01076257,0.00395556,0,199,199
52564,20482,0,0.00027042,0.0000994,0,5,5
52573,20467,0,0.080232,0.03612033,0,664,664
