GRIDCODE,CVENTMUN,Suma de Fa,
340094,32042,3.23562E-05,
340095,32009,0.000480117,
340095,32042,0.003592506,
340096,32042,0.002819673,
340097,32042,0.004003168,
340098,32042,0.00479409,
340099,32042,0.00519364,
340100,32042,0.005284406,
340101,32042,0.005280987,
340102,32042,0.002430677,
340103,32042,0.000279141,
340104,32042,1.06728E-05,
340108,32040,3.46924E-05,
340109,32040,0.001955218,
340110,32040,0.001908533,
340111,32040,0.005398719,
340112,32040,0.000962602,
340113,32040,0.008911101,
340114,32040,0.01271787,
340115,32040,0.007733962,
340116,32040,0.005067464,
340117,32040,0.001829364,
340118,32040,0.002320436,
340119,32040,0.011197612,
340120,32040,0.016682675,
340121,32040,0.012819307,
340122,32040,0.013188862,
340123,32010,0.001897332,
340123,32040,0.001423829,
340124,32010,0.003998964,
340125,32006,0.000135493,
340125,32010,0.00372696,
340126,32006,0.036224078,
340126,32010,0.000517413,
340127,32006,0.039190046,
340128,32006,0.024338292,
340129,32006,0.021002748,
340129,32010,0.001754373,
340130,32010,0.001160832,
340131,32010,0.001215762,
340132,32010,0.002325889,
340133,32006,1.70122E-07,
340133,32010,0.001460047,
340134,32010,0.001048362,
340135,32006,0.001511845,
340135,32010,0.001744558,
340136,32010,0.002493139,
340136,32051,1.97732E-05,
340137,32010,0.000321289,
340137,32051,0.000287439,
340138,32051,0.001555455,
340139,32051,0.004041636,
340140,32051,0.001172299,
340141,32051,0.000911355,
340142,32051,0.001493784,
340143,32051,0.000406491,
340144,32051,0.000217026,
340145,32051,0.000464023,
340146,32051,0.001335758,
340147,32051,4.54803E-05,
340150,32051,0.000830437,
340151,32051,0.002840034,
340152,32051,0.004128485,
340153,32051,0.001171239,
340154,32051,0.000599628,
340155,32051,0.000272804,
340157,32051,0.001449546,
340158,32051,0.001127957,
340159,32051,5.49409E-05,
340165,24033,0.000260998,
340165,32051,1.65945E-06,
340166,24033,0.000570143,
340167,24033,0.001642412,
340168,24033,0.000454018,
340169,24033,0.000696407,
340171,24033,0.000683024,
340174,24033,9.31897E-05,
340182,24015,0.001078442,
340183,24015,0.003258456,
340184,24015,0.004712756,
340185,24015,0.000948071,
340187,24006,0.002346897,
340188,24006,0.000769365,
340189,24006,0.024950723,
340190,24006,0.002121635,
340197,24047,0.001160973,
340198,24047,0.017718388,
340199,24047,0.024069438,
340200,24020,0.017423687,
340201,24020,0.01705323,
340202,24020,0.00376122,
340203,24020,0.008834494,
340204,24020,0.002631,
340206,19014,7.81038E-05,
340206,24020,1.26076E-05,
340207,19014,0.002597523,
340208,19014,0.002565778,
340209,19014,0.002097718,
340210,19014,0.00210362,
340211,19014,0.001713695,
340212,19014,0.000307671,
340212,19036,4.85399E-06,
340213,19014,9.03746E-05,
340213,19036,0.005814155,
340214,19036,0.025479081,
340215,19036,0.04090072,
340216,19036,0.007110731,
340218,19036,0.001021411,
340220,19036,3.59985E-05,
340221,19036,0.004584233,
340222,19036,0.005992656,
340223,19036,0.000346208,
340224,19014,5.75176E-07,
340224,19036,0.001919826,
340225,19036,0.000100054,
340225,28006,0.000469584,
340225,28026,0.000105979,
340226,28006,0.000626041,
340227,28006,0.000399943,
340228,28006,0.00033532,
340229,28006,0.000217157,
340232,28006,0.002362339,
340233,28006,0.013699443,
340234,28006,0.021441499,
340234,28026,0.003609475,
340235,28026,0.038341148,
340236,28026,9.08397E-05,
340237,28017,0.013338098,
340238,28017,0.002674115,
340239,28017,6.79301E-05,
340243,28017,0.028880595,
340244,28017,0.048577041,
340245,28017,0.009246471,
340246,28017,0.002592948,
340247,28017,0.015429225,
340252,28041,1.9303E-05,
340254,28019,2.06332E-05,
340257,28019,0.00061412,
340258,28019,0.000920836,
340259,28019,0.00119516,
340260,28019,0.001569222,
340261,28019,0.001504318,
340262,28008,0.001430603,
340262,28019,0.009706738,
340263,28008,0.012127408,
340264,28008,0.000660285,
340265,28008,0.007550047,
340266,28008,0.000221361,
340270,28008,2.86875E-05,
340271,28008,3.19793E-05,
340272,28008,0.000146209,
340285,28037,0.001096618,
340286,28037,0.000609471,
341149,10033,0.000131135,
341155,10033,0.00013822,
341156,10033,8.14597E-05,
341156,32009,0.010962409,
341157,32009,0.02404243,
341158,32009,0.020693437,
341159,32009,0.000614489,
341160,32009,0.009617696,
341161,32009,0.010122149,
341162,32009,0.031189215,
341162,32042,3.5157E-07,
341163,32009,0.007054934,
341163,32042,0.004271663,
341164,32042,0.00418707,
341165,32042,0.004268444,
341166,32042,0.004745897,
341167,32042,0.00551358,
341168,32042,0.005483218,
341169,32042,0.005164695,
341170,32042,0.003398939,
341171,32042,0.000300069,
341172,32042,7.00114E-06,
341174,32040,0.000139992,
341175,32040,1.62388E-05,
341176,32040,0.000170926,
341177,32040,0.000629795,
341178,32040,0.002407429,
341179,32040,0.007380585,
341180,32040,0.002084643,
341181,32040,0.009199709,
341182,32040,0.006527293,
341183,32040,0.002009561,
341184,32040,0.003337247,
341185,32040,0.003799577,
341186,32040,0.001515724,
341187,32040,0.006448414,
341188,32040,0.01299566,
341189,32040,0.012465485,
341190,32040,0.012550355,
341191,32010,0.002981465,
341191,32040,0.003306586,
341192,32010,0.004050399,
341193,32010,0.00275816,
341194,32006,0.025039408,
341194,32010,0.001061015,
341195,32006,0.039710206,
341196,32006,0.021877115,
341197,32006,0.030566541,
341197,32010,0.000521083,
341198,32006,0.00129363,
341198,32010,0.001493002,
341199,32006,0.016846707,
341199,32010,0.000467526,
341200,32006,0.026153551,
341200,32010,0.000228277,
341201,32006,0.008582355,
341201,32010,0.001029767,
341202,32006,0.000180136,
341202,32010,0.000388427,
341203,32006,0.000873717,
341204,32051,5.45748E-05,
341205,32051,0.00079112,
341206,32051,0.000771394,
341207,32051,0.000977517,
341208,32051,0.00055203,
341210,32051,0.00032224,
341211,32051,0.003949775,
341212,32051,0.003354234,
341213,32051,4.20646E-05,
341214,32051,3.75707E-05,
341215,32051,0.000107291,
341216,32051,0.000114315,
341217,32051,0.002896668,
341218,32051,0.004029368,
341219,32051,0.00254154,
341220,32051,0.002535404,
341221,32051,0.000565444,
341222,32051,0.002223408,
341223,32051,0.00185752,
341224,32051,0.001728312,
341225,32051,0.001320459,
341226,32051,0.000915642,
341227,32051,0.000286986,
341228,32051,0.001284532,
341229,32051,0.000347858,
341230,32051,6.98262E-05,
341231,32051,2.02654E-05,
341232,32051,3.29568E-06,
341233,32051,6.45953E-05,
341234,24033,4.09548E-05,
341234,32051,7.09495E-06,
341235,24033,0.002694368,
341235,32051,6.7361E-05,
341236,24033,3.96108E-05,
341237,24033,0.000488069,
341239,24033,0.0002069,
341240,24033,0.001549241,
341241,24033,0.002719789,
341242,24033,0.000916041,
341248,24033,3.86823E-05,
341249,24006,0.00049953,
341249,24015,0.004095185,
341249,24033,0.001088448,
341250,24006,0.00482916,
341250,24015,0.001336656,
341251,24015,0.001593366,
341252,24015,0.000864961,
341256,24006,0.002933774,
341257,24006,0.023686681,
341258,24006,0.008287181,
341259,24006,0.008025342,
341265,24047,0.000324645,
341266,24020,0.002670132,
341266,24047,0.008902779,
341267,24020,0.01248431,
341267,24047,0.009390236,
341268,24020,0.023238619,
341269,24020,0.010274468,
341270,24020,0.007959254,
341271,24020,0.009095071,
341272,24020,0.00784971,
341273,24020,0.000168941,
341274,24020,2.01721E-05,
341275,19014,0.000583492,
341275,24020,0.000148261,
341276,19014,0.002068295,
341277,19014,0.001221104,
341278,19014,0.000552535,
341279,19014,0.000910862,
341280,19014,0.000806173,
341281,19014,0.00066244,
341281,19036,0.011681737,
341282,19036,0.036589835,
341283,19014,2.46663E-07,
341283,19036,0.041947048,
341284,19036,0.011824067,
341285,19036,0.000591005,
341286,19036,0.000475373,
341289,19014,3.74506E-06,
341289,19036,0.000179871,
341290,19036,0.001780345,
341291,19036,8.19143E-05,
341292,19014,0.000918307,
341292,19036,0.000653879,
341292,28026,0.000730197,
341293,28026,0.036396991,
341294,28006,3.13036E-05,
341294,28026,0.006695604,
341295,28006,0.000238651,
341296,28026,0.006646202,
341297,28006,0.000363122,
341297,28026,0.001195405,
341301,28006,0.002273164,
341301,28026,0.007432149,
341302,28006,0.000128668,
341302,28026,0.047694004,
341303,28026,0.026587068,
341305,28017,0.000308588,
341309,28017,0.000101977,
341310,28017,0.000914991,
341311,28017,0.01363773,
341312,28017,0.004013862,
341313,28017,0.00178188,
341314,28017,0.005867631,
341315,28017,0.002316447,
341319,28041,8.8883E-05,
341320,28041,0.000328149,
341325,28019,0.000157728,
341326,28019,0.001930479,
341327,28019,0.008978192,
341328,28019,0.016532953,
341329,28008,0.000850824,
341329,28019,0.009274422,
341330,28008,0.002532766,
341330,28019,0.009945563,
341331,28008,0.012328899,
341331,28019,0.000343005,
341332,28008,0.011144806,
341333,28008,0.017082753,
341334,28008,0.002140255,
341335,28008,0.000527687,
341339,28008,0.000223875,
341340,28008,0.000701101,
341343,28008,0.000139308,
341353,28037,0.001091953,
341354,28037,0.000304633,
342219,10033,0.001181509,
342220,10033,0.006243138,
342224,10033,0.016406543,
342225,10033,0.026662985,
342225,32009,0.006478382,
342226,10033,0.010231299,
342226,32009,0.020621328,
342227,32009,0.011101336,
342228,32009,0.03052187,
342229,32009,0.004024969,
342230,32009,0.03654313,
342230,32042,0.000627769,
342231,32009,0.006265431,
342231,32042,0.002534514,
342232,32042,0.00266336,
342233,32042,0.00371384,
342234,32042,0.005143197,
342235,32042,0.004937683,
342236,32042,0.004631247,
342237,32042,0.005173812,
342238,32042,0.004762285,
342239,32042,0.001057221,
342240,32042,0.000166668,
342241,32040,0.000255717,
342241,32042,6.59515E-05,
342242,32040,0.000550926,
342243,32040,0.000971405,
342244,32040,0.00400854,
342245,32040,0.005260204,
342246,32040,0.009233468,
342247,32040,0.009468915,
342248,32040,0.009897253,
342249,32040,0.004869388,
342250,32040,0.01045485,
342251,32040,0.00356107,
342252,32040,0.003495178,
342253,32040,0.002013349,
342254,32040,0.000355399,
342255,32040,0.000716252,
342256,32040,0.003949202,
342257,32040,0.001857617,
342258,32040,0.003929602,
342259,32010,0.002571609,
342259,32040,0.003032041,
342260,32010,0.003422148,
342261,32010,0.001181911,
342261,32039,0.000616185,
342262,32006,0.009255543,
342262,32010,0.000194021,
342262,32039,0.000244419,
342263,32006,0.03552723,
342264,32006,0.024678131,
342265,32006,0.019467249,
342266,32006,0.013770482,
342267,32006,0.03169926,
342268,32006,0.03477505,
342269,32006,0.01405633,
342271,32006,0.000177883,
342272,32006,0.005129652,
342272,32051,0.001286786,
342273,32051,0.000870947,
342274,32051,0.00083308,
342275,32051,0.001095244,
342276,32051,0.000324035,
342277,32051,0.000506389,
342278,32051,0.00217003,
342279,32051,0.001749593,
342280,32051,0.001004488,
342283,32051,0.000837188,
342284,32051,0.001131035,
342285,32051,0.001133556,
342286,32051,0.005650779,
342287,32051,0.004737117,
342288,32051,0.001771378,
342289,32051,0.001118226,
342290,32051,0.002315818,
342291,32051,0.002260427,
342292,32051,0.00444844,
342293,32051,0.006095223,
342294,32051,0.003418823,
342295,32051,0.001755155,
342296,32051,0.002496983,
342297,32051,0.001823521,
342298,32051,0.00032499,
342299,32051,8.86226E-06,
342300,32051,5.80039E-05,
342301,32051,3.9616E-05,
342302,32051,2.50308E-05,
342303,24033,1.1437E-07,
342303,32051,0.00013682,
342304,24033,0.000133876,
342304,32051,9.12389E-07,
342305,24033,0.000725244,
342306,24033,0.002533872,
342308,24033,0.001774798,
342310,24033,0.000108458,
342312,24033,0.000450433,
342316,24006,0.003005372,
342317,24006,0.003647398,
342318,24006,0.01473028,
342318,24015,0.004873992,
342322,24006,0.003566267,
342323,24006,0.005020505,
342324,24006,0.011550534,
342325,24006,0.020858261,
342326,24006,0.050134327,
342327,24006,0.002286774,
342329,24006,0.000112389,
342334,24020,0.002319972,
342335,24020,0.019494824,
342336,24020,0.017679417,
342337,24020,0.012483033,
342338,24020,0.008683525,
342339,24020,0.007346451,
342340,24020,0.008880527,
342341,24020,0.000233467,
342343,19014,0.001166433,
342343,24020,2.90813E-05,
342344,19014,0.003034828,
342345,19014,0.001395012,
342346,19014,0.002277566,
342347,19014,0.005120315,
342348,19014,0.0034625,
342349,19014,0.003266967,
342349,19036,0.001091966,
342350,19014,0.000474239,
342350,19036,0.017577779,
342351,19014,0.006799218,
342351,19036,0.01015907,
342352,19014,0.001902873,
342352,19036,0.014577826,
342353,19014,0.000989637,
342353,19036,0.012050641,
342354,19014,5.11336E-05,
342354,19036,0.000621138,
342356,19014,0.000389682,
342356,19036,3.85438E-05,
342357,19014,3.70276E-05,
342358,19014,0.000266304,
342358,19036,0.000801175,
342359,19014,0.000203736,
342359,19036,0.000742547,
342360,19014,0.000679809,
342360,19036,0.000453305,
342360,28026,0.001658414,
342361,28026,0.051434282,
342362,28026,0.01777173,
342363,28026,0.000499617,
342364,28026,0.028648096,
342365,28026,0.003287933,
342366,28026,0.014625182,
342367,28026,0.055401126,
342368,28026,0.036224808,
342369,28026,0.017002464,
342370,28026,0.056216107,
342371,28026,0.019846787,
342372,28017,0.000197955,
342373,28017,0.000143968,
342376,28017,3.59919E-05,
342377,28017,0.004272643,
342378,28017,0.002253884,
342379,28017,0.000179959,
342380,28017,0.000488683,
342381,28017,0.001058491,
342382,28017,0.005122369,
342385,28041,1.61605E-05,
342386,28041,6.19487E-05,
342393,28019,0.00026288,
342394,28019,0.003737696,
342395,28019,0.014979437,
342396,28019,0.011053095,
342397,28008,0.003692511,
342397,28019,0.010280959,
342398,28008,0.012464087,
342399,28008,0.015844609,
342400,28008,0.016125902,
342401,28008,0.016934702,
342402,28008,0.004039443,
342403,28008,0.001629273,
342406,28008,1.97226E-05,
342407,28008,0.002273495,
342408,28008,0.000464059,
342409,28008,3.5049E-06,
342410,28008,0.000827439,
342411,28008,0.000281195,
343286,10033,0.00060209,
343287,10033,0.007975514,
343288,10033,0.006823885,
343291,10033,0.000263796,
343292,10033,0.006465609,
343293,10033,0.059895899,
343294,10033,0.052076349,
343294,32009,0.011136112,
343295,10033,0.008033403,
343295,32009,0.006030905,
343296,32009,0.025759684,
343297,32009,0.010892875,
343297,32042,0.000215272,
343298,32009,0.010304504,
343298,32042,0.002482472,
343299,32042,0.002466952,
343300,32042,0.003351543,
343301,32042,0.003612353,
343302,32042,0.003765256,
343303,32042,0.001538562,
343304,32042,0.000463648,
343305,32042,0.002069015,
343306,32042,0.00389892,
343307,32042,0.003257104,
343308,32042,0.000929397,
343309,32040,0.000279007,
343309,32042,0.00036084,
343310,32040,0.000995784,
343311,32040,0.005431504,
343312,32040,0.004152897,
343313,32040,0.010009145,
343314,32040,0.014026555,
343315,32040,0.010445109,
343316,32040,0.008458927,
343317,32040,0.004892228,
343318,32040,0.0030528,
343319,32040,0.001914363,
343320,32040,0.004286801,
343321,32040,0.013281784,
343322,32040,0.009511098,
343323,32040,0.003718858,
343324,32039,1.74547E-06,
343324,32040,0.000305692,
343325,32039,3.69207E-05,
343325,32040,0.00120551,
343326,32039,1.69681E-05,
343326,32040,0.000703393,
343327,32010,0.002097067,
343327,32039,0.000108394,
343327,32040,0.00207837,
343328,32010,0.001598315,
343328,32039,0.003149511,
343329,32010,5.9766E-05,
343329,32039,0.007404057,
343330,32006,0.000558181,
343330,32039,0.004086289,
343331,32006,0.014482496,
343331,32039,0.000620487,
343332,32006,0.011624099,
343333,32006,0.001072478,
343334,32006,0.019699419,
343335,32006,0.017716655,
343336,32006,0.018369651,
343337,32006,0.021854884,
343338,32006,0.024375438,
343338,32051,1.56377E-05,
343339,32006,0.000993777,
343339,32051,0.001596306,
343340,32051,0.000959345,
343341,32051,0.001031111,
343342,32051,0.000704353,
343343,32051,0.000654382,
343344,32051,7.55185E-05,
343345,32051,0.000422956,
343346,32051,0.001994978,
343347,32051,0.001485694,
343348,32051,0.000499574,
343351,32051,0.000562661,
343352,32051,0.000306033,
343353,32051,0.000333841,
343354,32051,0.004445313,
343355,32051,0.005718863,
343356,32051,0.002742434,
343357,32051,0.002156195,
343358,32051,0.000174064,
343359,32051,0.002689056,
343360,32051,0.000242908,
343361,32051,0.001805302,
343362,32051,0.000502061,
343363,32051,0.000279028,
343364,32051,0.003263893,
343365,32051,0.001660842,
343366,32051,0.00114901,
343367,32051,0.000405418,
343368,32051,0.000151128,
343369,32051,0.000235672,
343370,32051,0.000832075,
343371,32051,0.000190206,
343372,24033,1.20237E-05,
343372,32051,5.18935E-05,
343373,24033,0.000415678,
343374,24033,0.00119662,
343376,24033,0.001548277,
343377,24033,0.000464408,
343378,24033,5.12866E-05,
343379,24033,0.002597723,
343380,24033,0.001718996,
343384,24006,0.0005899,
343385,24006,0.009360273,
343386,24006,0.009031998,
343386,24015,0.000889907,
343387,24015,0.000217482,
343388,24006,0.002322961,
343389,24006,0.002541586,
343391,24006,0.001291641,
343392,24006,0.013599665,
343393,24006,0.03705156,
343394,24006,0.011667931,
343395,24006,0.018274602,
343397,24006,0.007904669,
343402,24020,0.002359962,
343403,24020,0.007374112,
343404,24020,0.005463971,
343405,24020,0.017115239,
343406,24020,0.011642469,
343407,24020,0.0054723,
343408,24020,0.005359333,
343409,24020,0.004406133,
343410,19014,5.31571E-05,
343410,24020,2.85204E-06,
343411,19014,0.001020552,
343411,24020,9.74209E-05,
343412,19014,0.001155667,
343413,19014,0.000472054,
343414,19014,0.004388887,
343415,19014,0.007527642,
343416,19014,0.006080129,
343417,19014,0.001221753,
343418,19014,0.001147768,
343419,19014,0.006592552,
343420,19014,0.004869177,
343421,19014,0.003367076,
343422,19014,0.002160494,
343422,19036,0.001237919,
343423,19014,1.39893E-05,
343424,19014,0.000996697,
343425,19014,3.86772E-05,
343426,19014,0.000220365,
343426,19036,3.15008E-07,
343427,19014,0.001830117,
343428,19014,0.00106368,
343428,28026,0.004927365,
343429,19014,3.36236E-05,
343429,28026,0.019400962,
343430,28026,0.007500327,
343431,28026,0.004429823,
343432,28026,0.013535058,
343433,28026,0.000852897,
343435,28026,0.06833363,
343436,28026,0.077536954,
343437,28026,0.044333158,
343438,28026,0.000374491,
343446,28017,0.000299932,
343447,28017,0.000635857,
343448,28017,0.010949805,
343449,28017,0.005275688,
343450,28017,0.004955731,
343459,28008,6.99929E-09,
343459,28041,0.000502109,
343460,28008,0.000869826,
343460,28019,1.89127E-05,
343461,28008,0.000965154,
343461,28019,0.001405323,
343462,28008,0.000752506,
343462,28019,0.000711178,
343463,28008,0.000350699,
343463,28019,0.010277282,
343464,28008,0.000831444,
343464,28019,0.001407561,
343465,28008,0.001452197,
343465,28019,0.001011442,
343466,28008,0.013855462,
343467,28008,0.01551941,
343468,28008,0.014953098,
343469,28008,0.016751385,
343470,28008,0.00788591,
343471,28008,0.006301818,
343472,28008,0.008017474,
343473,28008,0.00252943,
343474,28008,2.09837E-05,
343475,28008,0.001350505,
343476,28008,0.000332046,
343477,28008,0.000362169,
343478,28008,0.000313751,
343491,28037,0.001681724,
343492,28037,2.75927E-05,
344355,10033,6.20697E-05,
344357,10033,0.011153295,
344358,10033,0.000840821,
344360,10033,6.46104E-05,
344360,10038,3.1296E-06,
344361,10033,0.044595192,
344362,10033,0.061219285,
344362,32009,0.001309392,
344363,10033,0.025790182,
344363,32009,0.012668028,
344364,10033,0.001910955,
344364,32009,0.027312513,
344364,32042,0.000307965,
344365,32009,0.00058961,
344365,32042,0.000201901,
344366,32042,0.000144417,
344367,32042,0.000411875,
344368,32042,0.000680449,
344369,32042,0.000881706,
344370,32042,0.000272408,
344371,32042,0.001256562,
344372,32042,0.000739507,
344373,32042,0.000267298,
344374,32042,0.000489505,
344375,32042,0.001660154,
344376,32042,0.003436926,
344377,32040,0.001951081,
344377,32042,0.004083753,
344378,32040,0.002813933,
344378,32042,0.000502806,
344379,32040,0.002634454,
344379,32042,0.000319105,
344380,32040,0.013271348,
344380,32042,0.000634962,
344381,32040,0.019025571,
344382,32040,0.017599265,
344383,32040,0.0128419,
344384,32040,0.007607887,
344385,32040,0.009666253,
344386,32040,0.00603777,
344387,32040,0.007330188,
344388,32040,0.007941759,
344389,32040,0.014599757,
344390,32040,0.003152706,
344391,32040,0.000105292,
344392,32039,3.30679E-05,
344392,32040,0.000145374,
344393,32039,0.001466832,
344394,32039,0.000694346,
344395,32010,2.37423E-05,
344395,32039,0.005323281,
344396,32039,0.008594736,
344397,32039,0.008283003,
344398,32039,0.008451436,
344399,32039,0.002890077,
344400,32006,0.008793728,
344401,32006,0.019358561,
344402,32006,0.030394011,
344403,32006,0.013653676,
344404,32006,0.021907685,
344405,32006,0.019196076,
344406,32006,0.020736227,
344406,32051,0.000739459,
344407,32051,0.001099072,
344408,32051,0.002493494,
344409,32051,0.002238698,
344410,32051,0.00090032,
344411,32051,0.000205348,
344412,32051,0.001089493,
344413,32051,0.00171412,
344414,32051,0.001762776,
344415,32051,0.000147479,
344416,32051,0.001551518,
344417,32051,0.000686847,
344419,32051,0.000127213,
344420,32051,0.002776976,
344421,32051,0.002346692,
344422,32051,0.001986628,
344423,32051,0.003558064,
344424,32051,0.003868647,
344425,32051,0.002147254,
344426,32051,0.000807091,
344427,32051,0.005614913,
344428,32051,7.67204E-05,
344429,32051,0.001148467,
344430,32051,0.000235139,
344432,32051,0.000571322,
344433,32051,0.00107372,
344434,32051,0.002563488,
344435,32051,0.000433822,
344436,32051,0.000702036,
344437,32051,0.000648374,
344438,32051,0.000823725,
344439,32051,0.001302805,
344440,32051,0.000629864,
344441,32051,9.88704E-06,
344442,24033,0.002371002,
344445,24033,0.00099969,
344446,24033,0.000267958,
344447,24033,0.004293143,
344448,24033,0.001880937,
344452,24006,0.00275242,
344452,24033,0.000374566,
344453,24006,0.020335904,
344454,24006,0.01536488,
344455,24006,1.77364E-07,
344456,24006,0.000279845,
344457,24006,0.001491407,
344458,24006,0.007069847,
344459,24006,0.002171011,
344460,24006,0.000579111,
344461,24006,0.011915423,
344462,24006,0.031988631,
344463,24006,0.017163755,
344470,24020,0.001347585,
344471,24020,0.000556485,
344472,24020,0.012881664,
344473,24020,0.016236722,
344474,24020,0.00888084,
344475,24020,0.002675366,
344476,24020,0.003816132,
344477,24020,0.007634519,
344478,24020,0.000731262,
344479,19014,5.75598E-05,
344480,19014,0.002049649,
344481,19014,0.00165327,
344482,19014,0.004045602,
344483,19014,0.003099665,
344484,19014,0.000700697,
344485,19014,0.001587278,
344486,19014,0.003958168,
344487,19014,0.00783978,
344488,19014,0.007831311,
344489,19014,0.00721689,
344490,19014,0.003285132,
344491,19014,1.97641E-05,
344492,19014,0.000870771,
344493,19014,0.000356525,
344494,19014,2.21386E-05,
344495,19014,0.000434078,
344496,19014,0.000688564,
344497,19014,9.58798E-05,
344497,28026,0.009470323,
344498,28026,0.001072374,
344499,28026,0.008425545,
344500,28026,0.001090554,
344501,28026,0.000920002,
344502,28026,3.53317E-06,
344503,28026,0.001509946,
344504,28026,0.001090074,
344508,28017,2.99932E-05,
344514,28017,0.000107976,
344515,28017,1.95995E-05,
344516,28017,0.005434258,
344517,28017,0.019332823,
344518,28017,0.00191652,
344522,28041,5.92553E-05,
344523,28041,2.69342E-05,
344527,28041,0.000235878,
344528,28008,1.84465E-05,
344528,28041,0.000169686,
344529,28008,0.000245407,
344529,28019,6.08816E-05,
344530,28008,0.00957805,
344530,28019,0.00014246,
344531,28008,0.011379893,
344531,28019,0.001291541,
344532,28008,0.002468857,
344534,28008,7.20514E-07,
344535,28008,0.00804442,
344536,28008,0.017008683,
344537,28008,0.015725456,
344538,28008,0.016393162,
344539,28008,0.012631404,
344540,28008,0.012770434,
344541,28008,0.00099322,
344542,28008,0.002385059,
344543,28008,0.00066983,
344544,28008,0.001015668,
344545,28008,0.001561322,
344559,28037,5.27363E-05,
345425,10033,0.01039939,
345425,10038,0.001729005,
345426,10033,0.01971009,
345426,10038,0.000210538,
345427,10038,0.012684373,
345428,10033,0.038428885,
345428,10038,0.002708784,
345429,10033,0.008286003,
345430,10033,0.03587388,
345431,10033,0.037025748,
345432,10033,0.018350848,
345432,32042,0.000922953,
345433,32042,4.99937E-05,
345437,32042,3.98826E-05,
345438,32042,0.000129949,
345439,32042,0.000134318,
345440,32042,0.000114085,
345441,32042,0.000695155,
345442,32042,0.001616026,
345443,32042,0.004407094,
345444,32042,0.005035671,
345445,32042,0.003498472,
345446,32042,0.001487063,
345447,32042,0.001573554,
345448,32040,0.001159606,
345448,32042,0.004309032,
345449,32040,0.01571714,
345449,32042,0.000401923,
345450,32040,0.017459767,
345451,32040,0.013422084,
345452,32040,0.005227419,
345453,32040,0.005480801,
345454,32040,0.006691066,
345455,32040,0.018604374,
345456,32040,0.017571417,
345457,32039,3.10445E-05,
345457,32040,0.014051297,
345458,32039,0.000156133,
345458,32040,6.3389E-05,
345459,32039,0.000146594,
345459,32040,0.00015776,
345460,32039,0.000621196,
345460,32040,4.25697E-05,
345461,32039,0.001535999,
345462,32039,0.004033849,
345463,32039,0.006475487,
345464,32039,0.008611839,
345465,32039,0.00866383,
345466,32039,0.007686008,
345467,32039,0.00115614,
345468,32006,0.000945981,
345468,32039,2.26761E-05,
345469,32006,0.007844953,
345470,32006,0.033752461,
345471,32006,0.036019649,
345472,32006,0.024584708,
345473,32006,0.025478984,
345473,32051,0.000114152,
345474,32006,0.00081624,
345474,32051,0.001230326,
345475,32051,0.002887308,
345476,32051,3.42751E-05,
345477,32051,0.001811595,
345478,32051,0.000942226,
345479,32051,1.29438E-05,
345480,32051,0.000668604,
345481,32051,0.000565928,
345482,32051,0.000712981,
345483,32051,0.002159392,
345484,32051,0.000520678,
345485,32051,0.000232549,
345486,32051,0.000177584,
345487,32051,0.00121382,
345488,32051,0.002047217,
345489,32051,0.000639116,
345490,32051,0.002070586,
345491,32051,0.000202872,
345492,32051,0.002744989,
345493,32051,0.001033736,
345494,32051,0.001356151,
345495,32051,0.003194998,
345496,32051,0.000898489,
345497,32051,0.001751123,
345498,32051,0.000967471,
345499,32051,4.5444E-05,
345500,32051,7.66347E-05,
345501,32051,0.000326814,
345502,32051,0.001699121,
345503,32051,0.000231075,
345504,32051,0.000454828,
345505,32051,0.001356535,
345506,32051,0.002600515,
345507,32051,0.001796774,
345508,32051,0.000292326,
345509,32051,0.000296258,
345510,32051,2.18267E-05,
345511,32051,1.05091E-05,
345514,24033,8.86547E-05,
345515,24033,0.001062741,
345516,24033,0.004468312,
345517,24033,0.000212763,
345518,24033,0.000234678,
345519,24006,5.19832E-06,
345519,24033,0.000199366,
345520,24006,0.002339459,
345521,24006,0.000784911,
345522,24006,0.014367771,
345523,24006,1.67334E-05,
345524,24006,0.001167934,
345525,24006,0.00157554,
345526,24006,0.000754051,
345527,24006,0.009898065,
345528,24006,0.001878733,
345529,24006,0.008130697,
345530,24006,0.004705635,
345531,24006,0.01020032,
345532,24006,1.69314E-05,
345538,24048,0.087570313,
345539,24020,0.005549973,
345539,24048,0.10293709,
345540,24020,0.024124587,
345541,24020,0.00784499,
345542,24020,0.016480702,
345543,24020,0.001924282,
345544,24020,0.004626916,
345545,24020,0.005341099,
345546,24020,0.002709491,
345547,19014,0.000457681,
345547,24020,0.002205216,
345548,19014,0.004260028,
345549,19014,0.002260282,
345550,19014,0.001186758,
345551,19014,0.002075255,
345552,19014,0.000312067,
345553,19014,0.000562024,
345554,19014,0.00306402,
345555,19014,0.007944515,
345556,19014,0.008982951,
345557,19014,0.006027952,
345558,19014,0.002332222,
345559,19014,0.000136099,
345560,19014,0.001369434,
345561,19014,0.00013124,
345562,19014,7.35811E-05,
345563,19014,3.71185E-05,
345564,19014,0.002264019,
345565,19014,0.000870997,
345565,28026,0.001142657,
345566,28026,0.005748369,
345567,28026,0.008846757,
345568,28026,0.000466897,
345569,28026,0.003073407,
345570,28026,0.000514758,
345576,28017,0.004146213,
345577,28017,0.004629821,
