GRIDCODE,LONG,LATITUDE,Huso,POB,X ,Y ,UTM_Zones
361629,-98.62667915,24.01101941,6,0,2841321.774,1334649.062,14
361630,-98.5970409,24.01037611,6,0,2844321.774,1334649.062,14
361631,-98.56740293,24.00972718,6,0,2847321.774,1334649.062,14
361632,-98.53776527,24.00907262,6,0,2850321.774,1334649.062,14
361633,-98.50812789,24.00841244,6,0,2853321.774,1334649.062,14
361634,-98.47849082,24.00774663,6,0,2856321.774,1334649.062,14
361635,-98.44885404,24.00707519,6,3,2859321.774,1334649.062,14
361636,-98.41921757,24.00639813,6,244,2862321.774,1334649.062,14
361637,-98.3895814,24.00571545,6,0,2865321.774,1334649.062,14
361638,-98.35994555,24.00502713,6,0,2868321.774,1334649.062,14
361639,-98.33031,24.0043332,6,703,2871321.774,1334649.062,14
361640,-98.30067477,24.00363363,6,2,2874321.774,1334649.062,14
361641,-98.27103985,24.00292844,6,1029,2877321.774,1334649.062,14
361642,-98.24140525,24.00221763,6,0,2880321.774,1334649.062,14
361643,-98.21177098,24.00150119,6,28,2883321.774,1334649.062,14
361644,-98.18213702,24.00077912,6,57,2886321.774,1334649.062,14
361645,-98.15250339,24.00005143,6,0,2889321.774,1334649.062,14
361646,-98.1228701,23.99931811,6,0,2892321.774,1334649.062,14
361647,-98.09323713,23.99857917,6,0,2895321.774,1334649.062,14
361648,-98.06360449,23.99783461,6,2,2898321.774,1334649.062,14
361649,-98.0339722,23.99708441,6,2,2901321.774,1334649.062,14
361650,-98.00434024,23.9963286,6,0,2904321.774,1334649.062,14
361651,-97.97470862,23.99556716,6,0,2907321.774,1334649.062,14
361652,-97.94507734,23.99480009,6,12,2910321.774,1334649.062,14
361653,-97.91544642,23.9940274,6,4,2913321.774,1334649.062,14
361654,-97.88581584,23.99324909,6,3,2916321.774,1334649.062,14
361655,-97.85618561,23.99246515,6,3,2919321.774,1334649.062,14
361656,-97.82655573,23.99167559,6,0,2922321.774,1334649.062,14
361657,-97.79692622,23.9908804,6,2,2925321.774,1334649.062,14
361658,-97.76729706,23.99007959,6,0,2928321.774,1334649.062,14
361659,-97.73766826,23.98927316,6,0,2931321.774,1334649.062,14
361660,-97.70803983,23.9884611,6,0,2934321.774,1334649.062,14
361661,-97.67841176,23.98764342,6,0,2937321.774,1334649.062,14
361662,-97.64878406,23.98682011,6,0,2940321.774,1334649.062,14
361663,-97.61915673,23.98599118,6,0,2943321.774,1334649.062,14
361664,-97.58952978,23.98515663,6,0,2946321.774,1334649.062,14
361665,-97.5599032,23.98431645,6,0,2949321.774,1334649.062,14
361666,-97.53027701,23.98347065,6,0,2952321.774,1334649.062,14
361667,-97.50065119,23.98261923,6,0,2955321.774,1334649.062,14
361668,-97.47102576,23.98176219,6,0,2958321.774,1334649.062,14
361669,-97.44140072,23.98089952,6,0,2961321.774,1334649.062,14
361670,-97.41177606,23.98003123,6,0,2964321.774,1334649.062,14
361671,-97.3821518,23.97915731,6,0,2967321.774,1334649.062,14
361672,-97.35252793,23.97827778,6,0,2970321.774,1334649.062,14
361673,-97.32290445,23.97739262,6,0,2973321.774,1334649.062,14
361674,-97.29328138,23.97650184,6,0,2976321.774,1334649.062,14
361675,-97.26365871,23.97560544,6,0,2979321.774,1334649.062,14
361676,-97.23403644,23.97470341,6,0,2982321.774,1334649.062,14
361677,-97.20441458,23.97379576,6,0,2985321.774,1334649.062,14
361678,-97.17479313,23.9728825,6,0,2988321.774,1334649.062,14
361679,-97.14517209,23.9719636,6,0,2991321.774,1334649.062,14
361680,-97.11555146,23.97103909,6,0,2994321.774,1334649.062,14
362509,-104.2014418,24.05917869,6,0,2277321.774,1337649.062,13
362510,-104.1717877,24.05959387,6,0,2280321.774,1337649.062,13
362511,-104.1421335,24.06000343,6,0,2283321.774,1337649.062,13
362512,-104.1124791,24.06040736,6,4,2286321.774,1337649.062,13
362513,-104.0828245,24.06080566,6,0,2289321.774,1337649.062,13
362514,-104.0531698,24.06119832,6,1902,2292321.774,1337649.062,13
362515,-104.0235148,24.06158536,6,0,2295321.774,1337649.062,13
362516,-103.9938597,24.06196676,6,0,2298321.774,1337649.062,13
362517,-103.9642044,24.06234254,6,0,2301321.774,1337649.062,13
362518,-103.934549,24.06271268,6,0,2304321.774,1337649.062,13
362519,-103.9048933,24.0630772,6,0,2307321.774,1337649.062,13
362520,-103.8752376,24.06343608,6,0,2310321.774,1337649.062,13
362521,-103.8455816,24.06378933,6,0,2313321.774,1337649.062,13
362522,-103.8159255,24.06413695,6,0,2316321.774,1337649.062,13
362523,-103.7862693,24.06447894,6,0,2319321.774,1337649.062,13
362524,-103.7566128,24.0648153,6,0,2322321.774,1337649.062,13
362525,-103.7269563,24.06514603,6,0,2325321.774,1337649.062,13
362526,-103.6972996,24.06547113,6,0,2328321.774,1337649.062,13
362527,-103.6676427,24.0657906,6,0,2331321.774,1337649.062,13
362528,-103.6379857,24.06610443,6,0,2334321.774,1337649.062,13
362529,-103.6083286,24.06641264,6,158,2337321.774,1337649.062,13
362530,-103.5786713,24.06671521,6,0,2340321.774,1337649.062,13
362531,-103.5490139,24.06701216,6,0,2343321.774,1337649.062,13
362532,-103.5193564,24.06730347,6,2,2346321.774,1337649.062,13
362533,-103.4896987,24.06758915,6,118,2349321.774,1337649.062,13
362534,-103.4600409,24.0678692,6,171,2352321.774,1337649.062,13
362535,-103.430383,24.06814361,6,391,2355321.774,1337649.062,13
362536,-103.4007249,24.0684124,6,172,2358321.774,1337649.062,13
362537,-103.3710668,24.06867556,6,0,2361321.774,1337649.062,13
362538,-103.3414085,24.06893308,6,0,2364321.774,1337649.062,13
362539,-103.3117501,24.06918497,6,0,2367321.774,1337649.062,13
362540,-103.2820916,24.06943123,6,0,2370321.774,1337649.062,13
362541,-103.252433,24.06967186,6,1,2373321.774,1337649.062,13
362542,-103.2227743,24.06990686,6,1,2376321.774,1337649.062,13
362543,-103.1931154,24.07013623,6,8,2379321.774,1337649.062,13
362544,-103.1634565,24.07035996,6,0,2382321.774,1337649.062,13
362545,-103.1337975,24.07057806,6,0,2385321.774,1337649.062,13
362546,-103.1041383,24.07079054,6,0,2388321.774,1337649.062,13
362547,-103.0744791,24.07099738,6,966,2391321.774,1337649.062,13
362548,-103.0448198,24.07119858,6,0,2394321.774,1337649.062,13
362549,-103.0151604,24.07139416,6,0,2397321.774,1337649.062,13
362550,-102.9855009,24.07158411,6,0,2400321.774,1337649.062,13
362551,-102.9558413,24.07176842,6,159,2403321.774,1337649.062,13
362552,-102.9261817,24.0719471,6,0,2406321.774,1337649.062,13
362553,-102.8965219,24.07212015,6,0,2409321.774,1337649.062,13
362554,-102.8668621,24.07228757,6,0,2412321.774,1337649.062,13
362555,-102.8372022,24.07244935,6,0,2415321.774,1337649.062,13
362556,-102.8075423,24.07260551,6,0,2418321.774,1337649.062,13
362557,-102.7778823,24.07275603,6,0,2421321.774,1337649.062,13
362558,-102.7482222,24.07290092,6,0,2424321.774,1337649.062,13
362559,-102.718562,24.07304018,6,0,2427321.774,1337649.062,13
362560,-102.6889018,24.07317381,6,0,2430321.774,1337649.062,13
362561,-102.6592415,24.0733018,6,0,2433321.774,1337649.062,13
362562,-102.6295812,24.07342416,6,0,2436321.774,1337649.062,13
362563,-102.5999208,24.07354089,6,0,2439321.774,1337649.062,13
362564,-102.5702603,24.07365199,6,0,2442321.774,1337649.062,13
362565,-102.5405999,24.07375746,6,0,2445321.774,1337649.062,13
362566,-102.5109393,24.07385729,6,0,2448321.774,1337649.062,13
362567,-102.4812787,24.0739515,6,97,2451321.774,1337649.062,13
362568,-102.4516181,24.07404007,6,0,2454321.774,1337649.062,13
362569,-102.4219575,24.07412301,6,0,2457321.774,1337649.062,13
362570,-102.3922968,24.07420031,6,0,2460321.774,1337649.062,13
362571,-102.362636,24.07427199,6,0,2463321.774,1337649.062,13
362572,-102.3329753,24.07433803,6,9,2466321.774,1337649.062,13
362573,-102.3033145,24.07439844,6,0,2469321.774,1337649.062,13
362574,-102.2736537,24.07445322,6,0,2472321.774,1337649.062,13
362575,-102.2439928,24.07450236,6,0,2475321.774,1337649.062,13
362576,-102.214332,24.07454588,6,0,2478321.774,1337649.062,13
362577,-102.1846711,24.07458376,6,0,2481321.774,1337649.062,13
362578,-102.1550102,24.07461601,6,0,2484321.774,1337649.062,13
362579,-102.1253493,24.07464263,6,0,2487321.774,1337649.062,13
362580,-102.0956884,24.07466361,6,0,2490321.774,1337649.062,13
362581,-102.0660275,24.07467897,6,0,2493321.774,1337649.062,13
362582,-102.0363665,24.07468869,6,0,2496321.774,1337649.062,13
362583,-102.0067056,24.07469278,6,0,2499321.774,1337649.062,13
362584,-101.9770447,24.07469124,6,0,2502321.774,1337649.062,14
362585,-101.9473837,24.07468406,6,0,2505321.774,1337649.062,14
362586,-101.9177228,24.07467125,6,0,2508321.774,1337649.062,14
362587,-101.8880619,24.07465281,6,4,2511321.774,1337649.062,14
362588,-101.858401,24.07462874,6,0,2514321.774,1337649.062,14
362589,-101.8287401,24.07459904,6,0,2517321.774,1337649.062,14
362590,-101.7990792,24.0745637,6,0,2520321.774,1337649.062,14
362591,-101.7694183,24.07452274,6,0,2523321.774,1337649.062,14
362592,-101.7397575,24.07447614,6,0,2526321.774,1337649.062,14
362593,-101.7100967,24.07442391,6,0,2529321.774,1337649.062,14
362594,-101.6804359,24.07436604,6,0,2532321.774,1337649.062,14
362595,-101.6507751,24.07430255,6,0,2535321.774,1337649.062,14
362596,-101.6211144,24.07423342,6,0,2538321.774,1337649.062,14
362597,-101.5914536,24.07415866,6,0,2541321.774,1337649.062,14
362598,-101.561793,24.07407827,6,0,2544321.774,1337649.062,14
362599,-101.5321323,24.07399224,6,0,2547321.774,1337649.062,14
362600,-101.5024717,24.07390059,6,0,2550321.774,1337649.062,14
362601,-101.4728112,24.0738033,6,0,2553321.774,1337649.062,14
362602,-101.4431507,24.07370038,6,0,2556321.774,1337649.062,14
362603,-101.4134902,24.07359182,6,0,2559321.774,1337649.062,14
362604,-101.3838298,24.07347764,6,0,2562321.774,1337649.062,14
362605,-101.3541694,24.07335782,6,0,2565321.774,1337649.062,14
362606,-101.3245091,24.07323238,6,0,2568321.774,1337649.062,14
362607,-101.2948489,24.0731013,6,0,2571321.774,1337649.062,14
362608,-101.2651887,24.07296458,6,0,2574321.774,1337649.062,14
362609,-101.2355286,24.07282224,6,0,2577321.774,1337649.062,14
362610,-101.2058685,24.07267426,6,0,2580321.774,1337649.062,14
362611,-101.1762085,24.07252066,6,0,2583321.774,1337649.062,14
362612,-101.1465486,24.07236142,6,334,2586321.774,1337649.062,14
362613,-101.1168888,24.07219655,6,0,2589321.774,1337649.062,14
362614,-101.087229,24.07202604,6,0,2592321.774,1337649.062,14
362615,-101.0575693,24.07184991,6,0,2595321.774,1337649.062,14
362616,-101.0279097,24.07166814,6,0,2598321.774,1337649.062,14
362617,-100.9982502,24.07148074,6,0,2601321.774,1337649.062,14
362618,-100.9685907,24.07128771,6,0,2604321.774,1337649.062,14
362619,-100.9389314,24.07108905,6,0,2607321.774,1337649.062,14
362620,-100.9092721,24.07088476,6,0,2610321.774,1337649.062,14
362621,-100.8796129,24.07067483,6,0,2613321.774,1337649.062,14
362622,-100.8499538,24.07045927,6,0,2616321.774,1337649.062,14
362623,-100.8202949,24.07023809,6,0,2619321.774,1337649.062,14
362624,-100.790636,24.07001127,6,0,2622321.774,1337649.062,14
362625,-100.7609772,24.06977881,6,0,2625321.774,1337649.062,14
362626,-100.7313186,24.06954073,6,0,2628321.774,1337649.062,14
362627,-100.70166,24.06929702,6,0,2631321.774,1337649.062,14
362628,-100.6720016,24.06904767,6,0,2634321.774,1337649.062,14
362629,-100.6423432,24.06879269,6,0,2637321.774,1337649.062,14
362630,-100.612685,24.06853208,6,3,2640321.774,1337649.062,14
362631,-100.5830269,24.06826584,6,92,2643321.774,1337649.062,14
362632,-100.5533689,24.06799397,6,63,2646321.774,1337649.062,14
362633,-100.5237111,24.06771647,6,0,2649321.774,1337649.062,14
362634,-100.4940533,24.06743334,6,0,2652321.774,1337649.062,14
362635,-100.4643957,24.06714457,6,0,2655321.774,1337649.062,14
362636,-100.4347383,24.06685017,6,263,2658321.774,1337649.062,14
362637,-100.4050809,24.06655015,6,0,2661321.774,1337649.062,14
362638,-100.3754237,24.06624449,6,20,2664321.774,1337649.062,14
362639,-100.3457667,24.0659332,6,0,2667321.774,1337649.062,14
362640,-100.3161098,24.06561628,6,23,2670321.774,1337649.062,14
362641,-100.286453,24.06529372,6,65,2673321.774,1337649.062,14
362642,-100.2567964,24.06496554,6,0,2676321.774,1337649.062,14
362643,-100.2271399,24.06463173,6,0,2679321.774,1337649.062,14
362644,-100.1974836,24.06429228,6,0,2682321.774,1337649.062,14
362645,-100.1678274,24.06394721,6,0,2685321.774,1337649.062,14
362646,-100.1381714,24.0635965,6,0,2688321.774,1337649.062,14
362647,-100.1085155,24.06324016,6,0,2691321.774,1337649.062,14
362648,-100.0788598,24.0628782,6,2,2694321.774,1337649.062,14
362649,-100.0492043,24.0625106,6,0,2697321.774,1337649.062,14
362650,-100.0195489,24.06213737,6,0,2700321.774,1337649.062,14
362651,-99.98989375,24.06175851,6,0,2703321.774,1337649.062,14
362652,-99.96023873,24.06137402,6,76,2706321.774,1337649.062,14
362653,-99.93058388,24.0609839,6,0,2709321.774,1337649.062,14
362654,-99.90092921,24.06058815,6,1,2712321.774,1337649.062,14
362655,-99.87127472,24.06018677,6,67,2715321.774,1337649.062,14
362656,-99.84162041,24.05977975,6,0,2718321.774,1337649.062,14
362657,-99.81196629,24.05936711,6,91,2721321.774,1337649.062,14
362658,-99.78231235,24.05894884,6,0,2724321.774,1337649.062,14
362659,-99.75265861,24.05852494,6,8,2727321.774,1337649.062,14
362660,-99.72300505,24.0580954,6,40,2730321.774,1337649.062,14
362661,-99.69335169,24.05766024,6,0,2733321.774,1337649.062,14
362662,-99.66369853,24.05721945,6,4,2736321.774,1337649.062,14
362663,-99.63404557,24.05677303,6,0,2739321.774,1337649.062,14
362664,-99.60439281,24.05632097,6,0,2742321.774,1337649.062,14
362665,-99.57474025,24.05586329,6,0,2745321.774,1337649.062,14
362666,-99.5450879,24.05539998,6,0,2748321.774,1337649.062,14
362667,-99.51543576,24.05493104,6,0,2751321.774,1337649.062,14
362668,-99.48578384,24.05445647,6,0,2754321.774,1337649.062,14
362669,-99.45613213,24.05397626,6,0,2757321.774,1337649.062,14
362670,-99.42648063,24.05349043,6,0,2760321.774,1337649.062,14
362671,-99.39682936,24.05299897,6,0,2763321.774,1337649.062,14
362672,-99.36717831,24.05250188,6,0,2766321.774,1337649.062,14
362673,-99.33752748,24.05199916,6,8,2769321.774,1337649.062,14
362674,-99.30787688,24.05149082,6,0,2772321.774,1337649.062,14
362675,-99.27822651,24.05097684,6,0,2775321.774,1337649.062,14
362676,-99.24857638,24.05045723,6,0,2778321.774,1337649.062,14
362677,-99.21892648,24.049932,6,49,2781321.774,1337649.062,14
362678,-99.18927681,24.04940113,6,0,2784321.774,1337649.062,14
362679,-99.15962739,24.04886464,6,0,2787321.774,1337649.062,14
362680,-99.12997821,24.04832251,6,512,2790321.774,1337649.062,14
362681,-99.10032928,24.04777476,6,3,2793321.774,1337649.062,14
362682,-99.07068059,24.04722138,6,255,2796321.774,1337649.062,14
362683,-99.04103216,24.04666237,6,260,2799321.774,1337649.062,14
362684,-99.01138397,24.04609773,6,4,2802321.774,1337649.062,14
362685,-98.98173605,24.04552747,6,357,2805321.774,1337649.062,14
362686,-98.95208838,24.04495157,6,323,2808321.774,1337649.062,14
362687,-98.92244097,24.04437005,6,1119,2811321.774,1337649.062,14
362688,-98.89279382,24.0437829,6,4580,2814321.774,1337649.062,14
362689,-98.86314694,24.04319012,6,17,2817321.774,1337649.062,14
362690,-98.83350033,24.04259171,6,4,2820321.774,1337649.062,14
362691,-98.80385399,24.04198767,6,0,2823321.774,1337649.062,14
362692,-98.77420792,24.04137801,6,0,2826321.774,1337649.062,14
362693,-98.74456213,24.04076271,6,0,2829321.774,1337649.062,14
362694,-98.71491661,24.04014179,6,0,2832321.774,1337649.062,14
362695,-98.68527138,24.03951524,6,0,2835321.774,1337649.062,14
362696,-98.65562643,24.03888307,6,0,2838321.774,1337649.062,14
362697,-98.62598176,24.03824526,6,0,2841321.774,1337649.062,14
362698,-98.59633739,24.03760183,6,0,2844321.774,1337649.062,14
362699,-98.5666933,24.03695277,6,0,2847321.774,1337649.062,14
362700,-98.53704951,24.03629809,6,0,2850321.774,1337649.062,14
362701,-98.50740601,24.03563777,6,0,2853321.774,1337649.062,14
362702,-98.47776282,24.03497183,6,0,2856321.774,1337649.062,14
362703,-98.44811992,24.03430026,6,0,2859321.774,1337649.062,14
362704,-98.41847733,24.03362307,6,4,2862321.774,1337649.062,14
362705,-98.38883504,24.03294024,6,112,2865321.774,1337649.062,14
362706,-98.35919306,24.03225179,6,2,2868321.774,1337649.062,14
362707,-98.3295514,24.03155772,6,0,2871321.774,1337649.062,14
362708,-98.29991004,24.03085801,6,3,2874321.774,1337649.062,14
362709,-98.270269,24.03015268,6,0,2877321.774,1337649.062,14
362710,-98.24062829,24.02944173,6,0,2880321.774,1337649.062,14
362711,-98.21098789,24.02872514,6,1,2883321.774,1337649.062,14
362712,-98.18134781,24.02800293,6,0,2886321.774,1337649.062,14
362713,-98.15170807,24.0272751,6,0,2889321.774,1337649.062,14
362714,-98.12206865,24.02654163,6,97,2892321.774,1337649.062,14
362715,-98.09242956,24.02580255,6,0,2895321.774,1337649.062,14
362716,-98.06279081,24.02505783,6,0,2898321.774,1337649.062,14
362717,-98.03315239,24.02430749,6,0,2901321.774,1337649.062,14
362718,-98.00351431,24.02355152,6,0,2904321.774,1337649.062,14
362719,-97.97387658,24.02278993,6,0,2907321.774,1337649.062,14
362720,-97.94423918,24.02202271,6,114,2910321.774,1337649.062,14
362721,-97.91460214,24.02124987,6,0,2913321.774,1337649.062,14
362722,-97.88496544,24.0204714,6,0,2916321.774,1337649.062,14
362723,-97.85532909,24.01968731,6,0,2919321.774,1337649.062,14
362724,-97.8256931,24.01889759,6,0,2922321.774,1337649.062,14
362725,-97.79605747,24.01810224,6,98,2925321.774,1337649.062,14
362726,-97.76642219,24.01730127,6,0,2928321.774,1337649.062,14
362727,-97.73678728,24.01649468,6,0,2931321.774,1337649.062,14
362728,-97.70715273,24.01568246,6,0,2934321.774,1337649.062,14
362729,-97.67751854,24.01486461,6,0,2937321.774,1337649.062,14
362730,-97.64788473,24.01404114,6,0,2940321.774,1337649.062,14
362731,-97.61825128,24.01321205,6,0,2943321.774,1337649.062,14
362732,-97.58861822,24.01237733,6,0,2946321.774,1337649.062,14
362733,-97.55898552,24.01153699,6,0,2949321.774,1337649.062,14
362734,-97.52935321,24.01069102,6,0,2952321.774,1337649.062,14
362735,-97.49972128,24.00983943,6,0,2955321.774,1337649.062,14
362736,-97.47008974,24.00898221,6,0,2958321.774,1337649.062,14
362737,-97.44045858,24.00811937,6,0,2961321.774,1337649.062,14
362738,-97.41082781,24.00725091,6,0,2964321.774,1337649.062,14
362739,-97.38119743,24.00637682,6,0,2967321.774,1337649.062,14
362740,-97.35156744,24.00549711,6,0,2970321.774,1337649.062,14
362741,-97.32193786,24.00461177,6,0,2973321.774,1337649.062,14
362742,-97.29230867,24.00372081,6,0,2976321.774,1337649.062,14
362743,-97.26267988,24.00282423,6,0,2979321.774,1337649.062,14
362744,-97.2330515,24.00192203,6,0,2982321.774,1337649.062,14
362745,-97.20342353,24.0010142,6,0,2985321.774,1337649.062,14
362746,-97.17379597,24.00010075,6,0,2988321.774,1337649.062,14
362747,-97.14416881,23.99918167,6,0,2991321.774,1337649.062,14
362748,-97.11454208,23.99825698,6,0,2994321.774,1337649.062,14
363577,-104.2018971,24.08640849,6,0,2277321.774,1340649.062,13
363578,-104.1722369,24.08682376,6,0,2280321.774,1340649.062,13
363579,-104.1425766,24.0872334,6,0,2283321.774,1340649.062,13
363580,-104.112916,24.08763741,6,0,2286321.774,1340649.062,13
363581,-104.0832553,24.08803579,6,0,2289321.774,1340649.062,13
363582,-104.0535944,24.08842853,6,0,2292321.774,1340649.062,13
363583,-104.0239333,24.08881564,6,0,2295321.774,1340649.062,13
363584,-103.9942721,24.08919713,6,0,2298321.774,1340649.062,13
363585,-103.9646107,24.08957298,6,0,2301321.774,1340649.062,13
363586,-103.9349491,24.08994319,6,0,2304321.774,1340649.062,13
363587,-103.9052873,24.09030778,6,0,2307321.774,1340649.062,13
363588,-103.8756254,24.09066673,6,0,2310321.774,1340649.062,13
363589,-103.8459633,24.09102006,6,0,2313321.774,1340649.062,13
363590,-103.8163011,24.09136775,6,0,2316321.774,1340649.062,13
363591,-103.7866387,24.09170981,6,0,2319321.774,1340649.062,13
363592,-103.7569762,24.09204623,6,0,2322321.774,1340649.062,13
363593,-103.7273135,24.09237703,6,0,2325321.774,1340649.062,13
363594,-103.6976506,24.09270219,6,0,2328321.774,1340649.062,13
363595,-103.6679877,24.09302172,6,1705,2331321.774,1340649.062,13
363596,-103.6383245,24.09333562,6,0,2334321.774,1340649.062,13
363597,-103.6086613,24.09364389,6,0,2337321.774,1340649.062,13
363598,-103.5789979,24.09394652,6,0,2340321.774,1340649.062,13
363599,-103.5493343,24.09424352,6,0,2343321.774,1340649.062,13
363600,-103.5196706,24.09453489,6,41,2346321.774,1340649.062,13
363601,-103.4900068,24.09482063,6,189,2349321.774,1340649.062,13
363602,-103.4603429,24.09510073,6,0,2352321.774,1340649.062,13
363603,-103.4306789,24.0953752,6,225,2355321.774,1340649.062,13
363604,-103.4010147,24.09564404,6,405,2358321.774,1340649.062,13
363605,-103.3713504,24.09590725,6,1,2361321.774,1340649.062,13
363606,-103.341686,24.09616483,6,2,2364321.774,1340649.062,13
363607,-103.3120214,24.09641677,6,0,2367321.774,1340649.062,13
363608,-103.2823568,24.09666308,6,0,2370321.774,1340649.062,13
363609,-103.252692,24.09690376,6,0,2373321.774,1340649.062,13
363610,-103.2230272,24.0971388,6,0,2376321.774,1340649.062,13
363611,-103.1933622,24.09736821,6,0,2379321.774,1340649.062,13
363612,-103.1636972,24.09759199,6,203,2382321.774,1340649.062,13
363613,-103.134032,24.09781014,6,0,2385321.774,1340649.062,13
363614,-103.1043667,24.09802265,6,3,2388321.774,1340649.062,13
363615,-103.0747014,24.09822953,6,0,2391321.774,1340649.062,13
363616,-103.0450359,24.09843078,6,0,2394321.774,1340649.062,13
363617,-103.0153704,24.0986264,6,0,2397321.774,1340649.062,13
363618,-102.9857048,24.09881638,6,0,2400321.774,1340649.062,13
363619,-102.956039,24.09900073,6,0,2403321.774,1340649.062,13
363620,-102.9263733,24.09917945,6,0,2406321.774,1340649.062,13
363621,-102.8967074,24.09935253,6,0,2409321.774,1340649.062,13
363622,-102.8670414,24.09951998,6,0,2412321.774,1340649.062,13
363623,-102.8373754,24.0996818,6,0,2415321.774,1340649.062,13
363624,-102.8077093,24.09983799,6,0,2418321.774,1340649.062,13
363625,-102.7780432,24.09998854,6,0,2421321.774,1340649.062,13
363626,-102.7483769,24.10013346,6,0,2424321.774,1340649.062,13
363627,-102.7187106,24.10027274,6,0,2427321.774,1340649.062,13
363628,-102.6890443,24.1004064,6,0,2430321.774,1340649.062,13
363629,-102.6593779,24.10053442,6,0,2433321.774,1340649.062,13
363630,-102.6297114,24.1006568,6,0,2436321.774,1340649.062,13
363631,-102.6000449,24.10077356,6,0,2439321.774,1340649.062,13
363632,-102.5703783,24.10088468,6,0,2442321.774,1340649.062,13
363633,-102.5407117,24.10099017,6,0,2445321.774,1340649.062,13
363634,-102.511045,24.10109002,6,0,2448321.774,1340649.062,13
363635,-102.4813783,24.10118424,6,0,2451321.774,1340649.062,13
363636,-102.4517115,24.10127283,6,47,2454321.774,1340649.062,13
363637,-102.4220447,24.10135579,6,0,2457321.774,1340649.062,13
363638,-102.3923779,24.10143311,6,0,2460321.774,1340649.062,13
363639,-102.3627111,24.1015048,6,0,2463321.774,1340649.062,13
363640,-102.3330442,24.10157085,6,0,2466321.774,1340649.062,13
363641,-102.3033772,24.10163127,6,0,2469321.774,1340649.062,13
363642,-102.2737103,24.10168606,6,0,2472321.774,1340649.062,13
363643,-102.2440433,24.10173522,6,0,2475321.774,1340649.062,13
363644,-102.2143763,24.10177874,6,0,2478321.774,1340649.062,13
363645,-102.1847093,24.10181663,6,0,2481321.774,1340649.062,13
363646,-102.1550423,24.10184889,6,0,2484321.774,1340649.062,13
363647,-102.1253752,24.10187551,6,0,2487321.774,1340649.062,13
363648,-102.0957082,24.1018965,6,0,2490321.774,1340649.062,13
363649,-102.0660411,24.10191186,6,0,2493321.774,1340649.062,13
363650,-102.0363741,24.10192158,6,0,2496321.774,1340649.062,13
363651,-102.006707,24.10192567,6,0,2499321.774,1340649.062,13
363652,-101.9770399,24.10192413,6,0,2502321.774,1340649.062,14
363653,-101.9473729,24.10191695,6,0,2505321.774,1340649.062,14
363654,-101.9177058,24.10190414,6,0,2508321.774,1340649.062,14
363655,-101.8880387,24.1018857,6,0,2511321.774,1340649.062,14
363656,-101.8583717,24.10186162,6,0,2514321.774,1340649.062,14
363657,-101.8287047,24.10183191,6,0,2517321.774,1340649.062,14
363658,-101.7990376,24.10179657,6,0,2520321.774,1340649.062,14
363659,-101.7693706,24.1017556,6,0,2523321.774,1340649.062,14
363660,-101.7397037,24.10170899,6,0,2526321.774,1340649.062,14
363661,-101.7100367,24.10165674,6,0,2529321.774,1340649.062,14
363662,-101.6803698,24.10159887,6,0,2532321.774,1340649.062,14
363663,-101.6507029,24.10153536,6,0,2535321.774,1340649.062,14
363664,-101.621036,24.10146622,6,0,2538321.774,1340649.062,14
363665,-101.5913691,24.10139144,6,0,2541321.774,1340649.062,14
363666,-101.5617023,24.10131104,6,0,2544321.774,1340649.062,14
363667,-101.5320356,24.10122499,6,0,2547321.774,1340649.062,14
363668,-101.5023688,24.10113332,6,0,2550321.774,1340649.062,14
363669,-101.4727021,24.10103601,6,0,2553321.774,1340649.062,14
363670,-101.4430355,24.10093307,6,0,2556321.774,1340649.062,14
363671,-101.4133689,24.1008245,6,0,2559321.774,1340649.062,14
363672,-101.3837023,24.10071029,6,0,2562321.774,1340649.062,14
363673,-101.3540358,24.10059045,6,0,2565321.774,1340649.062,14
363674,-101.3243694,24.10046498,6,0,2568321.774,1340649.062,14
363675,-101.294703,24.10033387,6,0,2571321.774,1340649.062,14
363676,-101.2650367,24.10019713,6,0,2574321.774,1340649.062,14
363677,-101.2353704,24.10005476,6,0,2577321.774,1340649.062,14
363678,-101.2057043,24.09990676,6,0,2580321.774,1340649.062,14
363679,-101.1760381,24.09975312,6,0,2583321.774,1340649.062,14
363680,-101.1463721,24.09959385,6,0,2586321.774,1340649.062,14
363681,-101.1167061,24.09942894,6,0,2589321.774,1340649.062,14
363682,-101.0870402,24.0992584,6,2,2592321.774,1340649.062,14
363683,-101.0573744,24.09908223,6,0,2595321.774,1340649.062,14
363684,-101.0277086,24.09890043,6,0,2598321.774,1340649.062,14
363685,-100.9980429,24.098713,6,0,2601321.774,1340649.062,14
363686,-100.9683774,24.09851993,6,0,2604321.774,1340649.062,14
363687,-100.9387119,24.09832123,6,0,2607321.774,1340649.062,14
363688,-100.9090465,24.09811689,6,0,2610321.774,1340649.062,14
363689,-100.8793812,24.09790692,6,137,2613321.774,1340649.062,14
363690,-100.849716,24.09769132,6,0,2616321.774,1340649.062,14
363691,-100.8200509,24.09747009,6,0,2619321.774,1340649.062,14
363692,-100.7903858,24.09724323,6,0,2622321.774,1340649.062,14
363693,-100.7607209,24.09701073,6,0,2625321.774,1340649.062,14
363694,-100.7310561,24.0967726,6,0,2628321.774,1340649.062,14
363695,-100.7013914,24.09652884,6,0,2631321.774,1340649.062,14
