GRIDCODE,CVENTMUN,Furb,Frural,FpoT,PobUrb,PobR,PubU+R,PoT
12437,frac,,,,,,,
289035,30152,,0.007566347,0.007566347,,67,67,8855
289886,14061,,0.001234314,0.001234314,,24,24,19444
289887,14061,,0.001388603,0.001388603,,27,27,19444
289888,14061,,0.006531578,0.006531578,,127,127,19444
289889,14061,,0.027720634,0.027720634,,539,539,19444
289890,14061,,0.000411438,0.000411438,,8,8,19444
289891,14061,,0.000925735,0.000925735,,18,18,19444
289892,14061,,0.000565727,0.000565727,,11,11,19444
289894,14061,,0.000205719,0.000205719,,4,4,19444
289902,14061,,0.000102859,0.000102859,,2,2,19444
289904,32031,,0.000676285,0.000676285,,3,3,4436
289907,32031,,0.002930568,0.002930568,,13,13,4436
289911,32031,,0.009242561,0.009242561,,41,41,4436
289914,14025,,0.007675439,0.007675439,,35,35,4560
289917,14081,,0.05450237,0.05450237,,115,115,2110
289918,14081,,0.020853081,0.020853081,,44,44,2110
289922,14081,,0.142654028,0.142654028,,301,301,2110
289925,32055,,0.001213679,0.001213679,,17,17,14007
289930,32055,,7.13929E-05,7.13929E-05,,1,1,14007
289944,01008,,0.037262357,0.037262357,,147,147,3945
289945,01007,,0.001620855,0.001620855,,24,24,14807
289945,01008,,0.045880862,0.045880862,,181,181,3945
289947,01007,,0.054973999,0.054973999,,814,814,14807
289948,01007,0.500093981,0.002296211,0.371611846,21285,34,21319,57369
289949,01007,0.216108266,0.024582968,0.166675382,9198,364,9562,57369
289950,01007,,0.022827041,0.022827041,,338,338,14807
289950,01009,,0.012714083,0.012714083,,170,170,13371
289951,01009,0.367127496,0.05848478,0.183589059,3346,782,4128,22485
289952,01009,,0.003066338,0.003066338,,41,41,13371
289953,01009,0.438446346,0.003889014,0.180031132,3996,52,4048,22485
289954,01009,0.134847487,0.002168873,0.05594841,1229,29,1258,22485
289956,01002,0.083051802,5.92136E-05,0.028659578,1475,2,1477,51536
289957,01002,,0.000266461,0.000266461,,9,9,33776
289958,01002,,0.034018238,0.034018238,,1149,1149,33776
289959,01002,,0.068332544,0.068332544,,2308,2308,33776
289959,32024,,0.062842424,0.062842424,,1537,1537,24458
289960,32024,,8.17728E-05,8.17728E-05,,2,2,24458
289961,32024,,0.000204432,0.000204432,,5,5,24458
289961,32052,,0.00479463,0.00479463,,60,60,12514
289962,32024,,0.000449751,0.000449751,,11,11,24458
289964,32024,,0.043176057,0.043176057,,1056,1056,24458
289967,32038,,3.15981E-05,3.15981E-05,,2,2,63295
289968,32038,,0.009353029,0.009353029,,592,592,63295
289972,32038,,0.002306659,0.002306659,,146,146,63295
289973,32038,,0.000916344,0.000916344,,58,58,63295
289974,32038,,0.004218343,0.004218343,,267,267,63295
289975,32038,,0.001105933,0.001105933,,70,70,63295
289979,32038,,0.000679359,0.000679359,,43,43,63295
289981,32038,,0.011375306,0.011375306,,720,720,63295
289982,32038,,0.00540327,0.00540327,,342,342,63295
289983,24021,,0.008859857,0.008859857,,472,472,53274
289984,24021,,0.006325787,0.006325787,,337,337,53274
289986,24021,,0.015279498,0.015279498,,814,814,53274
289987,24021,,0.014603747,0.014603747,,778,778,53274
289990,24021,,0.036922326,0.036922326,,1967,1967,53274
289991,24021,,0.060667493,0.060667493,,3232,3232,53274
289992,24021,,0.052896347,0.052896347,,2818,2818,53274
289993,24028,0.003031165,0.017217612,0.003606723,2652,637,3289,911908
289994,24028,0.023385236,0.019217774,0.023216158,20460,711,21171,911908
289995,24028,0.003995835,0.065167446,0.006477627,3496,2411,5907,911908
289995,24035,0.002929654,0.045428548,0.004496013,937,556,1493,332072
289996,24028,5.71487E-06,,5.71487E-06,5,,5,874911
289996,24035,0.031278824,0.187025084,0.03701908,10004,2289,12293,332072
289997,24035,0.006809804,0.007762072,0.006844901,2178,95,2273,332072
289998,24035,,0.062668519,0.062668519,,767,767,12239
290000,24009,1,,1,97,,97,97
290002,24009,,0.039571977,0.039571977,,196,196,4953
290006,24004,,0.000269833,0.000269833,,1,1,3706
290007,24004,,0.018888289,0.018888289,,70,70,3706
290008,24004,,0.000539665,0.000539665,,2,2,3706
290009,24030,,0.019553073,0.019553073,,77,77,3938
290010,24030,,0.092940579,0.092940579,,366,366,3938
290012,24030,,0.018791265,0.018791265,,74,74,3938
290018,24052,,0.032130282,0.032130282,,219,219,6816
290019,24052,,0.007629108,0.007629108,,52,52,6816
290034,24010,,0.000178912,0.000178912,,3,3,16768
290035,24010,,0.002683683,0.002683683,,45,45,16768
290046,24036,,0.00047206,0.00047206,,8,8,16947
290047,24036,,0.005015637,0.005015637,,85,85,16947
290051,24036,,0.001062135,0.001062135,,18,18,16947
290051,24058,,0.000404122,0.000404122,,4,4,9898
290052,24013,,0.000343744,0.000343744,,14,14,40728
290053,24013,,0.008323512,0.008323512,,339,339,40728
290054,24013,,0.000343744,0.000343744,,14,14,40728
290057,24013,,0.000933019,0.000933019,,38,38,40728
290058,24013,,0.003658417,0.003658417,,149,149,40728
290060,24013,,4.91063E-05,4.91063E-05,,2,2,40728
290062,24013,,0.000933019,0.000933019,,38,38,40728
290063,24013,,7.36594E-05,7.36594E-05,,3,3,40728
290067,24040,,5.90005E-05,5.90005E-05,,1,1,16949
290068,24040,,5.90005E-05,5.90005E-05,,1,1,16949
290071,24040,,0.000177002,0.000177002,,3,3,16949
290077,24016,,0.088631702,0.088631702,,605,605,6826
290077,24040,,0.017346156,0.017346156,,294,294,16949
290078,24016,0.00774807,0.008643422,0.007897504,264,59,323,40899
290079,24016,0.09470842,,0.09470842,3227,,3227,34073
290080,24016,,0.001318488,0.001318488,,9,9,6826
290081,24016,,0.05332552,0.05332552,,364,364,6826
290082,24016,,0.000732493,0.000732493,,5,5,6826
290083,24016,,0.011866393,0.011866393,,81,81,6826
290085,30123,,0.004456448,0.004456448,,165,165,37025
290086,30123,,0.00043214,0.00043214,,16,16,37025
290087,30123,,0.000567184,0.000567184,,21,21,37025
290088,30123,,0.001296421,0.001296421,,48,48,37025
290090,30123,,0.00575287,0.00575287,,213,213,37025
290091,30123,,0.024686023,0.024686023,,914,914,37025
290092,30123,,0.000162053,0.000162053,,6,6,37025
290093,30123,,0.015827144,0.015827144,,586,586,37025
290094,30123,,0.004294396,0.004294396,,159,159,37025
290095,30123,,0.00750844,0.00750844,,278,278,37025
290096,30133,,0.176327241,0.176327241,,1013,1013,5745
290097,30133,,0.024020888,0.024020888,,138,138,5745
290098,30133,,0.125848564,0.125848564,,723,723,5745
290101,30133,0.000287555,,0.000287555,15,,15,52164
290102,30133,0.029713979,0.019147084,0.028665665,1550,110,1660,57909
290103,30133,,0.030635335,0.030635335,,176,176,5745
290103,30152,,0.001129305,0.001129305,,10,10,8855
290954,14061,,5.14297E-05,5.14297E-05,,1,1,19444
290956,14061,,0.002777206,0.002777206,,54,54,19444
290957,14061,,0.000668587,0.000668587,,13,13,19444
290959,14061,,0.001542892,0.001542892,,30,30,19444
290961,14061,,0.000514297,0.000514297,,10,10,19444
290962,14061,,0.000257149,0.000257149,,5,5,19444
290970,14061,,5.14297E-05,5.14297E-05,,1,1,19444
290975,32031,,0.016456267,0.016456267,,73,73,4436
290976,32031,,0.001127142,0.001127142,,5,5,4436
290977,32031,,0.007889991,0.007889991,,35,35,4436
290979,32031,,0.02006312,0.02006312,,89,89,4436
290981,14025,,0.013815789,0.013815789,,63,63,4560
290982,32031,,0.001577998,0.001577998,,7,7,4436
290985,14081,,0.036018957,0.036018957,,76,76,2110
290989,14041,,0.003707136,0.003707136,,8,8,2158
290990,14081,,0.108530806,0.108530806,,229,229,2110
290993,32055,,0.030913115,0.030913115,,433,433,14007
290996,32055,,0.040836724,0.040836724,,572,572,14007
291013,01007,,0.012494091,0.012494091,,185,185,14807
291015,01007,,0.064361451,0.064361451,,953,953,14807
291016,01007,0.115008693,0.13399068,0.119907964,4895,1984,6879,57369
291017,01007,,0.162355643,0.162355643,,2404,2404,14807
291018,01007,,0.053960964,0.053960964,,799,799,14807
291018,01009,,0.000897465,0.000897465,,12,12,13371
291019,01009,0.05957867,0.145987585,0.110962864,543,1952,2495,22485
291020,01009,,0.023782814,0.023782814,,318,318,13371
291024,01002,0.212443694,2.96068E-05,0.073230363,3773,1,3774,51536
291026,01002,0.007939189,0.038044766,0.027669978,141,1285,1426,51536
291027,01002,,0.003996921,0.003996921,,135,135,33776
291027,32024,0.003828929,0.069057159,0.033532555,112,1689,1801,53709
291028,32024,0.016922498,0.046610516,0.030441825,495,1140,1635,53709
291030,32024,,0.002003434,0.002003434,,49,49,24458
291031,32024,,0.04918636,0.04918636,,1203,1203,24458
291032,32024,,0.013492518,0.013492518,,330,330,24458
291033,32024,,0.008708807,0.008708807,,213,213,24458
291034,32024,,0.007400442,0.007400442,,181,181,24458
291034,32038,,0.001658899,0.001658899,,105,105,63295
291035,32038,0.137156271,6.31961E-05,0.017040185,1227,4,1231,72241
291036,32038,0.15817125,6.31961E-05,0.019642585,1415,4,1419,72241
291037,32038,,0.002022277,0.002022277,,128,128,63295
291040,32038,,0.040524528,0.040524528,,2565,2565,63295
291041,32038,,0.00853148,0.00853148,,540,540,63295
291042,32038,,9.47942E-05,9.47942E-05,,6,6,63295
291043,32038,,0.000284383,0.000284383,,18,18,63295
291044,32038,,0.000110593,0.000110593,,7,7,63295
291045,32038,,0.001548306,0.001548306,,98,98,63295
291046,32038,,0.001121732,0.001121732,,71,71,63295
291047,32038,,0.002796429,0.002796429,,177,177,63295
291048,32038,,0.007915317,0.007915317,,501,501,63295
291049,24021,,7.50835E-05,7.50835E-05,,4,4,53274
291049,32038,,0.000695158,0.000695158,,44,44,63295
291051,24021,,0.00084469,0.00084469,,45,45,53274
291052,24021,,0.00191463,0.00191463,,102,102,53274
291053,24021,,0.001013628,0.001013628,,54,54,53274
291054,24021,,0.002365131,0.002365131,,126,126,53274
291055,24021,,0.006926456,0.006926456,,369,369,53274
291056,24021,,0.010718174,0.010718174,,571,571,53274
291057,24021,,0.011412697,0.011412697,,608,608,53274
291058,24021,,0.016386981,0.016386981,,873,873,53274
291059,24021,,0.020291324,0.020291324,,1081,1081,53274
291060,24021,,0.025246837,0.025246837,,1345,1345,53274
291061,24021,,0.081559485,0.081559485,,4345,4345,53274
291062,24028,,0.020217856,0.020217856,,748,748,36997
291063,24028,,0.043219721,0.043219721,,1599,1599,36997
291064,24028,,0.000756818,0.000756818,,28,28,36997
291064,24035,,0.002696299,0.002696299,,33,33,12239
291065,24035,,0.172072882,0.172072882,,2106,2106,12239
291066,24035,,0.006863306,0.006863306,,84,84,12239
291067,24035,,0.022060626,0.022060626,,270,270,12239
291070,24009,,0.011508177,0.011508177,,57,57,4953
291073,24004,1,0.000269833,0.076750561,307,1,308,4013
291076,24030,0.011890606,,0.011890606,10,,10,841
291077,24030,0.988109394,0.002031488,0.175559741,831,8,839,4779
291087,24052,,0.079078638,0.079078638,,539,539,6816
291088,24052,,0.008362676,0.008362676,,57,57,6816
291090,24052,,0.06939554,0.06939554,,473,473,6816
291091,24024,,0.055272087,0.055272087,,2199,2199,39785
291101,24010,,0.002802958,0.002802958,,47,47,16768
291112,24010,,0.006321565,0.006321565,,106,106,16768
291121,24013,,0.00046651,0.00046651,,19,19,40728
291122,24013,,0.037983697,0.037983697,,1547,1547,40728
291123,24013,,0.00039285,0.00039285,,16,16,40728
291126,24013,,0.000171872,0.000171872,,7,7,40728
291130,24013,,0.053722255,0.053722255,,2188,2188,40728
291131,24013,,4.91063E-05,4.91063E-05,,2,2,40728
291135,24040,,0.001239011,0.001239011,,21,21,16949
291146,24016,,0.000878992,0.000878992,,6,6,6826
291147,24016,,0.001318488,0.001318488,,9,9,6826
291148,24016,,0.020070319,0.020070319,,137,137,6826
291149,24016,,0.000878992,0.000878992,,6,6,6826
291150,24016,0.100724914,0.005713449,0.084867601,3432,39,3471,40899
291151,24016,0.337187803,0.00336947,0.281473875,11489,23,11512,40899
291152,24016,0.024388812,0.001318488,0.020538399,831,9,840,40899
291153,30123,,2.70088E-05,2.70088E-05,,1,1,37025
291154,30123,,0.002376772,0.002376772,,88,88,37025
291155,30123,,8.10263E-05,8.10263E-05,,3,3,37025
291156,30123,,8.10263E-05,8.10263E-05,,3,3,37025
291157,30123,,0.000135044,0.000135044,,5,5,37025
291158,30123,,2.70088E-05,2.70088E-05,,1,1,37025
291164,30123,0,0.000162053,6.23798E-05,0,6,6,96185
291164,30133,,0.0205396,0.0205396,,118,118,5745
291165,30123,,8.10263E-05,8.10263E-05,,3,3,37025
291165,30133,,0.001218451,0.001218451,,7,7,5745
291168,30133,0.002223756,,0.002223756,116,,116,52164
291169,28038,0.000487603,,0.000487603,145,,145,297373
291169,30133,0.36598037,,0.36598037,19091,,19091,52164
291170,30133,0.260294456,0.026283725,0.237078865,13578,151,13729,57909
291171,30133,,0.04821584,0.04821584,,277,277,5745
292021,14061,,0.00200576,0.00200576,,39,39,19444
292022,14061,,0.004371528,0.004371528,,85,85,19444
292023,14061,,0.000565727,0.000565727,,11,11,19444
292024,14061,,0.000308578,0.000308578,,6,6,19444
292025,14061,,0.001645752,0.001645752,,32,32,19444
292026,14061,,0.015634643,0.015634643,,304,304,19444
292027,14061,,0.001234314,0.001234314,,24,24,19444
292028,14061,,0.000977165,0.000977165,,19,19,19444
292029,14061,,0.001697182,0.001697182,,33,33,19444
292043,32031,,0.00135257,0.00135257,,6,6,4436
292044,32031,,0.00135257,0.00135257,,6,6,4436
292046,32031,,0.011271416,0.011271416,,50,50,4436
292047,32031,,0.002479711,0.002479711,,11,11,4436
292048,32031,,0.013976555,0.013976555,,62,62,4436
292049,32031,,0.064697926,0.064697926,,287,287,4436
292053,14041,,0.023169601,0.023169601,,50,50,2158
292053,14081,,0.086255924,0.086255924,,182,182,2110
292054,32046,,0.00500701,0.00500701,,25,25,4993
292055,14041,,0.316496756,0.316496756,,683,683,2158
292056,14041,,0.005097312,0.005097312,,11,11,2158
292060,32055,,0.001070893,0.001070893,,15,15,14007
292065,32055,,0.013993003,0.013993003,,196,196,14007
292068,32055,,0.022631541,0.022631541,,317,317,14007
292080,01007,,6.75356E-05,6.75356E-05,,1,1,14807
292084,01007,,0.000675356,0.000675356,,10,10,14807
292085,01007,,0.002026069,0.002026069,,30,30,14807
292086,01004,,0.00011733,0.00011733,,1,1,8523
292086,01007,,0.00756399,0.00756399,,112,112,14807
292087,01007,,0.080232323,0.080232323,,1188,1188,14807
292087,01009,,0.189215466,0.189215466,,2530,2530,13371
292088,01009,,0.000972253,0.000972253,,13,13,13371
292093,01002,,0.000799384,0.000799384,,27,27,33776
292094,01002,0.141441441,0.04908811,0.080914312,2512,1658,4170,51536
292094,32024,,0.011570856,0.011570856,,283,283,24458
292095,32024,0.277768281,0.090522528,0.192500326,8125,2214,10339,53709
292096,32024,0.600150422,0.001676343,0.327617345,17555,41,17596,53709
292097,32024,0.101329869,0.020116117,0.064346758,2964,492,3456,53709
292098,32024,,0.000408864,0.000408864,,10,10,24458
292100,32024,,0.06447788,0.06447788,,1577,1577,24458
292101,32024,,0.056709461,0.056709461,,1387,1387,24458
292102,32024,,0.001635457,0.001635457,,40,40,24458
292102,32038,,4.73971E-05,4.73971E-05,,3,3,63295
292103,32038,,0.010901335,0.010901335,,690,690,63295
292105,32038,,0.000315981,0.000315981,,20,20,63295
292106,32038,,0.000300182,0.000300182,,19,19,63295
292107,32038,,0.030223556,0.030223556,,1913,1913,63295
292108,32038,,0.008215499,0.008215499,,520,520,63295
292109,32038,0.002347418,0.000758354,0.000955136,21,48,69,72241
292110,32038,0.044824503,0.000426574,0.005924613,401,27,428,72241
292111,32038,,0.000110593,0.000110593,,7,7,63295
292113,32038,,0.001516707,0.001516707,,96,96,63295
292114,32038,,0.000268584,0.000268584,,17,17,63295
292115,32038,,4.73971E-05,4.73971E-05,,3,3,63295
292116,24001,,0.005391621,0.005391621,,74,74,13725
292116,32038,,0.000442373,0.000442373,,28,28,63295
292118,24021,,0.00212111,0.00212111,,113,113,53274
292120,24021,,0.00339753,0.00339753,,181,181,53274
292121,24021,,0.008784773,0.008784773,,468,468,53274
292122,24021,,0.002327589,0.002327589,,124,124,53274
292123,24021,,0.002740549,0.002740549,,146,146,53274
292124,24021,,0.01212599,0.01212599,,646,646,53274
292125,24021,0.159769009,0.001576754,0.015632215,830,84,914,58469
292126,24021,0.14186718,0.001032399,0.01354564,737,55,792,58469
292127,24021,,0.035664677,0.035664677,,1900,1900,53274
292128,24021,,0.023257124,0.023257124,,1239,1239,53274
292129,24021,,0.037034951,0.037034951,,1973,1973,53274
292130,24028,,0.000270292,0.000270292,,10,10,36997
292131,24028,,0.000486526,0.000486526,,18,18,36997
292133,24035,,0.000245118,0.000245118,,3,3,12239
292134,24035,,0.080888962,0.080888962,,990,990,12239
292138,24004,,0.001888829,0.001888829,,7,7,3706
292140,24004,,0.000809498,0.000809498,,3,3,3706
292142,24004,,0.007555316,0.007555316,,28,28,3706
292144,24004,,0.045331894,0.045331894,,168,168,3706
292144,24030,,0.005586592,0.005586592,,22,22,3938
292146,24030,,0.000507872,0.000507872,,2,2,3938
292159,24052,,0.000293427,0.000293427,,2,2,6816
292160,24024,,0.010581878,0.010581878,,421,421,39785
292161,24024,,0.000879729,0.000879729,,35,35,39785
292168,24010,,0.007693225,0.007693225,,129,129,16768
292175,24010,,0.061068702,0.061068702,,1024,1024,16768
292178,24010,,0.009243798,0.009243798,,155,155,16768
292182,24010,,0.005605916,0.005605916,,94,94,16768
292188,24013,,0.000933019,0.000933019,,38,38,40728
292189,24013,,7.36594E-05,7.36594E-05,,3,3,40728
292190,24013,,0.000147319,0.000147319,,6,6,40728
292191,24013,,0.004395011,0.004395011,,179,179,40728
292193,24013,,0.000319191,0.000319191,,13,13,40728
292196,24013,,7.36594E-05,7.36594E-05,,3,3,40728
292197,24013,,0.000147319,0.000147319,,6,6,40728
292202,24040,,0.000295003,0.000295003,,5,5,16949
292203,24040,,0.000236002,0.000236002,,4,4,16949
292204,24040,,5.90005E-05,5.90005E-05,,1,1,16949
292206,24040,,0.000236002,0.000236002,,4,4,16949
292207,24040,,0.000295003,0.000295003,,5,5,16949
292208,24040,,0.000295003,0.000295003,,5,5,16949
292211,24016,0.000117395,,0.000117395,4,,4,34073
292216,24016,,0.000439496,0.000439496,,3,3,6826
292217,24016,,0.001464987,0.001464987,,10,10,6826
292219,24016,0.209931617,0.001171989,0.175089855,7153,8,7161,40899
292220,24016,0.045461216,0.001464987,0.038118291,1549,10,1559,40899
292220,30123,,0.005860905,0.005860905,,217,217,37025
292221,30123,,0.000189061,0.000189061,,7,7,37025
292222,30123,,0.000108035,0.000108035,,4,4,37025
292223,30123,,0.00264686,0.00264686,,98,98,37025
292225,30123,,0.005941931,0.005941931,,220,220,37025
292231,30123,,0.000135044,0.000135044,,5,5,37025
292232,30123,0.07254902,0.000135044,0.044674326,4292,5,4297,96185
292233,30123,0.003228533,0.000378123,0.002131309,191,14,205,96185
292234,30123,0.01091954,,0.01091954,646,,646,59160
292235,28038,0.004795324,,0.004795324,1426,,1426,297373
292235,30123,0.16969236,,0.16969236,10039,,10039,59160
292236,28038,0.077000938,,0.077000938,22898,,22898,297373
292236,30123,0.000878972,,0.000878972,52,,52,59160
292236,30133,0.007342228,0.002436902,0.006855584,383,14,397,57909
292237,28038,0.172601413,,0.172601413,51327,,51327,297373
292237,30133,0.025362319,,0.025362319,1323,,1323,52164
292237,28009,0.003850767,,0.003850767,793,,793,205933
292238,28038,0.000827244,,0.000827244,246,,246,297373
292238,30133,0.233398512,0.169364665,0.227045882,12175,973,13148,57909
292238,28009,0.003054391,,0.003054391,629,,629,205933
293089,14061,,0.001080025,0.001080025,,21,21,19444
293090,14061,,0.001645752,0.001645752,,32,32,19444
293091,14061,,0.021291915,0.021291915,,414,414,19444
293092,14061,,0.011468834,0.011468834,,223,223,19444
293093,14061,,0.001028595,0.001028595,,20,20,19444
293094,14061,,0.006943016,0.006943016,,135,135,19444
293095,14061,,0.01018309,0.01018309,,198,198,19444
293096,14061,,0.00200576,0.00200576,,39,39,19444
293104,14061,,0.014503189,0.014503189,,282,282,19444
293108,32031,,0.000450857,0.000450857,,2,2,4436
293109,32031,0.017659524,0.007664563,0.012553265,75,34,109,8683
293110,32031,0.954320697,0.008566276,0.471150524,4053,38,4091,8683
293111,32031,0.011773016,0.000901713,0.006219049,50,4,54,8683
293112,32031,,0.000901713,0.000901713,,4,4,4436
293113,32031,,0.015103697,0.015103697,,67,67,4436
293114,32031,,0.027051398,0.027051398,,120,120,4436
293117,14041,,0.025486562,0.025486562,,55,55,2158
293119,14041,,0.05699722,0.05699722,,123,123,2158
293120,14041,,0.02502317,0.02502317,,54,54,2158
293122,32046,,0.0102143,0.0102143,,51,51,4993
