GRIDCODE,CVENTMUN,Fb,
340203,24020,0.008887094,
340204,24020,0.011222546,
340205,24020,0.074171158,
340206,19014,0.002164407,
340206,24020,0.046959397,
340207,19014,0.005081482,
340208,19014,0.003614867,
340209,19014,0.002002169,
340210,19014,0.002021888,
340211,19014,0.002172194,
340212,19014,0.002176877,
340212,19036,0.002707884,
340213,19014,0.000963435,
340213,19036,0.029544257,
340214,19036,0.008207482,
340215,19036,0.004506842,
340216,19036,0.011633794,
340217,19036,0.071257727,
340218,19036,0.125291596,
340219,19036,0.136467658,
340220,19036,0.136020067,
340221,19036,0.07839423,
340222,19036,0.030502629,
340223,19036,0.012948624,
340224,19014,3.20823E-05,
340224,19036,0.012453544,
340225,19014,7.39586E-05,
340225,19036,0.003263308,
340225,28006,0.004203317,
340225,28026,0.008148526,
340226,28006,0.008652817,
340226,28026,0.000969381,
340227,28006,0.00904824,
340228,28006,0.00836207,
340228,28026,0.002264472,
340229,28006,0.036000745,
340230,28006,0.050005404,
340230,28026,0.02923687,
340231,28006,0.084052807,
340231,28026,0.009097548,
340232,28006,0.086365418,
340233,28006,0.34700352,
340234,28006,0.048030407,
340234,28026,0.010732898,
340235,28026,0.03853805,
340236,28017,0.004108095,
340236,28026,0.066953606,
340237,28017,0.031538926,
340237,28026,0.000620375,
340238,28017,0.021173729,
340239,28017,0.015478636,
340240,28017,0.015714114,
340241,28017,0.010192405,
340242,28017,0.010459624,
340243,28017,0.005478546,
340244,28017,0.003896912,
340245,28017,0.050012544,
340246,28017,0.140357592,
340247,28017,0.021948121,
340248,28017,0.006016143,
340248,28041,0.007155684,
340249,28041,0.034132503,
340250,28041,0.026341035,
340251,28041,0.032195041,
340252,28041,0.03959781,
340253,28019,0.024030819,
340253,28041,0.037439781,
340254,28019,0.036628894,
340254,28041,0.00243669,
340255,28019,0.010017635,
340256,28019,0.01623801,
340257,28019,0.027128707,
340258,28019,0.017159365,
340259,28019,0.036048452,
340260,28019,0.022178112,
340261,28019,0.0215136,
340262,28008,6.68482E-05,
340262,28019,0.006535152,
340263,28008,0.024431695,
340264,28008,0.156535856,
340265,28008,0.006255198,
340266,28008,0.038243334,
340267,28008,0.027475619,
340268,28008,0.028902952,
340269,28008,0.010554319,
340270,28008,0.00968107,
340271,28008,0.014675854,
340272,28008,0.013423937,
340273,28008,0.01627935,
340274,28008,0.016249064,
340275,28008,0.017165324,
340276,28008,0.009280895,
340276,28037,0.00314411,
340277,28008,4.95621E-06,
340277,28037,0.026337615,
340278,28037,0.016966528,
340279,28037,0.008649187,
340280,28037,0.005791955,
340281,28037,0.009369757,
340282,28037,0.006371025,
340283,28037,0.006948885,
340284,28037,0.00719721,
340285,28037,0.006339221,
340286,28037,0.007311544,
340287,28037,0.007374731,
340288,28037,0.005848817,
340289,28037,0.006832775,
340290,28037,0.007940898,
340291,28037,0.005227354,
340292,28037,0.006641847,
340293,28037,0.005249724,
340294,28037,0.004402513,
340295,28037,0.005833986,
340296,28037,0.005110945,
340297,28037,0.004587661,
340298,28037,0.008940376,
340299,28037,0.005875305,
341149,10033,0.032117065,
341150,10033,0.034559964,
341151,10033,0.056288493,
341152,10033,0.02613951,
341153,10033,0.02048819,
341154,10033,0.032092178,
341155,10033,0.031998992,
341155,32009,0.002025479,
341156,10033,0.013129785,
341156,32009,0.022675756,
341157,10033,0.000961472,
341157,32009,0.036943668,
341158,32009,0.071416259,
341159,32009,0.073043973,
341160,32009,0.049308618,
341161,32009,0.040973311,
341162,32009,0.024825335,
341163,32009,0.002028262,
341163,32042,0.000788935,
341164,32042,0.001826172,
341165,32042,0.001487403,
341166,32042,0.000934258,
341167,32042,0.00027392,
341168,32042,1.95363E-05,
341169,32042,0.000190027,
341170,32042,0.003829356,
341171,32042,0.014187003,
341172,32042,0.029349939,
341173,32040,0.002405125,
341173,32042,0.028079499,
341174,32040,0.088311398,
341174,32042,0.003410493,
341175,32040,0.092199491,
341176,32040,0.086966609,
341177,32040,0.035685125,
341178,32040,0.01899392,
341179,32040,0.012773604,
341180,32040,0.022528948,
341181,32040,0.028810069,
341182,32040,0.014376412,
341183,32040,0.01623413,
341184,32040,0.017432835,
341185,32040,0.020867016,
341186,32040,0.025821563,
341187,32040,0.027294608,
341188,32040,0.016145962,
341189,32040,0.016476645,
341190,32040,0.014616492,
341191,32010,0.000315764,
341191,32040,0.003018418,
341192,32010,0.000143085,
341193,32010,0.002657309,
341194,32006,0.001584381,
341194,32010,0.000942049,
341195,32006,0.003503535,
341196,32006,0.036387966,
341197,32006,0.009671248,
341197,32010,2.10419E-06,
341198,32006,0.016818246,
341198,32010,0.002769447,
341199,32006,0.009247063,
341199,32010,0.003044582,
341200,32006,0.014344115,
341200,32010,0.001186065,
341201,32006,0.03596806,
341201,32010,0.000557352,
341202,32006,0.068209061,
341202,32010,0.001675376,
341203,32006,0.089834603,
341203,32010,0.002221304,
341204,32006,0.074269496,
341204,32010,0.000746477,
341204,32051,0.001099799,
341205,32051,0.002693734,
341206,32051,0.00198654,
341207,32051,0.001992859,
341208,32051,0.002084344,
341209,32051,0.003082682,
341210,32051,0.002084033,
341211,32051,0.000682017,
341212,32051,0.001879881,
341213,32051,0.005353216,
341214,32051,0.001951364,
341215,32051,0.002469235,
341216,32051,0.001982797,
341217,32051,0.001728841,
341218,32051,0.000709395,
341219,32051,0.001064159,
341220,32051,0.001085943,
341221,32051,0.004838034,
341222,32051,0.005564313,
341223,32051,0.001328747,
341224,32051,0.001364468,
341225,32051,0.001477224,
341226,32051,0.001681653,
341227,32051,0.001762941,
341228,32051,0.001487157,
341229,32051,0.001745948,
341230,32051,0.002270681,
341231,32051,0.002619025,
341232,32051,0.001839548,
341233,32051,0.001838531,
341234,24033,0.00063613,
341234,32051,0.001374833,
341235,24033,0.001982968,
341235,32051,0.000100329,
341236,24033,0.002535571,
341237,24033,0.002504087,
341238,24033,0.002530151,
341239,24033,0.002444271,
341240,24033,0.002313902,
341241,24033,0.002109376,
341242,24033,0.002348056,
341243,24033,0.002535586,
341244,24033,0.002541368,
341245,24033,0.002533826,
341246,24033,0.002533704,
341247,24033,0.002517861,
341248,24033,0.002535707,
341249,24006,0.000904669,
341249,24015,0.001432886,
341249,24033,0.000937625,
341250,24006,0.000537377,
341250,24015,0.004275517,
341251,24015,0.005157109,
341252,24006,0.003052125,
341252,24015,0.002220017,
341253,24006,0.005360965,
341254,24006,0.005361587,
341255,24006,0.005369572,
341256,24006,0.005111269,
341257,24006,0.003224174,
341258,24006,0.05579795,
341259,24006,0.069175823,
341260,24006,0.167244411,
341261,24006,0.045373711,
341262,24006,0.181906177,
341263,24006,0.976316743,
341263,24047,0.052934597,
341264,24047,0.136298588,
341265,24047,0.009158313,
341266,24020,0.000546177,
341266,24047,0.002975769,
341267,24020,0.001998016,
341267,24047,0.000336736,
341268,24020,0.000846591,
341269,24020,0.014355116,
341270,24020,0.041912539,
341271,24020,0.021775138,
341272,24020,0.015870834,
341273,24020,0.044208983,
341274,19014,0.00545648,
341274,24020,0.084093826,
341275,19014,0.004869049,
341275,24020,0.008807945,
341276,19014,0.001942256,
341277,19014,0.002199791,
341278,19014,0.002181157,
341279,19014,0.002300864,
341280,19014,0.004483893,
341281,19014,0.005455067,
341281,19036,0.010586282,
341282,19036,0.006949623,
341283,19036,0.005215313,
341284,19036,0.011797704,
341285,19036,0.077100127,
341286,19036,0.125506555,
341287,19036,0.13873199,
341288,19036,0.138778706,
341289,19014,2.06567E-05,
341289,19036,0.06437315,
341290,19014,6.05241E-05,
341290,19036,0.01292954,
341291,19014,5.01846E-09,
341291,19036,0.013001573,
341292,19014,0.002487904,
341292,19036,0.003063092,
341292,28026,3.13865E-05,
341293,19014,0.000156061,
341293,28026,0.023695338,
341294,28006,0.005851595,
341294,28026,0.010782435,
341295,28006,0.005325198,
341295,28026,0.013761945,
341296,28006,0.000212362,
341296,28026,0.031303226,
341297,28006,0.010213974,
341297,28026,0.016040429,
341298,28006,0.000753884,
341298,28026,0.057884779,
341299,28006,0.029610479,
341299,28026,0.036874857,
341300,28006,0.075524186,
341300,28026,0.009918648,
341301,28006,0.080803512,
341301,28026,0.007222579,
341302,28006,0.005357472,
341302,28026,0.022226057,
341303,28026,0.039325784,
341304,28017,0.011350167,
341304,28026,0.044178661,
341305,28017,0.026554684,
341306,28017,0.031434016,
341307,28017,0.021667522,
341308,28017,0.023499672,
341309,28017,0.01068778,
341310,28017,0.013765632,
341311,28017,0.03388595,
341312,28017,0.021324267,
341313,28017,0.033437615,
341314,28017,0.04236298,
341315,28017,0.020146218,
341316,28017,0.002715279,
341316,28041,0.034947298,
341317,28041,0.028332528,
341318,28041,0.029228875,
341319,28041,0.02004053,
341320,28041,0.032124037,
341321,28041,0.032621795,
341322,28019,0.043110222,
341322,28041,0.010806431,
341323,28019,0.014246629,
341324,28019,0.016504965,
341325,28019,0.020217305,
341326,28019,0.027238838,
341327,28019,0.014276982,
341328,28019,0.000411759,
341329,28008,0.000448356,
341329,28019,0.006341852,
341330,28008,0.003498811,
341330,28019,0.00501921,
341331,28008,0.014467997,
341332,28008,0.007584402,
341333,28008,0.000923851,
341334,28008,0.015363357,
341335,28008,0.015782291,
341336,28008,0.037090203,
341337,28008,0.011584102,
341338,28008,0.009951897,
341339,28008,0.01936929,
341340,28008,0.018112789,
341341,28008,0.012854951,
341342,28008,0.014160986,
341343,28008,0.012939497,
341344,28008,0.00953799,
341344,28037,0.001167678,
341345,28008,0.000191704,
341345,28037,0.014056475,
341346,28037,0.011911446,
341347,28037,0.005768462,
341348,28037,0.0056533,
341349,28037,0.005565416,
341350,28037,0.005950305,
341351,28037,0.007224465,
341352,28037,0.005890042,
341353,28037,0.007227138,
341354,28037,0.006148781,
341355,28037,0.006152428,
341356,28037,0.005905214,
341357,28037,0.0073152,
341358,28037,0.004825311,
341359,28037,0.005434117,
341360,28037,0.006471231,
341361,28037,0.005963174,
341362,28037,0.006517801,
341363,28037,0.007513278,
341364,28037,0.004633565,
341365,28037,0.004730902,
341366,28037,0.009525694,
341367,28037,0.009061106,
342217,10033,0.017168538,
342218,10033,0.023079429,
342219,10033,0.029759594,
342220,10033,0.029724062,
342221,10033,0.017929788,
342222,10033,0.030327324,
342223,10033,0.045565586,
342224,10033,0.034346439,
342225,10033,0.040096666,
342225,32009,0.005311195,
342226,10033,0.003402248,
342226,32009,0.178585736,
342227,32009,0.313042977,
342228,32009,0.075724551,
342229,32009,0.052938851,
342230,32009,0.014006603,
342230,32042,1.27487E-05,
342231,32009,0.000755284,
342231,32042,0.003483388,
342232,32042,0.004643689,
342233,32042,0.003123381,
342234,32042,0.000794813,
342235,32042,0.000645953,
342236,32042,0.001611493,
342237,32042,0.000827747,
342238,32042,0.000777935,
342239,32042,0.009168304,
342240,32042,0.023104502,
342241,32040,0.038217968,
342241,32042,0.011432787,
342242,32040,0.068624782,
342243,32040,0.066751175,
342244,32040,0.042309403,
342245,32040,0.013997578,
342246,32040,0.009943397,
342247,32040,0.010035819,
342248,32040,0.014305311,
342249,32040,0.020462813,
342250,32040,0.013908557,
342251,32040,0.017501639,
342252,32040,0.01898098,
342253,32040,0.021382229,
342254,32040,0.037648682,
342255,32040,0.047579252,
342256,32040,0.0428649,
342257,32040,0.043232125,
342258,32040,0.019422192,
342259,32010,0.000975803,
342259,32040,0.002043622,
342260,32010,0.000873318,
342261,32010,0.002991262,
342261,32039,0.001305245,
342262,32006,0.026545517,
342262,32010,0.001065816,
342262,32039,0.001274377,
342263,32006,0.008739104,
342264,32006,0.028821221,
342265,32006,0.033100942,
342266,32006,0.039095987,
342267,32006,0.015090484,
342268,32006,0.011171323,
342269,32006,0.047636733,
342270,32006,0.098650646,
342271,32006,0.105059405,
342272,32006,0.040025713,
342272,32051,0.001303405,
342273,32051,0.007064133,
342274,32051,0.001741076,
342275,32051,0.002022572,
342276,32051,0.003669517,
342277,32051,0.0048659,
342278,32051,0.002169573,
342279,32051,0.001481962,
342280,32051,0.003373449,
342281,32051,0.004492938,
342282,32051,0.004119035,
342283,32051,0.00168471,
342284,32051,0.001650858,
342285,32051,0.003887394,
342286,32051,0.000264095,
342287,32051,0.000532647,
342288,32051,0.001308659,
342289,32051,0.004745716,
342290,32051,0.001251468,
342291,32051,0.001163673,
342292,32051,0.000626761,
342293,32051,0.000157182,
342294,32051,0.01726629,
342295,32051,0.016551187,
342296,32051,0.001257718,
342297,32051,0.001316079,
342298,32051,0.001752434,
342299,32051,0.001839831,
342300,32051,0.001826245,
342301,32051,0.001831329,
342302,32051,0.001835361,
342303,24033,0.000421431,
342303,32051,0.001592325,
342304,24033,0.004941367,
342304,32051,0.000226959,
342305,24033,0.002578647,
342306,24033,0.002159235,
342307,24033,0.002539261,
342308,24033,0.002203617,
342309,24033,0.00251216,
342310,24033,0.002525495,
342311,24033,0.002541368,
342312,24033,0.002472684,
342313,24033,0.002541368,
342314,24033,0.002541368,
342315,24033,0.002539608,
342316,24006,0.001368733,
342316,24033,0.001768323,
342317,24006,0.004120049,
342317,24033,0.000439398,
342318,24006,0.002213529,
342318,24015,0.0009657,
342319,24006,0.001499959,
342319,24015,0.003943509,
342320,24006,0.00534622,
342320,24015,2.38918E-05,
342321,24006,0.005362315,
342322,24006,0.005040659,
342323,24006,0.004927543,
342324,24006,0.004352607,
342325,24006,0.003475315,
342326,24006,0.000923794,
342327,24006,0.005162922,
342328,24006,0.275564909,
342329,24006,0.00959268,
342330,24006,0.178861551,
342331,24006,0.010857434,
342331,24047,0.001870099,
342332,24047,0.051836247,
342333,24020,0.013643239,
342333,24047,0.098221109,
342334,24020,0.00984137,
342334,24047,0.000160668,
342335,24020,0.00250249,
342336,24020,0.003023958,
342337,24020,0.027237593,
342338,24020,0.058303272,
342339,24020,0.018174981,
342340,24020,0.023061247,
342341,24020,0.104465163,
342342,24020,0.06829681,
342343,19014,0.002117513,
342343,24020,0.025965435,
342344,19014,0.001946071,
342345,19014,0.002516616,
342346,19014,0.002184569,
342347,19014,0.001496878,
342348,19014,0.002964478,
342349,19014,0.005854671,
342349,19036,0.011742098,
342350,19014,0.000338203,
342350,19036,0.009775074,
342351,19014,0.000694657,
342351,19036,0.008301058,
342352,19014,0.000347746,
342352,19036,0.0073811,
342353,19014,0.000896798,
342353,19036,0.007764998,
342354,19014,0.004640445,
342354,19036,0.070388098,
342355,19014,0.008469502,
342355,19036,0.138104074,
342356,19014,0.108565676,
342356,19036,0.066562697,
342357,19014,0.096225585,
342357,19036,0.015785323,
342358,19014,0.001107502,
342358,19036,0.008408483,
342359,19014,0.0013015,
342359,19036,0.006134914,
342360,19014,0.001745759,
342360,19036,0.000297137,
342360,28026,0.005139569,
342361,28026,0.020008194,
342362,28006,0.000734577,
342362,28026,0.026309141,
342363,28006,0.003358437,
342363,28026,0.020450882,
342364,28026,0.026914461,
342365,28026,0.032158456,
342366,28026,0.034164332,
342367,28026,0.033181253,
342368,28006,0.00329463,
342368,28026,0.037061172,
342369,28006,0.012453748,
342369,28026,0.104456603,
342370,28026,0.063555884,
342371,28026,0.047009748,
342372,28017,0.020159426,
342372,28026,0.020394564,
342373,28017,0.031250407,
342374,28017,0.04570641,
342375,28017,0.034420078,
342376,28017,0.015125695,
342377,28017,0.009063027,
342378,28017,0.032624731,
342379,28017,0.020376129,
342380,28017,0.057370386,
342381,28017,0.010592616,
342382,28017,0.009480039,
342383,28017,0.009558721,
342383,28041,0.003506058,
342384,28017,9.53087E-05,
342384,28041,0.039814681,
342385,28041,0.045926245,
342386,28041,0.090652081,
342387,28041,0.024177384,
342388,28041,0.018195282,
342389,28041,0.026002768,
342390,28019,0.003621839,
342390,28041,0.021326284,
342391,28019,0.008359215,
342391,28041,0.014678577,
342392,28008,5.10332E-07,
342392,28019,0.017170521,
342392,28041,3.992E-05,
342393,28019,0.022147923,
342394,28019,0.025009147,
342395,28019,0.003226488,
342396,28019,0.010678813,
342397,28008,0.002323548,
342397,28019,0.001734392,
342398,28008,0.004692165,
342399,28008,0.001131662,
342400,28008,0.000769497,
342401,28008,0.001558659,
342402,28008,0.03225795,
342403,28008,0.036923005,
342404,28008,0.041179209,
342405,28008,0.011628297,
342406,28008,0.010856815,
342407,28008,0.013257817,
342408,28008,0.01385646,
342409,28008,0.012132,
342410,28008,0.011636022,
342411,28008,0.012207227,
342412,28008,0.00696077,
342412,28037,0.002191594,
342413,28008,3.77184E-05,
342413,28037,0.006048698,
342414,28037,0.005903144,
342415,28037,0.005565416,
342416,28037,0.005565416,
342417,28037,0.005565416,
342418,28037,0.005716756,
342419,28037,0.005502237,
342420,28037,0.008524172,
342421,28037,0.006208979,
342422,28037,0.005712385,
342423,28037,0.006946388,
342424,28037,0.006292382,
342425,28037,0.007327952,
342426,28037,0.006532962,
342427,28037,0.005749205,
342428,28037,0.005997376,
342429,28037,0.006191102,
342430,28037,0.005726949,
342431,28037,0.004454478,
342432,28037,0.004191103,
342433,28037,0.005331075,
342434,28037,0.011922916,
342435,28037,0.01349691,
343285,10033,0.020104098,
343286,10033,0.02016235,
343287,10033,0.026014521,
343288,10033,0.03268304,
343289,10033,0.025317867,
343290,10033,0.02471143,
343291,10033,0.036484334,
343292,10033,0.026384227,
343293,10033,0.008873693,
343294,10033,0.030736801,
343294,32009,0.00991571,
343295,10033,0.046995652,
343295,32009,0.274853696,
343296,32009,0.08094097,
343297,32009,0.049310231,
343297,32042,0.000373223,
343298,32009,0.010394194,
343298,32042,0.002864205,
343299,32042,0.011241964,
343300,32042,0.005885385,
343301,32042,0.00352908,
343302,32042,0.005462211,
343303,32042,0.011319021,
343304,32042,0.012265599,
343305,32042,0.00655162,
343306,32042,0.002931111,
343307,32042,0.004502844,
343308,32042,0.012657961,
343309,32040,0.010110176,
343309,32042,0.011844277,
343310,32040,0.029200067,
343311,32040,0.042183884,
343312,32040,0.019416137,
343313,32040,0.009624412,
343314,32040,0.004954959,
343315,32040,0.005858631,
343316,32040,0.009504677,
343317,32040,0.014078718,
343318,32040,0.03674065,
343319,32040,0.048780127,
343320,32040,0.027639897,
343321,32040,0.02521622,
343322,32040,0.041243494,
343323,32040,0.061067621,
343324,32039,0.000497009,
343324,32040,0.050648909,
343325,32039,0.005002434,
343325,32040,0.022867306,
343326,32039,0.002270688,
343326,32040,0.028179139,
343327,32010,0.00192256,
343327,32039,7.0969E-05,
343327,32040,0.007811419,
343328,32010,0.001749517,
343328,32039,0.000384022,
343329,32010,7.06658E-05,
343329,32039,0.003095712,
343330,32006,0.000171009,
343330,32039,0.014795741,
343331,32006,0.030228727,
343331,32039,0.005000604,
343332,32006,0.049091276,
343333,32006,0.064660909,
343334,32006,0.028084696,
343335,32006,0.042006003,
343336,32006,0.045296607,
343337,32006,0.037114559,
343338,32006,0.043770464,
343339,32006,0.036345213,
343339,32051,0.005470647,
343340,32006,0.000113897,
343340,32051,0.004694411,
343341,32051,0.00602631,
343342,32051,0.002815561,
343343,32051,0.004011006,
343344,32051,0.002371609,
343345,32051,0.008506682,
343346,32051,0.002431466,
343347,32051,0.001960629,
343348,32051,0.001965439,
343349,32051,0.002587199,
343350,32051,0.003162199,
343351,32051,0.006488871,
343352,32051,0.006103611,
343353,32051,0.007700632,
343354,32051,0.000601095,
343355,32051,0.000261232,
343356,32051,0.001084102,
343357,32051,0.011829521,
343358,32051,0.012416006,
343359,32051,0.001151055,
343360,32051,0.001896397,
343361,32051,0.001470157,
343362,32051,0.279441218,
343363,32051,0.001824395,
343364,32051,0.00093684,
343365,32051,0.001389758,
343366,32051,0.001595058,
343367,32051,0.001757321,
343368,32051,0.00181743,
343369,32051,0.001777127,
343370,32051,0.001871833,
343371,32051,0.002974617,
343372,24033,0.000242295,
343372,32051,0.001651016,
343373,24033,0.001967574,
343373,32051,0.000369121,
343374,24033,0.002363231,
343375,24033,0.002523797,
343376,24033,0.002307217,
343377,24033,0.002417117,
343378,24033,0.002498364,
343379,24033,0.002161202,
343380,24033,0.0022898,
343381,24033,0.002541368,
343382,24033,0.002535335,
343383,24033,0.002541368,
343384,24006,0.003354921,
343384,24033,0.000928934,
343385,24006,0.0043676,
343386,24006,0.004290566,
343386,24015,0.000114111,
343387,24006,0.004650272,
343387,24015,0.000697957,
343388,24006,0.005165048,
343389,24006,0.005140487,
343390,24006,0.005363981,
343391,24006,0.00525585,
343392,24006,0.004172191,
343393,24006,0.001958763,
343394,24006,0.004342271,
343395,24006,0.003760587,
343396,24006,0.228052461,
343397,24006,0.193476797,
343398,24006,0.026909132,
343399,24006,0.003405327,
343399,24047,0.00221906,
343400,24020,0.016818516,
343400,24047,0.27167879,
343401,24020,0.289115772,
343401,24047,0.01681768,
343402,24020,0.1643704,
343403,24020,0.012936762,
343404,24020,0.00842207,
343405,24020,0.014089961,
343406,24020,0.050829202,
343407,24020,0.038655363,
343408,24020,0.056222377,
343409,24020,0.020345575,
343410,19014,0.000468121,
343410,24020,0.02960401,
343411,19014,0.005068901,
343411,24020,0.004232847,
343412,19014,0.005659763,
343413,19014,0.00240625,
343414,19014,0.002666199,
343415,19014,0.002498119,
343416,19014,0.001182057,
343417,19014,0.00207883,
343418,19014,0.002096408,
343419,19014,0.001667356,
343420,19014,0.001321884,
343421,19014,0.002760672,
343421,19036,2.80979E-05,
343422,19014,0.03018758,
343422,19036,0.012416058,
343423,19014,0.195187615,
343423,19036,0.020687171,
343424,19014,0.171392855,
343425,19014,0.077998788,
343426,19014,0.002281678,
343426,19036,3.42479E-05,
343427,19014,0.002001317,
343428,19014,0.001785746,
343428,28026,0.002023282,
343429,19014,2.69889E-05,
343429,28026,0.027742638,
343430,28026,0.070264571,
343431,28026,0.032957745,
343432,28026,0.030556228,
343433,28026,0.035164177,
343434,28026,0.039675709,
343435,28026,0.011020781,
343436,28026,0.01635607,
343437,28026,0.023238972,
343438,28026,0.090116045,
343439,28017,0.005985962,
343439,28026,0.085451604,
343440,28017,0.019683251,
343440,28026,0.000561626,
343441,28017,0.039576408,
343442,28017,0.049166301,
343443,28017,0.09146907,
343444,28017,0.009291658,
343445,28017,0.010667625,
343446,28017,0.016673527,
343447,28017,0.010226435,
343448,28017,0.016046051,
343449,28017,0.028144625,
343450,28017,0.028008974,
343451,28017,0.007329825,
343451,28041,0.006424835,
343452,28041,0.072752315,
343453,28041,0.041092152,
343454,28041,0.018038283,
343455,28041,0.01971725,
343456,28041,0.020299655,
343457,28041,0.021070416,
343458,28041,0.031800757,
343459,28008,0.000516946,
343459,28041,0.029689766,
343460,28008,0.007439218,
343460,28019,0.005578465,
343460,28041,0.001676575,
343461,28008,0.005601019,
343461,28019,0.0107193,
343462,28008,0.001073633,
343462,28019,0.021068688,
343463,28008,0.006331698,
343463,28019,0.005728206,
343464,28008,0.005999493,
343464,28019,0.00684432,
343465,28008,0.03335342,
343465,28019,0.00761996,
343466,28008,0.011641708,
343467,28008,0.001530959,
343468,28008,0.001233177,
343469,28008,0.002908454,
343470,28008,0.031891289,
343471,28008,0.023801047,
343472,28008,0.021541609,
343473,28008,0.01941623,
343474,28008,0.014867922,
343475,28008,0.017190792,
343476,28008,0.016012756,
343477,28008,0.011872915,
343478,28008,0.017388227,
343479,28008,0.008505041,
343479,28037,0.001853601,
343480,28008,4.82595E-05,
343480,28037,0.005471052,
343481,28037,0.00549629,
343482,28037,0.005565416,
343483,28037,0.005565416,
343484,28037,0.005565416,
343485,28037,0.005500818,
343486,28037,0.007496478,
343487,28037,0.006493903,
343488,28037,0.005555507,
343489,28037,0.006604752,
343490,28037,0.007134042,
343491,28037,0.006850335,
343492,28037,0.005823461,
343493,28037,0.006879531,
343494,28037,0.004649508,
343495,28037,0.004898545,
343496,28037,0.008179537,
343497,28037,0.005571822,
343498,28037,0.006335231,
343499,28037,0.004978829,
343500,28037,0.004458032,
343501,28037,0.005184187,
343502,28037,0.008228586,
343503,28037,0.009158357,
344353,10033,0.019603523,
344354,10033,0.023960616,
344355,10033,0.025414463,
344355,10038,0.053209216,
344356,10033,0.030664111,
344356,10038,0.072359098,
344357,10033,0.024975777,
344357,10038,0.049474172,
344358,10033,0.028827385,
344358,10038,0.011361498,
344359,10033,0.027592016,
344359,10038,0.309308172,
344360,10033,0.033622065,
344360,10038,0.000539916,
344361,10033,0.041782449,
344362,10033,0.021794772,
344362,32009,0.000333746,
344363,10033,0.103680577,
344363,32009,0.027840303,
344364,10033,0.011810083,
344364,32009,0.047373597,
344364,32042,0.002737094,
344365,32009,0.024409625,
344365,32042,0.010838202,
344366,10033,4.80784E-05,
344366,32042,0.01748884,
344367,32042,0.025257227,
344368,32042,0.017333483,
344369,32042,0.017147015,
344370,32042,0.01474653,
344371,32042,0.007515442,
344372,32042,0.010953018,
344373,32042,0.012758862,
344374,32042,0.008752895,
344375,32042,0.006635739,
344376,32042,0.003966608,
344377,32040,1.22928E-08,
344377,32042,0.002737536,
344378,32040,0.01544388,
344378,32042,0.00644944,
344379,32040,0.009370359,
344379,32042,0.005006402,
344380,32040,0.002193578,
344380,32042,0.000474108,
344381,32040,0.001110596,
344382,32040,0.002522558,
344383,32040,0.006090868,
344384,32040,0.010524658,
344385,32040,0.012236846,
344386,32040,0.022475036,
344387,32040,0.044945563,
344388,32040,0.042959485,
344389,32040,0.034980306,
344390,32040,0.062297409,
344391,32040,0.07451186,
344392,32039,0.00334251,
344392,32040,0.041066636,
344393,32039,0.023592792,
344394,32039,0.025946222,
344395,32010,3.23167E-05,
344395,32039,0.009913421,
344396,32039,0.000242563,
344397,32039,0.00132003,
344398,32039,0.000740397,
344399,32006,0.025430204,
344399,32039,0.010873965,
344400,32006,0.058113918,
344401,32006,0.036093106,
344402,32006,0.012475937,
344403,32006,0.031993623,
344404,32006,0.029216272,
344405,32006,0.042208203,
344406,32006,0.024212442,
344406,32051,0.002313997,
344407,32051,0.019571142,
344408,32051,0.015433202,
344409,32051,0.004411682,
344410,32051,0.011360091,
344411,32051,0.005324836,
344412,32051,0.004545351,
344413,32051,0.004566734,
344414,32051,0.002029983,
344415,32051,0.005089359,
344416,32051,0.002178725,
344417,32051,0.005479032,
344418,32051,0.006007255,
344419,32051,0.005018703,
344420,32051,0.001737505,
344421,32051,0.001839181,
344422,32051,0.001299825,
344423,32051,0.000858611,
344424,32051,0.000745744,
344425,32051,0.006972924,
344426,32051,0.004531992,
344427,32051,0.000256585,
344428,32051,0.001848572,
344429,32051,0.07103325,
344430,32051,0.033366234,
344431,32051,0.002248246,
344432,32051,0.002965052,
344433,32051,0.004234606,
344434,32051,0.001120001,
344435,32051,0.001756206,
344436,32051,0.002150961,
344437,32051,0.002325808,
344438,32051,0.001637125,
344439,32051,0.002056445,
344440,32051,0.002111243,
344441,24033,0.000112613,
344441,32051,0.00221662,
344442,24033,0.001445588,
344442,32051,0.000542814,
344443,24033,0.002537346,
344444,24033,0.002540299,
344445,24033,0.002387841,
344446,24033,0.002475147,
344447,24033,0.001878767,
344448,24033,0.002239024,
344449,24033,0.002521509,
344450,24033,0.002541368,
344451,24033,0.002541368,
344452,24006,0.002718064,
344452,24033,0.001085422,
344453,24006,0.003563934,
344454,24006,0.003955579,
344455,24006,0.005357341,
344456,24006,0.005342278,
344457,24006,0.005238262,
344458,24006,0.004746327,
344459,24006,0.005178426,
344460,24006,0.005314867,
344461,24006,0.004081654,
344462,24006,0.002368845,
344463,24006,0.00381255,
344464,24006,0.022750293,
344465,24006,0.037891872,
344466,24006,0.005347411,
344466,24048,0.000403055,
344467,24006,0.001604953,
344467,24047,0.000998102,
344467,24048,0.052399133,
344468,24020,0.030271155,
344468,24047,0.378182049,
344468,24048,0.055439252,
344469,24020,0.384527463,
344469,24048,0.298479318,
344470,24020,0.568055922,
344471,24020,0.116348451,
344472,24020,0.00501578,
344473,24020,0.011392747,
344474,24020,0.044238137,
344475,24020,0.063227433,
344476,24020,0.033262272,
