GRIDCODE,CVENTMUN,Promedio de LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),Suma de CARRxCELLxCarril,
315723,28002,449539.98,440.88,
315724,28002,449539.98,3901.87,
315731,28002,449539.98,10094.12,
316608,32049,613933.39,3827.44,
316609,32049,613933.39,6033.92,
316613,32049,613933.39,10484.77,
316614,32049,613933.39,2743.14,
316615,32049,613933.39,844.41,
316620,32010,1401358.68,4070.45,
316621,32010,1401358.68,9839.36,
316625,32020,466184.37,4702.87,
316626,32020,466184.37,1656.53,
316627,32020,466184.37,7412.30,
316628,32020,466184.37,535.02,
316630,32005,172967.65,6560.36,
316631,32005,172967.65,7046.66,
316632,32005,172967.65,805.22,
316636,32005,172967.65,1187.41,
316636,32032,156076.55,14413.30,
316637,32005,172967.65,17.84,
316637,32032,156076.55,13489.08,
316639,32032,156076.55,1733.37,
316639,32037,287664.02,16691.57,
316640,32037,287664.02,1407.83,
316642,32037,287664.02,7125.54,
316644,32037,287664.02,135.15,
316644,32050,119279.53,1450.00,
316645,32017,363377.82,2050.61,
316645,32037,287664.02,1613.40,
316645,32050,119279.53,10029.64,
316646,32017,363377.82,5169.22,
316646,32050,119279.53,4796.24,
316648,32017,363377.82,2846.38,
316649,32017,363377.82,6381.64,
316650,32017,363377.82,4790.91,
316653,24049,597654.35,6267.98,
316657,24049,597654.35,6104.09,
316662,24049,597654.35,6089.83,
316666,24049,597654.35,1100.86,
316667,24049,597654.35,6294.57,
316668,24049,597654.35,6289.91,
316669,24049,597654.35,6180.44,
316670,24049,597654.35,8227.07,
316683,24045,280082.98,1442.16,
316684,24045,280082.98,6592.16,
316685,24045,280082.98,3532.11,
316687,24045,280082.98,6584.70,
316688,24045,280082.98,6701.50,
316689,24045,280082.98,4203.47,
316690,24045,280082.98,6447.60,
316691,24045,280082.98,8277.33,
316692,24045,280082.98,7057.30,
316693,24045,280082.98,2431.00,
316704,24051,421868.77,3651.52,
316705,24051,421868.77,3726.12,
316706,24051,421868.77,20.13,
316707,24051,421868.77,6555.06,
316708,24051,421868.77,6457.74,
316709,24017,811606.39,2980.67,
316709,24051,421868.77,878.42,
316711,24017,811606.39,12215.15,
316714,24017,811606.39,7284.34,
316715,24017,811606.39,6035.10,
316716,24017,811606.39,7784.91,
316717,24017,811606.39,3304.83,
316721,24017,811606.39,7119.16,
316733,28039,353890.64,2821.59,
316734,28039,353890.64,4788.34,
316737,28039,353890.64,6013.46,
316745,28029,205823.82,5500.84,
316746,28029,205823.82,7666.46,
316747,28029,205823.82,6957.86,
316748,28029,205823.82,5871.79,
316757,28011,138838.77,10854.25,
316757,28029,205823.82,11.84,
316758,28011,138838.77,3710.45,
316760,28011,138838.77,6001.77,
316761,28043,146170.02,1939.87,
316762,28043,146170.02,4378.39,
316778,28012,440149.64,1455.91,
316779,28012,440149.64,7416.55,
316780,28012,440149.64,1594.12,
316781,28012,440149.64,856.05,
316786,28002,449539.98,2451.77,
316787,28002,449539.98,6875.46,
316788,28002,449539.98,2939.92,
316792,28002,449539.98,6416.47,
316798,28002,449539.98,9396.28,
316799,28002,449539.98,1793.63,
317676,32049,613933.39,4279.76,
317677,32049,613933.39,6374.05,
317681,32049,613933.39,130.14,
317682,32049,613933.39,3802.18,
317683,32049,613933.39,10678.79,
317684,32049,613933.39,1975.97,
317689,32010,1401358.68,3830.96,
317696,32005,172967.65,1163.98,
317696,32010,1401358.68,11390.05,
317696,32020,466184.37,1098.05,
317697,32005,172967.65,6000.26,
317698,32005,172967.65,3801.01,
317700,32005,172967.65,6565.67,
317701,32005,172967.65,3116.44,
317702,32005,172967.65,5588.67,
317703,32005,172967.65,3039.67,
317704,32005,172967.65,22261.53,
317704,32032,156076.55,1656.13,
317707,32037,287664.02,6257.30,
317708,32037,287664.02,13491.98,
317709,32037,287664.02,6355.39,
317710,32037,287664.02,7153.87,
317711,32037,287664.02,9979.36,
317712,32037,287664.02,5488.50,
317712,32050,119279.53,711.78,
317713,32017,363377.82,4048.24,
317713,32050,119279.53,6160.06,
317714,32017,363377.82,2690.36,
317716,32017,363377.82,7359.36,
317718,32017,363377.82,6831.74,
317719,32017,363377.82,2438.16,
317721,24049,597654.35,41.17,
317725,24049,597654.35,6054.59,
317730,24049,597654.35,6156.13,
317732,24049,597654.35,2881.11,
317733,24049,597654.35,6642.93,
317734,24049,597654.35,5193.49,
317738,24049,597654.35,6644.42,
317750,24045,280082.98,6.66,
317751,24045,280082.98,5197.89,
317756,24045,280082.98,49.24,
317757,24045,280082.98,15752.07,
317758,24045,280082.98,7906.32,
317759,24045,280082.98,7435.12,
317760,24045,280082.98,2287.78,
317761,24045,280082.98,3057.71,
317762,24045,280082.98,6222.87,
317763,24045,280082.98,4189.44,
317773,24047,256984.48,2538.12,
317773,24051,421868.77,7288.54,
317774,24051,421868.77,7340.27,
317778,24017,811606.39,5286.69,
317779,24017,811606.39,15261.71,
317780,24017,811606.39,16287.23,
317781,24017,811606.39,5098.64,
317782,24017,811606.39,5682.53,
317784,24017,811606.39,6041.06,
317788,24017,811606.39,6404.24,
317789,24017,811606.39,1376.89,
317792,28039,353890.64,3746.84,
317802,28039,353890.64,5171.90,
317803,28039,353890.64,2340.87,
317805,28039,353890.64,6033.15,
317810,28039,353890.64,8509.18,
317811,28029,205823.82,753.29,
317811,28039,353890.64,7395.79,
317812,28029,205823.82,10273.45,
317813,28029,205823.82,5488.27,
317825,28011,138838.77,6018.65,
317828,28011,138838.77,6001.32,
317830,28043,146170.02,6321.76,
317844,28012,440149.64,2238.01,
317845,28012,440149.64,6627.86,
317846,28012,440149.64,5256.00,
317856,28002,449539.98,3838.77,
317857,28002,449539.98,7268.65,
317858,28002,449539.98,1347.34,
317860,28002,449539.98,6481.22,
317866,28002,449539.98,13444.96,
318745,32049,613933.39,2690.07,
318746,32049,613933.39,5249.17,
318752,32049,613933.39,7305.64,
318757,32010,1401358.68,6636.26,
318764,32010,1401358.68,3484.03,
318765,32005,172967.65,637.84,
318765,32010,1401358.68,2692.09,
318769,32005,172967.65,2962.45,
318770,32005,172967.65,461.41,
318771,32005,172967.65,19719.53,
318772,32005,172967.65,14279.42,
318775,32037,287664.02,1403.89,
318776,32037,287664.02,14509.65,
318777,32037,287664.02,2751.70,
318779,32037,287664.02,5807.52,
318781,32050,119279.53,1047.02,
318782,32017,363377.82,1996.14,
318782,32037,287664.02,4729.22,
318784,32017,363377.82,6017.37,
318787,32017,363377.82,5645.07,
318788,24049,597654.35,1061.28,
318788,32017,363377.82,1988.84,
318793,24049,597654.35,6013.69,
318797,24049,597654.35,2949.45,
318798,24049,597654.35,4806.87,
318799,24049,597654.35,4845.24,
318800,24049,597654.35,4784.76,
318805,24049,597654.35,5916.83,
318806,24049,597654.35,740.25,
318822,24045,280082.98,3688.59,
318823,24045,280082.98,6079.11,
318824,24045,280082.98,6189.12,
318825,24045,280082.98,6864.93,
318826,24045,280082.98,13337.11,
318828,24045,280082.98,11761.10,
318829,24045,280082.98,9601.32,
318830,24045,280082.98,6281.48,
318831,24045,280082.98,57.30,
318847,24017,811606.39,14626.24,
318848,24017,811606.39,3987.36,
318849,24017,811606.39,1965.10,
318852,24017,811606.39,6041.41,
318855,24017,811606.39,2723.45,
318856,24017,811606.39,597.88,
318860,28039,353890.64,7267.78,
318871,28039,353890.64,9729.37,
318873,28039,353890.64,6082.25,
318877,28039,353890.64,8519.31,
318878,28039,353890.64,191.27,
318880,28029,205823.82,2875.11,
318880,28039,353890.64,2356.11,
318893,28011,138838.77,6575.66,
318896,28011,138838.77,8597.88,
318897,28011,138838.77,2492.46,
318898,28043,146170.02,6319.26,
318911,28012,440149.64,5091.33,
318912,28012,440149.64,4735.41,
318926,28002,449539.98,5737.06,
318927,28002,449539.98,6187.70,
318928,28002,449539.98,11502.82,
318929,28002,449539.98,2132.21,
318930,28002,449539.98,6882.87,
318931,28002,449539.98,351.57,
318933,28002,449539.98,9795.52,
318934,28002,449539.98,7049.69,
319813,32049,613933.39,320.84,
319814,32049,613933.39,4207.30,
319820,32049,613933.39,3037.54,
319821,32010,1401358.68,4615.73,
319821,32049,613933.39,2407.20,
319822,32010,1401358.68,2743.56,
319824,32010,1401358.68,4839.81,
319825,32010,1401358.68,1931.69,
319833,32005,172967.65,2008.75,
319833,32010,1401358.68,579.46,
319833,32013,149629.75,8309.67,
319834,32013,149629.75,6890.84,
319835,32013,149629.75,6518.59,
319836,32013,149629.75,6053.31,
319837,32013,149629.75,6030.22,
319838,32013,149629.75,13184.91,
319839,32005,172967.65,3095.17,
319839,32013,149629.75,8231.43,
319840,32005,172967.65,2252.96,
319841,32005,172967.65,4954.28,
319843,32037,287664.02,1166.60,
319845,32037,287664.02,14615.39,
319847,32037,287664.02,6259.72,
319850,32037,287664.02,3453.72,
319851,32037,287664.02,3123.79,
319852,32017,363377.82,2856.40,
319852,32037,287664.02,4073.52,
319853,32037,287664.02,4867.29,
319856,24049,597654.35,4914.42,
319857,24049,597654.35,3328.21,
319861,24049,597654.35,6011.50,
319865,24049,597654.35,7397.16,
319866,24049,597654.35,15603.55,
319867,24049,597654.35,2827.68,
319873,24049,597654.35,6647.16,
319883,24015,306465.81,83.41,
319884,24015,306465.81,1765.90,
319894,24045,280082.98,10932.83,
319895,24045,280082.98,6053.38,
319896,24045,280082.98,2451.57,
319899,24045,280082.98,6682.83,
319900,24045,280082.98,4666.78,
319915,24017,811606.39,12441.49,
319920,24017,811606.39,6028.63,
319923,24017,811606.39,3058.62,
319928,28039,353890.64,830.83,
319929,28039,353890.64,4423.79,
319939,28039,353890.64,110.30,
319940,28039,353890.64,7192.87,
319941,28039,353890.64,6355.78,
319943,28039,353890.64,2848.49,
319944,28039,353890.64,7724.40,
319945,28039,353890.64,2431.49,
319961,28011,138838.77,8722.35,
319963,28011,138838.77,1440.71,
319964,28011,138838.77,5849.71,
319965,28011,138838.77,3279.72,
319965,28043,146170.02,1292.04,
319966,28043,146170.02,7739.73,
319967,28043,146170.02,6237.04,
319978,28012,440149.64,5601.55,
319979,28012,440149.64,3314.52,
319996,28002,449539.98,996.30,
319997,28002,449539.98,5250.40,
319999,28002,449539.98,7876.85,
320000,28002,449539.98,11263.50,
320001,28002,449539.98,3742.27,
320002,28002,449539.98,3272.69,
320003,28002,449539.98,3062.78,
320881,32049,613933.39,2528.56,
320889,32010,1401358.68,4186.34,
320890,32010,1401358.68,10761.15,
320891,32010,1401358.68,3915.91,
320892,32010,1401358.68,7424.76,
320901,32013,149629.75,6694.46,
320902,32013,149629.75,4722.98,
320903,32013,149629.75,5201.25,
320905,32013,149629.75,5885.23,
320906,32013,149629.75,20918.85,
320909,32005,172967.65,7941.72,
320910,32005,172967.65,860.11,
320913,32037,287664.02,3976.76,
320914,32037,287664.02,11651.50,
320915,32037,287664.02,2490.73,
320917,32037,287664.02,656.51,
320918,32037,287664.02,4112.56,
320919,32037,287664.02,5529.76,
320920,32037,287664.02,2054.23,
320921,32037,287664.02,4516.20,
320925,24049,597654.35,4631.46,
320926,24049,597654.35,5253.16,
320927,24049,597654.35,6116.87,
320928,24049,597654.35,6232.49,
320929,24049,597654.35,11591.44,
320930,24049,597654.35,4951.53,
320931,24049,597654.35,6421.85,
320932,24049,597654.35,6302.74,
320933,24049,597654.35,4356.93,
320934,24049,597654.35,1006.69,
320940,24049,597654.35,5569.01,
320941,24049,597654.35,8219.82,
320951,24015,306465.81,1135.65,
320952,24015,306465.81,5217.32,
320962,24045,280082.98,7749.51,
320968,24045,280082.98,5536.54,
320983,24017,811606.39,14498.96,
320988,24017,811606.39,6215.70,
320990,24017,811606.39,600.64,
320991,24017,811606.39,2649.19,
321002,28039,353890.64,7403.67,
321003,28039,353890.64,6192.99,
321004,28039,353890.64,6154.91,
321005,28039,353890.64,6069.00,
321006,28039,353890.64,8425.07,
321007,28039,353890.64,4161.98,
321008,28039,353890.64,11804.95,
321009,28039,353890.64,2436.27,
321010,28039,353890.64,7466.44,
321011,28039,353890.64,3547.79,
321029,28011,138838.77,7409.62,
321031,28011,138838.77,7294.65,
321035,28043,146170.02,11294.09,
321036,28043,146170.02,10.09,
321044,28012,440149.64,4645.39,
321045,28012,440149.64,6747.42,
321046,28012,440149.64,2325.05,
321064,28002,449539.98,7720.20,
321065,28002,449539.98,8430.74,
321069,28002,449539.98,5382.58,
321070,28002,449539.98,6726.60,
321071,28002,449539.98,12408.25,
321072,28002,449539.98,6258.80,
321073,28002,449539.98,6169.36,
321074,28002,449539.98,4332.55,
321959,32010,1401358.68,5998.48,
321960,32010,1401358.68,13539.23,
321961,32010,1401358.68,2723.03,
321969,32010,1401358.68,4273.93,
321969,32013,149629.75,1339.61,
321970,32010,1401358.68,2615.65,
321970,32013,149629.75,3925.33,
321973,32013,149629.75,17649.83,
321974,32013,149629.75,7652.12,
321975,32005,172967.65,28.93,
321975,32013,149629.75,6385.84,
321976,32005,172967.65,1778.68,
321977,32005,172967.65,7134.64,
321978,32005,172967.65,2890.78,
321978,32037,287664.02,3650.13,
321979,32037,287664.02,1472.51,
321982,32037,287664.02,13127.08,
321983,32037,287664.02,7820.17,
321984,32037,287664.02,6588.15,
321985,32037,287664.02,6671.76,
321987,32037,287664.02,5745.83,
321987,32051,987446.94,2817.93,
321988,32051,987446.94,653.94,
321989,32037,287664.02,4597.06,
321989,32051,987446.94,1594.36,
321992,24049,597654.35,3368.86,
321993,24049,597654.35,3582.10,
321994,24049,597654.35,1667.05,
321995,24049,597654.35,1288.15,
321996,24049,597654.35,7044.20,
321997,24049,597654.35,6103.64,
321998,24049,597654.35,7163.28,
321999,24049,597654.35,85.14,
322008,24049,597654.35,7053.64,
322009,24049,597654.35,725.07,
322010,24049,597654.35,7612.49,
322011,24049,597654.35,1416.49,
322020,24015,306465.81,1008.67,
322020,24025,328737.40,5981.60,
322030,24045,280082.98,6083.25,
322050,24017,811606.39,377.75,
322051,24017,811606.39,12057.51,
322056,24017,811606.39,6434.71,
322057,24017,811606.39,1907.83,
322069,28039,353890.64,5822.11,
322070,28039,353890.64,550.66,
322074,28039,353890.64,23.85,
322075,28039,353890.64,2070.56,
322077,28039,353890.64,13059.09,
322078,28039,353890.64,703.99,
322096,28011,138838.77,1641.00,
322097,28011,138838.77,12732.68,
322098,28011,138838.77,8748.73,
322099,28011,138838.77,1802.94,
322102,28043,146170.02,996.72,
322103,28043,146170.02,1516.20,
322104,28043,146170.02,12405.24,
322105,28043,146170.02,13407.87,
322106,28043,146170.02,9495.53,
322110,28012,440149.64,1631.05,
322111,28012,440149.64,7459.46,
322112,28012,440149.64,1827.84,
322131,28002,449539.98,6468.43,
322132,28002,449539.98,640.12,
322133,28002,449539.98,6351.46,
322138,28002,449539.98,3059.82,
322139,28002,449539.98,3594.82,
322142,28002,449539.98,6714.89,
323026,32010,1401358.68,521.57,
323027,32010,1401358.68,6250.36,
323028,32010,1401358.68,7916.71,
323029,32010,1401358.68,9169.42,
323038,32010,1401358.68,7917.39,
323040,32010,1401358.68,2753.69,
323040,32013,149629.75,175.34,
323041,32010,1401358.68,3913.10,
323041,32013,149629.75,13859.92,
323042,32010,1401358.68,6709.73,
323043,32005,172967.65,315.85,
323043,32010,1401358.68,4787.61,
323044,32005,172967.65,6137.09,
323045,32005,172967.65,11038.74,
323050,32037,287664.02,6914.52,
323051,32037,287664.02,17772.52,
323056,32051,987446.94,6179.11,
323057,32051,987446.94,10616.39,
323058,32051,987446.94,1858.21,
323059,24049,597654.35,4320.05,
323059,32051,987446.94,1886.21,
323060,24049,597654.35,10393.24,
323061,24049,597654.35,6190.38,
323062,24049,597654.35,6813.93,
323063,24049,597654.35,6158.71,
323075,24049,597654.35,5793.81,
323076,24049,597654.35,1432.00,
323079,24033,511800.86,3815.21,
323079,24049,597654.35,2178.88,
323080,24025,328737.40,1015.92,
323080,24033,511800.86,5360.59,
323081,24025,328737.40,6094.73,
323082,24025,328737.40,5577.44,
323088,24015,306465.81,3531.93,
323089,24015,306465.81,2911.61,
323098,24015,306465.81,8862.19,
323098,24045,280082.98,270.75,
323116,24047,256984.48,2584.47,
323117,24047,256984.48,6166.04,
323118,24017,811606.39,10961.53,
323118,24047,256984.48,1474.72,
323125,24017,811606.39,7910.33,
323137,28039,353890.64,7791.60,
323145,28039,353890.64,6020.71,
323164,28011,138838.77,3787.73,
323165,28011,138838.77,4719.08,
323166,28011,138838.77,1317.96,
323166,28043,146170.02,5006.77,
323173,28043,146170.02,75.38,
323174,28043,146170.02,6464.90,
323175,28043,146170.02,12693.25,
323176,28012,440149.64,2666.88,
323176,28043,146170.02,9360.04,
323177,28012,440149.64,7737.83,
323177,28043,146170.02,4657.68,
323178,28012,440149.64,9692.64,
323201,28002,449539.98,4634.62,
323202,28002,449539.98,2931.60,
323206,28002,449539.98,7311.05,
323209,28002,449539.98,3852.59,
323210,28002,449539.98,9854.92,
323211,28002,449539.98,2771.71,
324095,32010,1401358.68,3032.34,
324096,32010,1401358.68,1692.22,
324097,32010,1401358.68,1692.71,
324098,32010,1401358.68,9536.57,
324104,32010,1401358.68,1553.83,
324105,32010,1401358.68,6717.38,
324106,32010,1401358.68,9583.55,
324108,32010,1401358.68,13662.59,
324113,32005,172967.65,8537.45,
324113,32010,1401358.68,531.12,
324114,32005,172967.65,5366.29,
324114,32010,1401358.68,218.99,
324118,32037,287664.02,429.89,
324119,32037,287664.02,3250.40,
324120,32037,287664.02,6316.38,
324120,32051,987446.94,4910.95,
324125,32051,987446.94,2383.81,
324126,32051,987446.94,3127.02,
324129,24049,597654.35,2676.44,
324130,24049,597654.35,8412.84,
324142,24033,511800.86,3252.44,
324142,24049,597654.35,2442.17,
324143,24033,511800.86,8815.61,
324143,24049,597654.35,1183.21,
324150,24025,328737.40,4133.44,
324157,24015,306465.81,6378.55,
324166,24015,306465.81,8521.84,
324167,24015,306465.81,1199.64,
324168,24015,306465.81,7257.34,
324185,24047,256984.48,157.08,
324186,24047,256984.48,16573.88,
324193,24017,811606.39,6577.29,
324204,28039,353890.64,4378.94,
324205,28039,353890.64,3186.29,
324213,28039,353890.64,6024.64,
324232,28011,138838.77,965.41,
324233,28043,146170.02,1215.42,
324234,28043,146170.02,5457.50,
324246,28012,440149.64,2822.22,
324246,28019,330314.89,3392.97,
324270,28002,449539.98,6315.68,
324274,28002,449539.98,74.12,
324277,28002,449539.98,7057.07,
324279,28002,449539.98,9809.44,
325160,32010,1401358.68,5885.52,
325161,32010,1401358.68,1589.04,
325166,32010,1401358.68,521.29,
325167,32010,1401358.68,7964.37,
325168,32010,1401358.68,637.80,
325172,32010,1401358.68,12152.73,
325173,32010,1401358.68,8581.13,
325174,32010,1401358.68,7097.91,
325175,32010,1401358.68,9912.74,
325176,32010,1401358.68,17487.63,
325179,32010,1401358.68,5024.59,
325181,32005,172967.65,3410.84,
325181,32010,1401358.68,3065.08,
325182,32010,1401358.68,2260.26,
325188,32051,987446.94,10556.68,
325189,32051,987446.94,4824.13,
325193,32051,987446.94,6532.04,
325197,24033,511800.86,4548.99,
325197,24049,597654.35,2471.82,
325198,24049,597654.35,820.96,
325209,24033,511800.86,7072.07,
325210,24033,511800.86,2259.11,
325211,24033,511800.86,6072.58,
325212,24033,511800.86,1494.64,
325225,24015,306465.81,6322.73,
325233,24015,306465.81,6641.39,
325234,24015,306465.81,11343.13,
325235,24015,306465.81,5407.96,
325253,24047,256984.48,5795.74,
325254,24047,256984.48,13755.97,
325261,24017,811606.39,6665.68,
325271,28039,353890.64,1088.36,
325272,28039,353890.64,6417.12,
325281,28039,353890.64,6094.71,
325301,28043,146170.02,6095.90,
325313,28019,330314.89,5580.85,
325314,28019,330314.89,634.83,
325338,28002,449539.98,6483.91,
325345,28002,449539.98,5057.93,
325347,28002,449539.98,429.76,
326226,32010,1401358.68,1298.02,
326227,32010,1401358.68,7298.16,
326229,32010,1401358.68,7732.72,
326230,32010,1401358.68,6533.24,
326231,32010,1401358.68,2065.58,
326232,32010,1401358.68,4796.30,
326233,32010,1401358.68,4736.81,
326236,32010,1401358.68,5545.23,
326237,32010,1401358.68,1825.18,
326239,32010,1401358.68,4378.72,
326240,32010,1401358.68,15914.53,
326241,32010,1401358.68,13742.54,
326242,32010,1401358.68,16063.06,
326243,32010,1401358.68,19273.34,
326244,32010,1401358.68,10347.05,
326246,32010,1401358.68,4577.22,
326247,32010,1401358.68,8584.45,
326248,32010,1401358.68,6000.07,
326249,32010,1401358.68,8393.57,
326250,32010,1401358.68,6004.12,
326251,32010,1401358.68,6004.18,
326252,32010,1401358.68,6368.54,
326253,32010,1401358.68,5597.18,
326256,32051,987446.94,261.68,
326257,32051,987446.94,23987.93,
326259,32051,987446.94,2642.12,
326260,32051,987446.94,5177.46,
326261,32051,987446.94,6004.98,
326265,24033,511800.86,6249.89,
326275,24033,511800.86,1150.01,
326276,24033,511800.86,7602.76,
326277,24033,511800.86,931.08,
326280,24033,511800.86,7419.80,
326293,24015,306465.81,2483.76,
326294,24015,306465.81,4307.97,
326299,24015,306465.81,3298.33,
326300,24015,306465.81,11749.25,
326301,24015,306465.81,9881.74,
326302,24015,306465.81,8246.49,
326318,24047,256984.48,315.99,
326319,24047,256984.48,357.84,
326321,24047,256984.48,4338.07,
326322,24047,256984.48,13826.56,
326323,24017,811606.39,5051.82,
326323,24047,256984.48,962.49,
326324,24017,811606.39,2682.35,
326329,24017,811606.39,1125.70,
326330,24017,811606.39,7191.80,
326339,28039,353890.64,2238.84,
326340,28039,353890.64,4970.24,
326349,28039,353890.64,5734.26,
326350,28039,353890.64,498.66,
326354,28031,122355.43,2404.54,
326355,28031,122355.43,1815.12,
326369,28019,330314.89,2231.37,
326369,28043,146170.02,4484.50,
326382,28019,330314.89,6029.12,
326406,28002,449539.98,7283.59,
327292,32010,1401358.68,3933.99,
327293,32010,1401358.68,2400.21,
327295,32010,1401358.68,9853.19,
327296,32010,1401358.68,6200.52,
327297,32010,1401358.68,11299.49,
327298,32010,1401358.68,6725.09,
327300,32010,1401358.68,1202.64,
327301,32010,1401358.68,8418.20,
327302,32010,1401358.68,6393.71,
327303,32010,1401358.68,8528.24,
327304,32010,1401358.68,6273.76,
327305,32010,1401358.68,11551.69,
327306,32010,1401358.68,9211.08,
327307,32010,1401358.68,10828.28,
327308,32010,1401358.68,3890.11,
327309,32010,1401358.68,1236.36,
327310,32010,1401358.68,3083.23,
327311,32010,1401358.68,21682.63,
327312,32010,1401358.68,16020.35,
327313,32010,1401358.68,6735.24,
327314,32010,1401358.68,3025.50,
327321,32010,1401358.68,1031.82,
327322,32010,1401358.68,288.91,
327322,32051,987446.94,6083.23,
327323,32051,987446.94,1555.25,
327324,32051,987446.94,5419.91,
327325,32051,987446.94,2774.64,
327326,32051,987446.94,11884.67,
327327,32051,987446.94,9484.35,
327328,32051,987446.94,2698.78,
327333,24033,511800.86,6488.54,
327334,24033,511800.86,831.42,
327339,24033,511800.86,5751.52,
327348,24033,511800.86,1892.49,
327349,24033,511800.86,6090.03,
327362,24015,306465.81,2493.84,
327363,24015,306465.81,6848.16,
327364,24015,306465.81,2330.40,
327366,24015,306465.81,8021.85,
327367,24015,306465.81,5106.03,
327369,24015,306465.81,6608.33,
327370,24015,306465.81,774.09,
327371,24015,306465.81,6781.37,
327372,24015,306465.81,3486.27,
327379,24047,256984.48,4673.28,
327386,24047,256984.48,688.70,
327387,24047,256984.48,6040.39,
327388,24047,256984.48,6010.47,
327389,24047,256984.48,17736.39,
327398,24017,811606.39,6206.70,
327407,28006,72657.44,4577.94,
327407,28039,353890.64,3362.16,
327418,28039,353890.64,6187.06,
327422,28031,122355.43,2324.82,
327423,28031,122355.43,5541.25,
327437,28019,330314.89,8122.08,
327448,28019,330314.89,2983.86,
327449,28019,330314.89,1217.35,
327450,28019,330314.89,5201.19,
327474,28002,449539.98,1237.80,
327475,28002,449539.98,7351.00,
327476,28002,449539.98,1800.31,
328359,32010,1401358.68,5064.01,
328360,32010,1401358.68,3373.62,
328361,32010,1401358.68,8000.46,
328362,32010,1401358.68,6328.61,
328363,32010,1401358.68,919.45,
328364,32010,1401358.68,5936.39,
328365,32010,1401358.68,1065.42,
328368,32010,1401358.68,1127.07,
328369,32010,1401358.68,1398.44,
328370,32010,1401358.68,6614.21,
328371,32010,1401358.68,3774.06,
328373,32010,1401358.68,7127.04,
328374,32010,1401358.68,6281.09,
328377,32010,1401358.68,1893.19,
328378,32010,1401358.68,7933.30,
328379,32010,1401358.68,11360.17,
328380,32010,1401358.68,5472.87,
328381,32010,1401358.68,10835.85,
328382,32010,1401358.68,7011.96,
328394,32051,987446.94,13663.60,
328395,32051,987446.94,4674.99,
328402,24033,511800.86,6247.06,
328407,24033,511800.86,6001.63,
328416,24033,511800.86,6053.23,
328431,24015,306465.81,3770.05,
328432,24015,306465.81,10298.52,
328433,24015,306465.81,6327.17,
328434,24015,306465.81,6825.47,
328436,24015,306465.81,1963.25,
328437,24015,306465.81,5770.33,
328440,24015,306465.81,4766.59,
328441,24015,306465.81,8829.73,
328442,24015,306465.81,3207.70,
328447,24047,256984.48,6610.89,
328457,24047,256984.48,12430.22,
328466,24017,811606.39,8008.38,
328474,28006,72657.44,2646.41,
328474,28039,353890.64,2258.28,
328475,28006,72657.44,1785.83,
328486,28039,353890.64,6273.45,
328490,28031,122355.43,7593.05,
328505,28019,330314.89,3400.03,
328506,28019,330314.89,3150.11,
328516,28019,330314.89,5478.14,
328517,28019,330314.89,14527.72,
328544,28002,449539.98,7513.20,
328545,28002,449539.98,177.81,
329419,32042,747564.22,355.70,
329420,32042,747564.22,3803.42,
329432,32010,1401358.68,6178.41,
329434,32010,1401358.68,2376.30,
329438,32010,1401358.68,4934.45,
329439,32010,1401358.68,2861.03,
329440,32010,1401358.68,8600.97,
329441,32010,1401358.68,474.41,
329442,32010,1401358.68,4530.00,
329444,32010,1401358.68,17694.09,
329445,32010,1401358.68,17468.64,
329446,32010,1401358.68,7475.14,
329447,32010,1401358.68,6741.88,
329448,32010,1401358.68,6789.60,
329449,32010,1401358.68,3214.00,
329450,32010,1401358.68,1046.31,
329451,32010,1401358.68,6065.96,
329452,32010,1401358.68,6065.74,
329453,32010,1401358.68,6036.67,
329454,32010,1401358.68,6006.39,
329455,32010,1401358.68,6248.56,
329456,32010,1401358.68,648.49,
329463,32051,987446.94,14473.26,
329469,24033,511800.86,753.47,
329470,24033,511800.86,13057.55,
329471,24033,511800.86,6779.08,
329472,24033,511800.86,5788.95,
329475,24033,511800.86,6001.62,
329484,24033,511800.86,6053.20,
329498,24015,306465.81,3369.23,
329499,24015,306465.81,4145.15,
329502,24015,306465.81,6063.17,
329504,24015,306465.81,3728.25,
329509,24015,306465.81,2696.90,
329510,24015,306465.81,12573.06,
329511,24015,306465.81,6196.64,
329512,24015,306465.81,2881.21,
329515,24047,256984.48,6213.19,
329525,24020,706675.96,8146.98,
329525,24047,256984.48,4284.40,
329534,24017,811606.39,5309.95,
329542,28039,353890.64,430.47,
329543,28006,72657.44,750.11,
329543,28039,353890.64,425.17,
329554,28039,353890.64,6062.07,
329558,28031,122355.43,6106.79,
329573,28019,330314.89,1206.46,
329574,28019,330314.89,5254.00,
329583,28019,330314.89,590.16,
329584,28019,330314.89,17514.52,
329585,28019,330314.89,7482.24,
329612,28002,449539.98,698.51,
329613,28002,449539.98,5953.97,
330482,32021,26401.37,1172.10,
330483,32021,26401.37,540.55,
330486,32042,747564.22,3734.20,
330487,32042,747564.22,8144.48,
330500,32010,1401358.68,8231.67,
330507,32010,1401358.68,3583.58,
330508,32010,1401358.68,8084.16,
330511,32010,1401358.68,1978.22,
330512,32010,1401358.68,17843.62,
330514,32010,1401358.68,2296.40,
330515,32010,1401358.68,3933.99,
330516,32010,1401358.68,946.55,
330517,32010,1401358.68,7849.53,
330523,32010,1401358.68,6384.55,
