GRIDCODE,CVENTMUN,Promedio de LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),Suma de CARRxCELLxCarril,
412848,19038,741723.91,8825.41,
412849,19038,741723.91,13566.84,
412851,19038,741723.91,833.54,
412852,19038,741723.91,5252.67,
412853,19022,594518.49,1886.02,
412854,19022,594518.49,6663.17,
412857,19022,594518.49,1749.93,
412858,19022,594518.49,9011.75,
412859,19022,594518.49,3879.91,
412860,19022,594518.49,19082.69,
412861,19022,594518.49,6091.55,
412862,19022,594518.49,3894.18,
412873,19022,594518.49,2318.51,
412874,19022,594518.49,7789.17,
412875,19022,594518.49,198.69,
412891,19013,525664.79,6275.69,
412906,28023,227161.79,10947.61,
412907,28023,227161.79,2256.18,
412913,28035,828956.18,3038.15,
412914,28035,828956.18,2965.98,
412917,28035,828956.18,6228.50,
412932,28022,826327.74,8484.61,
412933,28022,826327.74,961.68,
413774,10029,50332.73,6352.23,
413775,10029,50332.73,8473.15,
413791,10012,651827.80,5495.13,
413792,10012,651827.80,13682.05,
413798,10012,651827.80,10379.43,
413799,05036,537419.70,4044.39,
413800,05036,537419.70,5130.81,
413801,05036,537419.70,4566.30,
413802,05036,537419.70,7487.65,
413803,05017,567266.04,3911.36,
413803,05036,537419.70,2879.07,
413803,10012,651827.80,107.08,
413808,05036,537419.70,2915.41,
413809,05036,537419.70,8987.19,
413810,05036,537419.70,6293.79,
413811,05036,537419.70,6234.90,
413815,05036,537419.70,6007.24,
413818,05036,537419.70,1596.84,
413819,05036,537419.70,7719.62,
413820,05036,537419.70,217.48,
413823,05036,537419.70,4604.61,
413824,05024,732085.94,3720.45,
413824,05036,537419.70,2937.81,
413825,05024,732085.94,2954.11,
413848,05024,732085.94,2007.58,
413849,05024,732085.94,6893.68,
413850,05024,732085.94,3287.07,
413861,05011,527435.56,2127.27,
413862,05011,527435.56,5012.27,
413863,05011,527435.56,6982.27,
413864,05011,527435.56,6189.21,
413865,05011,527435.56,4854.36,
413866,05011,527435.56,6009.74,
413867,05011,527435.56,7479.83,
413868,05011,527435.56,6121.94,
413869,05011,527435.56,6006.37,
413870,05011,527435.56,6277.78,
413870,05030,820937.35,3.48,
413871,05011,527435.56,1958.94,
413871,05030,820937.35,4290.19,
413872,05011,527435.56,2194.67,
413872,05030,820937.35,3874.78,
413873,05030,820937.35,6148.99,
413874,05030,820937.35,6299.20,
413875,05030,820937.35,6470.27,
413876,05030,820937.35,2653.68,
413878,05030,820937.35,12229.44,
413879,05030,820937.35,3101.12,
413886,05004,621096.60,3405.16,
413887,05004,621096.60,24458.67,
413888,05004,621096.60,12619.98,
413889,05004,621096.60,6127.38,
413890,05004,621096.60,3522.31,
413892,05004,621096.60,8129.34,
413893,05004,621096.60,9159.75,
413896,05004,621096.60,5804.17,
413897,05004,621096.60,6384.95,
413898,05004,621096.60,6973.93,
413899,05004,621096.60,110.06,
413899,19049,325633.24,6720.27,
413900,19049,325633.24,6547.03,
413901,19049,325633.24,7942.19,
413902,19049,325633.24,931.10,
413904,19049,325633.24,8522.04,
413906,19049,325633.24,4926.18,
413907,19049,325633.24,9482.91,
413908,19049,325633.24,2130.60,
413909,19049,325633.24,10074.23,
413910,19049,325633.24,11647.08,
413911,19049,325633.24,11522.90,
413914,19004,190405.34,417.01,
413914,19009,706609.24,12002.50,
413915,19009,706609.24,5544.97,
413916,19004,190405.34,2998.98,
413916,19009,706609.24,6172.24,
413916,19038,741723.91,9301.56,
413917,19038,741723.91,8587.90,
413918,19009,706609.24,1579.74,
413918,19038,741723.91,1777.57,
413919,19009,706609.24,6800.95,
413920,19009,706609.24,3214.00,
413921,19009,706609.24,1611.84,
413921,19022,594518.49,5930.96,
413928,19022,594518.49,9711.13,
413929,19022,594518.49,3802.16,
413930,19022,594518.49,4611.24,
413931,19022,594518.49,2528.73,
413940,19022,594518.49,6125.58,
413941,19022,594518.49,4919.68,
413959,19013,525664.79,6552.61,
413974,28023,227161.79,6038.33,
413975,28023,227161.79,3744.15,
413976,28023,227161.79,9925.69,
413981,28035,828956.18,6002.36,
413985,28035,828956.18,6230.54,
414000,28022,826327.74,6338.34,
414841,10029,50332.73,6713.24,
414842,10029,50332.73,2982.24,
414859,10012,651827.80,6317.02,
414860,10012,651827.80,12909.99,
414866,10012,651827.80,1272.29,
414867,10012,651827.80,6161.16,
414868,05036,537419.70,5285.25,
414868,10012,651827.80,1587.03,
414869,05036,537419.70,2721.67,
414871,05017,567266.04,16233.76,
414871,10012,651827.80,1515.05,
414872,05017,567266.04,3516.04,
414872,05036,537419.70,4846.15,
414873,05036,537419.70,1273.47,
414874,05017,567266.04,810.22,
414874,05036,537419.70,2854.61,
414875,05017,567266.04,2478.75,
414875,05036,537419.70,7896.86,
414876,05036,537419.70,3208.64,
414878,05036,537419.70,462.03,
414879,05036,537419.70,7392.12,
414883,05036,537419.70,4185.33,
414884,05036,537419.70,2444.71,
414885,05036,537419.70,1538.33,
414886,05036,537419.70,6795.84,
414893,05024,732085.94,3820.11,
414894,05024,732085.94,7035.42,
414895,05024,732085.94,900.60,
414913,05024,732085.94,6377.96,
414914,05024,732085.94,6068.55,
414915,05024,732085.94,7291.47,
414916,05024,732085.94,4554.82,
414932,05011,527435.56,4049.74,
414933,05011,527435.56,5014.27,
414944,05030,820937.35,4020.36,
414945,05030,820937.35,6280.58,
414946,05030,820937.35,9529.35,
414951,05030,820937.35,409.21,
414953,05004,621096.60,2157.62,
414955,05004,621096.60,13114.96,
414958,05004,621096.60,2551.74,
414959,05004,621096.60,6007.33,
414960,05004,621096.60,8530.55,
414961,05004,621096.60,8541.44,
414962,05004,621096.60,5053.54,
414963,05004,621096.60,6763.30,
414964,05004,621096.60,1487.19,
414972,19049,325633.24,6344.72,
414973,19049,325633.24,6122.63,
414974,19049,325633.24,2817.45,
414977,19049,325633.24,8187.31,
414978,19049,325633.24,18014.07,
414981,19009,706609.24,620.38,
414982,19009,706609.24,15494.71,
414983,19009,706609.24,15001.50,
414984,19009,706609.24,11729.57,
414984,19038,741723.91,1297.43,
414985,19038,741723.91,5817.62,
414986,19009,706609.24,3014.43,
414986,19038,741723.91,2823.67,
414988,19009,706609.24,9638.66,
414989,19009,706609.24,3408.04,
414996,19022,594518.49,7785.10,
414997,19022,594518.49,12972.24,
414999,19022,594518.49,6243.15,
415000,19022,594518.49,3191.72,
415008,19013,525664.79,2855.31,
415008,19022,594518.49,3427.24,
415026,19013,525664.79,4393.22,
415027,19013,525664.79,1884.42,
415041,28023,227161.79,2384.58,
415042,28023,227161.79,3652.94,
415044,28023,227161.79,6002.65,
415049,28035,828956.18,6002.41,
415053,28035,828956.18,6473.55,
415068,28022,826327.74,6703.69,
415925,10012,651827.80,1113.74,
415927,10012,651827.80,12128.00,
415928,10012,651827.80,12492.61,
415935,10012,651827.80,3879.25,
415936,10012,651827.80,2409.07,
415938,05017,567266.04,459.02,
415938,05035,403813.07,246.01,
415939,05017,567266.04,3933.19,
415939,05035,403813.07,6.36,
415940,05017,567266.04,9948.21,
415941,05017,567266.04,7698.83,
415942,05017,567266.04,10059.71,
415943,05017,567266.04,5465.81,
415944,05017,567266.04,7458.14,
415945,05017,567266.04,9977.59,
415946,05017,567266.04,468.96,
415946,05036,537419.70,4309.62,
415947,05036,537419.70,2157.49,
415952,05036,537419.70,9287.45,
415953,05036,537419.70,7376.04,
415963,05024,732085.94,7202.64,
415964,05024,732085.94,1443.75,
415978,05024,732085.94,298.90,
415979,05024,732085.94,7027.36,
415980,05024,732085.94,7840.78,
415981,05024,732085.94,1526.21,
416001,05011,527435.56,6405.00,
416002,05011,527435.56,2505.25,
416005,05030,820937.35,1506.50,
416006,05030,820937.35,13140.47,
416007,05030,820937.35,17424.92,
416008,05030,820937.35,12337.87,
416009,05030,820937.35,14405.91,
416010,05030,820937.35,17747.49,
416014,05030,820937.35,6130.72,
416019,05030,820937.35,2770.32,
416020,05004,621096.60,20736.70,
416020,05030,820937.35,1.88,
416021,05004,621096.60,18088.94,
416023,05004,621096.60,21844.55,
416029,05004,621096.60,9726.83,
416030,05004,621096.60,6144.40,
416031,05004,621096.60,517.26,
416044,19049,325633.24,15422.89,
416045,19049,325633.24,26108.54,
416046,19049,325633.24,5784.96,
416049,19009,706609.24,2781.84,
416050,19009,706609.24,11198.44,
416051,19009,706609.24,6323.17,
416052,19009,706609.24,396.34,
416052,19038,741723.91,3238.50,
416053,19038,741723.91,1960.43,
416055,19009,706609.24,4067.99,
416056,19009,706609.24,3505.57,
416064,19022,594518.49,6465.12,
416065,19022,594518.49,4320.16,
416066,19022,594518.49,4615.88,
416068,19022,594518.49,4297.59,
416069,19022,594518.49,5727.45,
416075,19013,525664.79,673.83,
416075,19022,594518.49,7442.99,
416076,19022,594518.49,1416.87,
416094,19013,525664.79,6264.98,
416109,28023,227161.79,6373.49,
416110,28023,227161.79,6002.25,
416111,28023,227161.79,6002.40,
416112,28023,227161.79,7217.56,
416113,28023,227161.79,6002.17,
416114,28023,227161.79,6002.17,
416115,28023,227161.79,1635.76,
416115,28035,828956.18,4366.77,
416116,28035,828956.18,6002.35,
416117,28035,828956.18,12011.15,
416118,28035,828956.18,6002.21,
416119,28035,828956.18,6002.75,
416120,28022,826327.74,1100.58,
416120,28035,828956.18,4902.14,
416121,28022,826327.74,2765.06,
416121,28035,828956.18,8254.53,
416122,28022,826327.74,1372.41,
416136,28022,826327.74,6297.04,
416137,28022,826327.74,972.06,
416993,10012,651827.80,6093.34,
416994,10012,651827.80,2089.42,
416995,10012,651827.80,19766.52,
416996,10012,651827.80,12179.48,
417003,10012,651827.80,6605.87,
417005,05035,403813.07,559.69,
417006,05035,403813.07,7302.81,
417007,05017,567266.04,16378.81,
417007,05035,403813.07,4396.06,
417008,05017,567266.04,2918.22,
417009,05017,567266.04,2105.26,
417010,05017,567266.04,15870.74,
417011,05017,567266.04,3739.05,
417013,05017,567266.04,6085.60,
417014,05017,567266.04,1197.31,
417015,05017,567266.04,433.51,
417015,05036,537419.70,6099.06,
417020,05036,537419.70,6757.59,
417032,05024,732085.94,7903.07,
417033,05024,732085.94,415.46,
417043,05024,732085.94,4342.73,
417044,05024,732085.94,3354.59,
417047,05024,732085.94,306.19,
417069,05011,527435.56,2186.95,
417070,05011,527435.56,20051.00,
417071,05011,527435.56,14147.65,
417071,05030,820937.35,500.51,
417072,05030,820937.35,12333.48,
417073,05030,820937.35,21251.09,
417074,05030,820937.35,6618.34,
417078,05030,820937.35,1103.17,
417079,05030,820937.35,16999.49,
417080,05030,820937.35,12295.46,
417081,05030,820937.35,12540.28,
417082,05030,820937.35,19281.17,
417083,05030,820937.35,17246.84,
417088,05004,621096.60,16184.90,
417088,05030,820937.35,181.35,
417089,05004,621096.60,2091.08,
417090,05004,621096.60,17893.79,
417091,05004,621096.60,8044.03,
417092,05004,621096.60,6184.20,
417093,05004,621096.60,6074.05,
417094,05004,621096.60,7233.47,
417095,05004,621096.60,7623.54,
417096,05004,621096.60,6312.14,
417097,05004,621096.60,10781.46,
417098,05004,621096.60,413.51,
417111,19049,325633.24,2883.16,
417112,19049,325633.24,11065.05,
417113,19049,325633.24,10694.15,
417114,19049,325633.24,2408.13,
417115,19049,325633.24,14216.00,
417116,19009,706609.24,148.81,
417116,19049,325633.24,6553.96,
417117,19009,706609.24,7131.58,
417118,19009,706609.24,11142.01,
417119,19009,706609.24,2172.56,
417120,19009,706609.24,5217.37,
417123,19009,706609.24,6938.51,
417131,19022,594518.49,2982.98,
417132,19022,594518.49,3831.78,
417134,19022,594518.49,7549.81,
417134,19042,515291.93,61.40,
417137,19022,594518.49,1760.73,
417138,19022,594518.49,7485.50,
417139,19022,594518.49,788.47,
417142,19013,525664.79,4863.46,
417143,19013,525664.79,1726.44,
417161,19013,525664.79,1685.01,
417162,19013,525664.79,6035.18,
417177,28023,227161.79,6036.17,
417185,28035,828956.18,6002.28,
417190,28022,826327.74,6925.70,
417204,28022,826327.74,374.30,
417205,28022,826327.74,7220.26,
418061,10012,651827.80,2738.72,
418062,10012,651827.80,5960.86,
418063,10012,651827.80,17567.40,
418064,10012,651827.80,16234.19,
418065,10012,651827.80,8421.16,
418070,10012,651827.80,10550.63,
418071,10012,651827.80,3441.19,
418074,05035,403813.07,7980.69,
418075,05017,567266.04,5627.41,
418075,05035,403813.07,3271.99,
418078,05017,567266.04,6091.16,
418080,05017,567266.04,706.21,
418081,05017,567266.04,6090.06,
418082,05017,567266.04,2821.12,
418083,05017,567266.04,7956.06,
418083,05036,537419.70,2822.11,
418084,05036,537419.70,11444.03,
418085,05036,537419.70,6072.45,
418086,05036,537419.70,6071.75,
418087,05036,537419.70,6035.83,
418088,05036,537419.70,7645.11,
418101,05024,732085.94,7158.87,
418102,05024,732085.94,4188.01,
418110,05024,732085.94,6766.76,
418111,05024,732085.94,2265.18,
418113,05024,732085.94,7531.46,
418134,05011,527435.56,7050.25,
418135,05011,527435.56,12511.80,
418136,05011,527435.56,12510.24,
418137,05011,527435.56,10326.08,
418139,05011,527435.56,5531.87,
418140,05011,527435.56,7735.69,
418141,05011,527435.56,4785.21,
418141,05030,820937.35,500.09,
418151,05030,820937.35,4687.31,
418152,05030,820937.35,3925.40,
418155,05004,621096.60,3540.20,
418156,05004,621096.60,16081.81,
418156,05030,820937.35,382.04,
418157,05004,621096.60,15384.73,
418157,05027,887659.36,7792.64,
418158,05004,621096.60,341.13,
418159,05004,621096.60,3473.15,
418160,05004,621096.60,6588.88,
418179,19049,325633.24,851.53,
418180,19049,325633.24,21386.63,
418182,19009,706609.24,1340.69,
418182,19049,325633.24,3165.57,
418183,19009,706609.24,558.36,
418183,19049,325633.24,7465.33,
418184,19009,706609.24,4645.89,
418185,19009,706609.24,5375.06,
418186,19009,706609.24,12140.87,
418187,19009,706609.24,5123.08,
418188,19009,706609.24,14564.74,
418189,19009,706609.24,660.00,
418190,19009,706609.24,4676.83,
418191,19009,706609.24,1580.40,
418194,19009,706609.24,5037.60,
418199,19022,594518.49,6376.63,
418202,19022,594518.49,663.21,
418202,19042,515291.93,6174.96,
418207,19013,525664.79,3324.96,
418207,19022,594518.49,3460.68,
418208,19013,525664.79,2145.66,
418210,19013,525664.79,6539.66,
418227,19013,525664.79,1332.25,
418228,19013,525664.79,6809.03,
418229,19013,525664.79,5198.70,
418245,28023,227161.79,3653.22,
418245,28032,901819.68,2382.85,
418253,28033,429554.44,3199.29,
418253,28035,828956.18,2803.00,
418258,28022,826327.74,3730.30,
418259,28022,826327.74,5215.30,
418272,28022,826327.74,4600.43,
418273,28022,826327.74,4022.90,
419131,10012,651827.80,3024.26,
419132,10012,651827.80,5137.29,
419133,10012,651827.80,16619.67,
419134,10012,651827.80,3708.42,
419135,10012,651827.80,19146.31,
419136,10012,651827.80,33762.03,
419137,10012,651827.80,13128.44,
419138,10012,651827.80,1828.46,
419143,05017,567266.04,2359.15,
419143,05035,403813.07,6299.37,
419145,05017,567266.04,887.90,
419146,05017,567266.04,600.68,
419147,05017,567266.04,4389.15,
419148,05017,567266.04,12396.71,
419149,05017,567266.04,8149.25,
419150,05017,567266.04,11030.98,
419152,05036,537419.70,623.31,
419156,05036,537419.70,6070.93,
419170,05024,732085.94,2460.48,
419171,05024,732085.94,7542.52,
419172,05024,732085.94,1048.43,
419176,05024,732085.94,3839.98,
419177,05024,732085.94,6834.12,
419178,05024,732085.94,1967.28,
419181,05024,732085.94,6280.59,
419199,05011,527435.56,11661.62,
419200,05011,527435.56,12513.11,
419201,05011,527435.56,12515.09,
419202,05011,527435.56,5462.76,
419207,05011,527435.56,1793.68,
419208,05011,527435.56,9392.33,
419220,05027,887659.36,2491.70,
419220,05030,820937.35,3124.49,
419221,05027,887659.36,12471.47,
419221,05030,820937.35,1065.76,
419222,05027,887659.36,15751.46,
419222,05030,820937.35,8489.44,
419223,05004,621096.60,3373.83,
419223,05027,887659.36,10541.83,
419225,05027,887659.36,17550.66,
419247,19039,67118.04,4464.14,
419247,19049,325633.24,8886.36,
419248,19049,325633.24,7598.97,
419249,19009,706609.24,263.99,
419250,19009,706609.24,8238.42,
419252,19009,706609.24,4702.93,
419253,19009,706609.24,6662.57,
419254,19009,706609.24,10676.51,
419255,19009,706609.24,4442.56,
419256,19009,706609.24,8961.76,
419257,19009,706609.24,6069.32,
419258,19009,706609.24,6000.19,
419261,19009,706609.24,4770.70,
419262,19009,706609.24,6418.51,
419267,19022,594518.49,2996.01,
419267,19042,515291.93,4154.58,
419269,19042,515291.93,991.04,
419270,19042,515291.93,17239.46,
419271,19042,515291.93,17355.15,
419272,19042,515291.93,7895.04,
419276,19013,525664.79,6382.34,
419277,19013,525664.79,9905.85,
419278,19013,525664.79,2061.65,
419294,19013,525664.79,6822.15,
419295,19013,525664.79,5527.29,
419313,28032,901819.68,6036.47,
419321,28033,429554.44,6004.66,
419327,28022,826327.74,15232.80,
419339,28022,826327.74,995.82,
419340,28022,826327.74,6119.41,
420201,10012,651827.80,23505.97,
420202,10012,651827.80,10875.74,
420205,10007,746389.57,255.21,
420205,10012,651827.80,13556.69,
420208,05035,403813.07,3825.21,
420209,05035,403813.07,22522.97,
420210,05035,403813.07,17493.28,
420211,05017,567266.04,21.56,
420211,05035,403813.07,18737.40,
420212,05017,567266.04,2353.16,
420213,05017,567266.04,2526.11,
420214,05017,567266.04,8171.30,
420215,05017,567266.04,19726.11,
420216,05017,567266.04,12011.24,
420217,05017,567266.04,12008.17,
420218,05017,567266.04,17681.48,
420219,05017,567266.04,12346.08,
420219,05036,537419.70,7919.65,
420220,05036,537419.70,12679.79,
420221,05036,537419.70,3210.58,
420224,05036,537419.70,6257.54,
420240,05024,732085.94,5754.56,
420241,05024,732085.94,6100.87,
420242,05024,732085.94,6159.81,
420243,05024,732085.94,6182.57,
420244,05024,732085.94,3007.23,
420249,05024,732085.94,7164.14,
420264,05011,527435.56,11913.18,
420265,05011,527435.56,12647.61,
420266,05011,527435.56,12787.88,
420267,05011,527435.56,885.52,
420274,05011,527435.56,5223.05,
420275,05011,527435.56,6841.13,
420276,05011,527435.56,8099.76,
420287,05027,887659.36,2361.27,
420288,05027,887659.36,12469.99,
420289,05027,887659.36,15863.42,
420290,05027,887659.36,15638.69,
420291,05027,887659.36,27063.54,
420293,05027,887659.36,12104.85,
420313,19039,67118.04,282.32,
420314,19039,67118.04,9382.78,
420315,19039,67118.04,20300.11,
420318,19009,706609.24,1464.20,
420318,19031,174478.24,9140.46,
420319,19009,706609.24,1391.35,
420319,19031,174478.24,4535.02,
420321,19009,706609.24,2275.27,
420322,19009,706609.24,14195.87,
420323,19009,706609.24,6908.87,
420324,19009,706609.24,14915.35,
420325,19009,706609.24,7289.35,
420326,19009,706609.24,11125.28,
420327,19009,706609.24,11183.59,
420328,19009,706609.24,2112.98,
420329,19009,706609.24,13582.48,
420330,19009,706609.24,1621.79,
420334,19042,515291.93,1370.23,
420335,19042,515291.93,5000.43,
420337,19042,515291.93,2119.64,
420338,19042,515291.93,4349.29,
420340,19042,515291.93,1103.76,
420341,19042,515291.93,2553.34,
420345,19013,525664.79,7076.80,
420346,19013,525664.79,6758.39,
420359,19013,525664.79,3219.43,
420360,19013,525664.79,6363.04,
420361,19013,525664.79,6775.60,
420362,19013,525664.79,15.45,
420381,28032,901819.68,6038.23,
420382,28032,901819.68,3966.47,
420383,28032,901819.68,6089.02,
420384,28032,901819.68,805.72,
420384,28033,429554.44,5237.97,
420385,28033,429554.44,6492.34,
420386,28033,429554.44,2225.43,
420389,28033,429554.44,1101.22,
420390,28033,429554.44,6808.79,
420395,28022,826327.74,7329.70,
420396,28022,826327.74,7228.81,
420397,28022,826327.74,1887.22,
420407,28022,826327.74,7185.89,
421269,10012,651827.80,14432.72,
421270,10012,651827.80,12326.79,
421271,10012,651827.80,7503.00,
421278,05035,403813.07,3331.69,
421279,05035,403813.07,3766.11,
421280,05017,567266.04,2476.76,
421281,05017,567266.04,7955.81,
421282,05017,567266.04,26175.21,
421283,05017,567266.04,13201.64,
421287,05017,567266.04,2399.71,
421289,05036,537419.70,10187.51,
421290,05036,537419.70,13398.66,
421291,05036,537419.70,3403.08,
421292,05036,537419.70,6112.69,
421293,05036,537419.70,147.60,
421299,05024,732085.94,5409.14,
421300,05024,732085.94,3191.65,
421317,05024,732085.94,6792.37,
421328,05011,527435.56,5487.23,
421329,05011,527435.56,12422.21,
421330,05011,527435.56,12465.99,
421331,05011,527435.56,12587.81,
421332,05011,527435.56,582.06,
421342,05011,527435.56,8508.19,
421343,05011,527435.56,2728.41,
421344,05011,527435.56,3617.83,
421345,05011,527435.56,3473.77,
421354,05027,887659.36,5569.06,
421355,05027,887659.36,7551.78,
421357,05027,887659.36,1049.24,
421358,05027,887659.36,7646.00,
421359,05027,887659.36,11550.04,
421360,05027,887659.36,12015.34,
421361,05027,887659.36,15337.41,
421376,19048,338790.44,4501.03,
421377,19048,338790.44,6060.45,
421382,19039,67118.04,24544.96,
421385,19031,174478.24,11976.75,
421386,19031,174478.24,8529.65,
421387,19009,706609.24,3154.92,
421388,19009,706609.24,6539.51,
421389,19009,706609.24,10377.33,
421390,19009,706609.24,10635.63,
421391,19009,706609.24,15348.93,
421392,19009,706609.24,9359.64,
421395,19009,706609.24,12098.33,
421396,19009,706609.24,7739.19,
421397,19009,706609.24,8262.11,
421402,19042,515291.93,3341.31,
421403,19042,515291.93,3128.89,
421405,19042,515291.93,6465.98,
421413,19013,525664.79,5724.18,
421414,19013,525664.79,3143.93,
421415,19013,525664.79,3732.96,
421426,19013,525664.79,5397.23,
421427,19013,525664.79,3850.60,
421449,28032,901819.68,9733.45,
421450,28032,901819.68,4261.96,
421458,28033,429554.44,6001.85,
421463,28022,826327.74,228.68,
421463,28040,163396.58,5773.30,
421465,28022,826327.74,1996.18,
421465,28040,163396.58,3343.70,
421466,28022,826327.74,5425.11,
421474,28022,826327.74,4375.09,
421475,28022,826327.74,4107.37,
422338,10007,746389.57,1923.55,
422338,10012,651827.80,490.94,
422339,10007,746389.57,5031.94,
422339,10012,651827.80,5885.97,
422340,10007,746389.57,12100.73,
422340,10012,651827.80,5382.28,
422343,10007,746389.57,4197.36,
422344,05035,403813.07,790.43,
422344,10007,746389.57,918.28,
422345,05035,403813.07,15164.79,
422346,05035,403813.07,13020.30,
422347,05035,403813.07,17945.86,
422348,05035,403813.07,6906.05,
422349,05017,567266.04,6192.44,
422349,05035,403813.07,6389.79,
422350,05017,567266.04,3277.00,
422351,05017,567266.04,9094.68,
422354,05017,567266.04,4966.84,
422355,05017,567266.04,6214.55,
422356,05017,567266.04,980.30,
422359,05036,537419.70,10006.89,
422360,05036,537419.70,13451.77,
422361,05036,537419.70,9470.97,
422365,05024,732085.94,5604.57,
422365,05033,866733.58,522.72,
422366,05024,732085.94,6667.06,
422367,05024,732085.94,944.68,
422368,05024,732085.94,3534.92,
422369,05024,732085.94,12959.56,
422370,05024,732085.94,3789.00,
422385,05024,732085.94,2112.71,
422386,05024,732085.94,4513.12,
422393,05024,732085.94,1979.15,
422394,05024,732085.94,12805.76,
422395,05011,527435.56,561.09,
422395,05024,732085.94,12243.77,
422396,05011,527435.56,7128.45,
422408,05011,527435.56,2133.77,
422409,05011,527435.56,7395.43,
422410,05011,527435.56,6469.31,
422413,05011,527435.56,716.56,
422421,05027,887659.36,5430.05,
422422,05027,887659.36,2333.31,
422426,05027,887659.36,367.00,
422427,05027,887659.36,15044.91,
422428,05027,887659.36,16519.85,
422429,05027,887659.36,19223.54,
422430,05027,887659.36,409.26,
422443,19048,338790.44,5685.74,
422444,19048,338790.44,3959.89,
422449,19039,67118.04,2772.60,
422450,19039,67118.04,5371.14,
422452,19031,174478.24,4061.31,
422453,19031,174478.24,7701.93,
422454,19031,174478.24,6697.62,
422456,19009,706609.24,5706.21,
422457,19009,706609.24,9917.52,
422458,19009,706609.24,36.15,
422459,19009,706609.24,26423.53,
422460,19009,706609.24,9442.51,
422461,19009,706609.24,6547.87,
422462,19009,706609.24,6400.87,
422463,19009,706609.24,1105.12,
422464,19009,706609.24,5401.94,
422465,19009,706609.24,7992.52,
422466,19009,706609.24,6072.91,
422467,19009,706609.24,203.28,
422467,19042,515291.93,7923.86,
422468,19042,515291.93,4937.83,
422470,19042,515291.93,6205.83,
422473,19042,515291.93,6467.51,
422483,19013,525664.79,6280.14,
422493,19013,525664.79,6733.52,
422494,19013,525664.79,2527.93,
422517,28032,901819.68,6037.06,
422526,28033,429554.44,6002.61,
422531,28040,163396.58,6002.52,
422534,28022,826327.74,1803.14,
422535,28022,826327.74,7236.33,
422536,28022,826327.74,1184.20,
422542,28022,826327.74,6773.51,
423406,10007,746389.57,4729.87,
423406,10012,651827.80,6536.64,
423407,10007,746389.57,632.17,
423408,10007,746389.57,7854.45,
423409,10007,746389.57,16491.17,
423410,10007,746389.57,8792.93,
423411,10007,746389.57,18285.05,
423412,10007,746389.57,4255.91,
423413,05035,403813.07,34039.82,
423414,05017,567266.04,3875.34,
423414,05035,403813.07,3695.19,
423415,05017,567266.04,3551.66,
423415,05035,403813.07,4003.13,
423416,05017,567266.04,10181.11,
423416,05035,403813.07,8096.89,
423417,05017,567266.04,5273.34,
423417,05035,403813.07,1597.84,
423418,05017,567266.04,4931.23,
423419,05017,567266.04,7453.64,
423420,05017,567266.04,6579.68,
423421,05017,567266.04,7516.76,
423422,05017,567266.04,1699.38,
423424,05017,567266.04,7546.48,
423429,05033,866733.58,1374.79,
423429,05036,537419.70,14977.26,
423430,05033,866733.58,19639.25,
423430,05036,537419.70,3860.36,
423431,05033,866733.58,7705.83,
423432,05033,866733.58,6326.58,
423433,05033,866733.58,606.14,
423436,05024,732085.94,1559.44,
423437,05024,732085.94,4947.10,
423438,05024,732085.94,15183.94,
423439,05024,732085.94,6485.43,
423440,05024,732085.94,5658.10,
423454,05024,732085.94,6457.50,
423458,05024,732085.94,1170.19,
423459,05024,732085.94,12534.02,
423460,05024,732085.94,12729.89,
423461,05024,732085.94,10822.99,
423475,05011,527435.56,3860.01,
423476,05011,527435.56,5615.96,
423478,05011,527435.56,3221.84,
423478,05027,887659.36,3038.47,
423489,05027,887659.36,9149.29,
423490,05027,887659.36,5816.62,
423491,05027,887659.36,4380.45,
423494,05027,887659.36,8293.04,
423495,05027,887659.36,10815.35,
423496,05027,887659.36,16035.72,
423497,05027,887659.36,17212.35,
423498,05027,887659.36,27153.97,
423499,05027,887659.36,24944.37,
423500,05027,887659.36,13894.56,
423510,19048,338790.44,1858.65,
423511,19048,338790.44,5377.23,
423514,19019,13588.42,13588.42,
423521,19031,174478.24,6623.59,
423522,19031,174478.24,7957.44,
423523,19031,174478.24,672.30,
423524,19009,706609.24,9014.49,
423524,19031,174478.24,5981.13,
423525,19009,706609.24,15040.71,
423526,19009,706609.24,13483.47,
423527,19009,706609.24,7565.93,
423528,19009,706609.24,18958.63,
423529,19009,706609.24,12319.97,
423530,19009,706609.24,12441.16,
423531,19009,706609.24,12886.47,
423532,19009,706609.24,12213.22,
423533,19009,706609.24,12001.85,
423534,19009,706609.24,12308.80,
423535,19009,706609.24,620.93,
423535,19042,515291.93,17998.44,
423536,19042,515291.93,13817.21,
423537,19042,515291.93,7280.14,
423538,19042,515291.93,14685.92,
423540,19042,515291.93,5430.50,
423541,19042,515291.93,1038.46,
423551,19013,525664.79,6019.97,
423554,19013,525664.79,7596.69,
423555,19013,525664.79,4879.36,
423560,19013,525664.79,7741.56,
423561,19013,525664.79,1249.60,
423585,28032,901819.68,6035.67,
423594,28033,429554.44,6002.06,
423599,28040,163396.58,6002.43,
423604,28022,826327.74,6704.95,
423609,28022,826327.74,5200.33,
423610,28022,826327.74,1404.48,
424474,10007,746389.57,13646.12,
424474,10012,651827.80,1132.44,
424475,10007,746389.57,6784.80,
424476,10007,746389.57,18276.44,
