GRIDCODE,CVENTMUN,Promedio de LONG_VIALIDAD TOTAL x MUNICIPIO x NO. DE CARRILES (m),Suma de VIALIDADxCELLxCarril
313555,28021,923320.2775,6293.516328
313556,28021,923320.2775,6876.400375
313557,28021,923320.2775,6712.951659
313558,28021,923320.2775,11041.58175
313559,28021,923320.2775,9737.356535
313560,28021,923320.2775,7402.317914
313561,28012,1510516.16,4544.144025
313561,28021,923320.2775,5220.960695
313562,28012,1510516.16,6079.435196
313562,28021,923320.2775,5036.45001
313563,28012,1510516.16,6796.066318
313563,28021,923320.2775,157.1724368
313564,28012,1510516.16,631.1239545
313565,28012,1510516.16,3100.26271
313566,28012,1510516.16,10984.26697
313567,28012,1510516.16,10809.19321
313568,28012,1510516.16,1277.945524
313569,28012,1510516.16,4929.41376
313570,28012,1510516.16,3010.448984
313571,28012,1510516.16,3030.053737
313572,28012,1510516.16,590.4615403
313573,28012,1510516.16,4386.189021
313574,28012,1510516.16,577.6047845
313575,28012,1510516.16,3550.04869
313576,28012,1510516.16,7189.237624
313577,28012,1510516.16,8170.044694
313578,28012,1510516.16,2781.078509
313579,28012,1510516.16,649.2665461
313581,28002,1592982.635,2927.783717
313581,28012,1510516.16,2113.443316
313582,28002,1592982.635,6124.555346
313582,28003,1062782.168,1892.376723
313582,28012,1510516.16,186.0811318
313583,28002,1592982.635,5186.316136
313585,28002,1592982.635,6085.972496
313588,28003,1062782.168,7022.844077
313589,28003,1062782.168,2409.29475
313590,28002,1592982.635,2600.763107
313590,28003,1062782.168,747.6924409
313591,28002,1592982.635,4701.46244
313592,28002,1592982.635,7815.735931
313593,28002,1592982.635,7927.910428
313594,28002,1592982.635,1917.149199
313595,28002,1592982.635,1755.201843
313596,28002,1592982.635,1412.896486
314450,10014,3594329.851,8428.275852
314451,10014,3594329.851,5541.932162
314452,10014,3594329.851,16.98558967
314452,32049,1696240.391,724.0554828
314453,32049,1696240.391,5276.010684
314454,32049,1696240.391,2140.54608
314455,32049,1696240.391,2816.578024
314457,32049,1696240.391,352.6148689
314458,32049,1696240.391,441.2268006
314459,32049,1696240.391,44.13029582
314462,32049,1696240.391,2696.711524
314463,32049,1696240.391,3687.63224
314464,32049,1696240.391,2906.570712
314465,32049,1696240.391,6225.860682
314466,32049,1696240.391,4205.971409
314470,32049,1696240.391,2080.233154
314471,32049,1696240.391,7630.418237
314472,32049,1696240.391,3912.096638
314474,32049,1696240.391,770.7297501
314475,32049,1696240.391,354.1576933
314476,32049,1696240.391,3490.25255
314477,32049,1696240.391,5964.171899
314480,32049,1696240.391,4678.529923
314483,32020,647065.4171,3031.098027
314484,32010,2153403.223,1415.994102
314484,32020,647065.4171,7268.364047
314485,32020,647065.4171,3090.623073
314486,32020,647065.4171,5195.42606
314487,32020,647065.4171,4311.403135
314488,32020,647065.4171,2273.702205
314489,32020,647065.4171,5644.510835
314495,32005,399200.114,2541.281523
314495,32056,538379.5353,502.083235
314499,32032,131158.9798,2588.439155
314500,32032,131158.9798,7718.598648
314501,32032,131158.9798,4344.778005
314502,32032,131158.9798,14092.0527
314503,32032,131158.9798,2347.308176
314504,32050,44802.85153,8107.588184
314505,32050,44802.85153,2095.37762
314509,32017,715023.8651,384.6519224
314509,32050,44802.85153,3487.943167
314510,32017,715023.8651,3202.582252
314513,32017,715023.8651,3476.534862
314514,32017,715023.8651,1263.856207
314515,32017,715023.8651,569.8078246
314516,32017,715023.8651,3149.498168
314517,24049,494254.8323,699.0061025
314520,24049,494254.8323,3100.783075
314521,24049,494254.8323,6008.576131
314522,24049,494254.8323,2329.025216
314526,24049,494254.8323,782.8402796
314527,24049,494254.8323,3173.989753
314528,24049,494254.8323,3988.256057
314529,24049,494254.8323,2401.273177
314530,24049,494254.8323,3076.592201
314533,24049,494254.8323,3628.08368
314538,24025,342186.4521,2.145929048
314538,24049,494254.8323,1099.417444
314539,24049,494254.8323,1860.724418
314541,24049,494254.8323,4458.63359
314550,24045,307513.3193,722.0159723
314551,24045,307513.3193,8570.143214
314552,24045,307513.3193,2864.788515
314553,24045,307513.3193,759.5226482
314555,24022,293015.2736,1169.406419
314555,24045,307513.3193,771.6254657
314556,24045,307513.3193,642.1231559
314559,24045,307513.3193,91.04594375
314560,24045,307513.3193,837.6004082
314561,24045,307513.3193,4095.297748
314562,24045,307513.3193,3380.502059
314563,24045,307513.3193,1043.363216
314563,24051,149395.2032,2435.343069
314564,24051,149395.2032,3139.55195
314565,24051,149395.2032,973.3389862
314568,24051,149395.2032,409.793984
314572,24051,149395.2032,1364.815462
314588,24017,389097.3055,2813.510467
314594,28039,536624.8476,3513.372988
314595,28039,536624.8476,1158.20825
314596,28039,536624.8476,72.91542962
314599,28039,536624.8476,1115.589628
314600,28039,536624.8476,3284.022735
314601,28039,536624.8476,7096.586843
314602,28039,536624.8476,11877.51291
314603,28039,536624.8476,1986.595592
314605,28039,536624.8476,5798.759506
314606,28039,536624.8476,3792.519369
314608,28029,363916.3176,1629.743918
314609,28029,363916.3176,903.4109194
314610,28029,363916.3176,2172.254234
314612,28029,363916.3176,1736.310372
314613,28029,363916.3176,431.3717018
314614,28029,363916.3176,6236.230804
314615,28029,363916.3176,1700.171072
314617,28029,363916.3176,4186.564164
314618,28029,363916.3176,3981.067821
314619,28029,363916.3176,3323.420345
314620,28029,363916.3176,7974.543466
314621,28029,363916.3176,356.4550412
314622,28021,923320.2775,6548.772425
314623,28021,923320.2775,3957.855604
314624,28021,923320.2775,7573.689022
314625,28021,923320.2775,6220.592443
314625,28043,516314.3098,1887.507067
314626,28021,923320.2775,8151.004325
314626,28043,516314.3098,2877.032423
314627,28021,923320.2775,2902.172855
314627,28043,516314.3098,9115.083023
314628,28021,923320.2775,213.2374616
314628,28043,516314.3098,5395.918197
314629,28012,1510516.16,1455.412635
314629,28043,516314.3098,5708.501975
314630,28012,1510516.16,6395.839749
314631,28012,1510516.16,7400.693779
314632,28012,1510516.16,11181.60968
314633,28012,1510516.16,11780.54159
314634,28012,1510516.16,9951.078258
314635,28012,1510516.16,8611.404304
314636,28012,1510516.16,4179.88962
314637,28012,1510516.16,4810.822712
314638,28012,1510516.16,3071.521236
314639,28012,1510516.16,7735.367265
314640,28012,1510516.16,3329.9128
314641,28012,1510516.16,4639.206763
314642,28012,1510516.16,1494.160178
314643,28012,1510516.16,829.9471988
314644,28012,1510516.16,5105.673572
314645,28012,1510516.16,13578.00791
314646,28012,1510516.16,4784.696092
314648,28002,1592982.635,1973.905483
314649,28002,1592982.635,4040.148258
314649,28012,1510516.16,20.36224143
314650,28002,1592982.635,4570.106126
314653,28002,1592982.635,6066.169977
314654,28002,1592982.635,1859.759521
314655,28002,1592982.635,250.6699443
314656,28002,1592982.635,80.13077335
314656,28003,1062782.168,2630.132892
314657,28002,1592982.635,4360.088917
314657,28003,1062782.168,3677.492471
314658,28002,1592982.635,5215.807166
314658,28003,1062782.168,738.2995203
314659,28002,1592982.635,7326.009566
314660,28002,1592982.635,1315.074106
314661,28002,1592982.635,4413.787
314662,28002,1592982.635,311.4866711
314663,28002,1592982.635,5047.348023
314665,28002,1592982.635,1243.56259
314666,28002,1592982.635,2007.990614
315517,10014,3594329.851,2397.549822
315518,10014,3594329.851,6412.97351
315519,10014,3594329.851,2788.298556
315522,32049,1696240.391,3060.638624
315523,32049,1696240.391,4647.945194
315524,32049,1696240.391,4035.573897
315525,32049,1696240.391,944.736217
315532,32049,1696240.391,3266.597418
315533,32049,1696240.391,4875.164834
315534,32049,1696240.391,213.7224196
315537,32049,1696240.391,3435.110785
315538,32049,1696240.391,4883.167101
315539,32049,1696240.391,11343.9004
315540,32049,1696240.391,5728.819687
315544,32049,1696240.391,526.9419363
315545,32049,1696240.391,3853.137976
315546,32049,1696240.391,9550.745302
315547,32049,1696240.391,8733.444834
315550,32020,647065.4171,1322.441156
315551,32010,2153403.223,107.1719186
315551,32020,647065.4171,5362.649388
315552,32010,2153403.223,7636.051627
315552,32020,647065.4171,167.3841755
315553,32010,2153403.223,4345.650575
315557,32020,647065.4171,3526.27271
315559,32020,647065.4171,2868.006321
315562,32005,399200.114,4267.43303
315562,32020,647065.4171,803.2187852
315563,32005,399200.114,959.9611527
315565,32005,399200.114,2005.673733
315566,32005,399200.114,3789.919137
315566,32032,131158.9798,454.8115387
315567,32005,399200.114,1439.244397
315567,32032,131158.9798,6183.488009
315568,32032,131158.9798,9145.596068
315569,32032,131158.9798,5619.016465
315570,32032,131158.9798,15813.38654
315570,32037,395659.4581,109.7313704
315571,32032,131158.9798,2951.730197
315571,32037,395659.4581,12.95755867
315573,32037,395659.4581,5198.293713
315574,32037,395659.4581,4631.668862
315577,32050,44802.85153,104.7459762
315578,32017,715023.8651,2.279772145
315578,32050,44802.85153,1150.992605
315580,32017,715023.8651,1010.103255
315581,32017,715023.8651,14358.78435
315582,32017,715023.8651,3214.776089
315583,32017,715023.8651,3125.415977
315584,32017,715023.8651,1679.948519
315585,24049,494254.8323,2802.504218
315588,24049,494254.8323,9907.59757
315589,24049,494254.8323,4130.022004
315590,24049,494254.8323,3185.618755
315591,24049,494254.8323,3283.057261
315592,24049,494254.8323,8312.143063
315594,24049,494254.8323,797.3769432
315595,24049,494254.8323,5763.727519
315596,24049,494254.8323,3664.237552
315597,24049,494254.8323,531.2711372
315598,24049,494254.8323,839.5570986
315599,24049,494254.8323,3996.357674
315600,24049,494254.8323,725.2556416
315601,24049,494254.8323,1188.64694
315602,24049,494254.8323,2195.924411
315603,24049,494254.8323,1652.479465
315605,24049,494254.8323,1648.322305
315609,24049,494254.8323,2264.243509
315610,24025,342186.4521,701.9889581
315610,24049,494254.8323,655.5800424
315617,24045,307513.3193,314.0368549
315619,24045,307513.3193,3378.024941
315620,24045,307513.3193,7354.469458
315621,24045,307513.3193,2387.63644
315623,24045,307513.3193,2731.912096
315624,24045,307513.3193,1009.664322
315625,24045,307513.3193,2938.484647
315628,24045,307513.3193,3138.958527
315636,24051,149395.2032,894.8200015
315640,24051,149395.2032,3258.303582
315642,24017,389097.3055,1698.150175
315643,24017,389097.3055,37.59548995
315646,24017,389097.3055,84.79010708
315650,24017,389097.3055,170.4591053
315654,24017,389097.3055,696.0489069
315655,24017,389097.3055,2049.099437
315661,28039,536624.8476,2961.25044
315662,28039,536624.8476,1143.576054
315665,28039,536624.8476,1495.193588
315666,28039,536624.8476,3249.32874
315667,28039,536624.8476,2168.125298
315669,28039,536624.8476,2818.514029
315670,28039,536624.8476,399.5233279
315672,28039,536624.8476,298.4024686
315673,28039,536624.8476,4219.057885
315676,28029,363916.3176,2664.614514
315677,28029,363916.3176,3643.602619
315678,28029,363916.3176,4402.869288
315679,28029,363916.3176,7037.853724
315680,28029,363916.3176,4738.243906
315681,28029,363916.3176,3646.029167
315682,28029,363916.3176,18756.22145
315685,28029,363916.3176,7120.988495
315686,28029,363916.3176,5720.05314
315687,28029,363916.3176,12187.79467
315688,28029,363916.3176,4416.030547
315689,28011,252130.0324,2148.925223
315689,28021,923320.2775,1013.170683
315690,28011,252130.0324,433.2358809
315690,28021,923320.2775,4054.915008
315691,28011,252130.0324,3021.625466
315692,28011,252130.0324,2227.00178
315692,28021,923320.2775,251.4381964
315693,28011,252130.0324,2476.613822
315693,28021,923320.2775,38.76360267
315693,28043,516314.3098,9362.789281
315694,28043,516314.3098,5067.021232
315695,28043,516314.3098,993.9087777
315696,28043,516314.3098,9122.90293
315697,28043,516314.3098,2209.504591
315698,28012,1510516.16,8864.134866
315699,28012,1510516.16,3813.566971
315700,28012,1510516.16,3558.80425
315701,28012,1510516.16,2230.069217
315702,28012,1510516.16,9044.556896
315703,28012,1510516.16,5664.844847
315704,28012,1510516.16,5073.824784
315705,28012,1510516.16,6779.040591
315706,28012,1510516.16,3528.482961
315707,28012,1510516.16,5888.753574
315708,28012,1510516.16,4741.952165
315709,28012,1510516.16,3495.629716
315710,28012,1510516.16,3664.836175
315711,28012,1510516.16,3092.92295
315712,28012,1510516.16,6566.700142
315713,28012,1510516.16,21435.92703
315714,28012,1510516.16,8657.693975
315715,28012,1510516.16,8339.665163
315716,28002,1592982.635,1898.750224
315716,28012,1510516.16,3404.107125
315717,28002,1592982.635,4980.305959
315718,28002,1592982.635,3998.754736
315719,28002,1592982.635,3705.388767
315720,28002,1592982.635,1886.485491
315721,28002,1592982.635,6455.442914
315722,28002,1592982.635,1246.078615
315723,28002,1592982.635,4256.322483
315724,28002,1592982.635,6705.297751
315725,28002,1592982.635,2171.838742
315727,28002,1592982.635,4302.365211
315728,28002,1592982.635,1959.041946
315729,28002,1592982.635,6204.442428
315730,28002,1592982.635,3460.648096
315731,28002,1592982.635,2993.743739
315732,28002,1592982.635,388.6418481
315733,28002,1592982.635,4069.700823
315734,28002,1592982.635,960.6901617
316585,10014,3594329.851,5012.661708
316587,32049,1696240.391,279.9503674
316591,32049,1696240.391,1202.657134
316592,32049,1696240.391,9367.621331
316593,32049,1696240.391,3853.222266
316594,32049,1696240.391,4472.2826
316601,32049,1696240.391,3695.180489
316605,32049,1696240.391,3951.011618
316607,32049,1696240.391,3464.02119
316608,32049,1696240.391,9804.008999
316609,32049,1696240.391,8289.327781
316613,32049,1696240.391,279.1782426
316614,32049,1696240.391,3232.130215
316615,32049,1696240.391,8683.028278
316616,32049,1696240.391,4087.554473
316617,32010,2153403.223,624.6210782
316617,32049,1696240.391,3363.587488
316618,32010,2153403.223,410.7558491
316618,32020,647065.4171,208.2285011
316618,32049,1696240.391,2789.403179
316619,32010,2153403.223,1015.62567
316620,32010,2153403.223,5585.075271
316621,32010,2153403.223,5460.681799
316622,32020,647065.4171,467.6156257
316623,32010,2153403.223,66.84301961
316623,32020,647065.4171,504.5552179
316624,32010,2153403.223,716.7644378
316624,32020,647065.4171,2849.635545
316625,32020,647065.4171,6913.650931
316630,32005,399200.114,3308.697363
316630,32020,647065.4171,199.6325835
316631,32005,399200.114,28.4641856
316633,32005,399200.114,6164.116807
316634,32005,399200.114,8566.499189
316635,32005,399200.114,12978.98753
316635,32032,131158.9798,2691.91703
316636,32005,399200.114,5730.66667
316636,32032,131158.9798,7795.008184
316637,32005,399200.114,23.37946325
316637,32032,131158.9798,5578.73957
316637,32037,395659.4581,1687.521264
316639,32032,131158.9798,821.5513745
316639,32037,395659.4581,7948.287777
316641,32037,395659.4581,67.19524703
316642,32037,395659.4581,6261.307624
316645,32017,715023.8651,3348.275345
316645,32050,44802.85153,3706.919621
316646,32017,715023.8651,6457.138467
316646,32050,44802.85153,881.5406392
316647,32017,715023.8651,2145.592571
316648,32017,715023.8651,4405.604499
316650,32017,715023.8651,3010.706279
316651,32017,715023.8651,3262.050797
316652,24049,494254.8323,496.0185084
316652,32017,715023.8651,3530.143549
316653,24049,494254.8323,1525.310852
316657,24049,494254.8323,2981.390401
316658,24049,494254.8323,4095.781625
316660,24049,494254.8323,615.196936
316661,24049,494254.8323,516.2031708
316663,24049,494254.8323,3831.663449
316664,24049,494254.8323,5946.252304
316665,24049,494254.8323,2072.390077
316668,24049,494254.8323,3300.318667
316670,24049,494254.8323,3565.458523
316671,24049,494254.8323,3915.435505
316672,24049,494254.8323,2827.039013
316677,24025,342186.4521,1920.860995
316678,24025,342186.4521,677.4365184
316682,24045,307513.3193,39.9998693
316683,24045,307513.3193,1997.50847
316684,24045,307513.3193,3717.691995
316686,24045,307513.3193,451.8260504
316687,24045,307513.3193,5277.32861
316688,24045,307513.3193,1307.363138
316689,24045,307513.3193,3324.429574
316690,24045,307513.3193,3273.07881
316691,24045,307513.3193,5293.767762
316692,24045,307513.3193,7708.78219
316696,24045,307513.3193,3140.545698
316697,24045,307513.3193,1098.948574
316705,24051,149395.2032,1497.563024
316708,24051,149395.2032,4085.3839
316709,24017,389097.3055,929.2590046
316709,24051,149395.2032,16.08014705
316710,24017,389097.3055,3988.689621
316712,24017,389097.3055,1435.405191
316714,24017,389097.3055,741.8287935
316716,24017,389097.3055,119.2138091
316721,24017,389097.3055,135.2122461
316723,24017,389097.3055,3340.476078
316729,28039,536624.8476,3131.305215
316733,28039,536624.8476,1755.88289
316734,28039,536624.8476,719.7894153
316737,28039,536624.8476,44.95763712
316739,28039,536624.8476,65.06970399
316740,28039,536624.8476,2937.588248
316741,28039,536624.8476,325.0452277
316742,28039,536624.8476,1362.651537
316743,28039,536624.8476,3639.310332
316744,28029,363916.3176,756.001436
316744,28039,536624.8476,982.47587
316745,28029,363916.3176,278.0082266
316746,28029,363916.3176,4266.794901
316747,28029,363916.3176,699.4851783
316748,28029,363916.3176,7577.34998
316749,28029,363916.3176,3249.584616
316750,28029,363916.3176,5959.30991
316753,28029,363916.3176,2493.933504
316755,28029,363916.3176,9810.005851
316756,28029,363916.3176,5335.024349
316757,28011,252130.0324,4106.572325
316758,28011,252130.0324,2320.137785
316759,28011,252130.0324,2675.407419
316760,28011,252130.0324,1959.775446
316761,28011,252130.0324,5010.803317
316761,28043,516314.3098,7207.101306
316762,28043,516314.3098,4382.584344
316763,28043,516314.3098,6534.511049
316764,28043,516314.3098,6720.459071
316765,28012,1510516.16,3935.151152
316765,28043,516314.3098,3104.397257
316766,28012,1510516.16,8828.402336
316767,28012,1510516.16,5675.8923
316768,28012,1510516.16,6182.054481
316769,28012,1510516.16,5276.453715
316770,28012,1510516.16,2169.447881
316771,28012,1510516.16,3636.157056
316772,28012,1510516.16,4458.401534
316773,28012,1510516.16,3019.607236
316776,28012,1510516.16,4185.766858
316777,28012,1510516.16,324.9463943
316778,28012,1510516.16,235.6878804
316779,28012,1510516.16,2339.655031
316780,28012,1510516.16,7353.557146
316781,28012,1510516.16,10931.65788
316782,28012,1510516.16,14974.76061
316783,28012,1510516.16,3461.265609
316784,28002,1592982.635,2889.078662
316784,28012,1510516.16,1123.917686
316785,28002,1592982.635,3619.366531
316786,28002,1592982.635,3491.228651
316787,28002,1592982.635,6728.810508
316788,28002,1592982.635,6092.901225
316789,28002,1592982.635,6727.508403
316790,28002,1592982.635,3216.067464
316791,28002,1592982.635,3701.693853
316792,28002,1592982.635,337.2637734
316793,28002,1592982.635,2088.22016
316794,28002,1592982.635,890.810004
316795,28002,1592982.635,7779.957118
316796,28002,1592982.635,3380.593122
316797,28002,1592982.635,4740.682107
316798,28002,1592982.635,5080.515955
316799,28002,1592982.635,5125.902092
316800,28002,1592982.635,3091.911186
316801,28002,1592982.635,6186.986383
316802,28002,1592982.635,1062.408658
317654,10014,3594329.851,783.3674254
317654,32049,1696240.391,1636.726846
317655,32049,1696240.391,7595.103682
317656,32049,1696240.391,5263.373629
317657,32049,1696240.391,3690.431744
317658,32049,1696240.391,3170.843782
317659,32049,1696240.391,10340.04097
317660,32049,1696240.391,783.5760308
317662,32049,1696240.391,391.8867658
317663,32049,1696240.391,3548.260869
317664,32049,1696240.391,4083.193691
317665,32049,1696240.391,4772.233679
317666,32049,1696240.391,3514.511028
317667,32049,1696240.391,6769.975875
317668,32049,1696240.391,4518.746533
317669,32049,1696240.391,332.4454957
317673,32049,1696240.391,4543.201402
317676,32049,1696240.391,3011.803883
317677,32049,1696240.391,5395.288944
317678,32049,1696240.391,5177.018115
317682,32049,1696240.391,3679.666459
317683,32049,1696240.391,7205.622557
317684,32049,1696240.391,1981.532376
317685,32049,1696240.391,438.1005132
317689,32010,2153403.223,1810.472153
317690,32010,2153403.223,3800.121188
317691,32010,2153403.223,4722.933309
317691,32020,647065.4171,150.288341
317698,32005,399200.114,1592.73748
317699,32005,399200.114,1263.853366
317700,32005,399200.114,4429.397773
317701,32005,399200.114,9375.067369
317702,32005,399200.114,11537.59275
317703,32005,399200.114,17833.22958
317704,32005,399200.114,18734.59564
317704,32032,131158.9798,296.2495586
317705,32005,399200.114,5564.465916
317705,32032,131158.9798,1808.084842
317705,32037,395659.4581,1977.513556
317707,32037,395659.4581,2046.742921
317708,32037,395659.4581,1614.473951
317709,32037,395659.4581,2295.582371
317710,32037,395659.4581,3878.790927
317711,32037,395659.4581,10373.87447
317712,32037,395659.4581,4345.975954
317713,32017,715023.8651,2635.817104
317713,32037,395659.4581,895.8697673
317713,32050,44802.85153,1885.643212
317714,32017,715023.8651,5940.086504
317715,32017,715023.8651,7014.132465
317716,32017,715023.8651,438.2175667
317718,32017,715023.8651,1231.038694
317721,24049,494254.8323,3858.863125
317722,24049,494254.8323,148.9358491
317723,24049,494254.8323,1010.135586
317725,24049,494254.8323,2043.569749
317730,24049,494254.8323,4244.14398
317731,24049,494254.8323,2052.352781
317732,24049,494254.8323,2282.244292
317733,24049,494254.8323,305.7204804
317736,24049,494254.8323,1033.960154
317739,24049,494254.8323,3686.343208
317749,24045,307513.3193,2719.943016
317750,24045,307513.3193,4988.014156
317751,24045,307513.3193,1610.318925
317752,24045,307513.3193,273.98216
317753,24045,307513.3193,2263.091087
317754,24045,307513.3193,2805.823426
317755,24045,307513.3193,4586.775603
317756,24045,307513.3193,524.8463975
317757,24045,307513.3193,392.2475719
317758,24045,307513.3193,22096.37638
317759,24045,307513.3193,15408.79937
317760,24045,307513.3193,3951.374619
317761,24045,307513.3193,3884.495415
317763,24045,307513.3193,4286.280909
317764,24045,307513.3193,4296.575916
317765,24045,307513.3193,1808.315965
317772,24051,149395.2032,1623.832836
317773,24051,149395.2032,2554.945498
317777,24017,389097.3055,2528.096031
317778,24017,389097.3055,2107.882164
317779,24017,389097.3055,198.2189025
317780,24017,389097.3055,3728.422834
317782,24017,389097.3055,726.8828114
317784,24017,389097.3055,670.3945749
317788,24017,389097.3055,3260.083607
317789,24017,389097.3055,83.85408633
317791,24017,389097.3055,1353.585421
317791,28039,536624.8476,51.67545383
317792,28039,536624.8476,503.4538505
317797,28039,536624.8476,3334.182066
317798,28039,536624.8476,3611.264169
317801,28039,536624.8476,4955.594859
317802,28039,536624.8476,1510.602623
317805,28039,536624.8476,4410.533787
317806,28039,536624.8476,4641.059513
317807,28039,536624.8476,1906.729226
317808,28039,536624.8476,6303.233688
317810,28039,536624.8476,6094.127124
317812,28029,363916.3176,786.241605
317813,28029,363916.3176,1540.786236
317814,28029,363916.3176,7879.834876
317815,28029,363916.3176,836.9036801
317816,28029,363916.3176,8035.486901
317817,28029,363916.3176,1908.046956
317818,28029,363916.3176,4754.189191
317823,28029,363916.3176,6229.969858
317824,28029,363916.3176,70.20871204
317826,28011,252130.0324,2536.646926
317827,28011,252130.0324,5779.857793
317828,28011,252130.0324,3227.378998
317829,28011,252130.0324,3267.378347
317829,28043,516314.3098,6866.257723
317830,28043,516314.3098,9353.582943
317831,28043,516314.3098,11472.15548
317832,28043,516314.3098,3366.794278
317833,28012,1510516.16,726.4728278
317833,28043,516314.3098,3690.157706
317834,28012,1510516.16,2805.379633
317834,28043,516314.3098,2811.094903
317835,28012,1510516.16,3788.409034
317837,28012,1510516.16,3402.618327
317839,28012,1510516.16,8884.647098
317840,28012,1510516.16,2865.260932
317841,28012,1510516.16,5740.095697
317842,28012,1510516.16,3509.665041
317843,28012,1510516.16,3484.526861
317844,28012,1510516.16,5651.455133
317845,28012,1510516.16,1878.186947
317846,28012,1510516.16,512.8220951
317847,28012,1510516.16,3460.979941
317848,28012,1510516.16,4814.901207
317849,28012,1510516.16,7089.625539
317850,28012,1510516.16,10869.72969
317851,28012,1510516.16,5147.490482
317852,28002,1592982.635,4034.432852
317852,28012,1510516.16,705.6627877
317853,28002,1592982.635,6776.683322
317854,28002,1592982.635,133.2647014
317855,28002,1592982.635,6203.526092
317856,28002,1592982.635,4708.553438
317857,28002,1592982.635,7398.932808
317858,28002,1592982.635,1403.015396
317859,28002,1592982.635,3036.015635
317860,28002,1592982.635,6416.321735
317861,28002,1592982.635,6409.279646
317862,28002,1592982.635,7585.959016
317863,28002,1592982.635,4835.635684
317864,28002,1592982.635,6399.055433
317865,28002,1592982.635,5884.92709
317866,28002,1592982.635,106.5227057
317867,28002,1592982.635,2839.275146
317868,28002,1592982.635,12759.54598
317869,28002,1592982.635,5300.340247
317870,28002,1592982.635,2451.861393
318721,10014,3594329.851,2990.507102
318722,10014,3594329.851,2104.820514
318722,32049,1696240.391,3576.553871
318724,32049,1696240.391,6976.370272
318725,32049,1696240.391,3931.299595
318727,32049,1696240.391,3416.869688
318735,32049,1696240.391,4065.329597
318740,32049,1696240.391,1072.540345
318741,32049,1696240.391,2796.501072
318744,32049,1696240.391,3183.740692
318745,32049,1696240.391,11011.52
318746,32049,1696240.391,4071.994347
318749,32049,1696240.391,5919.162696
318750,32049,1696240.391,5148.385003
318751,32049,1696240.391,6687.282061
318752,32049,1696240.391,3468.257465
318753,32049,1696240.391,2473.94814
318754,32010,2153403.223,628.2229037
318757,32010,2153403.223,345.4079198
318764,32010,2153403.223,1789.762421
318765,32005,399200.114,5911.178924
318765,32010,2153403.223,616.1072818
318766,32005,399200.114,11079.88169
318767,32005,399200.114,14093.47933
318768,32005,399200.114,19181.49439
318768,32013,190681.8349,1401.644521
318769,32005,399200.114,8037.173453
318769,32013,190681.8349,3550.24038
318770,32005,399200.114,13466.94841
318770,32013,190681.8349,2811.08429
318771,32005,399200.114,22738.88872
318772,32005,399200.114,23370.20741
318773,32005,399200.114,9700.350033
318774,32005,399200.114,5610.361609
318774,32037,395659.4581,1842.783737
318775,32037,395659.4581,2475.006787
318776,32037,395659.4581,12213.87768
318777,32037,395659.4581,478.5256723
318778,32037,395659.4581,403.8695701
318779,32037,395659.4581,229.0317027
318781,32037,395659.4581,1169.737499
318781,32050,44802.85153,1452.442444
318782,32017,715023.8651,1541.272626
318783,32017,715023.8651,2001.647765
318783,32037,395659.4581,2586.156967
318789,24049,494254.8323,769.1497869
318790,24049,494254.8323,7525.68203
318791,24049,494254.8323,4053.37548
318792,24049,494254.8323,4174.082808
318793,24049,494254.8323,4086.66583
318794,24049,494254.8323,877.0759564
318797,24049,494254.8323,2630.866942
318798,24049,494254.8323,421.3302471
318799,24049,494254.8323,4839.236666
318800,24049,494254.8323,4570.647788
318801,24049,494254.8323,8057.802395
318802,24049,494254.8323,1389.376911
318803,24049,494254.8323,636.974055
318804,24049,494254.8323,5049.472792
318805,24049,494254.8323,1443.658112
318807,24049,494254.8323,987.1742006
318808,24049,494254.8323,3463.21072
318809,24049,494254.8323,4199.476346
318810,24049,494254.8323,4930.324299
318811,24049,494254.8323,989.0745768
318816,24045,307513.3193,825.578319
318817,24045,307513.3193,3194.70112
318818,24045,307513.3193,2410.94357
318819,24045,307513.3193,6874.871806
318820,24045,307513.3193,9496.479611
318821,24045,307513.3193,9278.154796
318822,24045,307513.3193,5900.043212
318823,24045,307513.3193,7216.993898
318824,24045,307513.3193,3614.044524
318826,24045,307513.3193,1593.774441
318827,24045,307513.3193,599.5673587
318828,24045,307513.3193,2873.841774
318829,24045,307513.3193,1272.27768
318830,24045,307513.3193,217.669844
318831,24045,307513.3193,3361.002222
318832,24045,307513.3193,3197.997763
318833,24045,307513.3193,3098.780981
318840,24051,149395.2032,957.1589102
318847,24017,389097.3055,48.61021867
318856,24017,389097.3055,959.5076073
318857,24017,389097.3055,3336.85575
318859,24017,389097.3055,1450.921555
318859,28039,536624.8476,45.601781
318860,28039,536624.8476,323.0374625
318864,28039,536624.8476,1335.843019
318865,28039,536624.8476,2668.60984
318869,28039,536624.8476,577.3090005
318870,28039,536624.8476,3755.783957
318871,28039,536624.8476,930.4820245
318873,28039,536624.8476,1860.123617
318875,28039,536624.8476,4995.673355
318876,28039,536624.8476,2081.304477
318878,28039,536624.8476,13.11856442
318880,28029,363916.3176,1409.170606
318880,28039,536624.8476,2756.911493
318881,28029,363916.3176,215.0681826
318882,28029,363916.3176,5721.075819
318883,28029,363916.3176,2384.88745
318884,28029,363916.3176,2150.647225
318885,28029,363916.3176,1918.285685
318886,28029,363916.3176,1556.46579
318890,28029,363916.3176,3252.409379
318891,28011,252130.0324,107.3229491
318891,28029,363916.3176,1714.203918
